사투리,표준어
네 저희는 학창 시절에 대해 이야기해보겠습니다.,네 저희는 학창 시절에 대해 이야기해보겠습니다.
학창 시절 때 어땠어?,학창 시절 때 어땠어?
아무래도 최근 생각하면 고등학생이겠지?,아무래도 최근 생각하면 고등학생이겠지?
고등학생 때는 나는 약간 불행했던 거 같애.,고등학생 때는 나는 약간 불행했던 거 같애.
왜?,왜?
왜냐면 고 일 때까지만 해도 진짜 잘 맞는 친구가 있었거든?,왜냐면 고 일 때까지만 해도 진짜 잘 맞는 친구가 있었거든?
근데 고 이 때 올라가서 쫌 걔랑 엄청 싸우게 되고 걔가 친구들,근데 고 이 때 올라가서 조금 걔랑 엄청 싸우게 되고 걔가 친구들
자기편으로 만들어서 왕따를 당하게 된 거야.,자기편으로 만들어서 왕따를 당하게 된 거야.
그게 내가 거짓말을 쳐서 걔는 그 거짓말에 서운해가지구 걔가 그렇게 해가지구,그게 내가 거짓말을 쳐서 걔는 그 거짓말에 서운해가지구 걔가 그렇게 해가지구
내가 상처를 받았다라는 거를 되게 부풀려서 말한 거야 걔네 걔네 친구들한테,내가 상처를 받았다라는 거를 되게 부풀려서 말한 거야 걔네 걔네 친구들한테
그래서 나는 한 번에 바로 왕따가 됐고 내가 해명 할려고 말을 해도 아~ 쟤 또 불쌍한 척한다,그래서 나는 한 번에 바로 왕따가 됐고 내가 해명 할려고 말을 해도 아~ 쟤 또 불쌍한 척한다
피해자 코스프레 한다 그런 얘기를 하는 거지 그래서 나는 왕따를 받으니까,피해자 코스프레 한다 그런 얘기를 하는 거지 그래서 나는 왕따를 받으니까
도와달라고 할 사람이 선생님이나 부모님밖에 없잖아.,도와달라고 할 사람이 선생님이나 부모님밖에 없잖아.
그러면 우리 학교가 약간 사립 고등학교이긴 했는데 자사고처럼 야자가 무조건 했었어야 됐거든 열한 시까지?,그러면 우리 학교가 약간 사립 고등학교이긴 했는데 자사고처럼 야자가 무조건 했었어야 됐거든 열한 시까지?
근데 내가 너무 힘들어하니까 저녁 먹고 저녁밥을 뭐라고 하지?,근데 내가 너무 힘들어하니까 저녁 먹고 저녁밥을 뭐라고 하지?
석식.,석식.
맞아  석식을 먹고 담임 쌤이 아~ 나보고 계속 빼줬어 야자를 집 가서 해라고,맞아  석식을 먹고 담임 쌤이 아~ 나보고 계속 빼줬어 야자를 집 가서 해라고
근데 애들은 또 그거 보고 시기 질투하고 쟤는 왜 보내주냐면서 그런 얘기를 하는 거지.,근데 애들은 또 그거 보고 시기 질투하고 쟤는 왜 보내주냐면서 그런 얘기를 하는 거지.
그래서 고 이 때 그렇게 싸우고 근데 또 내가 이과였거든?,그래서 고 이 때 그렇게 싸우고 근데 또 내가 이과였거든?
근데 여자 이과가 한 반밖에 없어서 삼 학년 때 그대로 올라가는 거야 걔네들이랑,근데 여자 이과가 한 반밖에 없어서 삼 학년 때 그대로 올라가는 거야 걔네들이랑
그래서 나는 쫌 많이 힘들었었어 고 이 때는 아예 반에서 혼자 다니다가,그래서 나는 조금 많이 힘들었었어 고 이 때는 아예 반에서 혼자 다니다가
고 삼 때는 다른 약간 내가 그렇게 공부를 잘하지 않았는데 그 일이 있고 난 뒤에 고 삼 때 올라가서 약간,고 삼 때는 다른 약간 내가 그렇게 공부를 잘하지 않았는데 그 일이 있고 난 뒤에 고 삼 때 올라가서 약간
공부 잘하는 애들이랑 어울려 다니면서 공부를 열심히 하게 됐지.,공부 잘하는 애들이랑 어울려 다니면서 공부를 열심히 하게 됐지.
근데 결국 졸업식날에는 화해했었어 그 친구랑 화해하고 오히려 그 친구가,근데 결국 졸업식날에는 화해했었어 그 친구랑 화해하고 오히려 그 친구가
부풀려서 말해서 나를 왕따 시킨 다른 주변 애들이랑 걔랑 멀어지고 나는 걔랑 지금 잘 지내고 있어.,부풀려서 말해서 나를 왕따 시킨 다른 주변 애들이랑 걔랑 멀어지고 나는 걔랑 지금 잘 지내고 있어.
아~ 힘들었겠다.,아~ 힘들었겠다.
오빠는 막 친구랑 싸운 기억 없었어?,오빠는 막 친구랑 싸운 기억 없었어?
나 나는 근데 너랑 정반대라서 나는 그냥 올 타임 해피라서 올 타임 해피 나의 나는,나 나는 근데 너랑 정반대라서 나는 그냥 올 타임 해피라서 올 타임 해피 나의 나는
뭔가 힘든 기억은 다 잊어버리나 봐 그냥 나는 나의 모든 삶이 행복했는데?,뭔가 힘든 기억은 다 잊어버리나 봐 그냥 나는 나의 모든 삶이 행복했는데?
그러면 그중에서도 쩨일 행복했던 시간.,그러면 그중에서도 제일 행복했던 시간.
예를 들면 남자들은 점심시간에 딱 먹고 축구를 한다던가 아니면 마치고 피씨방을 가자라던가,예를 들면 남자들은 점심시간에 딱 먹고 축구를 한다던가 아니면 마치고 피씨방을 가자라던가
학창 시절에 아~ 이 시간 때만큼은 좋았지.,학창 시절에 아~ 이 시간 때만큼은 좋았지.
학창 시절에 진짜 재밌었던 거 수학여행?,학창 시절에 진짜 재밌었던 거 수학여행?
수학여행?,수학여행?
어디로 갔었어?,어디로 갔었어?
일본.,일본.
오 일본 갔었어?,오 일본 갔었어?
고등학생 때?,고등학생 때?
고 이 때.,고 이 때.
우와 신기하다.,우와 신기하다.
대박 나는 고 이 때 수학여행도 안 갔어  그 사건 때문에,대박 나는 고 이 때 수학여행도 안 갔어  그 사건 때문에
세월호?,세월호?
아니 아니 내가 친구들이랑 왕따 당하니까 수학여행 가면 혼자 다닐 게 뻔해서 그냥 안 가지 싶,아니 아니 내가 친구들이랑 왕따 당하니까 수학여행 가면 혼자 다닐 게 뻔해서 그냥 안 가지 싶
어디 갔었는데?,어디 갔었는데?
우리는 서울 서울 쪽도 원래 안 된다 했었는데 경주 갈까 하다가 반끼리 다 따로 갔었거든?,우리는 서울 서울 쪽도 원래 안 된다 했었는데 경주 갈까 하다가 반끼리 다 따로 갔었거든?
근데 우리 담임 쌤이 서울 가자 해서 서울 갔었는데 오 일본 재밌었겠다.,근데 우리 담임 쌤이 서울 가자 해서 서울 갔었는데 오 일본 재밌었겠다.
나는 그냥 태생이 인싸라서 그냥 그거 뭐지 그거 우리 담임 쌤이 그런 애들을 넣어줬어.,나는 그냥 태생이 인싸라서 그냥 그거 뭐지 그거 우리 담임 쌤이 그런 애들을 넣어줬어.
아니 내가 원래 근데 습관인 거 같애.,아니 내가 원래 근데 습관인 거 같애.
약간 어~ 쪼꼼 못 어울리는 애들을 많이 챙기는 편이거든?,약간 어~ 조금 못 어울리는 애들을 많이 챙기는 편이거든?
우와 좋다.,우와 좋다.
어 근데 이제 나 때문에 나랑 친한 애들이 코 껴가지고 약간 그~ 소외 받는 애들이랑 같은 그룹이 됐어.,어 근데 이제 나 때문에 나랑 친한 애들이 코 껴가지고 약간 그~ 소외 받는 애들이랑 같은 그룹이 됐어.
아~ 인싸랑 소외 받는 애들이랑 다 같이?,아~ 인싸랑 소외 받는 애들이랑 다 같이?
나는 그냥 근데 그때 당시에 뭐 아싸라고 아싸라고 표현해야 하나 아싸인 애들 옆자리에도 많이 앉았거든?,나는 그냥 근데 그때 당시에 뭐 아싸라고 아싸라고 표현해야 하나 아싸인 애들 옆자리에도 많이 앉았거든?
그냥 옆에 앉아서 그냥 얘기 말도 걸고 얘기도 하고 막 이랬었단 말이야?,그냥 옆에 앉아서 그냥 얘기 말도 걸고 얘기도 하고 막 이랬었단 말이야?
그러니까 담임 쌤 입장에서는 좋게 봤겠지.,그러니까 담임 쌤 입장에서는 좋게 봤겠지.
그렇지 착한 아이.,그렇지 착한 아이.
뭐~ 그렇게 착하지 않았는데 어~ 노는 애들 중에 착한 아이였어.,뭐~ 그렇게 착하지 않았는데 어~ 노는 애들 중에 착한 아이였어.
공부를 안 했었기 때문에 왠지 담임 쌤이 계속 붙여 놓은 거야.,공부를 안 했었기 때문에 왠지 담임 쌤이 계속 붙여 놓은 거야.
이제 그래서 이제 막 가서 그때 다 같이 친해졌지.,이제 그래서 이제 막 가서 그때 다 같이 친해졌지.
다 같이 친해졌고 지금은 이제 애들이 어몽어스 하잖아.,다 같이 친해졌고 지금은 이제 애들이 어몽어스 하잖아.
어~ 맞아.,어~ 맞아.
그때는 우리가 그냥 진짜 다 같이 한 방에 모여서 마피아를 했어.,그때는 우리가 그냥 진짜 다 같이 한 방에 모여서 마피아를 했어.
우와 몇 명이서?,우와 몇 명이서?
스무 명이서.,스무 명이서.
스무 명이서 밤이 되었습니다.,스무 명이서 밤이 되었습니다.
근데 우리가 수학여행을 사박 오일인가 갔거든?,근데 우리가 수학여행을 사박 오일인가 갔거든?
진짜 길게 갔네.,진짜 길게 갔네.
어 일본이니까.,어 일본이니까.
이제 갔는데 이제 우리가 문과가 네 반이야.,이제 갔는데 이제 우리가 문과가 네 반이야.
우와 진짜 많다 사람,우와 진짜 많다 사람
이과 여덟 반.,이과 여덟 반.
남자 남자 학교랬지 남고?,남자 남자 학교랬지 남고?
근데 우리 학교 약간 명문고라가지고,근데 우리 학교 약간 명문고라가지고
무슨 고등학교인데?,무슨 고등학교인데?
동래고등학교 알아?,동래고등학교 알아?
어?,어?
우리 아빠 고등학교인데?,우리 아빠 고등학교인데?
아~ 진짜?,아~ 진짜?
어 대박 명문고 사람 진짜 많다.,어 대박 명문고 사람 진짜 많다.
우리는 남자 문과가 두 반 남자 이과가 네 반.,우리는 남자 문과가 두 반 남자 이과가 네 반.
우리는 억지로 밀어 넣어.,우리는 억지로 밀어 넣어.
근까 예를 들어서 동래고 못 들어오면은 어느 정도였냐면 유학 갔다가 다시 들어와.,그러니까 예를 들어서 동래고 못 들어오면은 어느 정도였냐면 유학 갔다가 다시 들어와.
그래서 동래고로 넣어달라고 그래.,그래서 동래고로 넣어달라고 그래.
우와 대박 그래서 남자 스무 명이서 마피아를,우와 대박 그래서 남자 스무 명이서 마피아를
근까 이제 그런 거지 이제 자 그럼 우리 반에서 에이스들을 뽑아.,그러니까 이제 그런 거지 이제 자 그럼 우리 반에서 에이스들을 뽑아.
어떤 에이스?,어떤 에이스?
마피아 에이스를 뽑아.,마피아 에이스를 뽑아.
마피아 에이스를 뽑아.,마피아 에이스를 뽑아.
아까 문과 네 반이라고 그랬잖아.,아까 문과 네 반이라고 그랬잖아.
문과 각 반에 에이스들을 뽑아.,문과 각 반에 에이스들을 뽑아.
근데 이제 우리  밤새도록 하니까 또 이제 잘 애들은 자.,근데 이제 우리  밤새도록 하니까 또 이제 잘 애들은 자.
