사투리,표준어
니 혹시 이때까지 살면서 여행가고 본 것 중에 제일 좋았던 데 있나?,너 혹시 이때까지 살면서 여행가고 본 것 중에 제일 좋았던 데 있어?
나는 가족들하고 국내 여행도 많이 가보고,나는 가족들하고 국내 여행도 많이 가보고
그리고 해외여행도 다니고 해봤는데 그 때 니랑 같이 안 갔을 낀데,그리고 해외여행도 다니고 해봤는데 그 때 너랑 같이 안 갔을 건데
이랑  이랑 같이 해 가지고 태국 갔을 때가 참 재미가 있더라고,이랑  이랑 같이 해 가지고 태국 갔을 때가 참 재미가 있더라고
전역하기 거의 다 됐을 때,전역하기 거의 다 됐을 때
갑자기 이제 이랑 둘이서 여행을 가니 마니 하고 있대?,갑자기 이제 이랑 둘이서 여행을 가니 마니 하고 있더라?
그래서 나도 그 때 그냥 시험치고,그래서 나도 그 때 그냥 시험치고
아직 다음 시험 준비하기 전에 조금 짬을 내가지고 같이 가자 이래가지고,아직 다음 시험 준비하기 전에 조금 짬을 내가지고 같이 가자 이래가지고
자기들은 벌써 비행기를 예약을 다 했더라고,자기들은 벌써 비행기를 예약을 다 했더라고
그래 갖고 똑같은 시간대에 맞춰가지고 내도 예약을 해서 같이 이리 갔지,그래 갖고 똑같은 시간대에 맞춰가지고 나도 예약을 해서 같이 이렇게 갔지
그~ 부산에서 바로 가는 비행기가,그~ 부산에서 바로 가는 비행기가
새벽에 밖에 없어가지고 도착하는 시간이,새벽에 밖에 없어가지고 도착하는 시간이
그래서  도착하니까 새벽이대 한 세시 그래 가지고,그래서  도착하니까 새벽이더라 한 세시 그래 가지고
스물네 시간 체크인 되는 그런 호텔을 카오산로드 쪽에,스물네 시간 체크인 되는 그런 호텔을 카오산로드 쪽에
예약을 해가주고 공항에서 글로 바로 가 가지고 체크인하고,예약을 해가주고 공항에서 글로 바로 가 가지고 체크인하고
걔도 바로 갔는데 뭔가 좀 아쉽다 아이가 자기 그래가지고 새벽에 그냥 나가보니까,걔도 바로 갔는데 뭔가 좀 아쉽지 않니 자기 그래가지고 새벽에 그냥 나가보니까
가게들이 문을 많이 닫았대?,가게들이 문을 많이 닫았더라?
