사투리,표준어
혹시 좋아하는 책 있으세요?,혹시 좋아하는 책 있으세요?
네 저는 약간 추리소설 같은 거 좋아하는데,네 저는 약간 추리소설 같은 거 좋아하는데
그니까 그~ 일본 작가를 되게 좋아하거든요?,그러니까 그~ 일본 작가를 되게 좋아하거든요?
제일 좋아하는 작가분 있으세요?,제일 좋아하는 작가분 있으세요?
제일 좋아하는 작가가 요코제키다이 라는 사람 있거든요 그 사람이 약간,제일 좋아하는 작가가 요코제키다이 라는 사람 있거든요 그 사람이 약간
쫌 저 스릴라 스릴라 겸 추리 그런 걸 되게 많이 쓰고,조금 저 스릴라 스릴라 겸 추리 그런 걸 되게 많이 쓰고
예 그런 거 되게 많이 써서 약간 페이스북 막 광고 같은 데 보면 막 애니메이션 나오는데 마지막에 책 광고였는 그런 거 있잖아요.,예 그런 거 되게 많이 써서 약간 페이스북 막 광고 같은 데 보면 막 애니메이션 나오는데 마지막에 책 광고였는 그런 거 있잖아요.
그런 게 거의 다 저 사람 거라서 되게 관심이 많았어요.,그런 게 거의 다 저 사람 거라서 되게 관심이 많았어요.
어떤 내용이에요 그 책은?,어떤 내용이에요 그 책은?
어~ 제가 다 읽은 거를 하나로 예로 들면 뭐~ 여주인공이 뭐~,어~ 제가 다 읽은 거를 하나로 예로 들면 뭐~ 여주인공이 뭐~
죽었는데 남자친구가 그걸 복수할려고 했다가,죽었는데 남자친구가 그걸 복수할려고 했다가
뭐~ 어떻게 어떻게 이어져서 마지막엔  남주인공이 여주인공을 죽인 거더라고요 되게 흥미로웠어요 저도,뭐~ 어떻게 어떻게 이어져서 마지막엔  남주인공이 여주인공을 죽인 거더라고요 되게 흥미로웠어요 저도
읽으면서 범인 도대체 누구지 누구지 이 생각은 했는데 이~ 결국에는 약간,읽으면서 범인 도대체 누구지 누구지 이 생각은 했는데 이~ 결국에는 약간
남자친구가 범인이라니까 어~ 말이 돼 말이 되긴 하는데 쫌 되게 당황스러웠어요.,남자친구가 범인이라니까 어~ 말이 돼 말이 되긴 하는데 조금 되게 당황스러웠어요.
저는 읽기도 전에 스포를 당해버렸어요 제목이 뭐라구요?,저는 읽기도 전에 스포를 당해버렸어요 제목이 뭐라구요?
네 네 말씀 드려도 돼요?,네 네 말씀 드려도 돼요?
가면의 너에게 고한다 라는 책이거든요.,가면의 너에게 고한다 라는 책이거든요.
근데 이 책이 되게 재밌었어요 완전 완전 훅 읽었어요.,근데 이 책이 되게 재밌었어요 완전 완전 훅 읽었어요.
제가 옆에 도서관이 있는데 옆 도서관에 있으면 꼭 찾아볼게요.,제가 옆에 도서관이 있는데 옆 도서관에 있으면 꼭 찾아볼게요.
네 한번 보세요 스포를 당했지만,네 한번 보세요 스포를 당했지만
아~ 괜찮아요 까먹을 때쯤 제목만 찾아서 볼게요 말고도 또 추천해줄 만한 책이 있으세요?,아~ 괜찮아요 까먹을 때쯤 제목만 찾아서 볼게요 말고도 또 추천해줄 만한 책이 있으세요?
말고도 추천할 책이라면 약간,말고도 추천할 책이라면 약간
한국 사람이 쓴 거는 약간 아몬드 아세요?,한국 사람이 쓴 거는 약간 아몬드 아세요?
아몬드 아니요 몰라요.,아몬드 아니요 몰라요.
