사투리,표준어
이제부터 먹거리에 대해서 얘기를 해보자,이제부터 먹거리에 대해서 얘기를 해보자
니 뭐를 제일 좋아해 음식 중에,너 뭐를 제일 좋아해 음식 중에
매일매일 바뀌어 가지고,매일매일 바뀌어 가지고
어릴 때는 되게 패스트푸드 음식 좋아했거든,어릴 때는 되게 패스트푸드 음식 좋아했거든
피자나 막 햄버거나,피자나 막 햄버거나
그때는 살이 되게 많이 쪘어 가지고,그때는 살이 되게 많이 쪘어 가지고
햄버거를 먹으면 한 다섯 개는 먹어야 되고,햄버거를 먹으면 한 다섯 개는 먹어야 되고
피자 먹으면,피자 먹으면
두세 판?,두세 판?
그러다가 살이 빠지고 나서는,그러다가 살이 빠지고 나서는
감자탕을 되게 좋아했었고,감자탕을 되게 좋아했었고
지금은,지금은
채소 아니면 다 좋아하는 거 같은데,채소 아니면 다 좋아하는 거 같은데
채소 버섯 이런 거 안 좋아해?,채소 버섯 이런 거 안 좋아해?
그러니까 그런걸로만 이루어진 요리만 아니면은,그러니까 그런걸로만 이루어진 요리만 아니면은
하나쯤은 있어야지,하나쯤은 있어야지
맞아 고기 제일 중요하지,맞아 고기 제일 중요하지
고기 중에 어떤 거 제일 좋아해 닭 소,고기 중에 어떤 거 제일 좋아해 닭 소
나는 소고기 제일 좋아하는 거는 소고기이긴 한데,나는 소고기 제일 좋아하는 거는 소고기이긴 한데
제일 많이 먹는 거 돼지나 닭이긴 하지,제일 많이 먹는 거 돼지나 닭이긴 하지
소는 조금 많이 먹기에는,소는 조금 많이 먹기에는
맞아 그런 것도 있고 비싸기도 하고 일 인분에 사만 원 짜리하는 고기를 먹어봤는데,맞아 그런 것도 있고 비싸기도 하고 일 인분에 사만 원 짜리하는 고기를 먹어봤는데
그거는 그 값을 하더라고,그거는 그 값을 하더라고
예전에 대학교 이학년 때 사귀었던 남자친구,예전에 대학교 이학년 때 사귀었던 남자친구
생일날 남자친구 집에 갔다가  나오는데,생일날 남자친구 집에 갔다가  나오는데
그 아버님이 갑자기 돈을 엄청 주는 거야 그때 카드를 줬나 현 돈을 줬나 그랬는,그 아버님이 갑자기 돈을 엄청 주는 거야 그때 카드를 줬나 현 돈을 줬나 그랬는
그래서 그걸로 소고기 집을 갔거든 근데 그거 알지?,그래서 그걸로 소고기 집을 갔거든 근데 그거 알지?
진짜 한 둘이서 먹으면은 진짜 한,진짜 한 둘이서 먹으면은 진짜 한
십몇만 원씩 이십몇 만원씩 이렇게 나오는데 구워줘,십몇만 원씩 이십몇 만원씩 이렇게 나오는데 구워줘
그냥 우리끼리 이렇게 칸막이로 이렇게 다 이 있고,그냥 우리끼리 이렇게 칸막이로 이렇게 다 이 있고
딱 먹기 좋게 한 점씩 이렇게 구워줘 계속,딱 먹기 좋게 한 점씩 이렇게 구워줘 계속
되게 맛있는데,되게 맛있는데
그런데도 가 보고,그런데도 가 보고
진짜 맛있기야 하겠다 구워주는 데가 진짜 맛있잖아,진짜 맛있기야 하겠다 구워주는 데가 진짜 맛있잖아
진짜 얇게,진짜 얇게
난 예전에 호주에서 시드니 여행할 때 거기에 만 한국 돈으로 하면 만 원으로,난 예전에 호주에서 시드니 여행할 때 거기에 만 한국 돈으로 하면 만 원으로
