사투리,표준어
방금 먹었던 토스트랑,방금 먹었던 토스트랑
떡볶이랑 소떡소떡은 너무 환상이었어.,떡볶이랑 소떡소떡은 너무 환상이었어.
비록 아침에 쫌,비록 아침에 조금
먹긴 했지만 아이스아메리카노랑 먹으니까 얼마나 찰떡이던지,먹긴 했지만 아이스아메리카노랑 먹으니까 얼마나 찰떡이던지
쑥쑥 들어가더라고 그래서 지금 떡이 배 안에서 얼마나 뿔고 있는지,쑥쑥 들어가더라고 그래서 지금 떡이 배 안에서 얼마나 불고 있는지
점점 그라데이션으로 배가 불러와.,점점 그라데이션으로 배가 불러와.
너 아침 뭐 먹고 왔어?,너 아침 뭐 먹고 왔어?
아니 안 먹었지.,아니 안 먹었지.
나는,나는
이 토스트가 중간에 옥수수 같은 게 씹혀가지고,이 토스트가 중간에 옥수수 같은 게 씹혀가지고
식감을 방해했어,식감을 방해했어
맛은 있었는데,맛은 있었는데
근데 역시 토스트는 이삭인가 봐.,근데 역시 토스트는 이삭인가 봐.
그런가 봐.,그런가 봐.
니 이삭토스트 최애 메뉴있나?,니 이삭토스트 최애 메뉴있나?
그~ 나는 최애는 따로 없고 무조건,그~ 나는 최애는 따로 없고 무조건
해쉬브라운을 추가하는 편이긴 해.,해쉬브라운을 추가하는 편이긴 해.
해쉬브라운을 추가는 안 하고 그냥 감자토스트를 시켜서,해쉬브라운을 추가는 안 하고 그냥 감자토스트를 시켜서
먹는데 요새 이삭 안 먹은 지 진짜 오래 된 거 같아.,먹는데 요새 이삭 안 먹은 지 진짜 오래 된 거 같아.
나 서브웨이도 먹고 싶고,나 서브웨이도 먹고 싶고
우리가 자주 시켜먹는 &company-name1& 샌드위치도 너무 먹고 싶어.,우리가 자주 시켜먹는 &company-name1& 샌드위치도 너무 먹고 싶어.
못 먹은 지 너무 오래 됐잖아.,못 먹은 지 너무 오래 됐잖아.
니 서브웨이 최애 조합 있나?,니 서브웨이 최애 조합 있나?
나는 있지 나는,나는 있지 나는
이탈리안 비엠티에 비엘티 비엠티 그거에,이탈리안 비엠티에 비엘티 비엠티 그거에
무조건 랜치랑,무조건 랜치랑
싸우스웨스트,싸우스웨스트
그게 나의 최애 조합이야 그리고 무조건 토마토는 빼야 돼.,그게 나의 최애 조합이야 그리고 무조건 토마토는 빼야 돼.
왜냐하면 내가 햄버거 먹을 때나,왜냐하면 내가 햄버거 먹을 때나
뭐~ 샌드위치 안에 들어가는 토마토를 먹을 때,뭐~ 샌드위치 안에 들어가는 토마토를 먹을 때
나 그 토마토 껍질이 안 짤리 이빨에 안 짤리고,나 그 토마토 껍질이 안 짤리 이빨에 안 짤리고
주르륵 딸려오는 게 너무 싫어 그래서 나는,주르륵 딸려오는 게 너무 싫어 그래서 나는
무조건 서브웨이나 서브웨이 먹을 때는 토마토를 빼는 편이야.,무조건 서브웨이나 서브웨이 먹을 때는 토마토를 빼는 편이야.
나는 빵은 무조건 허니위트 허니오트,나는 빵은 무조건 허니위트 허니오트
허니오트고 치즈는 슈레드 아니면 모짜렐라,허니오트고 치즈는 슈레드 아니면 모짜렐라
야채는,야채는
피클 올리브 피망 빼고 토마토 양상추,피클 올리브 피망 빼고 토마토 양상추
양파 많이 소스는 후추도,양파 많이 소스는 후추도
많이 넣어야 되고 요새 빠진 소스 조합은 바베큐 소스랑 후추랑,많이 넣어야 되고 요새 빠진 소스 조합은 바베큐 소스랑 후추랑
랜치 소스 쪼금 뿌리면 약간 달달하고,랜치 소스 쪼금 뿌리면 약간 달달하고
상큼한 느끼함이 있어서 어떤 샌드위치라도 다 맛있는데,상큼한 느끼함이 있어서 어떤 샌드위치라도 다 맛있는데
개인적으로 햄 추천,개인적으로 햄 추천
햄 샌드위치,햄 샌드위치
햄만 들어가잖아.,햄만 들어가잖아.
맛있어?,맛있어?
그렇게 따지면,그렇게 따지면
베이컨은 베이컨만 들어가고 치킨은 치킨만 들어가고,베이컨은 베이컨만 들어가고 치킨은 치킨만 들어가고
터키는 터키만 들어가는데,터키는 터키만 들어가는데
다 똑같이 뭐~ 베지는 야채만 들어가는데,다 똑같이 뭐~ 베지는 야채만 들어가는데
다 독같은데 어디서 그런 논리를 펼쳐?,다 독같은데 어디서 그런 논리를 펼쳐?
몰라 그런 데 가면은 햄 이런 기본적인 거 먹고 싶지가 않다고.,몰라 그런 데 가면은 햄 이런 기본적인 거 먹고 싶지가 않다고.
그렇게 따지면,그렇게 따지면
치킨 데리야끼를 먹든지,치킨 데리야끼를 먹든지
스테이크 엔 바베큐를 먹든지 그래야지,스테이크 엔 바베큐를 먹든지 그래야지
비엠티 먹는 주제에 무슨 말이 그렇게 많아?,비엠티 먹는 주제에 무슨 말이 그렇게 많아?
나 알지 카페 가면은,나 알지 카페 가면은
