사투리,표준어
제가 오토바이를 사고 진짜 후회를 많이 했습니다.,제가 오토바이를 사고 진짜 후회를 많이 했습니다.
자동차를 사는 게 겨울에는 좋은 거 같은데 오토바이 산 게 진짜 후회 되더라구요 근데,자동차를 사는 게 겨울에는 좋은 거 같은데 오토바이 산 게 진짜 후회 되더라구요 근데
그럼에도 불구하고 겨울에 오토바이 타는 사람이 많은 거 같은데 왜 그런 거 같습니까?,그럼에도 불구하고 겨울에 오토바이 타는 사람이 많은 거 같은데 왜 그런 거 같습니까?
아무래도 그~ 오토바이는 일단 편하다 아이가 편하고 주차할 때도 마음대로 해도 되고,아무래도 그~ 오토바이는 일단 편하지 않냐 편하고 주차할 때도 마음대로 해도 되고
솔직히 뭐~ 번호판 안 달아도 되고 사실 오늘도 내가 늦은 게,솔직히 뭐~ 번호판 안 달아도 되고 사실 오늘도 내가 늦은 게
차 주차하는데 엄청 걸려가지고 차도 많이 막히고 근데 오토바이는,차 주차하는데 엄청 걸려가지고 차도 많이 막히고 근데 오토바이는
그런 거 상관없이 뭐~ 쪼금 신호도 쪼금 위반할 수도 있고 쪼금 주차하는 게 제일 편한 거 같애 일단 그리고,그런 거 상관없이 뭐~ 쪼금 신호도 쪼금 위반할 수도 있고 쪼금 주차하는 게 제일 편한 거 같애 일단 그리고
편리하잖아 일단 뭐~ 시내바리로는 뭐~ 오토바이만한 게 없다고 하지 근데,편리하잖아 일단 뭐~ 시내바리로는 뭐~ 오토바이만한 게 없다고 하지 근데
나도 고민을 마이 했지 뭐~ 오토바이 할지 뭐~ 했는데,나도 고민을 많이 했지 뭐~ 오토바이 할지 뭐~ 했는데
와 겨울 되니까 확실히 그래도 차 있는 게 편하더라고 뭐~,와 겨울 되니까 확실히 그래도 차 있는 게 편하더라고 뭐~
근데 이제 오토바이는 완전 이제 무장까지 해야 되니까 그런 거는 쫌 힘들더라고,근데 이제 오토바이는 완전 이제 무장까지 해야 되니까 그런 거는 조금 힘들더라고
어~ 그래서 니는 이제 오토바이 타고 댕기니까 겨울에 이제 약간 애로 사항이 많을 거 같애 뭐~ 어떤 애로 사항이 있노?,어~ 그래서 너는 이제 오토바이 타고 다니니까 겨울에 이제 약간 애로 사항이 많을 거 같애 뭐~ 어떤 애로 사항이 있어?
일단은 오토바이 타고 다니면,일단은 오토바이 타고 다니면
저 혼자 다녀야 되고 누구를 태울 수가 없으니까 그게 진짜 많이 힘든 거 같습니다.,저 혼자 다녀야 되고 누구를 태울 수가 없으니까 그게 진짜 많이 힘든 거 같습니다.
어~ 보통 차가 있으면 조수석에 타라고 할 수 있는데 오토바이도 뒤에 태울 수 있지만 막상 제가 여자친구를 태워보니,어~ 보통 차가 있으면 조수석에 타라고 할 수 있는데 오토바이도 뒤에 태울 수 있지만 막상 제가 여자친구를 태워보니
이게 너무 춥기도 하고 여자친구가 뒤로 떨어질 거 같애가지고 진짜 무섭더라고요.,이게 너무 춥기도 하고 여자친구가 뒤로 떨어질 거 같애가지고 진짜 무섭더라고요.
그래서 저도 아~ 이게 자동차를 타는 게 맞나 아니면 아~ 그래도 오토바이가 이게 주차가 좋으니까,그래서 저도 아~ 이게 자동차를 타는 게 맞나 아니면 아~ 그래도 오토바이가 이게 주차가 좋으니까
이게 그거 타는 게 맞나 싶은데,이게 그거 타는 게 맞나 싶은데
아~ 그래도 이게 같이 다닐 수 있고 그거 누굴 태울 수 있다는 장점이 자동차가 진짜 좋은 거 같습,아~ 그래도 이게 같이 다닐 수 있고 그거 누굴 태울 수 있다는 장점이 자동차가 진짜 좋은 거 같습
형님은 자동차 타고 다니는데 어~ 타고 다니니까 확실히 장점이 많은 거 같습니까?,형님은 자동차 타고 다니는데 어~ 타고 다니니까 확실히 장점이 많은 거 같습니까?
뭐~ 일단 장점이라 카면은 일단은 이제 우리가 운동을 하니까 이제 우리가 운동하는 데가 멀잖아 대신동,뭐~ 일단 장점이라 하면은 일단은 이제 우리가 운동을 하니까 이제 우리가 운동하는 데가 멀잖아 대신동
그까지 갈 때는 일단 확실히 시간이 마이 쭐지 시간 자체도 마이 쭐고,그까지 갈 때는 일단 확실히 시간이 많이 줄지 시간 자체도 많이 줄고
뭐~ 운전은 좀 피곤하긴 하지만 그래도 대중교통 타고 두세 번 뭐~ 왕복 환승하는 거보다는 그게 낫다는 생각이 쫌 들고 그리고 이제,뭐~ 운전은 좀 피곤하긴 하지만 그래도 대중교통 타고 두세 번 뭐~ 왕복 환승하는 거보다는 그게 낫다는 생각이 조금 들고 그리고 이제
좀 좋은 거 같애 운동을 이제 다 끝나고 우리가 이제 밤늦게 뭐~ 차가 끊겼다.,좀 좋은 거 같애 운동을 이제 다 끝나고 우리가 이제 밤늦게 뭐~ 차가 끊겼다.
택시비 돈 든다 아이가 근데 그거 대신에 뭐~ 차 타고 가면은,택시비 돈 들지 않냐 근데 그거 대신에 뭐~ 차 타고 가면은
기분이라도 쫌 좋지 않나 택시비 아낀다는 생각으로 그건 좋은 거 같고,기분이라도 조금 좋지 않아 택시비 아낀다는 생각으로 그건 좋은 거 같고
그리고 니 얼마 전에 한 번 사고 났다 했다 아이가 그건 뭐~ 어찌 되가고 있노?,그리고 너 얼마 전에 한 번 사고 났다 했지 않냐 그건 뭐~ 어찌 되가고 있어?
제가 사고가 두 번이 나가지고 진짜 고생 좀 많이 했는데,제가 사고가 두 번이 나가지고 진짜 고생 좀 많이 했는데
이게 한 번은 택시 기사랑 나고 한 번은 또 그다음 날에 그거,이게 한 번은 택시 기사랑 나고 한 번은 또 그다음 날에 그거
오토바이 수리비 매꿀라고 제가 가다가 또 박은 거에요 똑같이 사거리에서,오토바이 수리비 매꿀라고 제가 가다가 또 박은 거에요 똑같이 사거리에서
그건 또 이제 여자가 잘못 걸렸는데 이게 나중에 택시 기사가 전화 와서 보험 처리 안 하고 싶다고 저한테 연락을 하더라구요.,그건 또 이제 여자가 잘못 걸렸는데 이게 나중에 택시 기사가 전화 와서 보험 처리 안 하고 싶다고 저한테 연락을 하더라구요.
그래서 그거는 무마됐는데 여자 쪽은 일단은 제가 보험 처리 어~ 그쪽도 보험 불러서,그래서 그거는 무마됐는데 여자 쪽은 일단은 제가 보험 처리 어~ 그쪽도 보험 불러서
지금 그냥 보험사끼리 얘기를 해가지고 잘 처리 됐더라구요.,지금 그냥 보험사끼리 얘기를 해가지고 잘 처리 됐더라구요.
그~ 아~ 처음에는 제가 보험이 뭔지 모르니까 제 돈 나가는 줄 알고 진짜 고민 많이 했는데,그~ 아~ 처음에는 제가 보험이 뭔지 모르니까 제 돈 나가는 줄 알고 진짜 고민 많이 했는데
아~ 이게 보험사에서 돈이 나간다니까 이게 아~ 진짜 공부 많이 해야겠다 싶더라구요.,아~ 이게 보험사에서 돈이 나간다니까 이게 아~ 진짜 공부 많이 해야겠다 싶더라구요.
보험도 뭔지 모르고 들어가지고 했는데 요즘 좀 이~ 세상살이에 필요한 공부를 좀 해야겠다고 많이 느낍,보험도 뭔지 모르고 들어가지고 했는데 요즘 좀 이~ 세상살이에 필요한 공부를 좀 해야겠다고 많이 느낍
형님은 자동차 타면서 쫌 와 이런 거 쫌 공부하면 좋았을 건데 하는 거 있습니까?,형님은 자동차 타면서 조금 와 이런 거 조금 공부하면 좋았을 건데 하는 거 있습니까?
형님도 마찬가지로 뭐~ 보험이나 아니면 뭐~ 자동차는 이제 소모품이니까 갈 게 많다 아이가 뭐~ 그런 거는,형님도 마찬가지로 뭐~ 보험이나 아니면 뭐~ 자동차는 이제 소모품이니까 갈 게 많지 않냐 뭐~ 그런 거는
공부해야겠다 생각 들었지 그~ 이제 차 막상 처음에 이제 차 샀을 때는 그냥 아무것도 모르고 기름만 넣으면 되는 줄 알았는데 이게 생각보다 나가는 거 생각보다 많더라고 뭐~,공부해야겠다 생각 들었지 그~ 이제 차 막상 처음에 이제 차 샀을 때는 그냥 아무것도 모르고 기름만 넣으면 되는 줄 알았는데 이게 생각보다 나가는 거 생각보다 많더라고 뭐~
오일류나 아니면 뭐~ 타이어 뭐~ 보험료 이런 것도 엄청 많고,오일류나 아니면 뭐~ 타이어 뭐~ 보험료 이런 것도 엄청 많고
뭐~ 계속 정기적으로 봐야 되니까 점검도 계속 봐야 되고  님도 보러 가야 되고 뭐~ 이런 게 있으니까,뭐~ 계속 정기적으로 봐야 되니까 점검도 계속 봐야 되고  님도 보러 가야 되고 뭐~ 이런 게 있으니까
차는 생각보다 이게 시간이나 돈이 쫌 드는 거 같애 시간을 그만큼 아끼지만,차는 생각보다 이게 시간이나 돈이 조금 드는 거 같애 시간을 그만큼 아끼지만
금방 또 드는 거 같고 이제 공부해야 될 거라고 하면은 나도 똑같이 보험이지 나도 얼마 전에 사고 나가지고 한번 식겁했거든 뭐~,금방 또 드는 거 같고 이제 공부해야 될 거라고 하면은 나도 똑같이 보험이지 나도 얼마 전에 사고 나가지고 한번 식겁했거든 뭐~
뭐~ 나도 이제 잘 해결돼서 나도 처음에 니처럼 뭐~ 내가 돈 내야 되는 줄 알고 엄청 했는데 그냥 보험에서 뭐~ 알아서 잘 처리하고,뭐~ 나도 이제 잘 해결돼서 나도 처음에 너처럼 뭐~ 내가 돈 내야 되는 줄 알고 엄청 했는데 그냥 보험에서 뭐~ 알아서 잘 처리하고
뭐~ 이랬다 카대 나는 근데 그~ 뭐~ 내 생각이지만 그~ 살짝 박았는데 뭐~ 병원 맨날 가고 뭐~ 그랬다 카더라고,뭐~ 이랬다 하대 나는 근데 그~ 뭐~ 내 생각이지만 그~ 살짝 박았는데 뭐~ 병원 맨날 가고 뭐~ 그랬다 하더라고
뭐~ 그거는 뭐~ 뭐~ 지 몸이니까 아픈 거니까 그렇게 했다 생각하고 뭐~ 이제 어제 연락 왔는데 잘 처리됐다 하더라고 뭐~ 합의금 한 백만 원 정도 주고,뭐~ 그거는 뭐~ 뭐~ 지 몸이니까 아픈 거니까 그렇게 했다 생각하고 뭐~ 이제 어제 연락 왔는데 잘 처리됐다 하더라고 뭐~ 합의금 한 백만 원 정도 주고
뭐~ 잘했다 하대 나도 이제 생각했지 이제 뭐~ 보험을 어떻게 할지,뭐~ 잘했다 하대 나도 이제 생각했지 이제 뭐~ 보험을 어떻게 할지
이제 이번에 내가 보험 갱신하는데 거기서 이제 뭘 더 추가하고 뭘 할지 유튜브도 솔직히 이제 너무 잘 되어 있으니까 유튜브도 마이 보고,이제 이번에 내가 보험 갱신하는데 거기서 이제 뭘 더 추가하고 뭘 할지 유튜브도 솔직히 이제 너무 잘 되어 있으니까 유튜브도 많이 보고
그런 거 좀 마이 봤지 그리고 이제 뭐~ 차에서도 앞으로 뭐~ 다음,그런 거 좀 많이 봤지 그리고 이제 뭐~ 차에서도 앞으로 뭐~ 다음
뭐~ 뭐~ 타고 싶은지 뭐~ 이런 것도 한 번씩 보고 일단 보험이 제일 중요한 거 같애 뭐~ 알아야 뭘 이야기를 하니까,뭐~ 뭐~ 타고 싶은지 뭐~ 이런 것도 한 번씩 보고 일단 보험이 제일 중요한 거 같애 뭐~ 알아야 뭘 이야기를 하니까
나도 그래서 얼마 전에 차 사고 났을 때 뭘 모르니까 그냥 보험 불러놓고 그~ 사람들 하자는 대로 다 휘둘려갖고 뭐~ 이래 됐다 생각하거든.,나도 그래서 얼마 전에 차 사고 났을 때 뭘 모르니까 그냥 보험 불러놓고 그~ 사람들 하자는 대로 다 휘둘려갖고 뭐~ 이래 됐다 생각하거든.
그렇게 따진 거 보면 나도 이제 보험이 중요하다 생각해.,그렇게 따진 거 보면 나도 이제 보험이 중요하다 생각해.
금 니는 이제 사고 두 번 났다 했는데 이제 그거는,금 너는 이제 사고 두 번 났다 했는데 이제 그거는
잘 처리된 거고 그면 이제 앞으로도 오토바이 계속 탈 생각이야 아니면은 차를 살 생각 있나 앞으로 추후에,잘 처리된 거고 그면 이제 앞으로도 오토바이 계속 탈 생각이야 아니면은 차를 살 생각 있어 앞으로 추후에
이~ 어~ 일단 오토바이를 탄 이유가 유지비가 쩍게 들어가지고 제가 탔었는데요.,이~ 어~ 일단 오토바이를 탄 이유가 유지비가 적게 들어가지고 제가 탔었는데요.
그거 막상 이게 지금 제가 부업으로 배달 같은 거 하고 있으니까 막상 이게 뭔가 쪼끔 더 돈이 모일 거 같으니까 아~ 이~ 차도 유지비가 낼 수 있을 거 같은데 생각이 들더라구요.,그거 막상 이게 지금 제가 부업으로 배달 같은 거 하고 있으니까 막상 이게 뭔가 쪼끔 더 돈이 모일 거 같으니까 아~ 이~ 차도 유지비가 낼 수 있을 거 같은데 생각이 들더라구요.
그래서 요즘은 고민을 한 게 짐 오토바이 할부금을 제가 한 십오만 원 정도를 내고 있거든요 그래 한 일 년만 내면 이제 끝내요 근데,그래서 요즘은 고민을 한 게 짐 오토바이 할부금을 제가 한 십오만 원 정도를 내고 있거든요 그래 한 일 년만 내면 이제 끝내요 근데
이제 일 년 뒤에 끝나면 십오만 원 할부 내던 거를 제가 그대로 저축을 해서,이제 일 년 뒤에 끝나면 십오만 원 할부 내던 거를 제가 그대로 저축을 해서
한 쪼끔 더 모으면 한 삼백까지 모 이 년 정도 삼백까지 모아서 지금 저도 한 차 살까 짐 고민 많이 하고 있습,한 쪼끔 더 모으면 한 삼백까지 모 이 년 정도 삼백까지 모아서 지금 저도 한 차 살까 짐 고민 많이 하고 있습
근데 이게 아직까지 유지비 감이 안 와가지고 제가 고민 진짜 많이 되거든요.,근데 이게 아직까지 유지비 감이 안 와가지고 제가 고민 진짜 많이 되거든요.
형님은 약간 이~ 자동차 유지비에 대해서 얼마나 이게 어떤 걸 계산해야 된다고 생각하십니까?,형님은 약간 이~ 자동차 유지비에 대해서 얼마나 이게 어떤 걸 계산해야 된다고 생각하십니까?
유지비라기보다는 제일 처음 그거지 일단은 기름값,유지비라기보다는 제일 처음 그거지 일단은 기름값
근데 일단은 뭐~ 우리가 뭐~ 매번 시내 나가는 것도 아이고 근데 우리가 일단 왔다 갔다 거리가 많긴 하지만,근데 일단은 뭐~ 우리가 뭐~ 매번 시내 나가는 것도 아니고 근데 우리가 일단 왔다 갔다 거리가 많긴 하지만
그래도 경차라서 생각보다 이~ 기름이 쩍게 먹어 딴 차보다는 뭐~,그래도 경차라서 생각보다 이~ 기름이 적게 먹어 딴 차보다는 뭐~
그래서 기름값은 내 생각에 교통비랑 비슷하다 생각해 요 우리가 일주일 타고 다니는 교통비보다 쪼금 싸다 생각해 한 일이만 원 세이브한다 생각하고,그래서 기름값은 내 생각에 교통비랑 비슷하다 생각해 요 우리가 일주일 타고 다니는 교통비보다 쪼금 싸다 생각해 한 일이만 원 세이브한다 생각하고
이제 뭐~ 내가 생각하는 그런 거지 뭐~ 보험 일단 차 보험은 오토바이보다 비싸니까,이제 뭐~ 내가 생각하는 그런 거지 뭐~ 보험 일단 차 보험은 오토바이보다 비싸니까
그런 거 보험 보험만 잘 해결되면 나머지 부분 정도는 뭐~ 한 번에 뭐~ 엔진 오일 갈 때 뭐~ 오천 키로마다 뭐~ 오만 원씩 들긴 하는데,그런 거 보험 보험만 잘 해결되면 나머지 부분 정도는 뭐~ 한 번에 뭐~ 엔진 오일 갈 때 뭐~ 오천 키로마다 뭐~ 오만 원씩 들긴 하는데
그거는 뭐~  뭐~ 오만 원 있어도 살고 없어도 사니까 뭐~ 그런 느낌으로,그거는 뭐~  뭐~ 오만 원 있어도 살고 없어도 사니까 뭐~ 그런 느낌으로
하고 뭐~ 나도 아직 제대로 뭘 안 갈아봐서 잘 모르겠는데 뭐~ 타이어도 이번에 내가 함 갈았는데도 한 이십오만 원 삼십만 원 들었거든.,하고 뭐~ 나도 아직 제대로 뭘 안 갈아봐서 잘 모르겠는데 뭐~ 타이어도 이번에 내가 함 갈았는데도 한 이십오만 원 삼십만 원 들었거든.
그런 목돈 나가는 거 말고는 그래 그래도 아무래도 쫌 차가 좀 낫지 않나 뭐~ 얼마 전에 택시 탔는데 택시 기사가 이런 말 하더라고,그런 목돈 나가는 거 말고는 그래 그래도 아무래도 조금 차가 좀 낫지 않나 뭐~ 얼마 전에 택시 탔는데 택시 기사가 이런 말 하더라고
