사투리,표준어
엄마 요즘 내가 살이 많이 쪘잖아.,엄마 요즘 내가 살이 많이 쪘잖아.
음~ 항상 막 운동한다고 해놓고 흐지부질 하다가 그만두고,음~ 항상 막 운동한다고 해놓고 흐지부질 하다가 그만두고
막 그랬었지.,막 그랬었지.
잘 아네?,잘 아네?
엄마는 어때 운동 뭐~ 사우나,엄마는 어때 운동 뭐~ 사우나
그런 거 하잖아 엄마는,그런 거 하잖아 엄마는
엄마 운동하지 에어로빅 하지.,엄마 운동하지 에어로빅 하지.
에어로빅 해 보니까 엄마는 어떻던데?,에어로빅 해 보니까 엄마는 어떻던데?
음~ 요즘 뭐~,음~ 요즘 뭐~
음~ 쌤이 바뀌어 갖고,음~ 쌤이 바뀌어 갖고
좀 운동이 좀 쌤하고 좀 잘 안 맞아 갖고,좀 운동이 좀 쌤하고 좀 잘 안 맞아 갖고
전보다 좀,전보다 좀
덜 된다고 카긴 하지 하는데,덜 된다고 하긴 하지 하는데
뭐~ 그래도 또 다리도 아프고 하니까 아무래도 살살 뛰니까,뭐~ 그래도 또 다리도 아프고 하니까 아무래도 살살 뛰니까
운동하면서 제일 힘든 게 뭐야?,운동하면서 제일 힘든 게 뭐야?
다리 아픈 거 제일 힘들지.,다리 아픈 거 제일 힘들지.
다리가 아프니까 마음대로 못 뛰고,다리가 아프니까 마음대로 못 뛰고
운동 할 때 제일,운동 할 때 제일
좀 그렇지 걸림돌이 되지 다리 아픈 게,좀 그렇지 걸림돌이 되지 다리 아픈 게
그러면 엄마는 다이어트를 목적으로 운동을 하는 거야?,그러면 엄마는 다이어트를 목적으로 운동을 하는 거야?
엄마는 다이어트 목적으로 제일 그게 제일 크고 일단은 살이 쪘으니까,엄마는 다이어트 목적으로 제일 그게 제일 크고 일단은 살이 쪘으니까
그리고 뭐~,그리고 뭐~
또 이제 뭐~ 그런 쪽으로,또 이제 뭐~ 그런 쪽으로
또 관심이 있으니까 좋아하니깐 또 하는 거고,또 관심이 있으니까 좋아하니깐 또 하는 거고
그러면은 엄마는 그 다이어트를 목적으로 운동을 하면서,그러면은 엄마는 그 다이어트를 목적으로 운동을 하면서
이제 어느 정도 배워지잖아 그러면 엄마도 대충 어떻게 할 지 알텐데,이제 어느 정도 배워지잖아 그러면 엄마도 대충 어떻게 할 지 알텐데
그럴 때 이제,그럴 때 이제
엄마도 누군가를 가르치겠다 뭐~ 이런 것도 있어?,엄마도 누군가를 가르치겠다 뭐~ 이런 것도 있어?
뭐~ 다이어트는 기본적으로는 다 아는데,뭐~ 다이어트는 기본적으로는 다 아는데
뭐~ 쩍게 먹고 많이 움직이는 거,뭐~ 적게 먹고 많이 움직이는 거
뭐~ 그게 제일 기본이잖아 일단은 사람들 다 알면서 또 잘 안 되니깐,뭐~ 그게 제일 기본이잖아 일단은 사람들 다 알면서 또 잘 안 되니깐
뭐~ 그런 거고 그~ 한참 또 뺐을 때는,뭐~ 그런 거고 그~ 한참 또 뺐을 때는
