사투리,표준어
내가 알바를 어떤 거 했는지 한번 얘기를 해 보께,내가 알바를 어떤 거 했는지 한번 얘기를 해 볼게
내가 맨 처음에 이제 고등학교 수능 끝나고 했던 게 쌀국수집에서,내가 맨 처음에 이제 고등학교 수능 끝나고 했던 게 쌀국수집에서
일을 해 봤고 그다음에,일을 해 봤고 그다음에
이제 오리 고깃집에서 알바 해보고 그다음에 과외도 조금 해보고,이제 오리 고깃집에서 알바 해보고 그다음에 과외도 조금 해보고
이제 군대 가기 전에 바짝 벌어 보자 하고 과일 공장에서,이제 군대 가기 전에 바짝 벌어 보자 하고 과일 공장에서
일을 해보고 이제 군대를 다녀와가지고는 거기 어디냐,일을 해보고 이제 군대를 다녀와가지고는 거기 어디냐
장유에 롯데아울렛 있다 아이가 거기서 주차요원으로 또 일해 보고,장유에 롯데아울렛 있지 않니 거기서 주차요원으로 또 일해 보고
어~ 되게 많이 했는데 그다음에 또 어디냐 방학 때,어~ 되게 많이 했는데 그다음에 또 어디냐 방학 때
고 또 이제 그~ 교실에,고 또 이제 그~ 교실에
뭐라고 하지 칠판이랑 막 책상 같은 거 만드는 공장에서도 일해보고,뭐라고 하지 칠판이랑 막 책상 같은 거 만드는 공장에서도 일해보고
되게 많이 해봤네 다음에 보자 해운대에서 파라솔 대여하는 아르바이트도 해보고,되게 많이 해봤네 다음에 보자 해운대에서 파라솔 대여하는 아르바이트도 해보고
그리고 신발공장에서 물류 센터에서도 일해보고 편의점 아르바이트도 해보고,그리고 신발공장에서 물류 센터에서도 일해보고 편의점 아르바이트도 해보고
마지막으로 곰탕집이랑 치킨집에서 일해 봤는데,마지막으로 곰탕집이랑 치킨집에서 일해 봤는데
엄청 많이 했다 아이가 누나는 알바 어떤 거 해봤지 지금까지 살면서,엄청 많이 했지 않니 누나는 알바 어떤 거 해봤지 지금까지 살면서
나는 다녔던 미술 학원에서 학원 강사로도 일을 했었고,나는 다녔던 미술 학원에서 학원 강사로도 일을 했었고
그다음에 카페에서도 알바를 해 봤었고,그다음에 카페에서도 알바를 해 봤었고
그다음에 초등학교에서 초등학생들 방과후 학교 담당하는 코디네이터도 했었고,그다음에 초등학교에서 초등학생들 방과후 학교 담당하는 코디네이터도 했었고
그다음에 롯데마트 문화센터에서,그다음에 롯데마트 문화센터에서
오세 육세 아이들 미술 가르치는 것도 했었고,오세 육세 아이들 미술 가르치는 것도 했었고
다 뭐~ 거의 전공이랑 관련된 아르바이트를 많이 했던 것 같네,다 뭐~ 거의 전공이랑 관련된 아르바이트를 많이 했던 것 같네
이제 나도 일본어를 전공했으니까,이제 나도 일본어를 전공했으니까
예전에 이제 과외를 한 달 정도 한 적이 있었는데 그때,예전에 이제 과외를 한 달 정도 한 적이 있었는데 그때
이제 막 군대 가기 전이었어가지고 뭐~ 일본어공부 전혀 손 놓고 있는 상황이었는데,이제 막 군대 가기 전이었어가지고 뭐~ 일본어공부 전혀 손 놓고 있는 상황이었는데
대학 들어가 이제 대학 들어가기 전에 입학하기 전에,대학 들어가 이제 대학 들어가기 전에 입학하기 전에
이 학교 합격해가지고 이제 예비 후배들이겠지,이 학교 합격해가지고 이제 예비 후배들이겠지
예비 후배들한테 연락이 와가지고 선배님이랑 뭐~ 이~ 교류도 하고 싶고,예비 후배들한테 연락이 와가지고 선배님이랑 뭐~ 이~ 교류도 하고 싶고
일본어도 미리 공부하고 싶습니다 해 가지고 그때 이제 일본어를 한 달 정도 이제 과외를 해줬었는데,일본어도 미리 공부하고 싶습니다 해 가지고 그때 이제 일본어를 한 달 정도 이제 과외를 해줬었는데
이제 군대 가기 전에 공부 진짜 할 생각 없었는데 이제 걔네들 과외 해주면서,이제 군대 가기 전에 공부 진짜 할 생각 없었는데 이제 걔네들 과외 해주면서
공부를 나도 어쩔 수 없이 하게 됐지 걔네들을  가르쳐야 되니까,공부를 나도 어쩔 수 없이 하게 됐지 걔네들을  가르쳐야 되니까
그때 전공 살려서 일해 본 건 딱 한 번밖에 없긴 한데 누나는 되게,그때 전공 살려서 일해 본 건 딱 한 번밖에 없긴 한데 누나는 되게
보니까 애들 가르치고 뭐~ 요런 전공 살려서 일을 많이 해 봤구나,보니까 애들 가르치고 뭐~ 요런 전공 살려서 일을 많이 해 봤구나
하면서 어땠어 아무래도 전공을 살리는 게 그냥 다른 아르바이트 하는 것보다는 좀 편했나,하면서 어땠어 아무래도 전공을 살리는 게 그냥 다른 아르바이트 하는 것보다는 좀 편했나
솔직히 편하기는 했지 왜냐면 내가 일단 아는 것들이고,솔직히 편하기는 했지 왜냐하면 내가 일단 아는 것들이고
전혀 처음 해보는 것들이 아니니까 조금 더 수월하게 할 수는 있었지,전혀 처음 해보는 것들이 아니니까 조금 더 수월하게 할 수는 있었지
근데 그~ 내가 알고 있는 지식이랑,근데 그~ 내가 알고 있는 지식이랑
그게 남한테 가르쳐 주는 거랑은 또 별개의 일이거든,그게 남한테 가르쳐 주는 거랑은 또 별개의 일이거든
뭐 내가 알고 있는 있다고 해가지고 다른 사람들이 당연히 알고 있지도,뭐 내가 알고 있는 있다고 해가지고 다른 사람들이 당연히 알고 있지도
않을뿐더러 나는 이게 이해가 간다고 해서 말을 한 건데,않을뿐더러 나는 이게 이해가 간다고 해서 말을 한 건데
상대방이 그걸 이해를 못 하면은 난 좀 약간 답답한 거라 그래서,상대방이 그걸 이해를 못 하면은 난 좀 약간 답답한 거야 그래서
솔직히 막 전공이라서 하기는 했지만,솔직히 막 전공이라서 하기는 했지만
그르케 막 즐기면서 하지는 않았던 것 같다 아무래도,그렇게 막 즐기면서 하지는 않았던 것 같다 아무래도
그렇지 즐기면서 일을 할 수 있다면은,그렇지 즐기면서 일을 할 수 있다면은
최고겠지만 또 나름 답답한 게 있겠지,최고겠지만 또 나름 답답한 게 있겠지
이제 나도 아르바이트랑 별개로 학생들 가르쳐보는 이제,이제 나도 아르바이트랑 별개로 학생들 가르쳐보는 이제
교육실습을 해봤었는데 그 마음을 알 거 같다 내가 가르쳤는데 모르면 답답한 건 맞는데,교육실습을 해봤었는데 그 마음을 알 거 같다 내가 가르쳤는데 모르면 답답한 건 맞는데
또 나름 보람도 있었던 것 같고 그래도 일하면서 보람은 없었나?,또 나름 보람도 있었던 것 같고 그래도 일하면서 보람은 없었어?
보람은 있었지 내가 가진 지식을 남한테 공유를 하고 가르쳐준다는 것 자체가 약간 뿌듯함을 느끼지,보람은 있었지 내가 가진 지식을 남한테 공유를 하고 가르쳐준다는 것 자체가 약간 뿌듯함을 느끼지
마치 내가 쫌 진짜 선생님이 된 것 마냥,마치 내가 조금 진짜 선생님이 된 것 마냥
약간 사명감을 가지게 되지 교육에,약간 사명감을 가지게 되지 교육에
그리고 생각해보니까 니 그거 알바 했었더라,그리고 생각해보니까 너 그거 알바 했었더라
의사들 그~ 통역해주는 거,의사들 그~ 통역해주는 거
일본인들 통역해주는 그 알바 했었잖아 기억나나?,일본인들 통역해주는 그 알바 했었잖아 기억나?
맞다 내 그거 했었다 했었다 맞다.,맞다 나 그거 했었다 했었다 맞다.
졸업반 이제 준비한다고 할 때 급하게 교수님한테 연락 와가지고,졸업반 이제 준비한다고 할 때 급하게 교수님한테 연락 와가지고
그게 쉬운 통역이 아니었고 그냥 학생들 가이드 해 주는게 아니고,그게 쉬운 통역이 아니었고 그냥 학생들 가이드 해 주는게 아니고
물리치료학과 이제 전공으로 해서 실습 온 일본인 학생들이었는데,물리치료학과 이제 전공으로 해서 실습 온 일본인 학생들이었는데
아무래도 전문 용어를 써야 될거아니야 의학 용어나,아무래도 전문 용어를 써야 될거아니야 의학 용어나
뭐 이제 물리치료에 관련된 용어를,뭐 이제 물리치료에 관련된 용어를
사전에 내가 공부를 해서 통역을 해야 됐기 때문에 그때,사전에 내가 공부를 해서 통역을 해야 됐기 때문에 그때
이제 물리치료 용어를 내가 프린트를 쭉 해 가지고 봤는데,이제 물리치료 용어를 내가 프린트를 쭉 해 가지고 봤는데
이게 웃긴 게 내가 이 한국말을 보고는 무슨 말인지 모르겠는 기라,이게 웃긴 게 내가 이 한국말을 보고는 무슨 말인지 모르겠는 거야
