사투리,표준어
이제 약간 꿈이라는 건 나에 장래 희망을 말하는 거잖아.,이제 약간 꿈이라는 건 나에 장래 희망을 말하는 거잖아.
나는 장래 희망이 어릴 때부터 뭐였냐면,나는 장래 희망이 어릴 때부터 뭐였냐면
내 장래 희망은 어릴 때부터,내 장래 희망은 어릴 때부터
약간 보건 의료 계열쪽 이제,약간 보건 의료 계열쪽 이제
의사도 있고,의사도 있고
간호사든지 이렇게 약간 두 가지밖에 몰랐거든 근데 내가 이제,간호사든지 이렇게 약간 두 가지밖에 몰랐거든 근데 내가 이제
나이가 들면 들수록 이제 학년이 오르면 오를 수록 이제,나이가 들면 들수록 이제 학년이 오르면 오를 수록 이제
보건 계열에 관해 이제 약간 뭐라 해야 되지?,보건 계열에 관해 이제 약간 뭐라 해야 되지?
시선이 높아졌다 해야 되나 약간 아는 것도 많아지게 되고,시선이 높아졌다 해야 되나 약간 아는 것도 많아지게 되고
내가 몰랐던 범위도 알게 되니까 이제,내가 몰랐던 범위도 알게 되니까 이제
꿈이 또 바뀌게 됐어 왜냐하면 어릴 때는 내가,꿈이 또 바뀌게 됐어 왜냐하면 어릴 때는 내가
의사라는 꿈을 가지고 있었는데,의사라는 꿈을 가지고 있었는데
공부를 드럽게 못해서,공부를 드럽게 못해서
의사란 꿈을 접었고 이제,의사란 꿈을 접었고 이제
엄마를 따라서 간호사를 할려 했거든 근데 간호사라는 직업이,엄마를 따라서 간호사를 할려 했거든 근데 간호사라는 직업이
나한테 적성이 이제 되게 잘 맞는 거야 왜냐하면,나한테 적성이 이제 되게 잘 맞는 거야 왜냐하면
이제 내가 어릴 때 병원에 입원 한 적이 있었는데 그 때 이제,이제 내가 어릴 때 병원에 입원 한 적이 있었는데 그 때 이제
의료성을 전문성을 발휘하는,의료성을 전문성을 발휘하는
사람들한테 도움을 받기도 했고 이제,사람들한테 도움을 받기도 했고 이제
간호사들이 제 아픈 사람을 돌보는 걸 보면서,간호사들이 제 아픈 사람을 돌보는 걸 보면서
내가 너무 반한 거야 이제,내가 너무 반한 거야 이제
뭐~ 어떻게 생각했냐면,뭐~ 어떻게 생각했냐면
존경스럽다.,존경스럽다.
멋지다 이런 생각을 하게 된 거야.,멋지다 이런 생각을 하게 된 거야.
그러니까 약간 뭐라 해야 되지 약간 우상이라고 볼 수 있지.,그러니까 약간 뭐라 해야 되지 약간 우상이라고 볼 수 있지.
약간 그런 사람들을 보니까 나도,약간 그런 사람들을 보니까 나도
저렇게 되고 싶다 나도 저런 사람들이 되고 싶다.,저렇게 되고 싶다 나도 저런 사람들이 되고 싶다.
내가 멋져지고 싶다,내가 멋져지고 싶다
이런 생각을 하게 된 거야 그래서,이런 생각을 하게 된 거야 그래서
처음에는 어릴 때는 간호사라는 꿈을 계속 가지고 있었다가,처음에는 어릴 때는 간호사라는 꿈을 계속 가지고 있었다가
이제 고 삼 올라오면서 우리가 코로나가 터졌잖아 이제,이제 고 삼 올라오면서 우리가 코로나가 터졌잖아 이제
중국 우한 폐렴,중국 우한 폐렴
그게 우리나라 넘어 오고 나서 이제,그게 우리나라 넘어 오고 나서 이제
의료인들이 힘들어 하는 걸 보니까,의료인들이 힘들어 하는 걸 보니까
아~ 나도 저렇게 힘들어 힘들진 않을까 근데,아~ 나도 저렇게 힘들어 힘들진 않을까 근데
힘든 것보다 나는 사람들을 돕는 걸 좋아하잖아 그러니까,힘든 것보다 나는 사람들을 돕는 걸 좋아하잖아 그러니까
돕는 걸 좋아하는 성격이라서,돕는 걸 좋아하는 성격이라서
저런 힘든 거에도 약간 끄떡 안 할 거고  정신적인 힘듦은 있겠지만,저런 힘든 거에도 약간 끄떡 안 할 거고  정신적인 힘듦은 있겠지만
약간 사람들을 도우면서,약간 사람들을 도우면서
좋은 거 같다 약간 그런 느낌도 들 수 있고 그리고,좋은 거 같다 약간 그런 느낌도 들 수 있고 그리고
