사투리,표준어
나는 자동차나 오토바이나 이제 도로에서 다니는 거에 대해서 얘기할 건데,나는 자동차나 오토바이나 이제 도로에서 다니는 거에 대해서 얘기할 건데
니는 차가 있잖아 니 면허 언제 땄어?,너는 차가 있잖아 너 면허 언제 땄어?
나는 면허를 쫌 늦게 땄거든,나는 면허를 조금 늦게 땄거든
보통 인제 스무 살 되면은 차 몰고 싶어가 면허 많이 딴다 아이가 근데 나는 스물다섯 살 때,보통 인제 스무 살 되면은 차 몰고 싶어서 면허 많이 따지 않니 근데 나는 스물다섯 살 때
아~ 스물여섯에 땄다 엄청 늦게 땄지 근데 나는 인제 면허 따자마자 바로 이렇게 차를,아~ 스물여섯에 땄다 엄청 늦게 땄지 근데 나는 인제 면허 따자마자 바로 이렇게 차를
시아버지가 차를 주셔가지고 차를 타고 댕겼거든 그래서 뭐~ 처음에,시아버지가 차를 주셔가지고 차를 타고 댕겼거든 그래서 뭐~ 처음에
장농면허라던지 이런 거는 없었지 없었는 없고 바로 차를 타고 다녀서,장농면허라던지 이런 거는 없었지 없었는 없고 바로 차를 타고 다녀서
아직까지 운전을 하고 있다 니는 언제 땄어?,아직까지 운전을 하고 있다 너는 언제 땄어?
나 고삼 때 나 고삼 때 따서 이제,나 고삼 때 나 고삼 때 따서 이제
차는 없으니까 그냥 다니다가 그때 아빠가 짝은 차 사줘서,차는 없으니까 그냥 다니다가 그때 아빠가 작은 차 사줘서
이제 일할 때 다니고 이랬는데 그때 차 사고 나고,이제 일할 때 다니고 이랬는데 그때 차 사고 나고
그니까 그때 쫌 무섭더라고 그래갖고 아~ 이거 어떻게 해야 되나 그때 눈물도 나고 이러던데,그러니까 그때 조금 무섭더라고 그래갖고 아~ 이거 어떻게 해야 되나 그때 눈물도 나고 이러던데
니는 차 사고 난 적 없나?,너는 차 사고 난 적 없어?
나도 있다 난 운전하고 한 사 개월인가 후에,나도 있다 난 운전하고 한 사 개월인가 후에
저~ 동서오거리 앞에서 신호 대기를 하고 있었거든,저~ 동서오거리 앞에서 신호 대기를 하고 있었거든
근데 신호 대기 중에 앞에 차가 살짝 가길래,근데 신호 대기 중에 앞에 차가 살짝 가길래
나도 인제 브레이크를 떼서 살짝 갔다가 인제 앞에 차가 멈췄길래 브레이크를 바로 밟았는데,나도 인제 브레이크를 떼서 살짝 갔다가 인제 앞에 차가 멈췄길래 브레이크를 바로 밟았는데
한 삼 초 후에 있잖아 뒤에서 뭔가 꽝 하는 거야 그래서 어~ 이게 뭐지?,한 삼 초 후에 있잖아 뒤에서 뭔가 꽝 하는 거야 그래서 어~ 이게 뭐지?
난 처음에 인제 사고를 당해 보니까,난 처음에 인제 사고를 당해 보니까
