사투리,표준어
아 저는 요새 넷플릭스로,아 저는 요새 넷플릭스로
드라마를 많이 보는 편인데,드라마를 많이 보는 편인데
음~ 미국 드라마도 보고 한국 드라마도 보고 골고루 볼려고 하고 있는데,음~ 미국 드라마도 보고 한국 드라마도 보고 골고루 볼려고 하고 있는데
어~ 제가 봤던 미국 드라마 중에서는,어~ 제가 봤던 미국 드라마 중에서는
기묘한 이야기라는 미국 드라마가 있는데,기묘한 이야기라는 미국 드라마가 있는데
그 드라마가 너무 재밌어 가지구,그 드라마가 너무 재밌어 가지구
밤새면서 본 기억도 있는데,밤새면서 본 기억도 있는데
혹시  님은 어떤,혹시  님은 어떤
미국 드라마나 한국 드라마 중에 어떤 거를 선호하는 편이세요?,미국 드라마나 한국 드라마 중에 어떤 거를 선호하는 편이세요?
저는 예전에는 쪼끔 플레이 타임이,저는 예전에는 쪼끔 플레이 타임이
긴 드라마도 잘 봤었는데 요새는,긴 드라마도 잘 봤었는데 요새는
너무 긴 드라 그니까 플레이 타임이 한 한 시간 넘는 드라마나,너무 긴 드라 그러니까 플레이 타임이 한 한 시간 넘는 드라마나
쪼끔 심하면 사십 분 넘는 드라마도 보기 쪼끔 지루할 때가 있어 가지구,쪼끔 심하면 사십 분 넘는 드라마도 보기 쪼끔 지루할 때가 있어 가지구
요새는 쪼끔 짧은 짧은 타임 짧은 짧은 시간으로 한 편이 구성된,요새는 쪼끔 짧은 짧은 타임 짧은 짧은 시간으로 한 편이 구성된
시트콤 같은 거를 많이 본 것 같애요.,시트콤 같은 거를 많이 본 것 같애요.
제가 넷플릭스 지금은 구독 안 하는데 예전에 구독했을 때 봤던 것 중에 하나가,제가 넷플릭스 지금은 구독 안 하는데 예전에 구독했을 때 봤던 것 중에 하나가
브루콜 브루클린 나인나인이라고 이제,브루콜 브루클린 나인나인이라고 이제
뉴욕 경찰들이,뉴욕 경찰들이
어떤 사건을 겪고 하는 거를,어떤 사건을 겪고 하는 거를
시트콤처럼 만든 영,시트콤처럼 만든 영
그 드라마가 있었거든요 저는 그거를 되게 쪼끔 쪼끔씩 짬 내가면서,그 드라마가 있었거든요 저는 그거를 되게 쪼끔 쪼끔씩 짬 내가면서
