사투리,표준어
니는 어떤 계절을 제일 좋아해?,너는 어떤 계절을 제일 좋아해?
나는,나는
봄 가을이 제일 좋은 거 같애.,봄 가을이 제일 좋은 거 같애.
왜냐면은 여름이랑 겨울은 너무 덥거나,왜냐하면은 여름이랑 겨울은 너무 덥거나
너무 춥구나 이러니까,너무 춥구나 이러니까
그냥 항상 그~ 여름이었을 때는,그냥 항상 그~ 여름이었을 때는
아~ 빨리 겨울이 왔음 좋겠다 싶으면서도 겨울에는,아~ 빨리 겨울이 왔음 좋겠다 싶으면서도 겨울에는
아~ 여름이 왔음 좋겠다.,아~ 여름이 왔음 좋겠다.
너무 추우니까 그게,너무 추우니까 그게
사람이 옷을 입을 때도 겨울에는,사람이 옷을 입을 때도 겨울에는
입는 옷이 많이 없잖아 그냥 항상 패딩이고,입는 옷이 많이 없잖아 그냥 항상 패딩이고
근데 가을이 그래서 제일 좋은 거 같은데,근데 가을이 그래서 제일 좋은 거 같은데
가을에는,가을에는
옷도 뭔가 예쁘게 입을 수 있고,옷도 뭔가 예쁘게 입을 수 있고
또,또
온도나 날씨 같은 것들도 좀 좋고,온도나 날씨 같은 것들도 좀 좋고
그런 게 좋아서,그런 게 좋아서
가을이 제일 좋다.,가을이 제일 좋다.
니는 어떤 계절이 제일 좋아?,너는 어떤 계절이 제일 좋아?
나도,나도
어~ 가을이 제일 좋거든?,어~ 가을이 제일 좋거든?
근데 가을 일단 제일 좋은 이유는,근데 가을 일단 제일 좋은 이유는
뭔가 가을 아침이나,뭔가 가을 아침이나
아니면 저녁에 느낄 수 있는 그,아니면 저녁에 느낄 수 있는 그
분위기가 너무 좋아서 좋단 말이야?,분위기가 너무 좋아서 좋단 말이야?
그래서 가을 되면,그래서 가을 되면
딱 아침에 일어났을 때 그~,딱 아침에 일어났을 때 그~
약간 온도도 좀 차가우면서,약간 온도도 좀 차가우면서
뭔가 사람이 되게 센티멘탈 해진다고 해야 되나?,뭔가 사람이 되게 센티멘탈 해진다고 해야 되나?
그래서 가을오면은 난 되게 노래 같은 것도,그래서 가을오면은 난 되게 노래 같은 것도
이제 가을에 아침 들을 만한 노래 이런 것도 되게 좋아하고,이제 가을에 아침 들을 만한 노래 이런 것도 되게 좋아하고
그래서 가을이 확실히 좋은 거 같고,그래서 가을이 확실히 좋은 거 같고
니 말대로,너 말대로
옷 입는 것도 만약에 봄이면은,옷 입는 것도 만약에 봄이면은
꽃샘추위가 있잖아.,꽃샘추위가 있잖아.
그래서 갑자기 엄청 추워지거나 이래서 되게 힘들 때도 있는데,그래서 갑자기 엄청 추워지거나 이래서 되게 힘들 때도 있는데
가을은 그래도 여름에서 지나가는 거니까,가을은 그래도 여름에서 지나가는 거니까
뭔가 더워도,뭔가 더워도
좀 선선하게 더운 정도?,좀 선선하게 더운 정도?
그래서 외투만 좀 챙기면 되는 정도라서,그래서 외투만 좀 챙기면 되는 정도라서
딱 온도도 제일 좋은 거 같고,딱 온도도 제일 좋은 거 같고
그리고 나는 봄에 꽃 보러 가는 것도 되게 좋지만,그리고 나는 봄에 꽃 보러 가는 것도 되게 좋지만
단풍 보러 가는 게 되게 좋더라고?,단풍 보러 가는 게 되게 좋더라고?
올해는 사실 단풍을 보러 가고 막 이런 거는 못 했는데,올해는 사실 단풍을 보러 가고 막 이런 거는 못 했는데
단풍 보는 게 되게,단풍 보는 게 되게
특히 막 약간,특히 막 약간
궁이나 아님 되게 한국적인 분위기랑,궁이나 아님 되게 한국적인 분위기랑
어우러져 있을 때 아니면 산이나,어우러져 있을 때 아니면 산이나
절 같은데 가면은,절 같은데 가면은
단풍이 있을 때 진짜 예쁘더라고?,단풍이 있을 때 진짜 예쁘더라고?
그래서 올해는 못 가서 진짜 아쉬운데 나는,그래서 올해는 못 가서 진짜 아쉬운데 나는
단풍 보는 거 되게 좋아해서,단풍 보는 거 되게 좋아해서
가을이 되게 좋더라.,가을이 되게 좋더라.
그러면 니는 제일 싫어하는 계절이 여름이야?,그러면 너는 제일 싫어하는 계절이 여름이야?
어~ 맞아 어 여름인 거 같애.,어~ 맞아 어 여름인 거 같애.
왜냐면 여름에는,왜냐하면 여름에는
일단 너무 더워서,일단 너무 더워서
땀도 많이 나고,땀도 많이 나고
그리고,그리고
여름이 더 싫어진 이유는,여름이 더 싫어진 이유는
내가 살이 찌면서 인 거 같애.,내가 살이 찌면서 인 거 같애.
예전에 좀 다이어트를 했을 때는 오히려 여름이 쪼끔,예전에 좀 다이어트를 했을 때는 오히려 여름이 조금
좋을 때도 있었어 내가 살 빠진 거를,좋을 때도 있었어 내가 살 빠진 거를
이제 남들한테,이제 남들한테
더 보여줄 수도 있으니까,더 보여줄 수도 있으니까
어 아 되게 살 많이 빠졌네,어 아 되게 살 많이 빠졌네
이런 소리도 듣고 하니까,이런 소리도 듣고 하니까
그 때는 좀 여름이 좋았던 거 같은데,그 때는 좀 여름이 좋았던 거 같은데
지금은,지금은
사실 여름이 되면 걱정이 앞서거든?,사실 여름이 되면 걱정이 앞서거든?
내가 그런,내가 그런
옷을 입었을 때도 예전 같지 않으니까,옷을 입었을 때도 예전 같지 않으니까
오히려 더 살쪘네 라는 말을 들을 수도 있고,오히려 더 살쪘네 라는 말을 들을 수도 있고
그리고 살이 쪄서 땀이 더 나는 경우도 있고,그리고 살이 쪄서 땀이 더 나는 경우도 있고
그래서 나는 여름은 좀 별로인 거  같다.,그래서 나는 여름은 좀 별로인 거  같다.
니는 제일 싫어하는 계절이 뭐야?,너는 제일 싫어하는 계절이 뭐야?
나도 여름을 제일 싫어하거든?,나도 여름을 제일 싫어하거든?
나는 땀이 진짜 많아서,나는 땀이 진짜 많아서
운동할 때도 항상 한 한 시간만 운동하면,운동할 때도 항상 한 한 시간만 운동하면
등판이 다 젖을 정도로,등판이 다 젖을 정도로
등에 특히 땀이 많이 나고,등에 특히 땀이 많이 나고
또 인중에도 땀이 되게 많이 나,또 인중에도 땀이 되게 많이 나
근데 요새 또 마스크 쓰니까 얼굴이,근데 요새 또 마스크 쓰니까 얼굴이
화장을 했는데 그 위에 땀으로 막 다 범벅이 돼서 난리가 나는 거야.,화장을 했는데 그 위에 땀으로 막 다 범벅이 돼서 난리가 나는 거야.
그리고 여름에 항상 나가면은,그리고 여름에 항상 나가면은
등판 다 젖고,등판 다 젖고
근데 그게 되게 약간 창피하고 또,근데 그게 되게 약간 창피하고 또
냄새도 날 것 같고 그리고 예를 들어서 뭐~ 만약에 남자 친구가 옆에 있으면은,냄새도 날 것 같고 그리고 예를 들어서 뭐~ 만약에 남자 친구가 옆에 있으면은
등에 손을 대거나 뭐~ 허리에 손을 댈 때가 있는데,등에 손을 대거나 뭐~ 허리에 손을 댈 때가 있는데
근데 그 때마다 약간 축축하게 젖어 있으면,근데 그 때마다 약간 축축하게 젖어 있으면
그게 너무 창피하더라고?,그게 너무 창피하더라고?
그래서 일단은,그래서 일단은
여름 나도 제일 싫어하고,여름 나도 제일 싫어하고
그렇게 뭐~ 온도 자체도 너무 더우니까,그렇게 뭐~ 온도 자체도 너무 더우니까
난 좀 온도에 민감해서,난 좀 온도에 민감해서
만약에 너무 더운데 오래 있으면,만약에 너무 더운데 오래 있으면
진짜 열사병이나 일사병처럼,진짜 열사병이나 일사병처럼
막 머리가 아파 와.,막 머리가 아파 와.
그리고 또 아니면은 실내로 들어갔을 때도,그리고 또 아니면은 실내로 들어갔을 때도
에어컨이 엄청 쎌 때도 있잖아.,에어컨이 엄청 쎌 때도 있잖아.
근데 밖에 엄청 더운데 에어컨 때문에 막,근데 밖에 엄청 더운데 에어컨 때문에 막
가디건을 들고 다니기도 쪼끔 애매하고 더운데,가디건을 들고 다니기도 조금 애매하고 더운데
그래서 에어컨 땜에 머리 아플 때도 있어가지고,그래서 에어컨 땜에 머리 아플 때도 있어가지고
여름에는 그 점이 너무 힘들더라고?,여름에는 그 점이 너무 힘들더라고?
그래서 여름,그래서 여름
나도 제일 싫어하고,나도 제일 싫어하고
근데 사실 겨울 생각하면은,근데 사실 겨울 생각하면은
최근에는 막 겨울 온도가,최근에는 막 겨울 온도가
지구 온난화 때문인지 그렇게 막,지구 온난화 때문인지 그렇게 막
추워 죽겠다 이 정도로 떨어진 적이 없어가지고,추워 죽겠다 이 정도로 떨어진 적이 없어가지고
뭔가,뭔가
온도로써 너무 추워서 힘들다.,온도로써 너무 추워서 힘들다.
이런 생각은 별로 한 적이 없어.,이런 생각은 별로 한 적이 없어.
나도 뭐~ 수족냉증이 있는 것도 아니고 이래서,나도 뭐~ 수족냉증이 있는 것도 아니고 이래서
그냥 집에서도 좀 껴 입거나?,그냥 집에서도 좀 껴 입거나?
보일러만 틀면 되니까 되게 괜찮은데,보일러만 틀면 되니까 되게 괜찮은데
쪼끔 그런 거는,조금 그런 거는
어~ 겨울에 옷을 입으면은 막,어~ 겨울에 옷을 입으면은 막
끼 껴 입고 이러니까,끼 껴 입고 이러니까
약간,약간
활동이 불편하다고 해야 되나?,활동이 불편하다고 해야 되나?
뭔가 니트 같은 것도,뭔가 니트 같은 것도
따뜻하려고 뚜꺼운 거를 입으면은,따뜻하려고 두꺼운 거를 입으면은
막 치마 같은데 넣을 때도 안 들어가서 너무 뚜꺼우니까,막 치마 같은데 넣을 때도 안 들어가서 너무 두꺼우니까
힘들고 아니면 넣으면 되게 뱃살 같이 불룩 튀어나오고?,힘들고 아니면 넣으면 되게 뱃살 같이 불룩 튀어나오고?
그리고 막 팔 같은데도 엄청,그리고 막 팔 같은데도 엄청
쫑기는 것도 많잖아?,쫑기는 것도 많잖아?
그래서 코트나 이런 거 입을 때 뚜꺼운 니트 입으면은?,그래서 코트나 이런 거 입을 때 두꺼운 니트 입으면은?
팔이 너무 쫑기고 막 그래가지고,팔이 너무 쫑기고 막 그래가지고
좀 그 부분이 되게 불편하더라고,좀 그 부분이 되게 불편하더라고
그래서 나는,그래서 나는
겨울에는 항상 히트텍 같은 거 입는데,겨울에는 항상 히트텍 같은 거 입는데
그래도 최대한,그래도 최대한
요새는 약간 얇은 거를 겹쳐 입으려고,요새는 약간 얇은 거를 겹쳐 입으려고
하는 편인 거 같다.,하는 편인 거 같다.
니는 겨울은 좋아해?,너는 겨울은 좋아해?
나는 겨울에는,나는 겨울에는
어~ 니가 말한 것처럼 요즘엔 진짜 너무 안 춥잖아.,어~ 너가 말한 것처럼 요즘엔 진짜 너무 안 춥잖아.
그래도 사실은,그래도 사실은
되게 지금은 괜찮은 거 같애 옛날보다,되게 지금은 괜찮은 거 같애 옛날보다
별로 춥지도 않고 이래서 되게 괜찮고,별로 춥지도 않고 이래서 되게 괜찮고
겨울이,겨울이
그렇게 싫진 않아 왜냐면,그렇게 싫진 않아 왜냐하면
내 생일도 있고,내 생일도 있고
그~ 크리스마스도 있잖아.,그~ 크리스마스도 있잖아.
그러니까 그런 특별한 기념일 같은 것들 때문에,그러니까 그런 특별한 기념일 같은 것들 때문에
나는 겨울도 좋아는  하는 편이야 음~,나는 겨울도 좋아는  하는 편이야 음~
그래서,그래서
겨울은 그래서 기다려지는 거 같다 응,겨울은 그래서 기다려지는 거 같다 응
니는 계절마다,너는 계절마다
뭐~ 약간 가고 싶은 곳들이 생기잖아.,뭐~ 약간 가고 싶은 곳들이 생기잖아.
뭐~ 봄 되면 진해 뭐~ 군항제 라던가,뭐~ 봄 되면 진해 뭐~ 군항제 라던가
뭐~ 그런 게 있잖아 근데 니는 계절에 따라서,뭐~ 그런 게 있잖아 근데 너는 계절에 따라서
뭐~ 어디를 가고 싶다 하면은 생각나는 곳이 있나?,뭐~ 어디를 가고 싶다 하면은 생각나는 곳이 있어?
음~ 나는,음~ 나는
계절마다 막 어디를 가고 싶다고 생각을 해본 적은 없는 거 같거든?,계절마다 막 어디를 가고 싶다고 생각을 해본 적은 없는 거 같거든?
내가 여행을 옛날부터 막,내가 여행을 옛날부터 막
진짜 좋아하고 그런 건 아니었어가지고,진짜 좋아하고 그런 건 아니었어가지고
막 정해져 있는 건 없는데,막 정해져 있는 건 없는데
또 아무래도 보통 사람들이면 여름에 막 바다를 가고 싶어하고?,또 아무래도 보통 사람들이면 여름에 막 바다를 가고 싶어하고?
이럴 텐데,이럴 텐데
우리는 또 바닷가 근처에 사니까?,우리는 또 바닷가 근처에 사니까?
굳이 뭐~ 맨날 맨날 보고 싶다 이런 느낌이 안 들어서,굳이 뭐~ 맨날 맨날 보고 싶다 이런 느낌이 안 들어서
아직까지는 잘 모르겠고,아직까지는 잘 모르겠고
뭐~ 겨울에 약간,뭐~ 겨울에 약간
일본에 가면은 료칸을 할 수 있자,일본에 가면은 료칸을 할 수 있자
그거는 옛날에 한 번 해 봤는데 되게 좋았어가지고,그거는 옛날에 한 번 해 봤는데 되게 좋았어가지고
음~ 뭐~ 료칸이 아니더라도?,음~ 뭐~ 료칸이 아니더라도?
