사투리,표준어
제가 이제 취업이 확정된 상황이고,제가 이제 취업이 확정된 상황이고
지금 사학년이고 그때 옛날에 고삼 수능 합 그~ 대학교 합격하고 나서,지금 사학년이고 그때 옛날에 고삼 수능 합 그~ 대학교 합격하고 나서
그~ 대학교 입학 전에 붕 뜬 거처럼 지금도 입사 일만 정해지면 들어가는 상황이라서,그~ 대학교 입학 전에 붕 뜬 거처럼 지금도 입사 일만 정해지면 들어가는 상황이라서
집에서 솔직히 놀고 있거든요 그래서,집에서 솔직히 놀고 있거든요 그래서
뭐~ 친구들이랑 게임도 하고 그러고 있는데,뭐~ 친구들이랑 게임도 하고 그러고 있는데
어~ 지금 가장 대중적인 게임이 롤이고,어~ 지금 가장 대중적인 게임이 롤이고
저는 컴퓨터가 나쁘지 않아서 스팀 쪽에,저는 컴퓨터가 나쁘지 않아서 스팀 쪽에
여러 가지 그래픽 괜찮은 게임도 되게 좋아하거든요.,여러 가지 그래픽 괜찮은 게임도 되게 좋아하거든요.
혹시 하시는 게임이 있으신가요?,혹시 하시는 게임이 있으신가요?
예 그~ 저는 이제 그~ 얼마 전까지 정확히는,예 그~ 저는 이제 그~ 얼마 전까지 정확히는
재작년까지 이제 롤 롤까지는 했었구요.,재작년까지 이제 롤 롤까지는 했었구요.
잘하진 못하고 그~ 친구들 때문에 하던 게임이었고 저는,잘하진 못하고 그~ 친구들 때문에 하던 게임이었고 저는
폰게임 주로 그것도 회사 사람들이랑 같이 하는 폰게임 하나랑,폰게임 주로 그것도 회사 사람들이랑 같이 하는 폰게임 하나랑
그냥 정말 시간 떼우는 용도로 하는 뭐~ 방치형 게임 이렇게 하고 있구요.,그냥 정말 시간 떼우는 용도로 하는 뭐~ 방치형 게임 이렇게 하고 있구요.
그 전에 할 때는 뭐~ 롤이나 오버워치 정도 다 했네요 오버워치,그 전에 할 때는 뭐~ 롤이나 오버워치 정도 다 했네요 오버워치
어~ 네 그래 게임에 목 메면서 하던 게,어~ 네 그래 게임에 목 메면서 하던 게
디아블로 스타크래프트 딱 이 정도까지가 끝이여서,디아블로 스타크래프트 딱 이 정도까지가 끝이여서
