사투리,표준어
서울에서 요즘 만나는 남자가 있다고 얘기 들었는데,서울에서 요즘 만나는 남자가 있다고 얘기 들었는데
어떤 남자인지 얘기해 줄래?,어떤 남자인지 얘기해 줄래?
아 지금 동갑인 남자애를 만나고 있는데,아 지금 동갑인 남자애를 만나고 있는데
얘를 어떻게 만났냐면 틴더라는 소개팅 어플로 만났어.,얘를 어떻게 만났냐면 틴더라는 소개팅 어플로 만났어.
근데 어른들은 대개 이걸 부정적으로 생각할 수도 있고,근데 어른들은 대개 이걸 부정적으로 생각할 수도 있고
실제로 보수적인 내 친구들도 어떻게 그런 데서 남자를 만날 수 있냐고 하지만,실제로 보수적인 내 친구들도 어떻게 그런 데서 남자를 만날 수 있냐고 하지만
나는 얘를 처음,나는 얘를 처음
틴더로 만난 게 아니라서,틴더로 만난 게 아니라서
뭐~ 그리고 우리는 또 성인이니까 다 자기 행동에 책임을 질 수 있다고 생각을 해서 이 남자애를 만나고 있어 근데,뭐~ 그리고 우리는 또 성인이니까 다 자기 행동에 책임을 질 수 있다고 생각을 해서 이 남자애를 만나고 있어 근데
모르겠어 일단 잘생겼고 나랑 동갑이고,모르겠어 일단 잘생겼고 나랑 동갑이고
그래서 좋게 만나고 있어.,그래서 좋게 만나고 있어.
나도 그~ 뭐 그런 어플리케이션 데이트 어플리케이션으로 남자 만나는 거에 대해서,나도 그~ 뭐 그런 어플리케이션 데이트 어플리케이션으로 남자 만나는 거에 대해서
쫌 긍정적으로 생각하는 편이거든.,조금 긍정적으로 생각하는 편이거든.
나도 이제 그런 애나라는 어플리케이션 통해서 만났는데,나도 이제 그런 애나라는 어플리케이션 통해서 만났는데
어~ 니처럼,어~ 네처럼
그~ 얼굴 보자마자 이제 내 스타일이여가지고,그~ 얼굴 보자마자 이제 내 스타일이여가지고
그런 스타일 같은 것도 쫌,그런 스타일 같은 것도 조금
미리 쪼끔 예상을 하고 사 사람을 만나면 기본적으로 깔고 들어가는 게 있잖아 그래서 그런 거를 쫌 보고,미리 쪼끔 예상을 하고 사 사람을 만나면 기본적으로 깔고 들어가는 게 있잖아 그래서 그런 거를 조금 보고
만나면은 쫌,만나면은 조금
인상이나 뭐~ 뭐~ 그런 것도 쫌 내가 호의적으로 일단 다가가는 그런 것도 쫌 있고 해서,인상이나 뭐~ 뭐~ 그런 것도 조금 내가 호의적으로 일단 다가가는 그런 것도 조금 있고 해서
그런 건 쫌 괜찮은 거 같애 그래서 니가 이번에 만난다는 남자도,그런 건 조금 괜찮은 거 같애 그래서 네가 이번에 만난다는 남자도
일단 니 스타일이니까 좋은 거 같고,일단 네 스타일이니까 좋은 거 같고
성격이나 이런 거는 잘 맞는 거 같나?,성격이나 이런 거는 잘 맞는 거 같나?
일단 내 남자 친구랑 백 퍼센트 성격이 맞진 않아 솔직히 이야기하면,일단 내 남자 친구랑 백 퍼센트 성격이 맞진 않아 솔직히 이야기하면
걔는 친구를 되게 좋아하는 스타일이고 주변에 친구도 많고 그래서 우리가,걔는 친구를 되게 좋아하는 스타일이고 주변에 친구도 많고 그래서 우리가
초반에 엄청 많이 싸웠던 이유가 걔는,초반에 엄청 많이 싸웠던 이유가 걔는
여자 사람 친구를 인정하는 사람이었고 나는,여자 사람 친구를 인정하는 사람이었고 나는
어떻게 남녀 사이에 친구가 될 수 있나 이거 때문에,어떻게 남녀 사이에 친구가 될 수 있나 이거 때문에
많이 싸웠고 지금도 그거 때문에 싸웠지만,많이 싸웠고 지금도 그거 때문에 싸웠지만
그래도 어떻게 협의점을 찾아서 그것만 빼면은 뭐~ 괜찮은 거 같애 뭐~ 술버릇이 나쁜 것도 아니고,그래도 어떻게 협의점을 찾아서 그것만 빼면은 뭐~ 괜찮은 거 같애 뭐~ 술버릇이 나쁜 것도 아니고
그래서 별문제 없이 만나고 있어.,그래서 별문제 없이 만나고 있어.
나도 개인적으로 여자 사람 친구라는 거는 사실 말도 안 된다라고 생각하는데,나도 개인적으로 여자 사람 친구라는 거는 사실 말도 안 된다라고 생각하는데
왜냐면은 원래 처음부터 여자랑 남자랑 이렇게 뭐~ 우정을 쌓아가는 거 자체가 뭐~ 밥을 먹거나 커피 마시거나 이야기를 주로 하면서 쫌,왜냐면은 원래 처음부터 여자랑 남자랑 이렇게 뭐~ 우정을 쌓아가는 거 자체가 뭐~ 밥을 먹거나 커피 마시거나 이야기를 주로 하면서 조금
이야기가 잘 통하니까 이렇게 친구가 된다고 생각하는데 거기에서 쪼끔만 한 사람이 감정을 더 가져도,이야기가 잘 통하니까 이렇게 친구가 된다고 생각하는데 거기에서 쪼끔만 한 사람이 감정을 더 가져도
어~ 바로 연인 사이로 이렇게 될 수 있는 게 남자랑 여자인 거 같은데,어~ 바로 연인 사이로 이렇게 될 수 있는 게 남자랑 여자인 거 같은데
그거를 이제 자기는 아니라고 생각해도 상대방은 호감을 가지면서 이렇게 있을 수도 있는 거고,그거를 이제 자기는 아니라고 생각해도 상대방은 호감을 가지면서 이렇게 있을 수도 있는 거고
나는 남자랑 여자랑 백 퍼센트로 친구는 없다고 생각한단 말이야,나는 남자랑 여자랑 백 퍼센트로 친구는 없다고 생각한단 말이야
그래서 니는 그런 허 협의점을 어떻게 찾은 거야?,그래서 니는 그런 허 협의점을 어떻게 찾은 거야?
일단은 남자 친구가 자기 여자 사람 친구를 나한테 소개를 시켜줬어.,일단은 남자 친구가 자기 여자 사람 친구를 나한테 소개를 시켜줬어.
얘 근데 둘이 만난 건 아니고,얘 근데 둘이 만난 건 아니고
또 그 남자 친구 친구들이랑 그 여자 친구가 섞여 있는 모임에 내가,또 그 남자 친구 친구들이랑 그 여자 친구가 섞여 있는 모임에 내가
가서 같이 술 먹고 하다 보니까,가서 같이 술 먹고 하다 보니까
그렇게 나한테 위협이 되는 존재는 아니라는 거를 눈으로 보고 나서 약간 믿게 됐던 거 같애.,그렇게 나한테 위협이 되는 존재는 아니라는 거를 눈으로 보고 나서 약간 믿게 됐던 거 같애.
그리고 최근에 보면은,그리고 최근에 보면은
그~ 방송인 사유리 씨가 남편 없이 아기를 낳았다는 기사가 떴잖아 언니는 그거에 대해서 어떻게 생각해?,그~ 방송인 사유리 씨가 남편 없이 아기를 낳았다는 기사가 떴잖아 언니는 그거에 대해서 어떻게 생각해?
어 나도 그~ 가끔은 결혼이랑 출 출산이 사실은,어 나도 그~ 가끔은 결혼이랑 출 출산이 사실은
