사투리,표준어
어떻게 지내고 있니?,어떻게 지내고 있니?
아~ 일본에 간 건 아니고 일본 앨범 앨범 냈어요.,아~ 일본에 간 건 아니고 일본 앨범 앨범 냈어요.
아~ 일본 아~ 근데 일본에서 되게 자주 열 앨범 내더라 맞제?,아~ 일본 아~ 근데 일본에서 되게 자주 열 앨범 내더라 맞제?
일본 원래 일본에서 쫌 인기 많다가,일본 원래 일본에서 조금 인기 많다가
일본이랑 뭐~ 소속사랑 사이가 안 좋아져 가지고,일본이랑 뭐~ 소속사랑 사이가 안 좋아져 가지고
아~ 소속사가 하나만 있는 게 아니고 일본에도 또 따로 있는 거야?,아~ 소속사가 하나만 있는 게 아니고 일본에도 또 따로 있는 거야?
아~ 근데 그~ 최민기가 하는 게 얘가 진작 약간 쫌 일본틱하긴 하다.,아~ 근데 그~ 최민기가 하는 게 얘가 진작 약간 조금 일본틱하긴 하다.
맞죠 걔가 제일 그~ 일본 사람들한테서도 인기 많은 것 같애요.,맞죠 걔가 제일 그~ 일본 사람들한테서도 인기 많은 것 같아요.
그래 그~ 걔네도 자기들도 그 느낌 아는 것 같다 자기들도 자기들처럼 생긴 사람들 되게 좋아하대 보니까,그래 그~ 걔네도 자기들도 그 느낌 아는 것 같다 자기들도 자기들처럼 생긴 사람들 되게 좋아하대 보니까
뉴이스트뿐만 아니라 따른 애들도 봐도,뉴이스트뿐만 아니라 다른 애들도 봐도
걔 누구지 노민우 맞나,걔 누구지 노민우 맞나
노민우 맞나 아인데 노민우 말고,노민우 맞나 아닌데 노민우 말고
아~ 노민우도 거기서 인기  많을 걸요.,아~ 노민우도 거기서 인기  많을 걸요.
그~ 노민우 닮은 아~ 김 뭔데,그~ 노민우 닮은 아~ 김 뭔데
김 뭐시기인데,김 거시기인데
일본에서 되게 인기 많은데 파스타 나왔던 앤데 김동욱인가,일본에서 되게 인기 많은데 파스타 나왔던 앤데 김동욱인가
그~ 일본 애들 보면 화장을 우리나라식으로 해 놓으면,그~ 일본 애들 보면 화장을 우리나라식으로 해 놓으면
애들 막 진짜 얘가 일본 사람인지 한국 사람인지 구별 안 가는 것처럼,애들 막 진짜 얘가 일본 사람인지 한국 사람인지 구별 안 가는 것처럼
한국 갈 놈이 이뻐 가지고 사람들 막 좋아한다 아이가?,한국 갈 놈이 이뻐 가지고 사람들 막 좋아하지 않니?
걔네가 막 일본 애들 뭐~ 가 옆에 구렛나루 같은 거 머리 길게 해 가지고 뭐~ 앞머리 내리고 오면,걔네가 막 일본 애들 뭐~ 가 옆에 구렛나루 같은 거 머리 길게 해 가지고 뭐~ 앞머리 내리고 오면
