사투리,표준어
혹시 아르바이트 살면서 어떤 거 많이 해봤어?,혹시 아르바이트 살면서 어떤 거 많이 해봤어?
나는 아르바이트를 길게는 안 했는데,나는 아르바이트를 길게는 안 했는데
여러 가지를 쪼금씩 많이 해본 케이스거든.,여러 가지를 쪼금씩 많이 해본 케이스거든.
나는 어~,나는 어~
삐에로 분장하고 풍선 만들어주면서 같이 전단지 나눠주는 그런 알바도 해봤고,삐에로 분장하고 풍선 만들어주면서 같이 전단지 나눠주는 그런 알바도 해봤고
홈쇼핑에서 홈쇼핑 인바운드라고 하는데 그거 사람들이 티비보고 주문하는 거 내가,홈쇼핑에서 홈쇼핑 인바운드라고 하는데 그거 사람들이 티비보고 주문하는 거 내가
전화 대신 받아줘가지고 주문 대신 도와주는 거 그런 거 알바거든 그런 알바도 해봤고,전화 대신 받아줘가지고 주문 대신 도와주는 거 그런 거 알바거든 그런 알바도 해봤고
또 편의점 알바 해봤고 그리고 그 신발 회사 반품 아르바이트 이런 것도 해봤다.,또 편의점 알바 해봤고 그리고 그 신발 회사 반품 아르바이트 이런 것도 해봤다.
그냥 근데 너무 길게는 안 해보고 해봤자 한 거의 육 개월쯤 길어 봤자 육 개월 한 게 다인 것 같애.,그냥 근데 너무 길게는 안 해보고 해봤자 한 거의 육 개월쯤 길어 봤자 육 개월 한 게 다인 것 같애.
니는 어떤 알바 해봤어?,너는 어떤 알바 해봤어?
일단 나는 뭐 길게 해본 거는 뭐 그냥 식당 같은 거 그런 거를 대부분 길게 해봤는데,일단 나는 뭐 길게 해본 거는 뭐 그냥 식당 같은 거 그런 거를 대부분 길게 해봤는데
일단 밀면집에서 막 서빙하는 아르바이트 한 도합치면은 한 육 개월 정도 해봤고 그리고 뭐~,일단 밀면집에서 막 서빙하는 아르바이트 한 도합치면은 한 육 개월 정도 해봤고 그리고 뭐~
이제 중국집 거기서 그냥 주방 보조 같은 거 했는데 거기서 막 양파까고 막 설거지하고 뭐 그냥 그 반찬?,이제 중국집 거기서 그냥 주방 보조 같은 거 했는데 거기서 막 양파까고 막 설거지하고 뭐 그냥 그 반찬?
그~ 뭐  짜사이라고 하나?,그~ 뭐  짜사이라고 하나?
그~ 오이 막 절여가지고 막 빨갛게 무쳐놓은 거 있거든.,그~ 오이 막 절여가지고 막 빨갛게 무쳐놓은 거 있거든.
그거 만드는 거 하고 뭐 고추 다듬고 뭐 그런 거 하는 알바도 했었고,그거 만드는 거 하고 뭐 고추 다듬고 뭐 그런 거 하는 알바도 했었고
그리고 뭐~ 짧게 짧게 했던 거는 이제 공장에서 단기 알바 같은 거 많이 했는데 이제,그리고 뭐~ 짧게 짧게 했던 거는 이제 공장에서 단기 알바 같은 거 많이 했는데 이제
냉장고 부품 같은 거 이제 하청 업체인데 대 냉장고 부품 같은 거 불량 조사,냉장고 부품 같은 거 이제 하청 업체인데 대 냉장고 부품 같은 거 불량 조사
불량 검사하는 거 그런 거 많이 해봤고 그런 걸 한 한 한 그거로 이제 공장 단기 알바다 보니,불량 검사하는 거 그런 거 많이 해봤고 그런 걸 한 한 한 그거로 이제 공장 단기 알바다 보니
단기 알바다 보니까 그게 일주일 정도 이렇게 짧게 짧게 했던 거 그런 거랑 뭐~,단기 알바다 보니까 그게 일주일 정도 이렇게 짧게 짧게 했던 거 그런 거랑 뭐~
친구가 그~ 가죽 공장 하는 데가 있는데 이제 그~ 가죽공장,친구가 그~ 가죽 공장 하는 데가 있는데 이제 그~ 가죽공장
하는 데가 그게 이제 종이상자 그 박스 있다야 그 골판지 같은 거,하는 데가 그게 이제 종이상자 그 박스 있다야 그 골판지 같은 거
그런 거 상자 만드는 데인데 그런데 가가지고 또 일 해봤,그런 거 상자 만드는 데인데 그런데 가가지고 또 일 해봤
그렇게 뭐 지금 뭐 생각나는 건 뭐 이 정도로 했던 것 같네.,그렇게 뭐 지금 뭐 생각나는 건 뭐 이 정도로 했던 것 같네.
그러면 혹시 뭐 알바하면서 뭐~ 특히 뭐 기억에 남는 그런 에피소드나 그런 거 있나?,그러면 혹시 뭐 알바하면서 뭐~ 특히 뭐 기억에 남는 그런 에피소드나 그런 거 있나?
이게 좋게 기억나는 거면 좋은데 별로 안 좋게 기억 남은 게 있거든?,이게 좋게 기억나는 거면 좋은데 별로 안 좋게 기억 남은 게 있거든?
나는 옛날에 방학 때였는데 아~ 대학교 다닐 때 방학 때였는데 삐에로 알바한다고,나는 옛날에 방학 때였는데 아~ 대학교 다닐 때 방학 때였는데 삐에로 알바한다고
분장한 다음에 이제 풍선 만들어서 나눠주는데 이게 삐에로,분장한 다음에 이제 풍선 만들어서 나눠주는데 이게 삐에로
삐에로 사람들이 삐에로 분장하면은 사람들이 더 받아 주더라고 그냥 일반 전단지 그냥 사람 그냥 일반 사람이 전단지 나눠 주는 거 보다,삐에로 사람들이 삐에로 분장하면은 사람들이 더 받아 주더라고 그냥 일반 전단지 그냥 사람 그냥 일반 사람이 전단지 나눠 주는 거 보다
삐에로 분장하고 전단지 나눠 주니까 사람들이 더 잘 받아주데?,삐에로 분장하고 전단지 나눠 주니까 사람들이 더 잘 받아주데?
그래가지고 아~ 나는 약간 쫌 거부 사람들이 쫌 안 받아주고 별로 안 좋아하면은 난 쫌,그래가지고 아~ 나는 약간 조금 거부 사람들이 조금 안 받아주고 별로 안 좋아하면은 난 조금
의외로 상처 받는단 말이야.,의외로 상처 받는단 말이야.
그래가지고 쪼금 삐에로니까 쫌 괜찮겠지 해가지고 해봤는데,그래가지고 쪼금 삐에로니까 조금 괜찮겠지 해가지고 해봤는데
아~ 확실히 좀 잘 받아 주긴 하데.,아~ 확실히 좀 잘 받아 주긴 하데.
그래가지고 아~ 이거 아~ 이거 좋다 이러면서,그래가지고 아~ 이거 아~ 이거 좋다 이러면서
열심히 나눠 줬지.,열심히 나눠 줬지.
그리고 빨리 나눠 줬는데 아~ 근데 쫌 뒤에 가서 보니까,그리고 빨리 나눠 줬는데 아~ 근데 조금 뒤에 가서 보니까
사람들이 다 받아가지고 전단지를 한 몇 미터 뒤에 가니까 그거를 어디 버리더라고.,사람들이 다 받아가지고 전단지를 한 몇 미터 뒤에 가니까 그거를 어디 버리더라고.
어~ 그래가지고 쪼금 봐주고 전단지 내용이라도 쫌 봐주고 버리면 쫌 좋았을 건데 그거를 그냥,어~ 그래가지고 쪼금 봐주고 전단지 내용이라도 조금 봐주고 버리면 조금 좋았을 건데 그거를 그냥
휙 받았다가 어디 갑자기 그냥 다 어디 버리니까 그게 쫌 마음이 아프더라.,휙 받았다가 어디 갑자기 그냥 다 어디 버리니까 그게 조금 마음이 아프더라.
그래가지고 물론 나도 전단지 받으면은 약간 그렇게 할 것 같긴 한데,그래가지고 물론 나도 전단지 받으면은 약간 그렇게 할 것 같긴 한데
내가 진짜 전단지를 나눠주는 입장이 돼보니까 쪼금 가슴 아프데.,내가 진짜 전단지를 나눠주는 입장이 돼보니까 쪼금 가슴 아프데.
그게 쫌 기억에 남는 것 같다.,그게 조금 기억에 남는 것 같다.
쫌 안 좋게 기억 남은 거지.,조금 안 좋게 기억 남은 거지.
그래서 그다음 이후로는 전단지 나눠주는 할머니 있으면은,그래서 그다음 이후로는 전단지 나눠주는 할머니 있으면은
최대한 좀 잘 받아 주는 편이고 전단지를 버리더라도 그 전단지를 나눠주는 사람이 있는,최대한 좀 잘 받아 주는 편이고 전단지를 버리더라도 그 전단지를 나눠주는 사람이 있는
근처에서 버리는 게 아니라 딴 데 가져가서 쫌 멀리서 버리는 편이야.,근처에서 버리는 게 아니라 딴 데 가져가서 조금 멀리서 버리는 편이야.
그래서 그런 교훈을 쫌 얻은 것 같애 옛날에 나는 이건 쫌 다른 얘기지만,그래서 그런 교훈을 조금 얻은 것 같애 옛날에 나는 이건 조금 다른 얘기지만
콜센터 아르바이트할 때,콜센터 아르바이트할 때
그~  항상 콜센트 콜센터에서 전화 받으면은 내가 홈앤쇼핑에서 근무했었거든.,그~  항상 콜센트 콜센터에서 전화 받으면은 내가 홈앤쇼핑에서 근무했었거든.
그~ 홈앤쇼핑 알바했었는데 그 거기도 항상 시작하는 멘트가,그~ 홈앤쇼핑 알바했었는데 그 거기도 항상 시작하는 멘트가
행복을 드리는 홈앤쇼핑 상담원 땡땡땡입니다 이러면서 그렇게 시작하거든.,행복을 드리는 홈앤쇼핑 상담원 땡땡땡입니다 이러면서 그렇게 시작하거든.
그러면서 그게 계속 그것만 계속 그~ 그 멘트만 계속 반복하다 보니까 그게 약간 습관이 돼가지고,그러면서 그게 계속 그것만 계속 그~ 그 멘트만 계속 반복하다 보니까 그게 약간 습관이 돼가지고
따른 그냥 상담원으로서 전화 받는 게 아니라 친구나 엄마한테 전화하는 건데도,다른 그냥 상담원으로서 전화 받는 게 아니라 친구나 엄마한테 전화하는 건데도
전화 받으면은 행복을 드리는 이러면서 이제 시작하는 거야.,전화 받으면은 행복을 드리는 이러면서 이제 시작하는 거야.
약간 습관이 돼가지고 그게 쫌 안 좋더라고.,약간 습관이 돼가지고 그게 조금 안 좋더라고.
약간 그게 어떻게 보면은 직업병이라고 생각이 되는데,약간 그게 어떻게 보면은 직업병이라고 생각이 되는데
니 혹시 그~ 알바하면서 쫌 알바 오래 하다 보니까 직업병 같은 거 생긴 것 없었나?,너 혹시 그~ 알바하면서 조금 알바 오래 하다 보니까 직업병 같은 거 생긴 것 없었나?
일단 직업병같이 막 그렇게 막 따른 생활 하면서 뭐 그렇게 뭐~,일단 직업병같이 막 그렇게 막 따른 생활 하면서 뭐 그렇게 뭐~
그게 되는 영향 받은 뭐~ 그런 적은 거의 기억 없는데 일단 뭐,그게 되는 영향 받은 뭐~ 그런 적은 거의 기억 없는데 일단 뭐
일단 오래 해본 게 그 밀면집 서빙인데 그 서빙하면서,일단 오래 해본 게 그 밀면집 서빙인데 그 서빙하면서
하루 아홉 아침 아홉 시 열 시부터 시작해가지고 밤 아홉 시까지 해서 열두 시간?,하루 아홉 아침 아홉 시 열 시부터 시작해가지고 밤 아홉 시까지 해서 열두 시간?
거의 열한 시간 이렇게 오래 근무를 하는데 뭐  일주일에 한 서너 번 가기는 하는데,거의 열한 시간 이렇게 오래 근무를 하는데 뭐  일주일에 한 서너 번 가기는 하는데
이렇게 계속 오래 이렇게 하면서 이게 또 여름철에는 이제 밀면집이다 보니까 이게 제 계절 장사야.,이렇게 계속 오래 이렇게 하면서 이게 또 여름철에는 이제 밀면집이다 보니까 이게 제 계절 장사야.
계절 장사여가지고 이제 여름에는 이제 사람이 엄청 많거든 여름에는 그~ 점심부터 시작해서,계절 장사여가지고 이제 여름에는 이제 사람이 엄청 많거든 여름에는 그~ 점심부터 시작해서
예 점심 열한 시부터 한두 시까지는 진짜 손님이 엄청 많이 줄 서서까지 막 먹고 그러고,예 점심 열한 시부터 한두 시까지는 진짜 손님이 엄청 많이 줄 서서까지 막 먹고 그러고
