사투리,표준어
그럼 여행지에 대한 대화 시작하겠습니다.,그럼 여행지에 대한 대화 시작하겠습니다.
여행 가고 싶지 않냐?,여행 가고 싶지 않냐?
요새 여행 가고 싶지.,요새 여행 가고 싶지.
코로나 때문에 여행 못 간지 진짜 오래됐다.,코로나 때문에 여행 못 간지 진짜 오래됐다.
맞지 우리 원래 일본 많이 댕겼다 아이가.,맞지 우리 원래 일본 많이 다녔지 않니.
일본도 그렇고 맨날 뭐~ 경주고 전라도고 진짜 많이 다녔는데 코로나 때문에 아무 데도 못 갔다.,일본도 그렇고 맨날 뭐~ 경주고 전라도고 진짜 많이 다녔는데 코로나 때문에 아무 데도 못 갔다.
그래도 해외여행 말고 국내 여행은 요새는 쪼금씩 갈 수 있는 거 같,그래도 해외여행 말고 국내 여행은 요새는 쪼금씩 갈 수 있는 거 같
그래 나도 내일 대구 여행 갈 거임,그래 나도 내일 대구 여행 갈 거임
대구 여행 어디 가는데?,대구 여행 어디 가는데?
대구 여행 나는 솔직히 먹방 하고 싶었는데 이번에는 이월드만 갔다 올라고,대구 여행 나는 솔직히 먹방 하고 싶었는데 이번에는 이월드만 갔다 올라고
이월드가 뭔데?,이월드가 뭔데?
이월드 놀이동산 내 놀이동산 좋아한다 아이가.,이월드 놀이동산 나 놀이동산 좋아하지 않니.
뭐~ 넓나?,뭐~ 넓나?
안 가 봐서 모르겠는데,안 가 봐서 모르겠는데
누구랑 가는데?,누구랑 가는데?
남자 친구랑 가지.,남자 친구랑 가지.
내일 뭐~ 맛있는 거 뭐 먹을 건데?,내일 뭐~ 맛있는 거 뭐 먹을 건데?
내일 대구 하면 막창 아이겠나?,내일 대구 하면 막창 아니겠니?
또 대구 가면 뭐 있는데?,또 대구 가면 뭐 있는데?
대구 저번에 니 갔었다 아이가 납작 만두도 먹었었고 충무 김밥도 맛있었고,대구 저번에 너 갔었지 않니 납작 만두도 먹었었고 충무 김밥도 맛있었고
서문 시장 맞제?,서문 시장 맞지?
맞다 맞다 서문 시장,맞다 맞다 서문 시장
진짜 먹방 맛있게 했는데 와 진짜 배 터지게 뭇다.,진짜 먹방 맛있게 했는데 와 진짜 배 터지게 먹었다.
그러니까 그러고도 집에 와 가지고 칼국수 먹으러 가고 와 진짜 미쳤다 그날은,그러니까 그러고도 집에 와 가지고 칼국수 먹으러 가고 와 진짜 미쳤다 그날은
와 진짜 그때 진짜 배 터져 죽을 뻔했다.,와 진짜 그때 진짜 배 터져 죽을 뻔했다.
와 진짜 여행 가고 싶다.,와 진짜 여행 가고 싶다.
그니까 해외여행 가고 싶다.,그러니까 해외여행 가고 싶다.
진짜 일본 진짜 많이 갔다 아이가 일본 여행 오사카 대마도도 가고 싶다.,진짜 일본 진짜 많이 갔지 않니 일본 여행 오사카 대마도도 가고 싶다.
대마도 얼마 전에 일본 불매 운동하면서 한번 맞고 이번에,대마도 얼마 전에 일본 불매 운동하면서 한번 맞고 이번에
코로나 터지면서 완전 경제 박살 난 거 같던데?,코로나 터지면서 완전 경제 박살 난 거 같던데?
그래 안 그래도 얼마 전에 갑자기 대마도 생각나 갖고 가는 배편 찾아봤는데 없더라.,그래 안 그래도 얼마 전에 갑자기 대마도 생각나 갖고 가는 배편 찾아봤는데 없더라.
중국도 전에 그때 스완 아빠랑 나랑 둘이서 갔었는데 그때,중국도 전에 그때 스완 아빠랑 나랑 둘이서 갔었는데 그때
엄청 잘 놀다 왔는데 중국에서 그때 코로나 터져가지고 완전 난리 났쟈,엄청 잘 놀다 왔는데 중국에서 그때 코로나 터져가지고 완전 난리 났쟈
스완 재밌드제 나는 상하이 갔었는데 졸업 여행이긴 했는데,스완 재밌었지 나는 상하이 갔었는데 졸업 여행이긴 했는데
거기서 디즈니랜드가 그렇게 재밌드라.,거기서 디즈니랜드가 그렇게 재밌드라.
대만은 따로따로 아니었지만 둘 다 가 봤잖아.,대만은 따로따로 아니었지만 둘 다 가 봤잖아.
그치 대만 막 지우펀 이런 데 가고 막,그렇지 대만 막 지우펀 이런 데 가고 막
기억은 잘 안다 나 사진 다 날려 먹어가지고,기억은 잘 안다 나 사진 다 날려 먹어가지고
우리 아빠랑 나랑 그때 대만 갔을 때는,우리 아빠랑 나랑 그때 대만 갔을 때는
호텔이 무슨 제일 큰 데였는데 무슨 그랜드 호텔인가 거기서 자고,호텔이 무슨 제일 큰 데였는데 무슨 그랜드 호텔인가 거기서 자고
밤에 이제 막 택시 타고 나가가지고 스린 야시장 가 가지고 뭐였지?,밤에 이제 막 택시 타고 나가가지고 스린 야시장 가 가지고 뭐였지?
왕자 치즈였나 거기 엄청 치즈,왕자 치즈였나 거기 엄청 치즈
