사투리,표준어
요즘 날씨 많이 추운데 추우면 군대 생각 많이 나거든요.,요즘 날씨 많이 추운데 추우면 군대 생각 많이 나거든요.
저는 강원도 양구 쪽에,저는 강원도 양구 쪽에
삼삼삼 포병 여대 통신병  왔어요 포병인데 통신병이었는데,삼삼삼 포병 여대 통신병  왔어요 포병인데 통신병이었는데
군대 어디 다녀오셨어요?,군대 어디 다녀오셨어요?
아~ 예 저도 내나 포병 갔는데 저는 경기도 파주 쪽에 있었거든요?,아~ 예 저도 역시 포병 갔는데 저는 경기도 파주 쪽에 있었거든요?
혹시 백오십오 미리 견포라고 아세요?,혹시 백오십오 미리 견포라고 아세요?
솔직히 제 분야가 아니라서 정확하게 잘 모르겠긴 한데 저는 되게 여러 가지 했었어요 통신병도 보면서,솔직히 제 분야가 아니라서 정확하게 잘 모르겠긴 한데 저는 되게 여러 가지 했었어요 통신병도 보면서
포도 안에 그~ 정비하는 것도 같이 했어야 됐고 왜냐 부대에 사람이 별로 없어 가지고,포도 안에 그~ 정비하는 것도 같이 했어야 됐고 왜냐 부대에 사람이 별로 없어 가지고
그게 두 가지 동시에 하다 보니까 처음에 쫌,그게 두 가지 동시에 하다 보니까 처음에 조금
부사수 일 배울 때는 좀 바쁘긴 했는데 나중에 돼 보이까 이제 뭐~,부사수 일 배울 때는 좀 바쁘긴 했는데 나중에 돼 보니까 이제 뭐~
크게 할 일도 없고 군대는 그렇게 마 힘들지 않게는 갔다 왔다고 생각하거든요.,크게 할 일도 없고 군대는 그렇게 마 힘들지 않게는 갔다 왔다고 생각하거든요.
그~ 경기도 파주 쪽이면,그~ 경기도 파주 쪽이면
마이 춥진 않았겠네요?,많이 춥진 않았겠네요?
네 뭐~ 양구보다야 덜 춥긴 한데 그래도 좀 춥어 가지고,네 뭐~ 양구보다야 덜 춥긴 한데 그래도 좀 춥어 가지고
근데 제가 원래 추위를 별로 잘 안 타 가지고 좀 수헐긴 했는데,근데 제가 원래 추위를 별로 잘 안 타 가지고 좀 수월하긴 했는데
근데 이제 사회 나오니까 오히려 더 추위를 마이 타게 되더라고요 이제는,근데 이제 사회 나오니까 오히려 더 추위를 많이 타게 되더라고요 이제는
그리고 저도 통신병 관련해서 친한 선임이 있었는데,그리고 저도 통신병 관련해서 친한 선임이 있었는데
아~ 좀 하는 거 보니까 쫌 빡세 보이던데,아~ 좀 하는 거 보니까 조금 빡세 보이던데
뭐~ 그렇게 크게 빡세지는 않으셨어요?,뭐~ 그렇게 크게 빡세지는 않으셨어요?
처음에는 좀 많이 힘들었는데 그다음부턴 괜찮았어요 뭐~,처음에는 좀 많이 힘들었는데 그다음부턴 괜찮았어요 뭐~
어떻게 되면 짬 먹을수록 좀 개않아지기도 하고 그게 카고,어떻게 되면 짬 먹을수록 좀 괜찮아지기도 하고 그게 하고
포병 같은 경우에는 뭐~ 여러 가지 뭐~ 힘든,포병 같은 경우에는 뭐~ 여러 가지 뭐~ 힘든
그~ 뭐지 뭐~ 자주포라든가 아니면 뭐~,그~ 뭐지 뭐~ 자주포라든가 아니면 뭐~
포 옮기는 것도 있고 아니면 뭐~ 따른 거 하는 것도 있는데 저희는 그런데 전혀 관련 없어 가지고,포 옮기는 것도 있고 아니면 뭐~ 다른 거 하는 것도 있는데 저희는 그런데 전혀 관련 없어 가지고
예를 들어 관측만 보거나 아니면 그냥 무슨 대기만 하거나 좀 그런 일이 다반사였거든요.,예를 들어 관측만 보거나 아니면 그냥 무슨 대기만 하거나 좀 그런 일이 다반사였거든요.
휴가 같은 경우에는 잘 나오셨나요 저는,휴가 같은 경우에는 잘 나오셨나요 저는
그때 한창 군대 갔을 때,그때 한창 군대 갔을 때
천안함 터지고 훈련병 때 그리고,천안함 터지고 훈련병 때 그리고
그때 김정일 그~ 뭐지 사망했고,그때 김정일 그~ 뭐지 사망했고
그래 가지 휴가 좀 마이 짤렸거든요.,그래 가지 휴가 좀 많이 잘렸거든요.
어~ 휴가 저는 뭐~ 처음에 제가 한 십,어~ 휴가 저는 뭐~ 처음에 제가 한 십
십오 년 그쯤 갔었는데 그때,십오 년 그쯤 갔었는데 그때
살짝 이제 저~ 위쪽이랑 별로 안 좋은 관계에 있어 가지고,살짝 이제 저~ 위쪽이랑 별로 안 좋은 관계에 있어 가지고
대기 쫌 마이 했었는데 그때 갓 들어간 신병이라 가지고,대기 조금 많이 했었는데 그때 갓 들어간 신병이라 가지고
저는 그카고 이제 그~ 다 끝나고,저는 그렇게 하고 이제 그~ 다 끝나고
휴가는 좀 잘 나왔던 거 같고 군 생활 끝날 때까지도,휴가는 좀 잘 나왔던 거 같고 군 생활 끝날 때까지도
크게 막 딱히 별다른 일은 없었던 거 같구요.,크게 막 딱히 별다른 일은 없었던 거 같구요.
그리고 이제 뭐~ 그~ 행보관이,그리고 이제 뭐~ 그~ 행보관이
쫌 휴가를 잘 챙겨 줬었습니다 저는,조금 휴가를 잘 챙겨 줬었습니다 저는
행보관이 좀 괜찮은 사람이었는데,행보관이 좀 괜찮은 사람이었는데
혹시 행보관은 쫌 어떻게 개않았습니까?,혹시 행보관은 조금 어떻게 괜찮았습니까?
저희 행보관은,저희 행보관은
전역 다 돼 갈 때 이제,전역 다 돼 갈 때 이제
작업만 계속 시켜 가지고 그렇게 사이가 좋진 않았어요 물론 뭐~ 앞에선 잘 따르고 그렇게 했었지만,작업만 계속 시켜 가지고 그렇게 사이가 좋진 않았어요 물론 뭐~ 앞에선 잘 따르고 그렇게 했었지만
그래도 뭐~ 잘 챙겨 줬다고 생각은 하는데 휴가 같은 경우에는 잘 못 받고 이래 가지고,그래도 뭐~ 잘 챙겨 줬다고 생각은 하는데 휴가 같은 경우에는 잘 못 받고 이래 가지고
저는 그리고 군 생활 내내 좀 준비 태세가 좀 많았어요.,저는 그리고 군 생활 내내 좀 준비 태세가 좀 많았어요.
저 같은 경우에는 제가 십 년도 군번인데 뭐~ 여러 사건도 있고 이래 가지고,저 같은 경우에는 제가 십 년도 군번인데 뭐~ 여러 사건도 있고 이래 가지고
그럼 십오 년도에 그~ 입대하신 거네요?,그럼 십오 년도에 그~ 입대하신 거네요?
네 저는 뭐~ 십오 년도에 가 가지고,네 저는 뭐~ 십오 년도에 가 가지고
십칠 년쯤에 예 전역했었습니다.,십칠 년쯤에 예 전역했었습니다.
그리고 뭐~ 아까 준비 태세 말씀하셨는데 저도,그리고 뭐~ 아까 준비 태세 말씀하셨는데 저도
그~ 쫌 마이 하긴 했었거든요 근데 저희는 이제 뭐~ 아무래도 십오 년 다 보,그~ 조금 많이 하긴 했었거든요 근데 저희는 이제 뭐~ 아무래도 십오 년 다 보
십오 년도다 보이까,십오 년도다 보니까
십 년보다는 훨씬 더 수헐게 하지 않았나 싶기도 하고,십 년보다는 훨씬 더 수월하게 하지 않았나 싶기도 하고
저는 또 신기한 게 행보관이 저는 군 생활하면서 네 번이나 바꼈거든요?,저는 또 신기한 게 행보관이 저는 군 생활하면서 네 번이나 바뀌었거든요?
원래는 한 명 쭉 가는데,원래는 한 명 쭉 가는데
저는 그래 가지고 행보관도 마이 바뀌면서,저는 그래 가지고 행보관도 많이 바뀌면서
