사투리,표준어
저는,저는
결혼한 지 이십오 년차가 되었고,결혼한 지 이십오 년차가 되었고
지금 남편과는 연애 결혼을 했습니다.,지금 남편과는 연애 결혼을 했습니다.
만나서 이 년 정도 연애를 하고 결혼을 했는데,만나서 이 년 정도 연애를 하고 결혼을 했는데
이십오 년 동안 살면서 한 번도 결혼을 후회했거나,이십오 년 동안 살면서 한 번도 결혼을 후회했거나
아~ 살고 싶지 않다 이런 생각을 해 본 적은 단 한 번도 없고,아~ 살고 싶지 않다 이런 생각을 해 본 적은 단 한 번도 없고
비교적 행복한 결혼생활을 하였습니다.,비교적 행복한 결혼생활을 하였습니다.
그래서 주변에 이렇게 결혼 안 하고 있는,그래서 주변에 이렇게 결혼 안 하고 있는
주변 사람들을 보면 쪼끔 안타까운 생각이 들고,주변 사람들을 보면 쪼끔 안타까운 생각이 들고
결혼을 해야 될 건데 하는 그런 생각을 쪼끔 많이 하는 편입니다.,결혼을 해야 될 건데 하는 그런 생각을 쪼끔 많이 하는 편입니다.
나이가 들어갈수록 남편의 소중함을 좀 많이 알게 되었고,나이가 들어갈수록 남편의 소중함을 좀 많이 알게 되었고
그래서 정말 결혼은 꼭 해야 된다는 그런 생각을 하는 편인데,그래서 정말 결혼은 꼭 해야 된다는 그런 생각을 하는 편인데
요 주변 사람들한테 막 결혼해야 된다 해야 된다 이렇게 말하면,요 주변 사람들한테 막 결혼해야 된다 해야 된다 이렇게 말하면
음~ 좀 부담을 가질 수도 있고 거부감을 느낄 수도 있을 거 같애서,음~ 좀 부담을 가질 수도 있고 거부감을 느낄 수도 있을 거 같애서
그런 말은 쫌 안 하는 편인데,그런 말은 조금 안 하는 편인데
마음 속으로는 결혼 안 하고 있는 사람들 보면 쪼끔 안타까운 생각을 많이 하는 편이고,마음 속으로는 결혼 안 하고 있는 사람들 보면 쪼끔 안타까운 생각을 많이 하는 편이고
그래서 저는 꼭 결혼을 하자 주의 여기에 속합니다.,그래서 저는 꼭 결혼을 하자 주의 여기에 속합니다.
그러면  님께서는 지금 남편 분과 어떻게 만났는지,그러면  님께서는 지금 남편 분과 어떻게 만났는지
어~ 알려주실 수 있으십니까?,어~ 알려주실 수 있으십니까?
아~ 저도 연애 결혼이거든예.,아~ 저도 연애 결혼이거든요.
그~ 처음에 인제,그~ 처음에 인제
친구 동네 오빠인데 그~ 군대에서 잠깐,친구 동네 오빠인데 그~ 군대에서 잠깐
휴가 나온 때에 그 친구하고 동네 오빠랑,휴가 나온 때에 그 친구하고 동네 오빠랑
