사투리,표준어
음~ 여보세요 어~ @이름아 우리 스마트폰에 대해서 한번 얘기해 볼까?,음~ 여보세요 어~ @이름아 우리 스마트폰에 대해서 한번 얘기해 볼까?
괜찮소 근데 스마트폰의 시작이,괜찮소 근데 스마트폰의 시작이
그~ 아이폰인가요 그거 아이폰?,그~ 아이폰인가요 그거 아이폰?
그치 일단 아이폰이 제일 먼저 시작을 했고 갤럭시 안드로이드 되게 이상,그치 일단 아이폰이 제일 먼저 시작을 했고 갤럭시 안드로이드 되게 이상
뭐~  이상한 폰이었지 싶은데 그거가 시작을 됐고,뭐~  이상한 폰이었지 싶은데 그거가 시작을 됐고
그 다음에 갤럭시는 내 개인적으로는 갤럭시 진짜 스마트폰의 시작이었지.,그 다음에 갤럭시는 내 개인적으로는 갤럭시 진짜 스마트폰의 시작이었지.
에어팟 하고 휴대폰 합친 게 아이폰 그거잖아 맞제 전설의 그~ 강의 발표 있다 아이가,에어팟 하고 휴대폰 합친 게 아이폰 그거잖아 맞지 전설의 그~ 강의 발표 있지 않니
에어팟은 안 나왔 아~ 아이팟 그치,에어팟은 안 나왔 아~ 아이팟 그치
아이폰 그게 처음에 최초 스마트폰 아니가 거의,아이폰 그게 처음에 최초 스마트폰 아니니 거의
그치 그치  거의 뭐~ 혁명이었지 완전,그치 그치  거의 뭐~ 혁명이었지 완전
응응  삼성은 뒤처지지 않고 따라갔지.,응응  삼성은 뒤처지지 않고 따라갔지.
젤 처음엔 스마트폰 뭐 샀어 몇 살 때 뭐 썼는데,젤 처음엔 스마트폰 뭐 샀어 몇 살 때 뭐 썼는데
나는 고삼 시험 끝나고,나는 고삼 시험 끝나고
시험 끝나고?,시험 끝나고?
고 삼 그 수능 끝나고 나는,고 삼 그 수능 끝나고 나는
아~ 엄청 늦게 샀네.,아~ 엄청 늦게 샀네.
공부는 아무래도 해야 되고 수능 끝나고 나는,공부는 아무래도 해야 되고 수능 끝나고 나는
그거였던 거 같은데 뷰 투 정사각형,그거였던 거 같은데 뷰 투 정사각형
정사각형 이가 그거,정사각형 이니 그거
정사각형 정사각형 어~ 뭐~ 괜찮았지,정사각형 정사각형 어~ 뭐~ 괜찮았지
그때까지는 엘지폰도 나쁘지 않았지.,그때까지는 엘지폰도 나쁘지 않았지.
나름 삼성의 대항마 느낌,나름 삼성의 대항마 느낌
그치 아~ 그땐 나쁘지 않았는데 엘지가 약간 뒤늦게 막 따라붙는 느낌이라서 어~ 쫌,그치 아~ 그땐 나쁘지 않았는데 엘지가 약간 뒤늦게 막 따라붙는 느낌이라서 어~ 조금
