사투리,표준어
날씨에 대해서 얘기해 볼까요?,날씨에 대해서 얘기해 볼까요?
어~ 날씨 하면 우리가 여행 갈려고 하면은 꼭 비 오는 날도 있고 막,어~ 날씨 하면 우리가 여행 가려고 하면은 꼭 비 오는 날도 있고 막
이렇다 아이가 좀 보면은 우리 어렸을 때 소풍 가면,이렇지 않냐 좀 보면은 우리 어렸을 때 소풍 가면
비 오고 이런 날도 참 많은데 나는 제주도 가면,비 오고 이런 날도 참 많은데 나는 제주도 가면
요 꼭 비가 오드라고 날씨가 그니까 비가 안 오는 날이 없어 보면 아~ 날씨가 쪼끔,요 꼭 비가 오더라고 날씨가 그러니까 비가 안 오는 날이 없어 보면 아~ 날씨가 쪼끔
내 제주도하고 잘 안 맞든데 혹시,나 제주도하고 잘 안 맞든데 혹시
날씨 때문에 애먹은 적 있었나 뭐~ 어디 가거나 뭐~ 이랬을 때.,날씨 때문에 애먹은 적 있었어 뭐~ 어디 가거나 뭐~ 이랬을 때.
아니 날씨 때문에 뭐~ 어~ 애먹은 적은 특별히 없었던 거 같고 옛날에 그~,아니 날씨 때문에 뭐~ 어~ 애먹은 적은 특별히 없었던 거 같고 옛날에 그~
골프를 이렇게 첨 입문이라 해야 되나 첨 시작할 때,골프를 이렇게 첨 입문이라 해야 되나 첨 시작할 때
동기들하고 막 이리 갈 때 옛날에 그렇다 아이가,동기들하고 막 이리 갈 때 옛날에 그렇지 않냐
우리 처음 배울 때는 막 새벽에 잡아가 나와야 되고 뭐~ 이런 거 하다 보니까,우리 처음 배울 때는 막 새벽에 잡아서 나와야 되고 뭐~ 이런 거 하다 보니까
새벽 한 네 시나 돼서 일나가지고,새벽 한 네 시나 돼서 일어나가지고
이리 가야 되는 기라 그게 마 과연 운동이 될까 이런 생각이 들어가지고,이리 가야 되는 거야 그게 그냥 과연 운동이 될까 이런 생각이 들어가지고
그놈의 날씨 때문에 그래가지고 어떻게 됐느냐 그 가서 일 홀을 치고,그놈의 날씨 때문에 그래가지고 어떻게 됐느냐 거기 가서 일 홀을 치고
그랬는데 막 날씨가 그~ 한겨울이야 얼마나 추웠던지,그랬는데 막 날씨가 그~ 한겨울이야 얼마나 추웠던지
그기에 진눈 그~ 깨비까지 내리 날리고,거기에 진눈 그~ 깨비까지 내리 날리고
비까지 오고 난리를 쳐가지고 그거참,비까지 오고 난리를 쳐가지고 그거참
예전에 어~ 내가 창원에 살았을 때,예전에 어~ 내가 창원에 살았을 때
개미 오기 전에,개미 오기 전에
그 앞전에 그~ 태풍이 한 번 있었는데 그~ 마산 지역에 완전 뭐~ 사람 많이 죽고 했던 그 이름이 생각이 안 난다.,그 앞전에 그~ 태풍이 한 번 있었는데 그~ 마산 지역에 완전 뭐~ 사람 많이 죽고 했던 그 이름이 생각이 안 난다.
그랬을 때 그랬을 때 내가 이제 국민일보 라고 신문을 돌렸어.,그랬을 때 그랬을 때 내가 이제 국민일보 라고 신문을 돌렸어.
그니까 교회 신문인데 그걸 내가 아파트에 돌렸는데,그러니까 교회 신문인데 그걸 내가 아파트에 돌렸는데
새벽에 눈을 떴는데 완전 막 다 날라다니는거야 막 차도 경차 같은 경우에는 완전 막 기가고 지 혼자서 기어가고,새벽에 눈을 떴는데 완전 막 다 날라다니는거야 막 차도 경차 같은 경우에는 완전 막 기어가고 자기 혼자서 기어가고
이렇게 하는데 그때 내가,이렇게 하는데 그때 내가
그 날씨 속에서 정말 몸이 날라갈 거 같은 날씨 속에서도,그 날씨 속에서 정말 몸이 날아갈 거 같은 날씨 속에서도
신문을 날 돌려야 되겠다 라는 생각이 들더라고 이케 나는 또 책임감이 쫌 많아 가지고,신문을 날 돌려야 되겠다 라는 생각이 들더라고 이렇게 나는 또 책임감이 조금 많아 가지고
그래가지고 완전 그 태풍 속에서 위험을 무릎쓰고,그래가지고 완전 그 태풍 속에서 위험을 무릎쓰고
신문을 돌렸던 그 생각이 나는데 태풍 이러면,신문을 돌렸던 그 생각이 나는데 태풍 이러면
아~ 그때 생각 그리고 또 왜 막 그 베란다 창문이 흔들려가지고,아~ 그때 생각 그리고 또 왜 막 그 베란다 창문이 흔들려가지고
되게 무서웠거든 그때 태풍 때 그래가,되게 무서웠거든 그때 태풍 때 그래서
내가 우리 애들하고 화장실 있다 아이가 그 앞에 거기에서 숨어있었던 게,내가 우리 애들하고 화장실 있지 않냐 그 앞에 거기에서 숨어있었던 게
기억이 억수로 많이 나는데 아~ 태풍이 제일 무섭다.,기억이 굉장히 많이 나는데 아~ 태풍이 제일 무섭다.
