사투리,표준어
연애 상대?,연애 상대?
우리 나이에는 연애 상대가 좋겠다 너는 연애 상대에 대한,우리 나이에는 연애 상대가 좋겠다 너는 연애 상대에 대한
이상형이 어떻게 돼?,이상형이 어떻게 돼?
나는 현재로써는 일단 나보다,나는 현재로써는 일단 나보다
키가 십 센치는 컸으면 좋겠고 그리고 어깨가 넓고 덩치가 있는 사람이었음 좋겠어.,키가 십 센치는 컸으면 좋겠고 그리고 어깨가 넓고 덩치가 있는 사람이었음 좋겠어.
그리고 피부는 너무 하얗지만 않으면 되는 거 같애 옛날에 중학교 고등학교 때는,그리고 피부는 너무 하얗지만 않으면 되는 거 같애 옛날에 중학교 고등학교 때는
그냥 키만 크고 성격만 좋으면 된다 약간 이런 느낌이었는데,그냥 키만 크고 성격만 좋으면 된다 약간 이런 느낌이었는데
요즘 들어서 쫌 등빨도 좀 있고 성격 좋고,요즘 들어서 조금 덩치도 좀 있고 성격 좋고
그런 사람이었으면 좋겠다 좀 등치 큰 사람이었음 좋겠다는 생각이 많이 들더라고,그런 사람이었으면 좋겠다 좀 덩치 큰 사람이었음 좋겠다는 생각이 많이 들더라고
그러면 너는 이상형이 어떻게 되는데?,그러면 너는 이상형이 어떻게 되는데?
나는 너랑 알 너가 다 알다시피,나는 너랑 알 네가 다 알다시피
내가 연애 해온 사람들을 니가 옆에서 다 지켜봤잖아.,내가 연애 해온 사람들을 너가 옆에서 다 지켜봤잖아.
물론 뭐 니가 알기 전에 중학교 때도,물론 뭐 너가 알기 전에 중학교 때도
숱한 사람들이 있긴 했는데,숱한 사람들이 있긴 했는데
아무래도 그런 경험에 빗대어서 이상형이 계속 바뀌는 것 같애.,아무래도 그런 경험에 빗대어서 이상형이 계속 바뀌는 것 같애.
그래서 일단 나는 속히 마마보이라고 하지?,그래서 일단 나는 속히 마마보이라고 하지?
그런 마마보이는 정말 싫은 것 같애 마마보이는 정말 싫어하고,그런 마마보이는 정말 싫은 것 같애 마마보이는 정말 싫어하고
그리고 내가 한때 논술 학원을 다녔을 때,그리고 내가 한때 논술 학원을 다녔을 때
논술 선생님을 보고 되게,논술 선생님을 보고 되게
사랑까지는 아니지만 되게 존경스럽다?,사랑까지는 아니지만 되게 존경스럽다?
되게 아 내 남자친구도 저런 사람이었으면 좋겠다라고 생각한 적이 있어.,되게 아 내 남자친구도 저런 사람이었으면 좋겠다라고 생각한 적이 있어.
그때 우리 논술 쌤이 되게 따뜻한 분이었어.,그때 우리 논술 쌤이 되게 따뜻한 분이었어.
따뜻하고 마음씨가 따뜻하고,따뜻하고 마음씨가 따뜻하고
유머 감각도 있고 재치 있고,유머 감각도 있고 재치 있고
그리고 배울 점이 너무 많은 사람이었어.,그리고 배울 점이 너무 많은 사람이었어.
나는 항상 연애를 할 때,나는 항상 연애를 할 때
내가 뭔가를 다 가르쳐주는 스타일이었거든 왠지 모르게?,내가 뭔가를 다 가르쳐주는 스타일이었거든 왠지 모르게?
그래서 나는 내가 배울 수 있는 배울 점이 많은 사람이면 좋겠고,그래서 나는 내가 배울 수 있는 배울 점이 많은 사람이면 좋겠고
원래는 외형에는 딱히 잘 생겼으면 좋겠다 라던가?,원래는 외형에는 딱히 잘 생겼으면 좋겠다 라던가?
키가 어땠으면 좋겠다 이런 게 딱히 없었어.,키가 어땠으면 좋겠다 이런 게 딱히 없었어.
근데 내가 여자 중에는 키가 큰 편이잖아.,근데 내가 여자 중에는 키가 큰 편이잖아.
그래서 아~  나도 그렇고,그래서 아~  나도 그렇고
그 남자를 위해서도 그렇고,그 남자를 위해서도 그렇고
나보다는 키가 컸으면 좋겠어,나보다는 키가 컸으면 좋겠어
뭐 물론 지금 그 친구는 내가 깔창 사주지 뭐,뭐 물론 지금 그 친구는 내가 깔창 사주지 뭐
그리고 내가 또 드라마도 많이 보잖아.,그리고 내가 또 드라마도 많이 보잖아.
그래서 배울 점이 많은 사람이 좋다가도 한편으로는 마초남,그래서 배울 점이 많은 사람이 좋다가도 한편으로는 마초남
되게 거칠게 싸움을 해서라도 날 지켜주는,되게 거칠게 싸움을 해서라도 날 지켜주는
온몸 불살라 나를 지켜주는 그런 남자도 만나보고 싶어.,온몸 불살라 나를 지켜주는 그런 남자도 만나보고 싶어.
그리고 나는 되게 연애 대상에 대해,그리고 나는 되게 연애 대상에 대해
뭐 물론 그 사람과 발전해 결혼을 한다 해도 외국인도 좋을 거 같애.,뭐 물론 그 사람과 발전해 결혼을 한다 해도 외국인도 좋을 거 같애.
왜냐면 내가 언어공부를 되게,왜냐하면 내가 언어공부를 되게
좋아하는데 연애를 하다 보면 그 사람에,좋아하는데 연애를 하다 보면 그 사람에
그 사람과 가장 가깝게 지내게 되는거잖아.,그 사람과 가장 가깝게 지내게 되는거잖아.
그래서 그 나라 언어 뿐만 아니라 문화도 쉽게 익힐 수 있을 것 같고,그래서 그 나라 언어 뿐만 아니라 문화도 쉽게 익힐 수 있을 것 같고
꼭 그게 아니더라도 외국인과 사겨 보면 되게,꼭 그게 아니더라도 외국인과 사귀어 보면 되게
재미있을 것 같다는 생각을 되게 많이 했어.,재미있을 것 같다는 생각을 되게 많이 했어.
그러면 너는 데이트를 보통 사귀면 많이 하잖아.,그러면 너는 데이트를 보통 사귀면 많이 하잖아.
어떤 데이트가 해보고 싶어?,어떤 데이트가 해보고 싶어?
나는 뭔가 흔한 거 말고,나는 뭔가 흔한 거 말고
영화관을 간다거나 아니면,영화관을 간다거나 아니면
뭐 놀이 공원을 간다거나 하이튼 그런,뭐 놀이 공원을 간다거나 하여튼 그런
흔한 거 말고 뭔가 여러 가지 체험을 할 수 있는 들면 도예라던가?,흔한 거 말고 뭔가 여러 가지 체험을 할 수 있는 들면 도예라던가?
되게 뜬금없지만 내가 원래 예전부터,되게 뜬금없지만 내가 원래 예전부터
도예나 이런 무슨 가구나 이렇게 만드는 걸,도예나 이런 무슨 가구나 이렇게 만드는 걸
하고 싶다고 생각은 했는데 뭔가 혼자서 하기가,하고 싶다고 생각은 했는데 뭔가 혼자서 하기가
꺼려진달까 혼자서 하기에는 용기가 안 나는데,꺼려진달까 혼자서 하기에는 용기가 안 나는데
상대방이 같이 있으면 재미도 있으면서,상대방이 같이 있으면 재미도 있으면서
같이 새로운 추억을,같이 새로운 추억을
만들 수 있으니까 그런 데이트를,만들 수 있으니까 그런 데이트를
한번 해보고 싶다는 생각은 하긴 했어.,한번 해보고 싶다는 생각은 하긴 했어.
그렇담 너는 어떤 데이트가 하고 싶어?,그렇담 너는 어떤 데이트가 하고 싶어?
나는 패러글라이딩 같이 몸을 쓰는 것도 좋고,나는 패러글라이딩 같이 몸을 쓰는 것도 좋고
아니면 같이 좋아하는 영화라던가 드라마,아니면 같이 좋아하는 영화라던가 드라마
를 같이 보고 싶어 그냥 옆에서 되게,를 같이 보고 싶어 그냥 옆에서 되게
나는 영화라든가 드라마를 보고 되게 감명을 되게 많이 받는 사람이란 말이야?,나는 영화라든가 드라마를 보고 되게 감명을 되게 많이 받는 사람이란 말이야?
그래서 로맨스 영화를 같이 한번 보면,그래서 로맨스 영화를 같이 한번 보면
되게 서로에 대해서도 한 번 더 생각할 수 있고,되게 서로에 대해서도 한 번 더 생각할 수 있고
더 애착이 생길 수 있는 좋은 계기가 될 것 같아서,더 애착이 생길 수 있는 좋은 계기가 될 것 같아서
같이 로맨스 드라마 한 번 보면 좋을 거 같애.,같이 로맨스 드라마 한 번 보면 좋을 거 같애.
그리고 우리가 룸카페 두 번 정도 갔다 왔잖아.,그리고 우리가 룸카페 두 번 정도 갔다 왔잖아.
거기도 되게 남자 친구랑 가면 좋을 거 같애.,거기도 되게 남자 친구랑 가면 좋을 거 같애.
그래서 그 친구가 거기 나랑 같이 가고 싶다고 노리고 있거든.,그래서 그 친구가 거기 나랑 같이 가고 싶다고 노리고 있거든.
부러워 아니야 미안 그러면,부러워 아니야 미안 그러면
우리가 아직 이십 대 초반이긴 하지만,우리가 아직 이십 대 초반이긴 하지만
그래도 미래를 그려 볼 순 있잖아.,그래도 미래를 그려 볼 순 있잖아.
너의 배우자를 그려 봤을 땐 어떤 모습일 것 같아?,너의 배우자를 그려 봤을 땐 어떤 모습일 것 같아?
이상형 때도 얘기했지만,이상형 때도 얘기했지만
