사투리,표준어
아~ 네 저는 종교에 대해서 제가 뭐~,아~ 네 저는 종교에 대해서 제가 뭐~
아주 깊게,아주 깊게
믿는 종교가 따로 있는 건 아니라서 종교에 대해서 말하기가 좀 그렇긴 한데,믿는 종교가 따로 있는 건 아니라서 종교에 대해서 말하기가 좀 그렇긴 한데
음~ 개신교에서 모태 신앙이라는 이런 게 있듯이 저는,음~ 개신교에서 모태 신앙이라는 이런 게 있듯이 저는
어~ 절 밑에 살았고 또 어~ 부모님이,어~ 절 밑에 살았고 또 어~ 부모님이
독실하게 저기 절에 불교를 믿으셨어요 그래서 저도,독실하게 저기 절에 불교를 믿으셨어요 그래서 저도
자연스럽게 쫌 불교에 더 가까운 거지 특별하게,자연스럽게 조금 불교에 더 가까운 거지 특별하게
믿는 종교는 없거든요.,믿는 종교는 없거든요.
어~ 그래서 저기 뭐고  님,어~ 그래서 저기 뭐냐  님
어떤 종교를 갖고 계신지 궁금합니다.,어떤 종교를 갖고 계신지 궁금합니다.
예 저는 예 종교가 없구요 뭐~ 저희 엄마가,예 저는 예 종교가 없구요 뭐~ 저희 엄마가
오랫동안 믿어오신 종교가 있는데,오랫동안 믿어오신 종교가 있는데
예 그걸로 인해서 쫌 영향도 받고 쫌 거부도 하고 쫌 그런 스토리가 있어서,예 그걸로 인해서 조금 영향도 받고 조금 거부도 하고 조금 그런 스토리가 있어서
종교에 아주 뭐~ 관련이 없는,종교에 아주 뭐~ 관련이 없는
없지는 않은 이야깃거리인 거 같아서 선택을 했는데요.,없지는 않은 이야깃거리인 거 같아서 선택을 했는데요.
예 저희 어머니는 천주교 신자시고 뭐~ 수녀까지,예 저희 어머니는 천주교 신자시고 뭐~ 수녀까지
갈려고 했을 만큼 뭐~ 독실하신 분이고 한 지금 한 사십 년 넘도록 이렇게,갈려고 했을 만큼 뭐~ 독실하신 분이고 한 지금 한 사십 년 넘도록 이렇게
종교를 가져오고 이렇게 믿고 그렇게 하시거든요.,종교를 가져오고 이렇게 믿고 그렇게 하시거든요.
예 근데 뭐~ 저 입장에서는,예 근데 뭐~ 저 입장에서는
뭐~ 쫌 어릴 때 가라 안 가면 용돈도 끊겠다 이런 식으로,뭐~ 조금 어릴 때 가라 안 가면 용돈도 끊겠다 이런 식으로
성당에 미사 참여를 쫌 강요받은 면이 있어서 거기에 좀 질리다 보니까,성당에 미사 참여를 조금 강요받은 면이 있어서 거기에 좀 질리다 보니까
어~ 발길을 끊으면서 이제 이제는 신자가 아닌데요.,어~ 발길을 끊으면서 이제 이제는 신자가 아닌데요.
