사투리,표준어
어~ 저는 어릴 때부터 피아노를 쳤어서,어~ 저는 어릴 때부터 피아노를 쳤어서
제 취미라고 하면은,제 취미라고 하면은
피아노라고 할 수 있는데 그냥 클래식 피아노 아니고 재즈 피아노를 치고 있거든요?,피아노라고 할 수 있는데 그냥 클래식 피아노 아니고 재즈 피아노를 치고 있거든요?
원래 실용음악과를 가지고,원래 실용음악과를 가지고
그래서 어~ 혹시 취미 같은 거 있으세요?,그래서 어~ 혹시 취미 같은 거 있으세요?
네 저는 수영을 평소에 하고 있어서,네 저는 수영을 평소에 하고 있어서
어~ 해양 스포츠를 즐겨하는 편인데,어~ 해양 스포츠를 즐겨하는 편인데
어~ 패들보드나 서핑 등을 주로하고 있어요.,어~ 패들보드나 서핑 등을 주로하고 있어요.
주로 광안리나 해운대,주로 광안리나 해운대
송정 이런 데서 하고 있고,송정 이런 데서 하고 있고
어~ 여름에는 일주일에 뭐 세 번 네 번 갈 정도로,어~ 여름에는 일주일에 뭐 세 번 네 번 갈 정도로
자주 다니고 네 하고 그랬었어요.,자주 다니고 네 하고 그랬었어요.
어~ 아까 전에,어~ 아까 전에
재즈 피아노 하신다고 하셨는데 재즈 피아노가 뭔지 저는 처음 들어봐서 알고 싶어요.,재즈 피아노 하신다고 하셨는데 재즈 피아노가 뭔지 저는 처음 들어봐서 알고 싶어요.
어~ 일반적으로 클래식은,어~ 일반적으로 클래식은
이제 악보가 있으면 악보 그대로 이제 치잖아요?,이제 악보가 있으면 악보 그대로 이제 치잖아요?
그래서 막 크레센도나 그런 그 악보 기호에 따라 사실 치는 건데,그래서 막 크레센도나 그런 그 악보 기호에 따라 사실 치는 건데
재즈 피아노는,재즈 피아노는
그런 정형적인 클래식보다는 자유롭다고 해야 하나?,그런 정형적인 클래식보다는 자유롭다고 해야 하나?
코드가 있고 탑 노트가 있으면은 그 탑 노트에 제가 코드나 텐션이라는 거를 사실 넣어서,코드가 있고 탑 노트가 있으면은 그 탑 노트에 제가 코드나 텐션이라는 거를 사실 넣어서
좀 자유자재로 음악을 꾸며 가는 거거든요?,좀 자유자재로 음악을 꾸며 가는 거거든요?
그래서 이제 뭐~ 솔로 파트도 있고,그래서 이제 뭐~ 솔로 파트도 있고
사실 재즈 평 전공은 아니고 작곡 전공이거든요 원래는,사실 재즈 평 전공은 아니고 작곡 전공이거든요 원래는
근데 어릴 때부터 좀 피아노를 쳤다 보니까,근데 어릴 때부터 좀 피아노를 쳤다 보니까
고런 쪽으로 취미가 있고,고런 쪽으로 취미가 있고
좀 안 그래도 음악을 좀 좋아하니까 음악 듣는 거나,좀 안 그래도 음악을 좀 좋아하니까 음악 듣는 거나
또 가수 새로운 가수 찾아보는 거나 다양한 장르의 음악을 좀 듣는 거를 엄청 좋아해요.,또 가수 새로운 가수 찾아보는 거나 다양한 장르의 음악을 좀 듣는 거를 엄청 좋아해요.
서핑하시고 수영하시면 혹시 라이프 가이드 자격증도 혹시 있으세요?,서핑하시고 수영하시면 혹시 라이프 가이드 자격증도 혹시 있으세요?
아니면 따실 의향 같은 건 있으세요?,아니면 따실 의향 같은 건 있으세요?
어~ 라이프 가드 따고 싶은데 그게 조건이 좀 어렵더라고요.,어~ 라이프 가드 따고 싶은데 그게 조건이 좀 어렵더라고요.
음~ 그래서 그냥 서핑이나 패들보드 다른 제트서프 이런 것들,음~ 그래서 그냥 서핑이나 패들보드 다른 제트서프 이런 것들
하고 있어요.,하고 있어요.
혹시 수영해 보신 적 있어요 아니면 해양 스포츠라든지,혹시 수영해 보신 적 있어요 아니면 해양 스포츠라든지
경험 있으세요?,경험 있으세요?
저는 수영을 일단 못하고  근데 관심은 엄청 많거든요?,저는 수영을 일단 못하고  근데 관심은 엄청 많거든요?
관심은 많고 요새는 또 서핑하는 게 대중매체라던가 이런데서 많이 보여주기도 하니까,관심은 많고 요새는 또 서핑하는 게 대중매체라던가 이런데서 많이 보여주기도 하니까
자연스럽게 또 관심이 가게 되더라고요.,자연스럽게 또 관심이 가게 되더라고요.
근데 중심을 좀 못 잡아서,근데 중심을 좀 못 잡아서
중심을 잘 못 잡아서,중심을 잘 못 잡아서
중심을 잘 못 잡아가지고 막 이렇게,중심을 잘 못 잡아가지고 막 이렇게
스키보드 같은 건 타거든요.,스키보드 같은 건 타거든요.
근데 그거랑 또 바다에서 이렇게 타는 거는 다르더라고요.,근데 그거랑 또 바다에서 이렇게 타는 거는 다르더라고요.
