사투리,표준어
지금부터 연애 대한 주제로 얘기 나누겠습니다.,지금부터 연애 대한 주제로 얘기 나누겠습니다.
오빠는 이상형이 어떻게 돼?,오빠는 이상형이 어떻게 돼?
나는 성격을 더 보는 것 같고 성격이 음,나는 성격을 더 보는 것 같고 성격이 음
어른들한테 잘하고 아주 공손한 사람을 보면 좀 호감을 좀 느끼는 게 아닌가,어른들한테 잘하고 아주 공손한 사람을 보면 좀 호감을 좀 느끼는 게 아닌가
라고 생각하는데 물론 이제 외적인 것도,라고 생각하는데 물론 이제 외적인 것도
많이 차지는 하겠지만 아무리 외적인 게 뭔가,많이 차지는 하겠지만 아무리 외적인 게 뭔가
좋아 보여도 그런,좋아 보여도 그런
어른들한테 하는구나 주변 사람들한테 하는 행동에 행동을 보고,어른들한테 하는구나 주변 사람들한테 하는 행동에 행동을 보고
좀 판단을 하는 것 같애,좀 판단을 하는 것 같애
음 그러면 어떤 식으로 데이트 하는 게 좋은데,음 그러면 어떤 식으로 데이트 하는 게 좋은데
그냥 일반적인 거일 수도 있는데 뭐 다른 사람들도 다 똑같겠지만,그냥 일반적인 거일 수도 있는데 뭐 다른 사람들도 다 똑같겠지만
특별한 거를 막 무조건 찾기보다,특별한 거를 막 무조건 찾기보다
그냥 일상적인 소소한 그냥 카페를 가서 같이,그냥 일상적인 소소한 그냥 카페를 가서 같이
커피도 마시고 그냥 이런저런 얘기 하면서,커피도 마시고 그냥 이런저런 얘기 하면서
그르케 하는 데이트를 선호를 하는 거 같애 너는?,그렇게 하는 데이트를 선호를 하는 거 같애 너는?
나는 어 약간 활동적인 데이트도 좋은 거 같고,나는 어 약간 활동적인 데이트도 좋은 거 같고
뭐 체험하는 거 그런 것도 좋은 것 같고,뭐 체험하는 거 그런 것도 좋은 것 같고
어~ 여행 다니는 거 여행 다니면 좋지,어~ 여행 다니는 거 여행 다니면 좋지
오빠는 여자친구랑 여행 가봤나?,오빠는 여자친구랑 여행 가봤어?
어 남해안 두 번 가고 경주도 가보고,어 남해안 두 번 가고 경주도 가보고
음 그런 식으로 근교 위주로 많이 간 것 같은데,음 그런 식으로 근교 위주로 많이 간 것 같은데
그럼 해외여행은 한 번도 안 가봤겠네,그럼 해외여행은 한 번도 안 가봤겠네
해외여행은 여자친구랑 가본 적은 없고 가족들끼리만,해외여행은 여자친구랑 가본 적은 없고 가족들끼리만
가거나 아니면 학교에서 가거나 형이랑 가거나 그렇게 갔지 너는 여행 간 적 있어?,가거나 아니면 학교에서 가거나 형이랑 가거나 그렇게 갔지 너는 여행 간 적 있어?
나는 나도 그냥 진주 주변에,나는 나도 그냥 진주 주변에
아무 때나 경남지역에 놀러 간 것 같고,아무 곳이나 경남지역에 놀러 간 것 같고
