사투리,표준어
니가 봤을 때,너가 봤을 때
남자는 어떤 남자가 괜찮은 남자인 것 같애?,남자는 어떤 남자가 괜찮은 남자인 것 같애?
어떻게 정의 내릴 순 없지만 그냥 니랑 제일 잘 맞는 사람이 제일 중요하지.,어떻게 정의 내릴 순 없지만 그냥 너랑 제일 잘 맞는 사람이 제일 중요하지.
주관적이다 아이가 어떤 나는 예를 들어서 뭐~,주관적이지 않니 어떤 나는 예를 들어서 뭐~
여자가 담배를 핀다 하면은 남자 담배 피는 남자가 좋겠지 여자애가,여자가 담배를 핀다 하면은 남자 담배 피는 남자가 좋겠지 여자애가
자기는 피는데 남자는 담배 안 핀다 담배 안 피는 게 물론 좋겠지만,자기는 피는데 남자는 담배 안 핀다 담배 안 피는 게 물론 좋겠지만
그 여자 기준에선 담배 피는 게 더 좋은 것 아이가 더 편하다 아이가 일단,그 여자 기준에선 담배 피는 게 더 좋은 것 아니야 더 편하지 않니 일단
니랑 잘 맞는 게 제일 중요하고,너랑 잘 맞는 게 제일 중요하고
술담배를 엄청 싫어하니까,술담배를 엄청 싫어하니까
술을 못 먹어야 안 먹 안 먹겠지 못 먹으니까,술을 못 먹어야 안 먹 안 먹겠지 못 먹으니까
먹을 수 있는데 안 먹는 것보다 그냥 아예 술을 잘 못 먹는 사람을,먹을 수 있는데 안 먹는 것보다 그냥 아예 술을 잘 못 먹는 사람을
만나는 것도 괜찮은 거 같고.,만나는 것도 괜찮은 거 같고.
술 같은 경우에는,술 같은 경우에는
보면은 딱 마실 마셨을 때 바로 얼굴 빨개지는 사람 있잖아.,보면은 딱 마실 마셨을 때 바로 얼굴 빨개지는 사람 있잖아.
그런 사람들은 몸이 안 받는 거 맞제?,그런 사람들은 몸이 안 받는 거 맞지?
몸이 안 받아서 그렇지.,몸이 안 받아서 그렇지.
이게 간이 해독을 못 시켜서,이게 간이 해독을 못 시켜서
술을 알코올을 섭취하지 말라는 신호로 얼굴이 빨개지는 거라 하던데,술을 알코올을 섭취하지 말라는 신호로 얼굴이 빨개지는 거라 하던데
그리고 또 보면은,그리고 또 보면은
담배 같은 경우에는 담배 배 흡연자도,담배 같은 경우에는 담배 배 흡연자도
담배 냄새가 싫다고 하더라고,담배 냄새가 싫다고 하더라고
담배 피는 애들,담배 피는 애들
담배 연기 팡 내뱉는 거 있잖아.,담배 연기 팡 내뱉는 거 있잖아.
그런 거 하면은 되게 기분 나빠하잖아.,그런 거 하면은 되게 기분 나빠하잖아.
그러면서 즈그는 옆에 사람 담배 피는,그러면서 자기들은 옆에 사람 담배 피는
사람들 있는데 길에서 담배 피고,사람들 있는데 길에서 담배 피고
걸어가면서 피고 이런 애 사람들도 있다 아이가.,걸어가면서 피고 이런 애 사람들도 있지 않니.
진짜 그게 진짜 중요한 것 같다.,진짜 그게 진짜 중요한 것 같다.
담배를 절대 피면 안 되고,담배를 절대 피면 안 되고
담배 피는 건 진짜 안 되는 거 같고,담배 피는 건 진짜 안 되는 거 같고
그리고 술도 내가 그렇게 막 좋아하는 편이 아니니깐 니 말대로 이제 코드가 맞으려면은,그리고 술도 내가 그렇게 막 좋아하는 편이 아니니깐 너 말대로 이제 코드가 맞으려면은
그런 거에 있어서 좀 잘 맞아야 될 것 같다.,그런 거에 있어서 좀 잘 맞아야 될 것 같다.
그런 게 진짜 쫌 중요하기도 하고 또 건강상의 문제로 직결된다 아이가,그런 게 진짜 조금 중요하기도 하고 또 건강상의 문제로 직결되지 않니?
그런 게 쫌 그렇고 또 성격 이런 것도,그런 게 조금 그렇고 또 성격 이런 것도
내가 봤을 때는 옛날에 보면은 누나도 그렇고 이렇게,내가 봤을 때는 옛날에 보면은 누나도 그렇고 이렇게
내가 원래 말이 많다 보니깐 너무 말 많은 사람도 피곤하다 이렇게 말을 했다 아이가 근데,내가 원래 말이 많다 보니깐 너무 말 많은 사람도 피곤하다 이렇게 말을 했지 않니 근데
말이 너무 없어도 쫌 이 사람이 무슨 생각을 하는지 이런 게 말을 해야,말이 너무 없어도 조금 이 사람이 무슨 생각을 하는지 이런 게 말을 해야
알 수 있잖아 근데,알 수 있잖아 근데
말이 너무 없으면 그런 것도 그렇고,말이 너무 없으면 그런 것도 그렇고
대화 이런 걸 많이 하면서,대화 이런 걸 많이 하면서
부족한 것도 쫌 알고 기분 상했던 것,부족한 것도 조금 알고 기분 상했던 것
알 수 있고 하는데 그런 게 너무 없으면 별로라 생각하거든.,알 수 있고 하는데 그런 게 너무 없으면 별로라 생각하거든.
그래서 나는 막 과묵 너무 과묵하기보다는,그래서 나는 막 과묵 너무 과묵하기보다는
다른 사람한텐 안 그러더라도,다른 사람한텐 안 그러더라도
니한테는 그래도 쫌 말을 쫌 많이 하고,너한테는 그래도 조금 말을 조금 많이 하고
그런 사람 좋지.,그런 사람 좋지.
내 여자친구 같은 경우가 또 그렇거든.,내 여자친구 같은 경우가 또 그렇거든.
원래 말이 그렇게 많은 스타일은 아닌데,원래 말이 그렇게 많은 스타일은 아닌데
편해지고 하니깐 내한테는 말 많이 한단 말이야.,편해지고 하니깐 나한테는 말 많이 한단 말이야.
그래서,그래서
니도 그런 사람이 좋지 않을까 라는 생각이 드네.,너도 그런 사람이 좋지 않을까 라는 생각이 드네.
근데 나도 말이 너무 없고 과묵한 사람보다는,근데 나도 말이 너무 없고 과묵한 사람보다는
그래도 이제 이 사람이 무슨 생각을 하는지  조차는 알 수 있,그래도 이제 이 사람이 무슨 생각을 하는지  조차는 알 수 있
을 만큼의 말을 쪼끔 했으면 좋겠긴 하다.,을 만큼의 말을 쪼끔 했으면 좋겠긴 하다.
대화라는 게 이게 일방적일 수가 없잖아.,대화라는 게 이게 일방적일 수가 없잖아.
쌍방적이어야 이게 대화하는데도 즐겁고,쌍방적이어야 이게 대화하는데도 즐겁고
그리고 공감하는 그런 것도 있고 하니까 말이 너무 없어도 나는,그리고 공감하는 그런 것도 있고 하니까 말이 너무 없어도 나는
지금은 말이 너무 없어도 쫌 싫을 것 같기는 해.,지금은 말이 너무 없어도 조금 싫을 것 같기는 해.
그래서 말은 적당히 그냥,그래서 말은 적당히 그냥
말이 없는 것보다는 말이 쫌 많은 게 나을 수도 있긴 하지.,말이 없는 것보다는 말이 조금 많은 게 나을 수도 있긴 하지.
근데 쪼끔 니가 피곤할 수도 있긴,근데 쪼끔 너가 피곤할 수도 있긴
하긴 한데 장단점이 있긴 하지.,하긴 한데 장단점이 있긴 하지.
나이 같은 경우에는,나이 같은 경우에는
난 내 그튼 앨 만나서 그런지 모르겠는데,난 나 같은 앨 만나서 그런지 모르겠는데
나는 동갑이 쫌 괜찮은 거 같애 왜냐면,나는 동갑이 조금 괜찮은 거 같애 왜냐면
