사투리,표준어
이 니 최근에 자격증 땄다고 안 했나?,이 너 최근에 자격증 땄다고 안 했니?
자격증 땄지 자격증 이름이 가맹거래사라는 자격증인데,자격증 땄지 자격증 이름이 가맹거래사라는 자격증인데
그렇게 안 유명해서 아마 많이들 못 들어봤을 거야.,그렇게 안 유명해서 아마 많이들 못 들어봤을 거야.
가맹거래사가 뭐냐면,가맹거래사가 뭐냐면
우리 프랜차이즈 본사랑 프랜차이즈 창업을 희망하는 사람들이 있다 아이가?,우리 프랜차이즈 본사랑 프랜차이즈 창업을 희망하는 사람들이 있지 않니?
근데 그~ 프랜차이즈 창업을 희망하는 사람들이,근데 그~ 프랜차이즈 창업을 희망하는 사람들이
아무래도 프랜차이즈 본사에 비해서 정보가 많이 없어.,아무래도 프랜차이즈 본사에 비해서 정보가 많이 없어.
프랜차이즈를 만약에 열면 돈이 얼마나 벌 수 있는지,프랜차이즈를 만약에 열면 돈이 얼마나 벌 수 있는지
그리고 본사랑 창업 희망자랑 계약하는 과정에서,그리고 본사랑 창업 희망자랑 계약하는 과정에서
어떤 법적인 서류들이 필요한지 이런 거를 모른다 아이가.,어떤 법적인 서류들이 필요한지 이런 거를 모르지 않니.
그래서 가맹거래사들이 프랜차이즈 본사랑,그래서 가맹거래사들이 프랜차이즈 본사랑
프랜차이즈 창업 희망자랑 중간에 연계 시켜 줘 가지고,프랜차이즈 창업 희망자랑 중간에 연계 시켜 줘 가지고
필요한 법적인 문서도 대신 작성해 주고,필요한 법적인 문서도 대신 작성해 주고
혹시나 프랜차이즈 본사랑 프랜차이즈 창업 희망자랑 분쟁이 있을 때,혹시나 프랜차이즈 본사랑 프랜차이즈 창업 희망자랑 분쟁이 있을 때
그~ 분쟁을 조정할 수 있는 국가 기관이 있거든.,그~ 분쟁을 조정할 수 있는 국가 기관이 있거든.
공정거래위원회 산하에서 이제 운영하는 기관이 있어.,공정거래위원회 산하에서 이제 운영하는 기관이 있어.
그 기관에 분쟁 조정을 신청을 대행해 줄 수 있는 자격이 있거든.,그 기관에 분쟁 조정을 신청을 대행해 줄 수 있는 자격이 있거든.
그래서 쉽게 생각하면 공인중개사 성격의 일이라고 보면 되는데,그래서 쉽게 생각하면 공인중개사 성격의 일이라고 보면 되는데
다만 그 대상이 프랜차이즈 창업이라는 거라고 보면 된다.,다만 그 대상이 프랜차이즈 창업이라는 거라고 보면 된다.
가맹거래사는 생소한 자격증인데 절차를 어떻게 해서 따는 거야?,가맹거래사는 생소한 자격증인데 절차를 어떻게 해서 따는 거야?
일 년에 한 번씩 시험이 열리거든.,일 년에 한 번씩 시험이 열리거든.
그래서 당연히 자격 요건은 만 십팔 세 이상인 사람이면 다 되고 누구나,그래서 당연히 자격 요건은 만 십팔 세 이상인 사람이면 다 되고 누구나
일 차 이 차 시험을 통과해야 돼.,일 차 이 차 시험을 통과해야 돼.
일 차 이 차 모두 서면으로 치는 시험인데,일 차 이 차 모두 서면으로 치는 시험인데
일 차는 객관식 시험이고 이 차는 논술 시험이거든.,일 차는 객관식 시험이고 이 차는 논술 시험이거든.
그래서 일 차 과목은 세 과목인데,그래서 일 차 과목은 세 과목인데
하나는 경제법 그것도 이제 가맹사업거래 관련법이 있어.,하나는 경제법 그것도 이제 가맹사업거래 관련법이 있어.
가맹사거래법이라는 특별법을 공부하는 거고,가맹사거래법이라는 특별법을 공부하는 거고
또 다른 과목은 민법이야.,또 다른 과목은 민법이야.
그래서 우리가 아는 뭐~ 임대차나 이런 것도 다 거기에 속해 있는 거고,그래서 우리가 아는 뭐~ 임대차나 이런 것도 다 거기에 속해 있는 거고
그리고 세 번째는 경영학이야.,그리고 세 번째는 경영학이야.
경영학은 대학교,경영학은 대학교
경영학 과정에서 배우는 일반적인 수준의 경영학 지식을 묻는 거거든.,경영학 과정에서 배우는 일반적인 수준의 경영학 지식을 묻는 거거든.
해서 거기에서 나오는 문제들을 내가 푸는 거지.,해서 거기에서 나오는 문제들을 내가 푸는 거지.
그래서 일 차를 합격할려면 세 과목에서,그래서 일 차를 합격할려면 세 과목에서
과락 인 사십 점 없이 평균 육십 점을 넘어야 돼.,과락 인 사십 점 없이 평균 육십 점을 넘어야 돼.
그래서 보통은 일 차를 공부하는 사람들은,그래서 보통은 일 차를 공부하는 사람들은
내가 보기에는 삼 개월 정도는 잡고 공부하는 것 같고,내가 보기에는 삼 개월 정도는 잡고 공부하는 것 같고
이 차는 이제 일 차를 통과한 사람 대상으로 이 차를 공부할 수 있는데,이 차는 이제 일 차를 통과한 사람 대상으로 이 차를 공부할 수 있는데
이 차는 논술이고 어떤 특정한 상황을 줘.,이 차는 논술이고 어떤 특정한 상황을 줘.
프랜차이즈 계약 과정에서 일어나는 문제 같은 상황이거든.,프랜차이즈 계약 과정에서 일어나는 문제 같은 상황이거든.
그런 그 문제를 가맹사업거래법이라는 특별법에 의거해서,그런 그 문제를 가맹사업거래법이라는 특별법에 의거해서
어떻게 풀 수 있는지를,어떻게 풀 수 있는지를
내 생각과 법을 바탕으로 서술을 해나가는 거지.,내 생각과 법을 바탕으로 서술을 해나가는 거지.
그래서 이 차를 다 통과하고 난 사람의 한해서,그래서 이 차를 다 통과하고 난 사람의 한해서
가맹거래사가 되기 위해서는 공정거래위원회가 하는 교육을 실제로 받아야 돼.,가맹거래사가 되기 위해서는 공정거래위원회가 하는 교육을 실제로 받아야 돼.
그 교육을 한 칠 주간,그 교육을 한 칠 주간
총 백 시간 이상 받으면 가맹거래사가 될 수 있다.,총 백 시간 이상 받으면 가맹거래사가 될 수 있다.
그면은 니가 뭐~ 접때,그러면은 네가 뭐~ 접때
다음 달에 서울에 올라간다고 했던 게 그거 들으러 가는 거가?,다음 달에 서울에 올라간다고 했던 게 그거 들으러 가는 거니?
가맹거래사 교육이 보통 연말에 열리거든.,가맹거래사 교육이 보통 연말에 열리거든.
근데 요번 같은 경우에는,근데 요번 같은 경우에는
코로나 때문에 가맹거래사 시험 자체가 연기됐기 때문에,코로나 때문에 가맹거래사 시험 자체가 연기됐기 때문에
가맹거래사 교육 자체도 연기가 됐어.,가맹거래사 교육 자체도 연기가 됐어.
그래서 아직 정확히 나오지는 않았지만 십이월에서 일월 정도에,그래서 아직 정확히 나오지는 않았지만 십이월에서 일월 정도에
아마 가맹거래사 교육이 열릴 거야.,아마 가맹거래사 교육이 열릴 거야.
그래서 그~ 가맹거래사 교육을 다 완료하고,그래서 그~ 가맹거래사 교육을 다 완료하고
그리고 공정거래위원회에 가맹거래사로서 등록을 하면,그리고 공정거래위원회에 가맹거래사로서 등록을 하면
내가 실제로 가맹거래사로 활동할 수 있는 거지.,내가 실제로 가맹거래사로 활동할 수 있는 거지.
근데 내가 듣기로는 니도 딴 자격증이 있는 것 같은데 니는 무슨 자격증 땄었지?,근데 내가 듣기로는 너도 딴 자격증이 있는 것 같은데 너는 무슨 자격증 땄었지?
나는 딴 거는 이것저것 있는데 제일 최근에 딴 거는,나는 딴 거는 이것저것 있는데 제일 최근에 딴 거는
한국사능력검정시험 그거 쳤거든.,한국사능력검정시험 그거 쳤거든.
그 시험은 이제 내가 봤을 때 거의 그냥 국민 시험이라고 할 정도로,그 시험은 이제 내가 봤을 때 거의 그냥 국민 시험이라고 할 정도로
진짜 대부분이 다 따,진짜 대부분이 다 따
나는 그거를 딴 이유가 한능검을 가지고 있으면은,나는 그거를 딴 이유가 한능검을 가지고 있으면은
공공기관이나 공기업 취업할 때 가산점을 주거든.,공공기관이나 공기업 취업할 때 가산점을 주거든.
안 주는 데도 있긴 있는데 가점이 들어가서,안 주는 데도 있긴 있는데 가점이 들어가서
거의 기본으로 다 갖춰야 되는 스펙 중의 하나야.,거의 기본으로 다 갖춰야 되는 스펙 중의 하나야.
그래서 사실 그전까지는 내가 국사 뭐~ 한국사 이런 거 아예 관심 없었거든 그래서,그래서 사실 그전까지는 내가 국사 뭐~ 한국사 이런 거 아예 관심 없었거든 그래서
아예 모르고 있다가 필요에 의해서 이제 처음으로 따게 된 거지.,아예 모르고 있다가 필요에 의해서 이제 처음으로 따게 된 거지.
고등학교 때도 우리 그~ 고등학교 때 생각해 보면은,고등학교 때도 우리 그~ 고등학교 때 생각해 보면은
국사가 선택이어서 할 필요가 없었거든 그래서 나는 그때도 국사 공부를 제대로 안 했었어.,국사가 선택이어서 할 필요가 없었거든 그래서 나는 그때도 국사 공부를 제대로 안 했었어.
그래서 이번에 이거를 따면서 처음 알았는데,그래서 이번에 이거를 따면서 처음 알았는데
하다 보니까 우리나라 역사가 그래 긴지 나 처음 알았지.,하다 보니까 우리나라 역사가 그래 긴지 나 처음 알았지.
너무 역사가 긴 거라 하면서 미국인이었으면 얼마나 좋았을까,너무 역사가 긴 거라 하면서 미국인이었으면 얼마나 좋았을까
미국은 역사도 짧으니까 몇백 년밖에 안 되잖아.,미국은 역사도 짧으니까 몇백 년밖에 안 되잖아.
외울 것도 없겠지 우리나라 너무 역사가 길고 사건 사고가 너무 많아.,외울 것도 없겠지 우리나라 너무 역사가 길고 사건 사고가 너무 많아.
그래서 내가 이거를 내가 처음에는 쫌,그래서 내가 이거를 내가 처음에는 조금
너무 그냥 다들 가지고 있는 자격증이니까,너무 그냥 다들 가지고 있는 자격증이니까
만만하게 생각을 했지 그래서 한 일 이주 잡고 하면 되겠지 이래 생각을 했는데,만만하게 생각을 했지 그래서 한 일 이주 잡고 하면 되겠지 이래 생각을 했는데
막상 해 보니깐 외워야 될 게 너무 많고 문화재 이런 거 나옴 특히 막 못하겠는 거야.,막상 해 보니깐 외워야 될 게 너무 많고 문화재 이런 거 나옴 특히 막 못하겠는 거야.
그래 가지고 내가 이거 도대체 어떻게 하는 거지 싶었는데,그래 가지고 내가 이거 도대체 어떻게 하는 거지 싶었는데
시험치는 날에 내가 시험장 가서 또 놀랐던 게,시험치는 날에 내가 시험장 가서 또 놀랐던 게
같은 시험장 안에 웬 애기가 한 명 있는 거라 이제 초등학교 들어갈 정도?,같은 시험장 안에 웬 애기가 한 명 있는 거라 이제 초등학교 들어갈 정도?
엄마가 와 와 가지고 애기 물병에 물 따라주고 뭐~ 잘 쳐라면서 엄마가 이제 응원하고 나오길래 내가,엄마가 와 와 가지고 애기 물병에 물 따라주고 뭐~ 잘 쳐라면서 엄마가 이제 응원하고 나오길래 내가
저기 쪼끄만 애기도 한국사능력검정시험을 치는구나.,저기 쪼끄마한 애기도 한국사능력검정시험을 치는구나.
부끄럽데 그렇게 보고 나니까,부끄럽데 그렇게 보고 나니까
근데 이게 한 번에 못 붙었어 내가 한 두 번인가 세 번 쳤어.,근데 이게 한 번에 못 붙었어 내가 한 두 번인가 세 번 쳤어.
쉽게 생각을 했는데 그 시험을 쳐 보니까 생각보다 점수를 맞추기가 되게 어려운 거야.,쉽게 생각을 했는데 그 시험을 쳐 보니까 생각보다 점수를 맞추기가 되게 어려운 거야.
그~ 한국사 시험이 고급 시험이 따로 있는데 고급이 뭐~,그~ 한국사 시험이 고급 시험이 따로 있는데 고급이 뭐~
