사투리,표준어
혹시 반려동물 키우세요?,혹시 반려동물 키우세요?
아니요 저는 키우지 않는데,아니요 저는 키우지 않는데
주변에 친구들이 많이 키우고 있어요 그리고,주변에 친구들이 많이 키우고 있어요 그리고
막 그냥 인터넷 이런 걸로 찾아보는 거 좋아하거든요.,막 그냥 인터넷 이런 걸로 찾아보는 거 좋아하거든요.
혹시 키우는 반려동물 있으세요?,혹시 키우는 반려동물 있으세요?
네 전 고양이 키우는데 삼색이라고 색깔 세 가지 섞여 있는 고양이거든요 그래서 삼색이는,네 전 고양이 키우는데 삼색이라고 색깔 세 가지 섞여 있는 고양이거든요 그래서 삼색이는
한 팔십 프로 팔십 프로 정도가,한 팔십 프로 팔십 프로 정도가
여자래요 성별이 그렇게 해서 저희 고양이도 여자고?,여자래요 성별이 그렇게 해서 저희 고양이도 여자고?
나이는 세 살 정도 됐어요.,나이는 세 살 정도 됐어요.
혹시 그 고양이 이름이 뭔가요 이름도,혹시 그 고양이 이름이 뭔가요 이름도
삼색이어서 혹시 삼색이로 지으신 건가요?,삼색이어서 혹시 삼색이로 지으신 건가요?
이름이 삼색이는 아니고,이름이 삼색이는 아니고
처음 왔을 때 제가 고양이 이름을 개로,처음 왔을 때 제가 고양이 이름을 개로
개로 하자고 했는데,개로 하자고 했는데
저 제가 성이 조라서 엄마가 조개는 그렇다고 조갑이라고 하자고 해서 조갑이가 됐어요.,저 제가 성이 조라서 엄마가 조개는 그렇다고 조갑이라고 하자고 해서 조갑이가 됐어요.
혹시 고양이 동영상 같은 것도 유튜브로 많이 보시나요?,혹시 고양이 동영상 같은 것도 유튜브로 많이 보시나요?
네 유튜브로도 많이 찾아보고,네 유튜브로도 많이 찾아보고
그~ 트위터 같은 데에도 막 동물들만 올라오는 계정 이런 거 있어서,그~ 트위터 같은 데에도 막 동물들만 올라오는 계정 이런 거 있어서
막 친구들도 막 많이 보내주고 해서,막 친구들도 막 많이 보내주고 해서
네 여러 아~ 에스엔에스 그냥 인스타그램 같은 걸로도 보기도 하고,네 여러 아~ 에스엔에스 그냥 인스타그램 같은 걸로도 보기도 하고
어~ 여러 방면으로 찾아보는 거 같아요.,어~ 여러 방면으로 찾아보는 거 같아요.
친구들이 뭐 직접 카톡으로 보내주기도 하구.,친구들이 뭐 직접 카톡으로 보내주기도 하구.
그럼 고양이 말고는 무슨 동물 제일 좋아하세요?,그럼 고양이 말고는 무슨 동물 제일 좋아하세요?
어~ 보통 강아지 영상 보는 것도 좋아하고,어~ 보통 강아지 영상 보는 것도 좋아하고
제 친구가 토끼를 키웠었어서,제 친구가 토끼를 키웠었어서
그 토끼 보는 거랑 최근에는 그~ 패럿이라고,그 토끼 보는 거랑 최근에는 그~ 패럿이라고
그거 너무 귀엽더라고요 그래서 패럿도 가끔씩 찾아서 보고 있어요.,그거 너무 귀엽더라고요 그래서 패럿도 가끔씩 찾아서 보고 있어요.
패럿이 혹시 그~,패럿이 혹시 그~
날씬한 너구리같이 생긴 게 패럿인가요 혹시,날씬한 너구리같이 생긴 게 패럿인가요 혹시
네 쫌 그~ 족제비처럼 생겨서 얼굴 되게 짝그맣고 몸은 엄청 길고,네 조금 그~ 족제비처럼 생겨서 얼굴 되게 조그마하고 몸은 엄청 길고
날씬하고 막 몸이 되게 유연하거든요 그래서 막 쫌 물렁물렁해 보이는 느낌?,날씬하고 막 몸이 되게 유연하거든요 그래서 막 조금 물렁물렁해 보이는 느낌?
이케 손으로 하면은 그~,이렇게 손으로 하면은 그~
엄청  엄청 유연하게 뼈 없는 것처럼 움직이는데,엄청  엄청 유연하게 뼈 없는 것처럼 움직이는데
어 걔네는 그런 거 전혀 스트레스 아니고 노는 거라고 생각해 준다고 하더라고요.,어 걔네는 그런 거 전혀 스트레스 아니고 노는 거라고 생각해 준다고 하더라고요.
