사투리,표준어
혹시 지금 그럼 일하시고 계신 거예요?,혹시 지금 그럼 일하시고 계신 거예요?
아니요 지금은 일 안 하고 있고 그냥,아니요 지금은 일 안 하고 있고 그냥
에 취업 준비하고 있어요 혹시 일하시고 계세요?,에 취업 준비하고 있어요 혹시 일하시고 계세요?
아니요 저는 지금 학생이고 이제 막 학기 하고 있어요 사 학년 이 학기 그래 가지고,아니요 저는 지금 학생이고 이제 막 학기 하고 있어요 사 학년 이 학기 그래 가지고
동기들 중에 이제 한,동기들 중에 이제 한
오분의 일 정도는 취업 거의 했고 나머지 애들은 이제 취업 준비하고,오분의 일 정도는 취업 거의 했고 나머지 애들은 이제 취업 준비하고
요즘 또 취업 힘들잖아요 코로나 때문에 자리도 안 나고 이래 가지고,요즘 또 취업 힘들잖아요 코로나 때문에 자리도 안 나고 이래 가지고
혹시 어느 쪽으로 취업하실 생각이세요?,혹시 어느 쪽으로 취업하실 생각이세요?
아~ 저도 쫌 많이 고민인데 제 친구들,아~ 저도 조금 많이 고민인데 제 친구들
뭐~ 이나 아니면 동기들 음~ 이제 원래 그전에는 뭐~ 이제,뭐~ 이나 아니면 동기들 음~ 이제 원래 그전에는 뭐~ 이제
여행사라든지 이제 항공사 많이 갔었고 이제 준비했었는데,여행사라든지 이제 항공사 많이 갔었고 이제 준비했었는데
그~ 코로나가 터지는 바람에,그~ 코로나가 터지는 바람에
거의 다 짤렸어요 그래 가지고 요새 애들이 뭐~ 이젠,거의 다 짤렸어요 그래 가지고 요새 애들이 뭐~ 이젠
코로나 이제 타격을 안 받을 수 있는 직업 그런 거 찾는다고 요새는 뭐~,코로나 이제 타격을 안 받을 수 있는 직업 그런 거 찾는다고 요새는 뭐~
공무원 공기업 같은 거 준비 많이 하고 요새,공무원 공기업 같은 거 준비 많이 하고 요새
그런 거나 아니면은 뭐~ 쫌,그런 거나 아니면은 뭐~ 조금
회계나 뭐~ 하여튼 그런 쪽으로 많이 준비하더라고요.,회계나 뭐~ 하여튼 그런 쪽으로 많이 준비하더라고요.
근데 경제학과 면은 친구들 보통 어느 쪽에 취업 많이 한 거예요?,근데 경제학과 면은 친구들 보통 어느 쪽에 취업 많이 한 거예요?
저희가 이게 또 경제학과다 보니까 스펙트럼이 굉장히 넓어요 보통 이제 수학 쓰는 쪽이라서,저희가 이게 또 경제학과다 보니까 스펙트럼이 굉장히 넓어요 보통 이제 수학 쓰는 쪽이라서
관세사 같은 것도 준비 많이 하고 애들 관세사는 이제,관세사 같은 것도 준비 많이 하고 애들 관세사는 이제
경제학과를 오기는 와 가지고 경제를 쪼끔 하기는 했는데 그래도 수학을 쫌 덜 쓰지만,경제학과를 오기는 와 가지고 경제를 쪼끔 하기는 했는데 그래도 수학을 조금 덜 쓰지만
약간 실무적인 걸 잘할 수 있는 문과 능력을 쪼금 살릴 수 있는 그런 걸 좋아하는 애들이 관세사 많이 빠지고요 또,약간 실무적인 걸 잘할 수 있는 문과 능력을 쪼금 살릴 수 있는 그런 걸 좋아하는 애들이 관세사 많이 빠지고요 또
아까 말하신 거 회계사 씨피에이 준비하는 친구들도 되게 많고,아까 말하신 거 회계사 씨피에이 준비하는 친구들도 되게 많고
사실 이제 여자애들은 공무원 제일 많이 준비해요 공무원 제일 많이 준비하고,사실 이제 여자애들은 공무원 제일 많이 준비해요 공무원 제일 많이 준비하고
공기업도 준비하고 공기업도 이제 금융 공기업이 제일 좋잖아요?,공기업도 준비하고 공기업도 이제 금융 공기업이 제일 좋잖아요?
그쪽 목표로 하는 애들도 있고 은행 간 애들도 있어요 은행 간 애들 중에,그쪽 목표로 하는 애들도 있고 은행 간 애들도 있어요 은행 간 애들 중에
지금 은행 이제 발표 나는 시기거든요 필기 합격하고 면접하고 최 합 발표 나는 시기인데,지금 은행 이제 발표 나는 시기거든요 필기 합격하고 면접하고 최 합 발표 나는 시기인데
일칠 애도 은행 붙은 애가 있고 근데 걘 되게 빨리 붙은 케이스고요.,일칠 애도 은행 붙은 애가 있고 근데 걘 되게 빨리 붙은 케이스고요.
어~ 네 남자애들은 거의 사기업 많이 가는 거 같애요 근데 사기업도 되게 범위가 넓어 가지고,어~ 네 남자애들은 거의 사기업 많이 가는 거 같애요 근데 사기업도 되게 범위가 넓어 가지고
아예 보험 쪽으로 빠지는 애들도 있고,아예 보험 쪽으로 빠지는 애들도 있고
아니면 금융 사기업 있잖아요 케이비나 이런 데 증권사로 빠지는 애들도 있고,아니면 금융 사기업 있잖아요 케이비나 이런 데 증권사로 빠지는 애들도 있고
그래서 저희는 진짜 범위 넓은 거 같애요 공무원 준비하는 사람들도 보면,그래서 저희는 진짜 범위 넓은 거 같애요 공무원 준비하는 사람들도 보면
아예 경제랑 일도 관련 없는 전혀 관련 없는 그런 직렬 가는 친구들도 많아요.,아예 경제랑 일도 관련 없는 전혀 관련 없는 그런 직렬 가는 친구들도 많아요.
공무원 하면 약간 외국어 쓰시는 쪽 준비하겠네요 다른 분들은?,공무원 하면 약간 외국어 쓰시는 쪽 준비하겠네요 다른 분들은?
그런 쪽으로 준비하진 않고요 근데,그런 쪽으로 준비하진 않고요 근데
그냥  거의 다 뭐~ 행정직 그렇게,그냥  거의 다 뭐~ 행정직 그렇게
준비하던데요 뭐~ 공무원 준비하는 애도 있고 뭐~ 소방 뭐~ 경찰 이런 거,준비하던데요 뭐~ 공무원 준비하는 애도 있고 뭐~ 소방 뭐~ 경찰 이런 거
하는 애도 있고 그래서 솔직히 말하면은,하는 애도 있고 그래서 솔직히 말하면은
이제 문과에서,이제 문과에서
이제 그나마 취업 잘 되는 게 이제 경영 경제 이런 쪽이고,이제 그나마 취업 잘 되는 게 이제 경영 경제 이런 쪽이고
그니까 음~ 문과라서 취업이 힘들긴 하지만 이제,그러니까 음~ 문과라서 취업이 힘들긴 하지만 이제
이제 그나마 그래도 경영 경제가 제가 생각했을 때는 그래도 제일 사회에서 그래도,이제 그나마 그래도 경영 경제가 제가 생각했을 때는 그래도 제일 사회에서 그래도
좀 잘 받아 주는 거 같고요.,좀 잘 받아 주는 거 같고요.
근데 요새는  솔직히 뭐~,근데 요새는  솔직히 뭐~
중국어를 한다고 해도 뭐~,중국어를 한다고 해도 뭐~
아시다시피 이제 코로나 땜에 이제 그런 쪽 사업이,아시다시피 이제 코로나 땜에 이제 그런 쪽 사업이
산업이 거의 다 망했거든요 대기업도 그렇고 그래 가지고 아~ 진짜,산업이 거의 다 망했거든요 대기업도 그렇고 그래 가지고 아~ 진짜
힘들구나 그래서 그래서 저는 음~,힘들구나 그래서 그래서 저는 음~
저도 그래서 그냥 영업 쪽으로 생각하고 있거든 그전에도 근데 영업해 보고 싶긴 한데,저도 그래서 그냥 영업 쪽으로 생각하고 있거든 그전에도 근데 영업해 보고 싶긴 한데
네 그래서 그쪽으로 네 지금 원서 많이 넣고 준비하고 있어요 네.,네 그래서 그쪽으로 네 지금 원서 많이 넣고 준비하고 있어요 네.
이게 근데,이게 근데
또 일하다가도 학교 다시 간 애들도 있고,또 일하다가도 학교 다시 간 애들도 있고
한번 정해지는 직장이 평생 가고 그런 건 아니더라고요 이제 공무원 이런 거 준비하는 친구들이면 모르겠는데,한번 정해지는 직장이 평생 가고 그런 건 아니더라고요 이제 공무원 이런 거 준비하는 친구들이면 모르겠는데
사실 공무원도 하다가 중간에 나오는 사람도 많고 이러니까 아무튼 코로나 때문에 되게,사실 공무원도 하다가 중간에 나오는 사람도 많고 이러니까 아무튼 코로나 때문에 되게
힘들긴 한 거 같애요 애들도 계속 원 하고 싶은 직업이 바뀌고,힘들긴 한 거 같애요 애들도 계속 원 하고 싶은 직업이 바뀌고
가고 싶은 데가 바뀌고 갔다가도 또 나오고 또 시험 봐 가지고 뭐~ 준비하고 이러다 보니까,가고 싶은 데가 바뀌고 갔다가도 또 나오고 또 시험 봐 가지고 뭐~ 준비하고 이러다 보니까
하고 요즘은 사람들이 다 너무 오베 오버 스펙이어 가지고,하고 요즘은 사람들이 다 너무 오베 오버 스펙이어 가지고
다들 너무 스펙도 좋고 이러니까 분명히 나도 괜찮은데 쟤가 더 괜찮아 그래서 취업하기가 너무 힘들어 약간,다들 너무 스펙도 좋고 이러니까 분명히 나도 괜찮은데 쟤가 더 괜찮아 그래서 취업하기가 너무 힘들어 약간
요게 반복되는 제가 또 지금 사 학년이다 보니까,이게 반복되는 제가 또 지금 사 학년이다 보니까
딱 그 시기에 맞물려 있는 나이거든요?,딱 그 시기에 맞물려 있는 나이거든요?
다 취준생이고 일찍 취업한 애들은 진짜 너무 운 좋아 가지고  좋은 데 간 애들도 있고,다 취준생이고 일찍 취업한 애들은 진짜 너무 운 좋아 가지고  좋은 데 간 애들도 있고
한참 선배인데 아직도 취업 못 한 사람들도 있고,한참 선배인데 아직도 취업 못 한 사람들도 있고
하다가 그만두는 사람도 있고 아무튼 이게 취업이라는 게 참 힘든 거 같애요.,하다가 그만두는 사람도 있고 아무튼 이게 취업이라는 게 참 힘든 거 같애요.
그러면 전공을 계속 살리실 생각인 거네요?,그러면 전공을 계속 살리실 생각인 거네요?
아니요 전공 살릴 생각  아니고 그냥 영업 직무나 그런 쪽으로 그냥,아니요 전공 살릴 생각  아니고 그냥 영업 직무나 그런 쪽으로 그냥
이제 합격되는 데 있으면  갈려고 생각 중인데 솔직히 전공 살리기가 힘들죠?,이제 합격되는 데 있으면  갈려고 생각 중인데 솔직히 전공 살리기가 힘들죠?
특히 문과는  근데 그런 쪽을 살릴 생각은 아니고 일단 돈 많이  주는 데,특히 문과는  근데 그런 쪽을 살릴 생각은 아니고 일단 돈 많이  주는 데
위주로 이제 많이 쓰고 있고요 네.,위주로 이제 많이 쓰고 있고요 네.
근데 막 제가 생각했을 때는,근데 막 제가 생각했을 때는
그전에는 아~ 그냥 뭐~ 평범하게 그냥,그전에는 아~ 그냥 뭐~ 평범하게 그냥
옛날처럼 막 진짜 취업이 쉬운 시대가 아니니까,옛날처럼 막 진짜 취업이 쉬운 시대가 아니니까
저는 형이 있는데 저희 형도 막 솔직히 그렇게 막,저는 형이 있는데 저희 형도 막 솔직히 그렇게 막
열심히 하는 사람이 아니거든요 그냥,열심히 하는 사람이 아니거든요 그냥
노는 거 좋아하고 약간 그런 그런  그런 사람인데 근데 되게,노는 거 좋아하고 약간 그런 그런  그런 사람인데 근데 되게
그냥 어~ 쉽게 대기업에 취업하는 거 보고 어~ 되게 별로 그렇게,그냥 어~ 쉽게 대기업에 취업하는 거 보고 어~ 되게 별로 그렇게
힘들지 않겠구나 생각했는데 이제 사회로 나와 보니까 와 진짜,힘들지 않겠구나 생각했는데 이제 사회로 나와 보니까 와 진짜
진짜 빡세더라고요 진짜 빡세고 그다음에 진짜 잘난 애들도 너무 많고,진짜 빡세더라고요 진짜 빡세고 그다음에 진짜 잘난 애들도 너무 많고
그래서 면접 때도 면접도 이제 쫌 봤었는데 아~,그래서 면접 때도 면접도 이제 조금 봤었는데 아~
뛰어난 애들 많더라고요 그래서 요새는 그냥 뭐~,뛰어난 애들 많더라고요 그래서 요새는 그냥 뭐~
일단 하는 건 하는 거고 그다음에 저희 형을 봤을 때 뭐~ 대기업에,일단 하는 건 하는 거고 그다음에 저희 형을 봤을 때 뭐~ 대기업에
취직하고 그렇게 한다고 해서 인생이 막 달라지진 않거든요?,취직하고 그렇게 한다고 해서 인생이 막 달라지진 않거든요?
그래서 제 친구들 중에서도 막 가서도 일 년 안에 나오는 애들이 태반이에요.,그래서 제 친구들 중에서도 막 가서도 일 년 안에 나오는 애들이 태반이에요.
한 반은 이상은 일 년 안에 나와요 뭐~ 은행 가든지 뭐~ 아니면 대기업을 가든지 뭐~,한 반은 이상은 일 년 안에 나와요 뭐~ 은행 가든지 뭐~ 아니면 대기업을 가든지 뭐~
근데 결국 중요한 거는 이제 자기가 어떻게 살 것인지 그다음에,근데 결국 중요한 거는 이제 자기가 어떻게 살 것인지 그다음에
