사투리,표준어
한번 얘기해 보고자 하는데요.,한번 얘기해 보고자 하는데요.
어~ 이때까지 해 보신 여러 취미가 있으실 텐데,어~ 이때까지 해 보신 여러 취미가 있으실 텐데
지금 하고 계시는 취미가 있으신가요?,지금 하고 계시는 취미가 있으신가요?
저는 노래 부르는 게 취미여서,저는 노래 부르는 게 취미여서
코인노래방이나 아니면 그냥 노래방에 가는 것도 좋아하고,코인노래방이나 아니면 그냥 노래방에 가는 것도 좋아하고
춤도 추는 거 좋아해서,춤도 추는 거 좋아해서
동아리 같은 데 들어가서 춤도 추는 게 제 취미에요.,동아리 같은 데 들어가서 춤도 추는 게 제 취미에요.
아~ 네 노래 하는 거랑,아~ 네 노래 하는 거랑
춤추는 거를 이제 즐겨 하신다고 하셨는데,춤추는 거를 이제 즐겨 하신다고 하셨는데
어~ 그~ 동아리에서 하는,어~ 그~ 동아리에서 하는
춤 취미에 대해서 더 말씀해 주실 수 있으신가요?,춤 취미에 대해서 더 말씀해 주실 수 있으신가요?
아~ 그~ 동아리에서는,아~ 그~ 동아리에서는
그냥 댄스 기본기 같은 것도 같이하기도 하고,그냥 댄스 기본기 같은 것도 같이하기도 하고
아니면 어~ 그냥 방송 댄스 같이 안무 따기도 하고,아니면 어~ 그냥 방송 댄스 같이 안무 따기도 하고
가끔씩 이제 공연 잡히면 어~ 공연하러 가기도 하거든요?,가끔씩 이제 공연 잡히면 어~ 공연하러 가기도 하거든요?
혹시 취미가 어떻게 되시나요?,혹시 취미가 어떻게 되시나요?
아~ 네 저도 그~ 춤추는 거를 좋아하거든요.,아~ 네 저도 그~ 춤추는 거를 좋아하거든요.
그래서 지금은 배우고 있진 않은데 이제 코로나 터지기 전에는,그래서 지금은 배우고 있진 않은데 이제 코로나 터지기 전에는
어~ 째즈댄스도 잠깐 배우고,어~ 째즈댄스도 잠깐 배우고
현대무용도 배웠었어요 자 쪼금만?,현대무용도 배웠었어요 자 쪼금만?
어~ 그래서 뭐~ 방송 댄스도 좋아하고요.,어~ 그래서 뭐~ 방송 댄스도 좋아하고요.
그래서 춤추는 거 집에서도 이렇게 즐겨 하기도 네 했었어요.,그래서 춤추는 거 집에서도 이렇게 즐겨 하기도 네 했었어요.
혹시 뭐~ 춤에 대해서 요새 얘기가 나왔는데,혹시 뭐~ 춤에 대해서 요새 얘기가 나왔는데
동아리에서는 그러면 그~ 댄스공연도 하고 그렇게 하나요?,동아리에서는 그러면 그~ 댄스공연도 하고 그렇게 하나요?
네 댄스공연도 하고 그냥 서로 동아리원들끼리,네 댄스공연도 하고 그냥 서로 동아리원들끼리
춤 따서 같이 안무 보여주기도 하고 해요.,춤 따서 같이 안무 보여주기도 하고 해요.
아~ 그러면 어~  이때까지 했었던 댄스공연에 대한,아~ 그러면 어~  이때까지 했었던 댄스공연에 대한
그런 이제 취 추억 같은 게 있다면,그런 이제 취 추억 같은 게 있다면
혹시 말씀해 주실 수 있으신 게 있나요?,혹시 말씀해 주실 수 있으신 게 있나요?
어~ 같이 버스 타고,어~ 같이 버스 타고
그~ 관광버스 대여해서 서울 쪽에 가서 올라가서 공연한 적도 있고,그~ 관광버스 대여해서 서울 쪽에 가서 올라가서 공연한 적도 있고
