사투리,표준어
니 어제 영화 뭐 봤는데?,니 어제 영화 뭐 봤는데?
아~ 나 어제 집에서 그냥 누워 있다가,아~ 나 어제 집에서 그냥 누워 있다가
폰으로 그~ 넷플릭스 그걸로 홀리데이트 봤는데 그냥 여주가 외로워가지고 맨날 집에 가면,폰으로 그~ 넷플릭스 그걸로 홀리데이트 봤는데 그냥 여주가 외로워가지고 맨날 집에 가면
막 남동생도 여친 있고 뭐~ 오빠도 막 결혼해가지고 지 혼자라가지고 맨날,막 남동생도 여자 친구 있고 뭐~ 오빠도 막 결혼해가지고 자기 혼자라가지고 맨날
그니까 막 잔소리 들어 먹고 그래가지고 공휴일마다 만날 수 있는 남자를 찾다가 백화점에 갔는데 그냥,그러니까 막 잔소리 들어 먹고 그래가지고 공휴일마다 만날 수 있는 남자를 찾다가 백화점에 갔는데 그냥
그~ 상대방 남자도 공휴일마다 이제 여자를 찾았던 거야 그래가지고,그~ 상대방 남자도 공휴일마다 이제 여자를 찾았던 거야 그래가지고
맨날 이제 공휴일 때 뭐~ 추수 감사절,맨날 이제 공휴일 때 뭐~ 추수 감사절
부활절 크리스마스 할로윈 이렇게 보다가 정들어가지고 결국 잘 되는 그런 영화를 봤는데,부활절 크리스마스 할로윈 이렇게 보다가 정들어가지고 결국 잘 되는 그런 영화를 봤는데
약간 크리스마스 특선 영화라가지고,약간 크리스마스 특선 영화라가지고
분위기도 좋고 그리고 웃겨가지고 잘 봤는데 니 크리스마스 영화 이런 거 좋아하는 거 없나?,분위기도 좋고 그리고 웃겨가지고 잘 봤는데 니 크리스마스 영화 이런 거 좋아하는 거 없냐?
나 근데 영화를 잘 안 봐가지고,나 근데 영화를 잘 안 봐가지고
맨날 그냥 영화관 가서 보는 거 말고는 딱히 안 챙겨 보거든?,맨날 그냥 영화관 가서 보는 거 말고는 딱히 안 챙겨 보거든?
그래서 크리스마스 영화 이런 거 하면은 그~,그래서 크리스마스 영화 이런 거 하면은 그~
뭐더라 그~ 케빈 나오는 거 있다 아이가.,뭐더라 그~ 케빈 나오는 거 있지 않아.
나 홀로 집에인가 그거?,나 홀로 집에인가 그거?
어 그래서 그거 말고는 잘 기억이 안 난다 해리 포터랑,어 그래서 그거 말고는 잘 기억이 안 난다 해리 포터랑
나 나 홀로 집에 어렸을 때부터 많이  봤는데,나 나 홀로 집에 어렸을 때부터 많이  봤는데
케빈,케빈
커가지고 약쟁이 된 거 보고 약간 충격 먹어가지고 왜냐면 그 애기 어렸을 때 진짜 귀여워가지고 많이 봤는데,커가지고 약쟁이 된 거 보고 약간 충격 먹어가지고 왜냐면 그 애기 어렸을 때 진짜 귀여워가지고 많이 봤는데
걔가 커가지고 나 약쟁이 사진 봤거든 그거 보고 나서 너무 쇼크 먹어가지고,걔가 커가지고 나 약쟁이 사진 봤거든 그거 보고 나서 너무 쇼크 먹어가지고
그다음부터 나 홀로 집에 그거 볼 때마다 그 귀여운 얼굴에 그~ 약쟁이 얼굴이 보이는 거야 그래갖고,그다음부터 나 홀로 집에 그거 볼 때마다 그 귀여운 얼굴에 그~ 약쟁이 얼굴이 보이는 거야 그래갖고
난 보기 무서워서 나 홀로 집에는 안 보는데 아니면 뭐~ 니 좋아하는 영화 없나?,난 보기 무서워서 나 홀로 집에는 안 보는데 아니면 뭐~ 니 좋아하는 영화 없냐?
나는 살짝 검은 사제들 사바하?,나는 살짝 검은 사제들 사바하?
이런 영화 좋아하거든 니 혹시 이런 영화 본 적 있어?,이런 영화 좋아하거든 니 혹시 이런 영화 본 적 있어?
그런 거 뭐 한다 보는지 나는  모르겠다 무서워가지고 나는 약간 겁 많아가지고 집에 잘 혼자 있어가지고,그런 거 뭐 한다 보는지 나는  모르겠다 무서워가지고 나는 약간 겁 많아가지고 집에 잘 혼자 있어가지고
밤이나 뭐~ 혼자 있으면 쪼그만 소리 나도 이제,밤이나 뭐~ 혼자 있으면 쪼그만 소리 나도 이제
밖에 혼자 나가고 그러는데 나는 무서워서 내가 제일,밖에 혼자 나가고 그러는데 나는 무서워서 내가 제일
어렸을 때 스승의 은혜라고 그~ 아나 휠체어 타고 막 토끼가 막 살인하고 막 이런 거였는데,어렸을 때 스승의 은혜라고 그~ 아냐 휠체어 타고 막 토끼가 막 살인하고 막 이런 거였는데
그거 본 이후로는 무서운 영화 그~,그거 본 이후로는 무서운 영화 그~
무슨 해피 데스데이인가?,무슨 해피 데스데이인가?
그것도 진짜 휴대폰 화면으로 보고 무서워서 그~ 중간에 끄고 그랬거 나는 무서운 거 진짜 못 보,그것도 진짜 휴대폰 화면으로 보고 무서워서 그~ 중간에 끄고 그랬거 나는 무서운 거 진짜 못 보
좀 밝은 영화 이런 거 좋아한다.,좀 밝은 영화 이런 거 좋아한다.
근데 그 영화가 스승의 은혜처럼 잔인하고 그런 게 아니거든 살짝,근데 그 영화가 스승의 은혜처럼 잔인하고 그런 게 아니거든 살짝
종교적인 메세지가 담긴  영화란 말이야.,종교적인 메세지가 담긴  영화란 말이야.
그래가지고,그래가지고
뭐라 해야 되지 악마 이런 거에 관심이라고 하면 좀 웃긴데  그런 거 흥미 있어 하면은,뭐라 해야 되지 악마 이런 거에 관심이라고 하면 좀 웃긴데  그런 거 흥미 있어 하면은
되게 재밌다 막 엄청 무섭거나,되게 재밌다 막 엄청 무섭거나
막 잔인하거나 그렇지는 않다.,막 잔인하거나 그렇지는 않다.
한번 봐 봐.,한번 봐 봐.
검은 사제들이 그~ 강동원 나오는 거 아닌가?,검은 사제들이 그~ 강동원 나오는 거 아닌가?
그~ 강동원이 잘생겼으니까 걔 얼굴 볼려고는 봐도 될 거 같은데,그~ 강동원이 잘생겼으니까 걔 얼굴 볼려고는 봐도 될 거 같은데
나 약간 소리 크게 막 팡팡 터지는 거 있다 아이가 막 어벤져스 이런 거는,나 약간 소리 크게 막 팡팡 터지는 거 있지 않아 막 어벤져스 이런 거는
그냥 쫌 안 무서우니까 괜찮은데 막 소리 팡팡 터지고 약간,그냥 조금 안 무서우니까 괜찮은데 막 소리 팡팡 터지고 약간
스릴감 주는 거 갑자기 조용하다가 막 왁 이렇게 하면서 놀래키고 막 이런 거는 난 진짜 심장 쪼그라드는 기분이어서 아니면은,스릴감 주는 거 갑자기 조용하다가 막 왁 이렇게 하면서 놀라게 하고 막 이런 거는 난 진짜 심장 쪼그라드는 기분이어서 아니면은
또 좀비물은 봐.,또 좀비물은 봐.
나 좀비물,나 좀비물
이십팔 주 후 무슨 이런 거 있잖아 그런 거 되게 좋아하고,이십팔 주 후 무슨 이런 거 있잖아 그런 거 되게 좋아하고
좀비물은 괜찮게 보는데 딴 거는 진짜 아닌 거,좀비물은 괜찮게 보는데 딴 거는 진짜 아닌 거
아니면 니 뭐~ 한국 영화 중에 뭐~ 좋아하는 영화 있나?,아니면 니 뭐~ 한국 영화 중에 뭐~ 좋아하는 영화 있냐?
한국 영화 중에?,한국 영화 중에?
그냥 아까 말한 거 말고는 잘 없고,그냥 아까 말한 거 말고는 잘 없고
아~ 근데 최근에,아~ 근데 최근에
그~ 삼진 그룹 토익반?,그~ 삼진 그룹 토익반?
그거 나온 거 그거 봤었거든 근데 그거 되게 재밌더라 니 그거 봤어?,그거 나온 거 그거 봤었거든 근데 그거 되게 재밌더라 니 그거 봤어?
그~ 내가 부산에 온 지 쫌 얼마 안 됐거든?,그~ 내가 부산에 온 지 조금 얼마 안 됐거든?
근데 이제 부산 오는 날에,근데 이제 부산 오는 날에
그걸 보러 갔단 말이야.,그걸 보러 갔단 말이야.
근데 거기에 이제 무대 인사 온 거야.,근데 거기에 이제 무대 인사 온 거야.
그래서 박혜수랑 이솜이랑 고아성을 실제로 봤어.,그래서 박혜수랑 이솜이랑 고아성을 실제로 봤어.
근데 진짜,근데 진짜
화면이랑 똑같이 생겼고,화면이랑 똑같이 생겼고
또 그 영화도 엄청 재밌어가지고,또 그 영화도 엄청 재밌어가지고
이제 부산 왔을 때 이제 딱 기억이 되게 좋았지.,이제 부산 왔을 때 이제 딱 기억이 되게 좋았지.
그럼 니는 어떤 영화 장르 좋아해?,그럼 니는 어떤 영화 장르 좋아해?
나 약간 판타지 이런 거 좋아한다 막,나 약간 판타지 이런 거 좋아한다 막
쫌 여기 현실에서 일어나지 않고 그냥 약간 트와일라잇 아나 트와일라잇 뱀파이어 나오고 막 이런 거 약간 여자들의 로망이 있다 아이가 나는 모르겠는데,조금 여기 현실에서 일어나지 않고 그냥 약간 트와일라잇 아냐 트와일라잇 뱀파이어 나오고 막 이런 거 약간 여자들의 로망이 있지 않아 나는 모르겠는데
그~ 트와일라잇 보고 나서 딱 생겼거든 와 뱀파이어 되고 싶다 막 이라면서 그~ 아니면은,그~ 트와일라잇 보고 나서 딱 생겼거든 와 뱀파이어 되고 싶다 막 이러면서 그~ 아니면은
그~ 해리 포터 이런 것도 진짜 좋아하고,그~ 해리 포터 이런 것도 진짜 좋아하고
그~ 약간 마법?,그~ 약간 마법?
약간 현실에서 진짜 일어날 수 없는 그런 거,약간 현실에서 진짜 일어날 수 없는 그런 거
이제 보면서 와 이케 나도 마법 쓰고 싶다 약간 이런 식으로 약간 에스에프나 판타지 이런 거 좋아 니는?,이제 보면서 와 이렇게 나도 마법 쓰고 싶다 약간 이런 식으로 약간 에스에프나 판타지 이런 거 좋아 니는?
어~ 나도 판타지나 그런 장르 되게 좋아하거든 그래서,어~ 나도 판타지나 그런 장르 되게 좋아하거든 그래서
어~ 막 찾아보는 거는 아닌데 보면은 되게 재밌어한단 말이야.,어~ 막 찾아보는 거는 아닌데 보면은 되게 재밌어한단 말이야.
그래가지고 나도 해리 포터 이런 거 좋아하고 트와일라잇은 내 책으로 읽어 봤어가지구,그래가지고 나도 해리 포터 이런 거 좋아하고 트와일라잇은 내 책으로 읽어 봤어가지구
아직 영화는 안 보고,아직 영화는 안 보고
어~ 그~,어~ 그~
뭐~ 넷플릭스에 또 뭐~ 판타지스러운 거 있는 거야.,뭐~ 넷플릭스에 또 뭐~ 판타지스러운 거 있는 거야.
선생님이 새가 되고,선생님이 새가 되고
그~ 이~ 제목이 기억 안 나는데 그것도 되게 재밌게 봤었거든 니 그거 무슨 영화인지 알 거 같나?,그~ 이~ 제목이 기억 안 나는데 그것도 되게 재밌게 봤었거든 니 그거 무슨 영화인지 알 거 같냐?
아~ 알 거 같은데 제목이 기억 안 나는 게 그~ 무슨,아~ 알 거 같은데 제목이 기억 안 나는 게 그~ 무슨
물속 안에 들어가가지고 그~ 이름은 기억 안 나는데 어쨌든 나는,물속 안에 들어가가지고 그~ 이름은 기억 안 나는데 어쨌든 나는
책으로 읽었다 했잖아 트와일라잇 근데,책으로 읽었다 했잖아 트와일라잇 근데
책으로 나도 읽었거든 근데 책이 훨씬 재밌긴 해 근데 영화가,책으로 나도 읽었거든 근데 책이 훨씬 재밌긴 해 근데 영화가
약간 쫌 잘 살렸어 책을 그래가지고,약간 조금 잘 살렸어 책을 그래가지고
진짜 몰입하면서 보고 그거 이클립스랑 그거 계속 나온다 아이가 뒤에,진짜 몰입하면서 보고 그거 이클립스랑 그거 계속 나오지 않니 뒤에
어~ 나는 그~ 넷플릭스에도 있거든 돌려 보고 막 이런단 말이야?,어~ 나는 그~ 넷플릭스에도 있거든 돌려 보고 막 이런단 말이야?
