사투리,표준어
니는 전 남자 친구 어떻게 만났어?,너는 전 남자 친구 어떻게 만났어?
나는 소개 비슷하게 만난 것 같은데,나는 소개 비슷하게 만난 것 같은데
내 친구랑 썸을 타던 어떤 오빠가 있었는데,내 친구랑 썸을 타던 어떤 오빠가 있었는데
그~ 오빠의 과 후배였단 말이야 그 전 남자 친구가 그래서,그~ 오빠의 과 후배였단 말이야 그 전 남자 친구가 그래서
처음에는 그냥 내 친구가 내 스타일인 남자가,처음에는 그냥 내 친구가 내 스타일인 남자가
있대 그래서 내가 그때 마침,있대 그래서 내가 그때 마침
그때 헤어진 지도 얼마 안 됐고 해 가지고,그때 헤어진 지도 얼마 안 됐고 해 가지고
그분을 소개를 받았지 소개를 받았는데 술을 먹었어 그날 첫날에,그분을 소개를 받았지 소개를 받았는데 술을 먹었어 그날 첫날에
술을 먹다가 나는 그 어색한 분위기를 잘 못 견뎌 가지고,술을 먹다가 나는 그 어색한 분위기를 잘 못 견뎌 가지고
막 이제 내 혼자 소주를 몇 잔을 내리 마셨어.,막 이제 나 혼자 소주를 몇 잔을 내리 마셨어.
마시다가 막 내가 거기서 엠씨가 돼 가지고 분위기를 막 이끌었지 막 내 혼자 춤추고 막 어~ 어떻게 되세요 어떻게 되세요 물어보다가,마시다가 막 내가 거기서 엠씨가 돼 가지고 분위기를 막 이끌었지 막 나 혼자 춤추고 막 어~ 어떻게 되세요 어떻게 되세요 물어보다가
그 사람이 좀 취향이 독특했나 봐.,그 사람이 좀 취향이 독특했나 봐.
내를 쫌 마음에 들어해 가지고 그렇게 해 가지고 막 번호를 물어보고,나를 조금 마음에 들어해 가지고 그렇게 해 가지고 막 번호를 물어보고
영화를 이제 점점 보고 뭐~ 놀다가 만나게 된 것 같애.,영화를 이제 점점 보고 뭐~ 놀다가 만나게 된 것 같애.
어~ 그럼 무슨 영화 봤어?,어~ 그럼 무슨 영화 봤어?
나 그때 서치였나 무슨 외국 영화였는데 엄청 재밌었다 그게 그 영화가,나 그때 서치였나 무슨 외국 영화였는데 엄청 재밌었다 그게 그 영화가
딸이 갑자기 어느 날 사라진 거야 실종이 된 거야.,딸이 갑자기 어느 날 사라진 거야 실종이 된 거야.
그래 가지고 아빠가 막 에스엔에스로 딸을 추적하면서 찾아가는 거거든.,그래 가지고 아빠가 막 에스엔에스로 딸을 추적하면서 찾아가는 거거든.
그거 엄청 재밌더라.,그거 엄청 재밌더라.
너는 무슨 영화를 좋아하니?,너는 무슨 영화를 좋아하니?
나는 약간 에스에프 영화 아니면은 히어로가 그런 거긴 한데 아니면 연애 쪽으로 많이 봤던 것 같애.,나는 약간 에스에프 영화 아니면은 히어로가 그런 거긴 한데 아니면 연애 쪽으로 많이 봤던 것 같애.
그러면 니는 영화를 막 한 영화를 여러 번 본 적 있나?,그러면 너는 영화를 막 한 영화를 여러 번 본 적 있어?
아니 한 영화를  여러 번 본 적은 없는 것 같,아니 한 영화를  여러 번 본 적은 없는 것 같
그러면 니는 그~ 전 남자 친구랑 처음 봤던 영화가 뭐야?,그러면 너는 그~ 전 남자 친구랑 처음 봤던 영화가 뭐야?
