사투리,표준어
오빠 보통,오빠 보통
뭐 입고 다니세요?,뭐 입고 다니세요?
나뭇잎으로 가리고 다닌다.,나뭇잎으로 가리고 다닌다.
그런 거 말고 오빠 막 좋아하는 스타일 이런 거 있어요?,그런 거 말고 오빠 막 좋아하는 스타일 이런 거 있어요?
사실 고등학교 때,사실 고등학교 때
우리 고등학교가,우리 고등학교가
두발 자유에,두발 자유에
교복이 없었거든요?,교복이 없었거든요?
그 당시에요?,그 당시에요?
유일하게,유일하게
유일하게 두발 자유에 교복이 없었어.,유일하게 두발 자유에 교복이 없었어.
지금은 생겼어.,지금은 생겼어.
이라고 있는데 이제,이라고 있는데 이제
제가 졸업하고 나서,제가 졸업하고 나서
다음 해인가 그다음 해인가 교복이 생겼어.,다음 해인가 그다음 해인가 교복이 생겼어.
근데 제가 다닐 때까지만 해도 교복이  없었거든요.,근데 제가 다닐 때까지만 해도 교복이  없었거든요.
사복 입고 그냥,사복 입고 그냥
신발 신고,신발 신고
그때,그때
남녀공학이 아니었음에도 불구하고,남녀공학이 아니었음에도 불구하고
남자 사춘기들 남자애들끼리 막,남자 사춘기들 남자애들끼리 막
셔츠에,셔츠에
검정 그~ 쪼끼에,검정 그~ 조끼에
정장 같은 스타일,정장 같은 스타일
요즘도 캐주얼하게 입어요?,요즘도 캐주얼하게 입어요?
그때 이제,그때 이제
저도 옷에 돈을 엄청 많이 썼거든.,저도 옷에 돈을 엄청 많이 썼거든.
그러고 나서 이제,그러고 나서 이제
고등학교 이 학년 지나고 나니까,고등학교 이 학년 지나고 나니까
옷에 되게 관 흥미가 떨어졌어.,옷에 되게 관 흥미가 떨어졌어.
그래서 그 이후로 옷에 관심을 가져 본 적이  없거든?,그래서 그 이후로 옷에 관심을 가져 본 적이  없거든?
그래 가지고,그래 가지고
지금도 그냥 그때,지금도 그냥 그때
비슷해요 그때랑,비슷해요 그때랑
십 년을 열 살 더 먹었지만,십 년을 열 살 더 먹었지만
뭐~ 옷만은 뭐~,뭐~ 옷만은 뭐~
시대가 변하는데 오빠 옷도 변해줘야죠.,시대가 변하는데 오빠 옷도 변해줘야죠.
난 관심이 없어 가지고 그냥,난 관심이 없어 가지고 그냥
편하게 입는 게 사실은 젤 짜세죠.,편하게 입는 게 사실은 젤 짜세죠.
바지,바지
바지는 무조건 스키니를 입어야 해.,바지는 무조건 스키니를 입어야 해.
바지를 스키니를 입는다고요?,바지를 스키니를 입는다고요?
다리 라인이 다 드러나야 돼.,다리 라인이 다 드러나야 돼.
오빠 예쁜가보다 그럼 다리라인이,오빠 예쁜가보다 그럼 다리라인이
저는 이제 키가 쫌 큰 편이 아니거든 제가,저는 이제 키가 조금 큰 편이 아니거든 제가
키가 쫌 작은 편인데,키가 좀 작은 편인데
남자 치고,남자 치고
얼만지 모르잖아.,얼만지 모르잖아.
칠십 정도 되는데 이제,칠십 정도 되는데 이제
키가 쫌 작다 보니까,키가 조금 작다 보니까
뭔가 퍼지고 이런,뭔가 퍼지고 이런
그냥 그때부터 스키니를 쫌 고수했어.,그냥 그때부터 스키니를 조금 고수했어.
아~ 근데 오빠야,아~ 근데 오빠
체형 맞게 입는 거는,체형 맞게 입는 거는
괜찮은 거 같애요.,괜찮은 거 같애요.
저한테는 뭐~ 동경의 키네요 그냥,저한테는 뭐~ 동경의 키네요 그냥
막 슬랙스 이런 건 안 입어요?,막 슬랙스 이런 건 안 입어요?
슬랙스도 입죠.,슬랙스도 입죠.
라인이 드러나는  걸로,라인이 드러나는  걸로
근데 상상이 살짝,근데 상상이 살짝
뭔지 알죠?,뭔지 알죠?
페북에서 막 떠돌던,페북에서 막 떠돌던
그렇게 입었으면,그렇게 입었으면
사지를 짤라야지.,사지를 잘라야지.
다리를 짤라야지.,다리를 잘라야지.
그래 오빠가 잘 맞춰 입겠지.,그래 오빠가 잘 맞춰 입겠지.
그리고 뭐~ 혹시 좋아하는 여자 스타일은?,그리고 뭐~ 혹시 좋아하는 여자 스타일은?
연예인 뭐~ 이런 스타일 없어요?,연예인 뭐~ 이런 스타일 없어요?
좋아하는 여자 스타일 예쁘면 다 좋아,좋아하는 여자 스타일 예쁘면 다 좋아
장난이고,장난이고
스타일이라고 하는 거는 이제,스타일이라고 하는 거는 이제
쫌 여자 같은 경우는,조금 여자 같은 경우는
뭔가 쫌 어른 스타일 어른스러운 스타일이 좋아.,뭔가 조금 어른 스타일 어른스러운 스타일이 좋아.
그니까 뭐~ 외모나 이런 거 말고,그러니까 뭐~ 외모나 이런 거 말고
스타일이 어른스러운 거,스타일이 어른스러운 거
근데 보통 뭐라 해야 되지?,근데 보통 뭐라 해야 되지?
연예인들은 다,연예인들은 다
제 눈에는 그냥 다 성숙해 보이더라고요.,제 눈에는 그냥 다 성숙해 보이더라고요.
아이 그럼 오빠는 나이 있어서 그런지,아니 그럼 오빠는 나이 있어서 그런지
아니 깐 거 아니고 아~ 뭔지 알지?,아니 깐 거 아니고 아~ 뭔지 알지?
본인은 평소에 옷 어떻게 입어요 그러면,본인은 평소에 옷 어떻게 입어요 그러면
일단은 집 앞에 나갈 때나 이럴 때는,일단은 집 앞에 나갈 때나 이럴 때는
놀러 갈 때 아니면은 진짜 캐주얼하게 입어요.,놀러 갈 때 아니면은 진짜 캐주얼하게 입어요.
맨투맨에 바지,맨투맨에 바지
놀러 나갈 때는,놀러 나갈 때는
아~ 제가 살짝 꾸안꾸가 안 되거든요?,아~ 제가 살짝 꾸안꾸가 안 되거든요?
뭔지 아세요?,뭔지 아세요?
꾸민 듯 안 구민 듯 꾸민 거,꾸민 듯 안 구민 듯 꾸민 거
머리가 안 돌아.,머리가 안 돌아.
꿈인 듯한데,꿈인 듯한데
안 꾸민 듯하면서,안 꾸민 듯하면서
