사투리,표준어
뭐부터 할래요?,뭐부터 할래요?
취미부터 하죠.,취미부터 하죠.
취미요?,취미요?
그쪽은 뭐~ 취미가 뭐세요?,그쪽은 뭐~ 취미가 뭐세요?
취미요 근데 저도 게임이요.,취미요 근데 저도 게임이요.
취미가 게임이세요?,취미가 게임이세요?
게임 뭐 하세요?,게임 뭐 하세요?
게임 근데 그렇게 막 엄청 막 하드한 거 잘하진 않구요.,게임 근데 그렇게 막 엄청 막 하드한 거 잘하진 않구요.
요즘에는 어몽어스 하고 있습니다.,요즘에는 어몽어스 하고 있습니다.
컴퓨터 게임이 아니라 휴대폰 게임 이런 거 말하신 거에요?,컴퓨터 게임이 아니라 휴대폰 게임 이런 거 말하신 거에요?
휴대폰 게임도 하고 컴퓨터 게임도 해요.,휴대폰 게임도 하고 컴퓨터 게임도 해요.
컴퓨터 게임은 뭐 하세요?,컴퓨터 게임은 뭐 하세요?
컴퓨터 게임은 어~ 그냥 롤토체스 자주 하고 요즘에 문명을 쫌 배우고 있는데 어려워서,컴퓨터 게임은 어~ 그냥 롤토체스 자주 하고 요즘에 문명을 조금 배우고 있는데 어려워서
저는 쫌 살짝 쫌 퇴물 살짝 오버워치를 쫌 많이 해가지고,저는 조금 살짝 조금 퇴물 살짝 오버워치를 조금 많이 해가지고
오버워치 에프피에스는 잘 못 해가지고,오버워치 에프피에스는 잘 못 해가지고
저도 게임하면 오버워치밖에 안 해가지고 저도,저도 게임하면 오버워치밖에 안 해가지고 저도
딴 사람들이 전부 다 오버워치 왜 하냐고.,딴 사람들이 전부 다 오버워치 왜 하냐고.
많이 망했다고,많이 망했다고
근데 그래도 저는 오버워치보다 재밌는 게임을 아직도 해본 적이 없었어 가주고.,근데 그래도 저는 오버워치보다 재밌는 게임을 아직도 해본 적이 없었어 가지고.
배그보다도?,배그보다도?
배그는 일등을 너무 많이 해가지고 제가 뭐~ 그냥 게임상에서 거의 프로게이머?,배그는 일등을 너무 많이 해가지고 제가 뭐~ 그냥 게임상에서 거의 프로게이머?
어몽어스는 뭐~ 자주 하세요?,어몽어스는 뭐~ 자주 하세요?
어몽어스 근데 요즘에는 별로 안 해요.,어몽어스 근데 요즘에는 별로 안 해요.
최근엔 게임 자체를 쪼금 잘 안 하긴 하는데.,최근엔 게임 자체를 쪼금 잘 안 하긴 하는데.
어몽어스도 저도 한 세 번밖에 안 해 봐 가주고.,어몽어스도 저도 한 세 번밖에 안 해 봐 가지고.
두 번째 판인가 그때 임포스터 걸려 가주고,두 번째 판인가 그때 임포스터 걸려 가지고
그런 거 하다가 걸려가지고 처음 해봐 가주고,그런 거 하다가 걸려가지고 처음 해봐 가지고
저는 재밌다곤 그렇게 생각은 안 하거든요.,저는 재밌다곤 그렇게 생각은 안 하거든요.
약간 단순하죠 게임.,약간 단순하죠 게임.
그냥 마피아 게임?,그냥 마피아 게임?
초딩 게임?,초딩 게임?
저는 딴 사람이 말하길래 되게 어렵고 쫌 재밌는 게임인 줄 알았는데 기냥 마피아 게임이더라구요.,저는 딴 사람이 말하길래 되게 어렵고 조금 재밌는 게임인 줄 알았는데 그냥 마피아 게임이더라구요.
그렇게 안 어렵더라구요.,그렇게 안 어렵더라구요.
근데  잖아요?,근데  잖아요?
근데 어몽어스는 초반에 재밌어 가주고 하다가,근데 어몽어스는 초반에 재밌어 가지고 하다가
