사투리,표준어
핸드폰 했던 거 기억나나?,핸드폰 했던 거 기억해?
기억나지.,기억나지.
그 때,그 때
우리 캔디팡하고 애니팡,우리 캔디팡하고 애니팡
점수 막,점수 막
갱신한다고 아빠한테 돈 받았던 거 기억나나?,갱신한다고 아빠한테 돈 받았던 거 기억해?
기억나지.,기억나지.
맨날 애니팡,맨날 애니팡
해가지고 아빠한테 돈 받고,해가지고 아빠한테 돈 받고
그걸로 맛있는 것도 먹고 했다 아이가.,그걸로 맛있는 것도 먹고 했지 않니.
우리 그 때가 초등학교,우리 그 때가 초등학교
사학년이었,사학년이었
내가 사학년이었을 때였을거다 그쟈?,내가 사학년이었을 때였을거다 그렇지?
진짜 재밌었는데 그쟈?,진짜 재밌었는데 그렇지?
우리 추석 때 시골 가가지고,우리 추석 때 시골 가가지고
그랬던 기억이 있네 그쟈?,그랬던 기억이 있네 그렇지?
맨날 시골 가가지고 할 거 없어가지고 아빠 핸드폰으로 애니팡도 하고 맞제.,맨날 시골 가가지고 할 거 없어가지고 아빠 핸드폰으로 애니팡도 하고 맞지.
맞다 그 때 아빠 핸드폰이 데이터가 무제한이라가지고,맞다 그 때 아빠 핸드폰이 데이터가 무제한이라가지고
우리 폰은 느려 터져가지고,우리 폰은 느려 터져가지고
그래가지고 애니팡하고 캔디팡 못했다 그쟈?,그래가지고 애니팡하고 캔디팡 못했다 그렇지?
맞지.,맞지.
우리는 데이터 이런 거 많이 없으니까,우리는 데이터 이런 거 많이 없으니까
아빠한테 맨날 폰 달라해가지고 세 명이 모여가지고 애니팡 하면서,아빠한테 맨날 폰 달라해가지고 세 명이 모여가지고 애니팡 하면서
치킨 이런 것도 기다리면서 미리 게임도 하고,치킨 이런 것도 기다리면서 미리 게임도 하고
그 때 아빠랑 제일 많이 웃었던 거 같다 애니팡 하면서,그 때 아빠랑 제일 많이 웃었던 거 같다 애니팡 하면서
그 때는 세상에 아무런 한이 없었지.,그 때는 세상에 아무런 한이 없었지.
왜냐면 이제 우리,왜냐하면 이제 우리
그렇게 핸드폰 게임 재밌게 했던 게,그렇게 핸드폰 게임 재밌게 했던 게
처음이었다 그쟈?,처음이었다 그렇지?
그 때가 처음이자,그 때가 처음이자
마지막일 뻔 했는데 그 다음 마피아 이십사 게임 나왔었잖아 기억하지.,마지막일 뻔 했는데 그 다음 마피아 이십사 게임 나왔었잖아 기억하지.
기억나지 지금도 아직 있다 아이가.,기억나지 지금도 아직 있지 않니.
마피아 사십이 맞제 이십사인가 사십이인가,마피아 사십이 맞지 이십사인가 사십이인가
마피아 사십이지.,마피아 사십이지.
엊그제 했다 아이가 그걸 까먹고 앉아 있노.,엊그제 했지 않니 그걸 까먹고 앉아 있어.
그럴 수도 있제 왜 나한테 뭐라 카는데,그럴 수도 있지 왜 나한테 뭐라고 하는데
맞다 그럴 수 있지.,맞다 그럴 수 있지.
마피아 이십사 사십이,마피아 이십사 사십이
사십이 말고?,사십이 말고?
테일즈 런너,테일즈 런너
테일즈 런너 우리 돈 마이 질렀다 그쟈?,테일즈 런너 우리 돈 많이 질렀다 그렇지?
돈 마이 썼지.,돈 많이 썼지.
맨날 설날이나 이럴 때 돈 받으면은,맨날 설날이나 이럴 때 돈 받으면은
그걸로 맨날 테일즈런너에 돈 캐시 놓고 그랬다 아이가.,그걸로 맨날 테일즈런너에 돈 캐시 놓고 그랬지 않니.
우린 근데 그 돈 아빠가,우린 근데 그 돈 아빠가
그 돈 모아 가지고,그 돈 모아 가지고
나중에 대학교 등록금,나중에 대학교 등록금
뭐~ 이런데 보태서 써라고 말했는데,뭐~ 이런데 보태서 쓰라고 말했는데
우리 그거 하나도 안 들었다 그쟈?,우리 그거 하나도 안 들었다 그렇지?
하나도 안 들고 테일즈 런너에,하나도 안 들고 테일즈 런너에
연금 사야겠다고 연금 넣 연금 사고,연금 사야겠다고 연금 넣 연금 사고
그거 가지고 맨날 게임 열심히 하다가 그 연금 샀는데 색깔 바꿀 수 있다 해가지고,그거 가지고 맨날 게임 열심히 하다가 그 연금 샀는데 색깔 바꿀 수 있다 해가지고
맨날 색깔도 바꾸고 그랬었다 아이가.,맨날 색깔도 바꾸고 그랬었지 않니.
그 때 우리에게는,그 때 우리에게는
만 원도 참 큰 돈이었다.,만 원도 참 큰 돈이었다.
그랬는데,그랬는데
근데 테일즈 런너에,근데 테일즈 런너에
돈 지르면 뭐 하노.,돈 지르면 뭐 해.
우리 맨날 게임 잘 핸다고 아인데 맞제.,우리 맨날 게임 잘 한것도 아닌데 맞지.
솔직히 그 때는,솔직히 그 때는
우리 컴퓨터도 없고,우리 컴퓨터도 없고
그래서 뭐~ 게임을 하고 싶어도 누나나 나나,그래서 뭐~ 게임을 하고 싶어도 누나나 나나
둘 중에 하나 밖에 못 했으니까,둘 중에 하나 밖에 못 했으니까
컴퓨터 두 대였으면 우리 실컷 했을 거 같애 그래도,컴퓨터 두 대였으면 우리 실컷 했을 거 같애 그래도
