사투리,표준어
어떻게 지내고 있어?,어떻게 지내고 있어?
응 잘 지내고 있어,응 잘 지내고 있어
아 요즘 나는 아 진짜 음식 가운데에,아 요즘 나는 아 진짜 음식 가운데에
너무 맵고 짜고 한 것보다 요즘은 약간 쫌,너무 맵고 짜고 한 것보다 요즘은 약간 조금
심심한 그런 음식이 좋은 거 같애 너는 요즘 어떤 거 먹고 있어?,심심한 그런 음식이 좋은 거 같애 너는 요즘 어떤 거 먹고 있어?
계절 음식이 좋다고 해서,계절 음식이 좋다고 해서
음식이기보다는 내 입맛에 먹으면 건강에 좋겠다 해서,음식이기보다는 내 입맛에 먹으면 건강에 좋겠다 해서
어~ 생식으로 생식이라고 해서 꼭 뭐~ 이케,어~ 생식으로 생식이라고 해서 꼭 뭐~ 이렇게
내가 얘기하는 이케 어~ 계절 음식이라든가 아니면 내 입맛에 맞는 이 음식이라는 것이 요즘 계절에 보면,내가 얘기하는 이렇게 어~ 계절 음식이라든가 아니면 내 입맛에 맞는 이 음식이라는 것이 요즘 계절에 보면
생미역이라든가 아니면 풋고추,생미역이라든가 아니면 풋고추
이런 식으로 조리하지 않아도 건강에 도움이 될 거 같은 이런 음식들을 먹고 있거든?,이런 식으로 조리하지 않아도 건강에 도움이 될 거 같은 이런 음식들을 먹고 있거든?
아~ 그렇구나 아~ 나는 요즘,아~ 그렇구나 아~ 나는 요즘
이케 쪼끔 음식하는 거에 대해서 또 쪼금 관심을 가지게 되어져 가지고,이렇게 쪼끔 음식하는 거에 대해서 또 쪼금 관심을 가지게 되어져 가지고
실제로 지금 내가 버섯 같은 종류 그런 걸로 또 쫌 뽂아 먹어 보기도 하고,실제로 지금 내가 버섯 같은 종류 그런 걸로 또 조금 볶아 먹어 보기도 하고
그다음에 또 집에서는 실질적으로 쪼끔 스케쥴표를 짜 가지고 월요일부터,그다음에 또 집에서는 실질적으로 쪼끔 스케쥴표를 짜 가지고 월요일부터
또 주말 주 일요일까지 그렇게 인제 하루에 한 가지씩,또 주말 주 일요일까지 그렇게 인제 하루에 한 가지씩
주 메인 요리 식으로 해 가지고 한번 음식을 어~ 또 준비하고 있거든.,주 메인 요리 식으로 해 가지고 한번 음식을 어~ 또 준비하고 있거든.
그렇게 먹으니까 실지로 내가 무슨 뭐~ 꼭 영양사가 아니드라도,그렇게 먹으니까 실지로 내가 무슨 뭐~ 꼭 영양사가 아니더라도
쪼끔만 신경 쓰니까,쪼끔만 신경 쓰니까
나도 이렇게 해서 또 먹고살 수가 있구나 하는 생각이 되어져서 참 좋드라고 근데 요즘은,나도 이렇게 해서 또 먹고살 수가 있구나 하는 생각이 되어져서 참 좋더라고 근데 요즘은
또 코로나다 보니까 아~ 또 친구나 뭐~ 이릏게 초대해 가지고,또 코로나다 보니까 아~ 또 친구나 뭐~ 이렇게 초대해 가지고
같이 해먹을 수도 없고 이릏게 하니까,같이 해먹을 수도 없고 이렇게 하니까
