사투리,표준어
여행지 같은 경우에 제가 어~ 안동 쪽을 좋아해서 안동을 자주 많이 다니긴 했는데,여행지 같은 경우에 제가 어~ 안동 쪽을 좋아해서 안동을 자주 많이 다니긴 했는데
안동 하회마을이라던지 도산서원 혹은 병산서원이라든지,안동 하회마을이라던지 도산서원 혹은 병산서원이라든지
월영지라든지,월영지라든지
그런 쪽으로 많이 다녔어요 저 같은 경우에는,그런 쪽으로 많이 다녔어요 저 같은 경우에는
영주나 아니면 거의 보통 경상도 북부 쪽을 많이 다녔는데,영주나 아니면 거의 보통 경상도 북부 쪽을 많이 다녔는데
어~ 특히 제가 추천하고 싶은 곳이,어~ 특히 제가 추천하고 싶은 곳이
병산서원이라고 도산서원 아니 도산서원이래 하회마을 바로 옆에 있는 서원이 하나 있거든요.,병산서원이라고 도산서원 아니 도산서원이래 하회마을 바로 옆에 있는 서원이 하나 있거든요.
거기에 있는 쪼금 작은 서원인데 여기가 그~ 유성룡하고 관련,거기에 있는 쪼금 작은 서원인데 여기가 그~ 유성룡하고 관련
있는 서원이라서 그렇긴 하지만 하회마을 하고도 굉장히 가깝기도 해서,있는 서원이라서 그렇긴 하지만 하회마을 하고도 굉장히 가깝기도 해서
걸어서 한 한 시간 반,걸어서 한 한 시간 반
그 정도면은 약간 운동하는 셈 치고 걸어갈 수 있는 거리에요 여기 가면은,그 정도면은 약간 운동하는 셈 치고 걸어갈 수 있는 거리에요 여기 가면은
보통 가을이랑 여름이나 가을쯤에 가면은 굉장히 좋은데,보통 가을이랑 여름이나 가을쯤에 가면은 굉장히 좋은데
작아서 볼 게 별로 없다고 싶은 생각이 들지도 모르겠지만은,작아서 볼 게 별로 없다고 싶은 생각이 들지도 모르겠지만은
거기에 있는 약간 누각 같은,거기에 있는 약간 누각 같은
입구에 바로 위에 있는 누각 같은 곳이 있는데 거기에 앉아 있으면은 약 그림 같이,입구에 바로 위에 있는 누각 같은 곳이 있는데 거기에 앉아 있으면은 약 그림 같이
산이 이렇게 병풍이 이렇게 착 펼쳐진 거처럼 그런 그렇게 펼쳐져 있거든요.,산이 이렇게 병풍이 이렇게 착 펼쳐진 거처럼 그런 그렇게 펼쳐져 있거든요.
그~ 산 밑으로 강이 이렇게 잔잔하게 흘러가는 걸 보면은 마음이 쫌 많이,그~ 산 밑으로 강이 이렇게 잔잔하게 흘러가는 걸 보면은 마음이 조금 많이
편안하고 힐링이 되는 편이라서 여기를 추천해보고 싶은데 혹시 가보신 적 있으신가요.,편안하고 힐링이 되는 편이라서 여기를 추천해보고 싶은데 혹시 가보신 적 있으신가요.
어~ 저는 안동을 태어나서 제 기억으론 한번 가봤었는데,어~ 저는 안동을 태어나서 제 기억으론 한번 가봤었는데
대학교 때 친구랑 그냥 잠깐,대학교 때 친구랑 그냥 잠깐
들렸어요 그때 그냥 지명 같은 건 전 기억이 안 나는데 제가 갔었던 곳이,들렸어요 그때 그냥 지명 같은 건 전 기억이 안 나는데 제가 갔었던 곳이
뭐~ 하회마을을 갔었던 거 같은데,뭐~ 하회마을을 갔었던 거 같은데
거기서 어떤 절벽 같은 걸 본 기억이 있고,거기서 어떤 절벽 같은 걸 본 기억이 있고
말고 그냥 마을 좀 둘러보다가 친구랑 이제 뭐~ 안동찜닭 먹고,말고 그냥 마을 좀 둘러보다가 친구랑 이제 뭐~ 안동찜닭 먹고
하루 묵고 바로 그냥 올라갔었던,하루 묵고 바로 그냥 올라갔었던
긍까 딱 그냥 거처하기 위한 곳으로 잠깐 들려서,그러니까 딱 그냥 거처하기 위한 곳으로 잠깐 들려서
구경을 했었고 안동은 뭐~ 저도 뭐~ 역사 이런 데 관심이 많아서 서원 같은데,구경을 했었고 안동은 뭐~ 저도 뭐~ 역사 이런 데 관심이 많아서 서원 같은데
쫌 가보고 싶은데 뭐랄까,조금 가보고 싶은데 뭐랄까
계기를 쫌 못 만들었다고 해야 되나 안동 딱 가서 내가 여행을 가봐야겠다.,계기를 조금 못 만들었다고 해야 되나 안동 딱 가서 내가 여행을 가봐야겠다.
라고 계기를 못 만들었던 거 같애요 그래서 서원을 들려본 기억이,라고 계기를 못 만들었던 거 같애요 그래서 서원을 들려본 기억이
없어요 저 같은 경우는 여행을 자주 다니진 않는데,없어요 저 같은 경우는 여행을 자주 다니진 않는데
뭐~ 그~ 만약에 가면 만약에가 아니고 갔던 곳은 울산이나 경주,뭐~ 그~ 만약에 가면 만약에가 아니고 갔던 곳은 울산이나 경주
이런 데를 쫌 자주 갔어요 부산에서 쫌 뭐랄까,이런 데를 조금 자주 갔어요 부산에서 조금 뭐랄까
바로 가기 편하다고 해야 되나 너무 멀지도 않고 부담 없이 갈 수 있어서,바로 가기 편하다고 해야 되나 너무 멀지도 않고 부담 없이 갈 수 있어서
경주 가면 저는 어떤,경주 가면 저는 어떤
