사투리,표준어
됐다 니 요즘에 만나는 사람이랑 어떻게 돼 가고 있어?,됐다 너 요즘에 만나는 사람이랑 어떻게 돼 가고 있어?
아~ 요새 이제 거의 나 천 일 다 돼 간다 아이가 몰랐제?,아~ 요새 이제 거의 나 천 일 다 돼 가지 않니 몰랐지?
아~ 인제 어떻게 모르지 야 니 연애인데,아~ 인제 어떻게 모르지 야 네 연애인데
너무 오래돼서 이제 천 일 다 돼 가는데,너무 오래돼서 이제 천 일 다 돼 가는데
뭐~ 요새는 잘 지내고 있고 이제 내가 기념일 선물을 고민하고 있거든?,뭐~ 요새는 잘 지내고 있고 이제 내가 기념일 선물을 고민하고 있거든?
들어 봐 봐 내가 그~ 지금 일단 꽃을 줄 거야.,들어 봐 봐 내가 그~ 지금 일단 꽃을 줄 거야.
야 꽃이 얼마나 좋은데,야 꽃이 얼마나 좋은데
쫌 유니크한 꽃임,조금 유니크한 꽃임
꽃?,꽃?
그~ 약간 인형 꽃,그~ 약간 인형 꽃
스누피랑 안에 스마일 꽃 있다 아이가?,스누피랑 안에 스마일 꽃 있지 않니?
응 응.,응 응.
그거를 이제 안에 이렇게 해가지고 해 주는 데가 있드라고,그거를 이제 안에 이렇게 해가지고 해 주는 데가 있더라고
야 애인분이 진짜 좋아하시겠,야 애인분이 진짜 좋아하시겠
당연하지 그거 이번에 하면,당연하지 그거 이번에 하면
야 근데 쫌 비싸긴 함 한 이만 육천 아~ 택배비까지 붙드라고,야 근데 조금 비싸긴 함 한 이만 육천 아~ 택배비까지 붙더라고
그~ 크기 얼마만 한데?,그~ 크기 얼마만 한데?
크기는 잘은 모르겠는데 그냥 꽃다발만 한 거 같더라.,크기는 잘은 모르겠는데 그냥 꽃다발만 한 거 같더라.
꽃은 시든다이가 그게 낫,꽃은 시들지 않니 그게 낫
그까 이거 약간 그래서 천 일의 의미 알제 약,그러니까 이거 약간 그래서 천 일의 의미 알지 약
그거하고 이제 한 개는 또,그거하고 이제 한 개는 또
무드 등 무드 등 괜찮지 요새  이거 약간,무드 등 무드 등 괜찮지 요새  이거 약간
그~ 스 제작을 하는 데가 또 있드라고?,그~ 스 제작을 하는 데가 또 있더라고?
나도 하나 사고 싶다 야 그~ 애인이 사 주는 거면 알겠다 알겠,나도 하나 사고 싶다 야 그~ 애인이 사 주는 거면 알겠다 알겠
무드 등 이제 꽃다발 아~ 그리고 한 개는 이제 원래 약간 필름 앨범이라는 게 있거든?,무드 등 이제 꽃다발 아~ 그리고 한 개는 이제 원래 약간 필름 앨범이라는 게 있거든?
필름 앨범이 뭔데?,필름 앨범이 뭔데?
