사투리,표준어
제가 사차 산업 혁명에 대해서 얘기를 시작할 건데요.,제가 사차 산업 혁명에 대해서 얘기를 시작할 건데요.
요즘 그~ 테슬라 자율 주행 요런 게 되게 이슈잖아요.,요즘 그~ 테슬라 자율 주행 요런 게 되게 이슈잖아요.
자율 주행차 하면은 생각나 나는 게,자율 주행차 하면은 생각나 나는 게
영화에서 많이 봤기 때문에,영화에서 많이 봤기 때문에
쭉 익숙한 것 같애요.,쭉 익숙한 것 같애요.
눈에 익은 익숙함이라 해야 되나.,눈에 익은 익숙함이라 해야 되나.
그래서 딱히 나왔다 그랬을 때 놀랍지도 않고,그래서 딱히 나왔다 그랬을 때 놀랍지도 않고
그리고 어렸을 때 초등학교에서 꼭 시행하는 게 있잖아요 과학 상상 그리기 대회,그리고 어렸을 때 초등학교에서 꼭 시행하는 게 있잖아요 과학 상상 그리기 대회
이런 거 하면 꼭 날으는 자동차나,이런 거 하면 꼭 날으는 자동차나
아니면은 아무도 없는 자동차 이런 걸 되게 많이 그려냈었기 때문에,아니면은 아무도 없는 자동차 이런 걸 되게 많이 그려냈었기 때문에
쪼금 익숙한 것 같은데요.,쪼금 익숙한 것 같은데요.
그~ 혹시 운전을 만약에 하시면,그~ 혹시 운전을 만약에 하시면
자율 주행차를 만약에 국가에서,자율 주행차를 만약에 국가에서
일 인당 한 대씩 지급 보급을 한다 하면,일 인당 한 대씩 지급 보급을 한다 하면
자율 주행차를 나는 믿을 수 있고 되게,자율 주행차를 나는 믿을 수 있고 되게
나는 이용할 거야 이러고 이용하실 건가요 아니면 아 이거 쫌 못 믿겠는데 이러고 이용을 안 하실 건가요?,나는 이용할 거야 이러고 이용하실 건가요 아니면 아 이거 조금 못 믿겠는데 이러고 이용을 안 하실 건가요?
영화 같은 데 보면은,영화 같은 데 보면은
자율 주행차 아까도 테슬라 말씀하셨는데,자율 주행차 아까도 테슬라 말씀하셨는데
자율 주행차가 정말 많이 나오잖아요 미래에 대해서 그리고 미래에는 앞으로 또 그렇게 될 거라는,자율 주행차가 정말 많이 나오잖아요 미래에 대해서 그리고 미래에는 앞으로 또 그렇게 될 거라는
또 사람들의 생각이 쫌 보편화 된 것 같기도 하고 근데,또 사람들의 생각이 조금 보편화 된 것 같기도 하고 근데
자율 주행차의 장단 장점도 있겠지만 단점이 있기 때문에,자율 주행차의 장단 장점도 있겠지만 단점이 있기 때문에
저는 개인적으로는 자율 주행 자동차 선택하지 않을 것 같애요.,저는 개인적으로는 자율 주행 자동차 선택하지 않을 것 같애요.
왜냐면 저 자체가 쫌 운전하는 걸 좋아하고,왜냐면 저 자체가 조금 운전하는 걸 좋아하고
운전하는 걸로 스트레스 풀고 운전 드라이브 갈 때 되게,운전하는 걸로 스트레스 풀고 운전 드라이브 갈 때 되게
그런 걸 좋아해서,그런 걸 좋아해서
차 모는 거를 좋아하는데,차 모는 거를 좋아하는데
그게 없다면은 제 인생에 쫌 낙이 없어질 것 같은 그런 느낌,그게 없다면은 제 인생에 조금 낙이 없어질 것 같은 그런 느낌
그런 것도 들고 그리고 자율 주행 자동차 테슬라,그런 것도 들고 그리고 자율 주행 자동차 테슬라
처음에 말씀하셨을 때 딱 생각이 났던 게,처음에 말씀하셨을 때 딱 생각이 났던 게
테슬라 모는 사람들 중에서,테슬라 모는 사람들 중에서
뭐 다 그런 건 아니지만 미국에서 이제,뭐 다 그런 건 아니지만 미국에서 이제
기사가 났던 게 마약을 하고,기사가 났던 게 마약을 하고
자율 주행을 켜 놓고 그 안에서 자고 있었던 거를,자율 주행을 켜 놓고 그 안에서 자고 있었던 거를
어~ 누가 사진을 찍어서,어~ 누가 사진을 찍어서
기사가 터진 적이 있었는데 그런 걸 보다 보니까,기사가 터진 적이 있었는데 그런 걸 보다 보니까
아 아무래도 장단점 단점에 대해서 쫌 더 많이 보이게 되고,아 아무래도 장단점 단점에 대해서 조금 더 많이 보이게 되고
그리고 자율 주행 자동차 우리 국내에도 쫌 많이 쫌 도입이 많이 됐는데,그리고 자율 주행 자동차 우리 국내에도 조금 많이 조금 도입이 많이 됐는데
자동차에 그~ 자율 주행을 하다가,자동차에 그~ 자율 주행을 하다가
앞차와의 거리를 자동차가 거리를 잘못 재서,앞차와의 거리를 자동차가 거리를 잘못 재서
큰 사고가 나서 어떤 분이 부부가 타고 있었는데 한 분은 허리 디스크처럼,큰 사고가 나서 어떤 분이 부부가 타고 있었는데 한 분은 허리 디스크처럼
허리를 완전 못 쓰시고 한 분은,허리를 완전 못 쓰시고 한 분은
한쪽 눈을 실명하게 되는 큰 사고가 나가지고,한쪽 눈을 실명하게 되는 큰 사고가 나가지고
그런 기계적인 오류가 쫌 무섭기 때문에 자율 주행 자동차는 선택을 안 할 것 같아요.,그런 기계적인 오류가 조금 무섭기 때문에 자율 주행 자동차는 선택을 안 할 것 같아요.
그러면은 자율 주행차를 그러면 질문자님은 선택을 하시겠어요?,그러면은 자율 주행차를 그러면 질문자님은 선택을 하시겠어요?
