사투리,표준어
어~ 저는 최근에 가족이랑 거제도로 여행을 간 적이 있었거든요.,어~ 저는 최근에 가족이랑 거제도로 여행을 간 적이 있었거든요.
그래서 가족 네 명이서 오랜만에 뭉쳐가지고 거제도를 간 적이 있었는데,그래서 가족 네 명이서 오랜만에 뭉쳐가지고 거제도를 간 적이 있었는데
그때 되게 거제도가 처음 가보는 거였는데 생각보다 되게 예쁘더라구요.,그때 되게 거제도가 처음 가보는 거였는데 생각보다 되게 예쁘더라구요.
제주도도 제가 가본 적이 있었는데 제주도랑은 또 뭔가 다른 느낌으로 거제도만의 그런 감성이라고 하나요?,제주도도 제가 가본 적이 있었는데 제주도랑은 또 뭔가 다른 느낌으로 거제도만의 그런 감성이라고 하나요?
그런 게 있고 그~ 먹을 것도 맛집도 생각보다 되게 많아서 맛있는 것도 되게 많이 먹었고,그런 게 있고 그~ 먹을 것도 맛집도 생각보다 되게 많아서 맛있는 것도 되게 많이 먹었고
공기도 되게 도시랑은 다르게,공기도 되게 도시랑은 다르게
너무 좋았고 뭔가 힐링 되는 느낌을 받아가지고 저희 가족 네 명 다 뭔가 좋은 추억을 나누고 온 거 같다 이렇게 서로 얘기를 했었는데,너무 좋았고 뭔가 힐링 되는 느낌을 받아가지고 저희 가족 네 명 다 뭔가 좋은 추억을 나누고 온 거 같다 이렇게 서로 얘기를 했었는데
님은 최근에 뭐~ 가족이랑 뭐~ 여행 간 경험이나 좋았던 기억이 있으신가요?,님은 최근에 뭐~ 가족이랑 뭐~ 여행 간 경험이나 좋았던 기억이 있으신가요?
아~ 예 어~ 저흰,아~ 예 어~ 저흰
아이들이 인제 다 대학생이 되면서부터는 시간이 좀 많아가지고 어~ 거의 한,아이들이 인제 다 대학생이 되면서부터는 시간이 좀 많아가지고 어~ 거의 한
매주라기는  힘들지만 이 주에 한 번씩은 늘 가족끼리 쫌 많이 다녔어요.,매주라기는  힘들지만 이 주에 한 번씩은 늘 가족끼리 조금 많이 다녔어요.
그래서 대학교 우리가 한 사오 년 전부터 쭉 많이 다니다가,그래서 대학교 우리가 한 사오 년 전부터 쭉 많이 다니다가
최근에 우리 아이들이 이제 대학을 졸업하고 취준생이 되면서,최근에 우리 아이들이 이제 대학을 졸업하고 취업준비생이 되면서
자기들 나름대로 목표 있는 시험을 공부하다 보니까,자기들 나름대로 목표 있는 시험을 공부하다 보니까
