사투리,표준어
님은 제일 먼저 취득하셨던 자격증이 혹시 뭐에요?,님은 제일 먼저 취득하셨던 자격증이 혹시 뭐에요?
저는 학교에서 다 같이 단체로 했었던 뭐~ 워드,저는 학교에서 다 같이 단체로 했었던 뭐~ 워드
컴활 이런 컴퓨터 자격증을 제일 먼저 땄었어요.,컴활 이런 컴퓨터 자격증을 제일 먼저 땄었어요.
이제 컴퓨터 과목이 있어가지고,이제 컴퓨터 과목이 있어가지고
이제 다 같이 공부해서 따다 보니까 안 할 수 없게끔 해서 그 당시는,이제 다 같이 공부해서 따다 보니까 안 할 수 없게끔 해서 그 당시는
굉장히 싫었는데 지금 생각해보면,굉장히 싫었는데 지금 생각해보면
그때 안 땄으면 안 따지 않았나 싶은 생각이 있어요.,그때 안 땄으면 안 따지 않았나 싶은 생각이 있어요.
혹시  님은 컴퓨터 관련한 자격증이 있으신가요?,혹시  님은 컴퓨터 관련한 자격증이 있으신가요?
네 저도 어릴 때 학원 다니면서 취득했던 컴퓨터 자격증이 있구요.,네 저도 어릴 때 학원 다니면서 취득했던 컴퓨터 자격증이 있구요.
워드프로세서 자격증 있고 컴활 자격증 있구요.,워드프로세서 자격증 있고 컴활 자격증 있구요.
그다음에 어~ 대학교 들어와서 컴퓨터 자격증인데 그~,그다음에 어~ 대학교 들어와서 컴퓨터 자격증인데 그~
그래픽 자격증 간단한 거 땄었고,그래픽 자격증 간단한 거 땄었고
저도 컴퓨터 자격증을 따는 거 이런 거는 쫌 재밌어 하는 편이어서,저도 컴퓨터 자격증을 따는 거 이런 거는 조금 재밌어 하는 편이어서
기회 될 때 마다는 준비하거나 취득할려고 노력을 했었던 거 같애요.,기회 될 때 마다는 준비하거나 취득할려고 노력을 했었던 거 같애요.
어~ 그러면은  님은 토익 관련해서,어~ 그러면은  님은 토익 관련해서
자격증 준비를 토익 공부라던가 토익 뭐~ 관련된 자격증 영어 관련된 자격증,자격증 준비를 토익 공부라던가 토익 뭐~ 관련된 자격증 영어 관련된 자격증
뭐~ 준비해보신 적 있거나 뭐~ 취득하신 게 있는지 궁금해요.,뭐~ 준비해보신 적 있거나 뭐~ 취득하신 게 있는지 궁금해요.
저는 영어 자격증은 없구요 제가 전공이 일본어여가지고,저는 영어 자격증은 없구요 제가 전공이 일본어여가지고
외국어 관련해서는 일본어 자격증만 있어요.,외국어 관련해서는 일본어 자격증만 있어요.
일본어 같은 경우는 쫌 어릴 때부터 시작을 해서,일본어 같은 경우는 조금 어릴 때부터 시작을 해서
이제 옛날에 고등학교 때는 대학생 언니 오빠들 사이에서 같이,이제 옛날에 고등학교 때는 대학생 언니 오빠들 사이에서 같이
치러 다니고 그랬던 기억이 있는데 그러다 보니까,치러 다니고 그랬던 기억이 있는데 그러다 보니까
아무래도 공부를 이제 학원만 다녀서는 되지를 않아가지고,아무래도 공부를 이제 학원만 다녀서는 되지를 않아가지고
학교 공부도 있는데 또 외국어 공부까지 할려고 하니까,학교 공부도 있는데 또 외국어 공부까지 할려고 하니까
너무 집중도 안 되고 그래서 이제 선생님께서,너무 집중도 안 되고 그래서 이제 선생님께서
이제 따로 쫌 아무래도 고등학생이다 보니까 쫌 더 신경이 쓰이셨는지,이제 따로 조금 아무래도 고등학생이다 보니까 조금 더 신경이 쓰이셨는지
