사투리,표준어
저는 요즘,저는 요즘
그~ 이지아랑  유진이랑 나오는 그~ 펜트하우스 드라마를 보거든요 약간 이제,그~ 이지아랑  유진이랑 나오는 그~ 펜트하우스 드라마를 보거든요 약간 이제
그~ 청소년 드라마랑 그~ 어른들의 그~ 막장 드라마 코드를 적절하게 잘 섞어서,그~ 청소년 드라마랑 그~ 어른들의 그~ 막장 드라마 코드를 적절하게 잘 섞어서
보면서 약간 희노애락을 느낄 수 있어가지고,보면서 약간 희노애락을 느낄 수 있어가지고
쫌 분노하면서 욕하면서 이거 뭐지 하면서 궁금증을 자아내면서,조금 분노하면서 욕하면서 이거 뭐지 하면서 궁금증을 자아내면서
계속 이제 친구랑 이제 얘기를 하면서 고 드라마를 쪼금 오랜만에 이제 보는 것 같애요.,계속 이제 친구랑 이제 얘기를 하면서 고 드라마를 쪼금 오랜만에 이제 보는 것 같애요.
혹시 최근에 뭐~ 재밌게 본 드라마 아니면은 뭐~ 이~,혹시 최근에 뭐~ 재밌게 본 드라마 아니면은 뭐~ 이~
지금껏 본 드라마 중에 쫌 재밌는 거 있으면은,지금껏 본 드라마 중에 조금 재밌는 거 있으면은
쫌 추천을 해주실 수 있으실까요?,조금 추천을 해주실 수 있으실까요?
최근에 봤던 드라마 중에서는 산후조리원이요 그게,최근에 봤던 드라마 중에서는 산후조리원이요 그게
여자들이 어~ 낳아본 여자 애기를 낳아본 여자들이,여자들이 어~ 낳아본 여자 애기를 낳아본 여자들이
공감이 많이 하더라고요 그런데 제가,공감이 많이 하더라고요 그런데 제가
봤는데 코믹드라마로 약간 그런 식으로 나오는 것 같애가지고 처음에 예고편을 보고 어~ 저거 웃기겠다 이러고 봤는데,봤는데 코믹드라마로 약간 그런 식으로 나오는 것 같애가지고 처음에 예고편을 보고 어~ 저거 웃기겠다 이러고 봤는데
정말 웃으면서 그냥 생각 없이,정말 웃으면서 그냥 생각 없이
웃으면서 공감하면서 그렇 잘 봤던 것 같애요 물론 과장도 쪼끔 있긴 했지만,웃으면서 공감하면서 그렇 잘 봤던 것 같애요 물론 과장도 쪼끔 있긴 했지만
없는 이야기는 아니었거든요 응 그래서 그거 되게 재밌게 봤던 것 같애요.,없는 이야기는 아니었거든요 응 그래서 그거 되게 재밌게 봤던 것 같애요.
격정 출산 느와르라는 그~,격정 출산 느와르라는 그~
이름이 아주 공감되면서 어~ 재밌게 봤었습니다.,이름이 아주 공감되면서 어~ 재밌게 봤었습니다.
어~ 또 최근에는 인제 이 회 삼사 회밖에 안 했지만 웹툰 드라마 그걸로,어~ 또 최근에는 인제 이 회 삼사 회밖에 안 했지만 웹툰 드라마 그걸로
경이로운 소문이라고 지금 하고 있거든요  토일이었나 월 그렇게 하는데,경이로운 소문이라고 지금 하고 있거든요  토일이었나 월 그렇게 하는데
주말 드라마였던 것 같애요 그걸로 웹툰 쪽으로,주말 드라마였던 것 같애요 그걸로 웹툰 쪽으로
아~ 웹툰이었는데  드레마 드라마를 만들어 가지고 하거든요.,아~ 웹툰이었는데  드레마 드라마를 만들어 가지고 하거든요.
학원물인 줄 알았는데 학원물 아니고,학원물인 줄 알았는데 학원물 아니고
저승사자 이런 역할로 그런 걸로 나와가지고 카운터 이야기하는데,저승사자 이런 역할로 그런 걸로 나와가지고 카운터 이야기하는데
어~ 그게 재밌었던 것 같아요 혹시 웹툰 드라마,어~ 그게 재밌었던 것 같아요 혹시 웹툰 드라마
웹툰이었는데 드라마로 나오는 그런 거 기억나시는 거 있으세요?,웹툰이었는데 드라마로 나오는 그런 거 기억나시는 거 있으세요?
쪼금 드라마랑 영화는 쪼금 다르지마는 약간 이제 뭐~ 웹툰이 뭐~ 드라마라든가 뭐~ 영화로 제작된 거 중에 지금 바로 생각나는 거는 이제 신과 함께 시리즈가 조금 생각이 나더라고요.,쪼금 드라마랑 영화는 쪼금 다르지마는 약간 이제 뭐~ 웹툰이 뭐~ 드라마라든가 뭐~ 영화로 제작된 거 중에 지금 바로 생각나는 거는 이제 신과 함께 시리즈가 조금 생각이 나더라고요.
사실 뭐~ 영화도 좋았지마는 저는 그~ 웹툰 본작,사실 뭐~ 영화도 좋았지마는 저는 그~ 웹툰 본작
그게 굉장히 좀 이상 인상 깊었고 뭔가 권성징악 지악 적이면서도,그게 굉장히 좀 이상 인상 깊었고 뭔가 권성징악 지악 적이면서도
쫌 그~ 캐릭터 가는 고 재밌는 걸 잘 풀어냈다고 생각을 해서,조금 그~ 캐릭터 가는 고 재밌는 걸 잘 풀어냈다고 생각을 해서
고 신과 함께 그 웹툰과 뭐~ 에~ 그게 생각나고요.,고 신과 함께 그 웹툰과 뭐~ 에~ 그게 생각나고요.
또 이제 드라마 하니까 예전에는 우리 보면은 뭐~,또 이제 드라마 하니까 예전에는 우리 보면은 뭐~
뭐~ 용의 눈물 뭐~ 대장금 뭐~ 이런 식으로 뭐~ 대하드라마 해가지고 사극 굉장히 유행 했 유행했잖아요 저도 그래서,뭐~ 용의 눈물 뭐~ 대장금 뭐~ 이런 식으로 뭐~ 대하드라마 해가지고 사극 굉장히 유행 했 유행했잖아요 저도 그래서
이제 가족들끼리 고 사극 드라마 뭐~,이제 가족들끼리 고 사극 드라마 뭐~
고 날짜에 맞춰가지고 시간을 맞춰가지고,고 날짜에 맞춰가지고 시간을 맞춰가지고
시간 시계 기다리다가 봤던 이제 기억이 항상 있거든요 하면 이제 뭐~,시간 시계 기다리다가 봤던 이제 기억이 항상 있거든요 하면 이제 뭐~
기본이 이제 사극 드라마는 오십 편 넘고 막 백이십 부 넘고,기본이 이제 사극 드라마는 오십 편 넘고 막 백이십 부 넘고
굉장히 재밌었던 것 같은데 요즘에는 전통 사극 드라마가 쫌 보기 드물더라고요.,굉장히 재밌었던 것 같은데 요즘에는 전통 사극 드라마가 조금 보기 드물더라고요.
역사 드라마 뭐~ 있다 하더라도 쫌 전통이 아니라서 그런지 전 살짝 거부감이 느껴지더라고요.,역사 드라마 뭐~ 있다 하더라도 조금 전통이 아니라서 그런지 전 살짝 거부감이 느껴지더라고요.
그래서 혹시 기억에 남는 뭐~ 사극 드라마라든가 뭐~ 고런 장르의 드라마 있으실까요?,그래서 혹시 기억에 남는 뭐~ 사극 드라마라든가 뭐~ 고런 장르의 드라마 있으실까요?
저희 신랑은 사극을 엄청 좋아했어요 뿌리깊은 나무 뭐~ 이런 거 되게 좋아했는데,저희 신랑은 사극을 엄청 좋아했어요 뿌리깊은 나무 뭐~ 이런 거 되게 좋아했는데
저는 어~ 사극은 너무 길게 하는 것도 싫었고,저는 어~ 사극은 너무 길게 하는 것도 싫었고
어~ 그리고 또,어~ 그리고 또
약간 그런 딱딱한 그런 것도 해서 사극은 별로 즐기진 않았어요 그냥,약간 그런 딱딱한 그런 것도 해서 사극은 별로 즐기진 않았어요 그냥
뭐~ 로맨스라 로맨스 코미디 이런 걸로 그냥 간편하게,뭐~ 로맨스라 로맨스 코미디 이런 걸로 그냥 간편하게
웃으면서 볼 수 있는 어~ 그런 식으로 한 걸 많이 본 것 같애요 그~ 저는,웃으면서 볼 수 있는 어~ 그런 식으로 한 걸 많이 본 것 같애요 그~ 저는
김은숙 작가 거 많이 봤던 것 같아요 더킹이랑,김은숙 작가 거 많이 봤던 것 같아요 더킹이랑
뭐~ 미스터 선샤인 도깨비 태양의 후예 어~ 신사의 품격 이런 것들 많이,뭐~ 미스터 선샤인 도깨비 태양의 후예 어~ 신사의 품격 이런 것들 많이
했잖아요 어~ 그중에서도 저는 도깨비 태양의 후예,했잖아요 어~ 그중에서도 저는 도깨비 태양의 후예
송송 커플 엄청 좋아했었는데 어~ 태양의 후예,송송 커플 엄청 좋아했었는데 어~ 태양의 후예
진짜 좋아했던 것 같아요 그게 제일 기억에 남고 도깨비도 요 아직 되게 오래됐지만 아직까지 계속,진짜 좋아했던 것 같아요 그게 제일 기억에 남고 도깨비도 요 아직 되게 오래됐지만 아직까지 계속
화자 되고 있잖아요 흐 공유 그~ 멋있 음~ 그래서,화자 되고 있잖아요 흐 공유 그~ 멋있 음~ 그래서
그~ 김은숙 작가?,그~ 김은숙 작가?
의 드라마를 좋아했던 것 같애요 어~ 물론 노희경 작가도 좋아해가지고,의 드라마를 좋아했던 것 같애요 어~ 물론 노희경 작가도 좋아해가지고
노희경 작가를 좋아한다기보다 제가 조인성을  좋아했던 것 같아요 그~ 나오는 배우,노희경 작가를 좋아한다기보다 제가 조인성을  좋아했던 것 같아요 그~ 나오는 배우
그런데 노희경 작가가 약간 조인성이랑 되게 자주 했잖아 괜찮아 사랑이야 뭐~ 그 겨울 분다 그들이 사는 세상 이런 것들도,그런데 노희경 작가가 약간 조인성이랑 되게 자주 했잖아 괜찮아 사랑이야 뭐~ 그 겨울 분다 그들이 사는 세상 이런 것들도
많이 했 가지고 약간 그런 따뜻함,많이 했 가지고 약간 그런 따뜻함
그런 걸로도 노희경이 많이 해가지고,그런 걸로도 노희경이 많이 해가지고
그런 쪽으로 사극보다는 그런 걸 많이 봤던 것 같애요.,그런 쪽으로 사극보다는 그런 걸 많이 봤던 것 같애요.
