사투리,표준어
이번에 가족들이랑 여행을 갈려고 하는데,이번에 가족들이랑 여행을 갈려고 하는데
이 너는 지금까지 여행 간 곳 중에 어디가 제일 좋았는지 알고 싶어.,이 너는 지금까지 여행 간 곳 중에 어디가 제일 좋았는지 알고 싶어.
어~ 제가 원래 저는 보통,어~ 제가 원래 저는 보통
여행을 혼자 다니는데 이번 겨울엔 엄마랑 같이 여행,여행을 혼자 다니는데 이번 겨울엔 엄마랑 같이 여행
제주도로 여행을 갔다 왔는데요.,제주도로 여행을 갔다 왔는데요.
그~ 여행 경비를 제가 알바를 해서 번 걸로 갔다와서 더 감회가 쫌 남달랐어요.,그~ 여행 경비를 제가 알바를 해서 번 걸로 갔다와서 더 감회가 조금 남달랐어요.
내 돈을 직접 쓰고,내 돈을 직접 쓰고
내 돈으로 다 하다 보니까,내 돈으로 다 하다 보니까
하나를 해도 정말,하나를 해도 정말
괜찮고 좋고 부실하지 않은 거를,괜찮고 좋고 부실하지 않은 거를
선택해야겠다는 이런 마음 때문에,선택해야겠다는 이런 마음 때문에
여행 가기 한 달 전부터 되게 준비를 꼼꼼하게 해서 갔거든.,여행 가기 한 달 전부터 되게 준비를 꼼꼼하게 해서 갔거든.
엄마랑 가는 거니까 더,엄마랑 가는 거니까 더
친구랑 가는 거랑 다르게 내가 일일이 하나부터 끝까지 다 준비를 계획해야,친구랑 가는 거랑 다르게 내가 일일이 하나부터 끝까지 다 준비를 계획해야
돼 가지구 되게 애정이 깊은 여행이었고 만족도도 되게 컸어.,돼 가지구 되게 애정이 깊은 여행이었고 만족도도 되게 컸어.
그래서 내가 그걸 소개해 줄게.,그래서 내가 그걸 소개해 줄게.
일단은 엄마는 출장으로,일단은 엄마는 출장으로
이틀을 먼저 가 있었고 나는 하루 엄마가 출장 가고 나서 하루 뒤에 갔거든?,이틀을 먼저 가 있었고 나는 하루 엄마가 출장 가고 나서 하루 뒤에 갔거든?
그래서 엄마를 본 건 삼 일째부터였어.,그래서 엄마를 본 건 삼 일째부터였어.
그래서 이틀을 내 혼자 여행을 했는데,그래서 이틀을 나 혼자 여행을 했는데
첫째 날은 솔직히,첫째 날은 솔직히
별거 없었어 아~ 근데 여기서도 에피소드가 있는데,별거 없었어 아~ 근데 여기서도 에피소드가 있는데
내가 여행 출발 당일 아침에 늦잠을 잔 거야.,내가 여행 출발 당일 아침에 늦잠을 잔 거야.
근데 내가 공항에서 십 분 거리잖아 걸어서 아파트가,근데 내가 공항에서 십 분 거리잖아 걸어서 아파트가
근데 버스를 탈까,근데 버스를 탈까
걸어서 아~ 뛰어서 갈까 고민을 했는데,걸어서 아~ 뛰어서 갈까 고민을 했는데
버스가 지나가 버린 거야.,버스가 지나가 버린 거야.
그래서 아~ 안 되겠다 뛰자 했어,그래서 아~ 안 되겠다 뛰자 했어
근데 아직 수속 시간이 그래도 아슬아슬하게 가능한 시간이었거든,근데 아직 수속 시간이 그래도 아슬아슬하게 가능한 시간이었거든
그래서 막 뛰어서 진짜 그 한겨울에 땀 뻘뻘 흘리면서 갔는데,그래서 막 뛰어서 진짜 그 한겨울에 땀 뻘뻘 흘리면서 갔는데
아직 게이트 사람들 줄도 있고,아직 게이트 사람들 줄도 있고
탑승 수속 받는 거야 그래서 아~ 난 됐네 잘 들어왔네 해 가지고 이렇게 천천히,탑승 수속 받는 거야 그래서 아~ 난 됐네 잘 들어왔네 해 가지고 이렇게 천천히
그 줄 나는 그 줄인 줄 알았어 당연히,그 줄 나는 그 줄인 줄 알았어 당연히
그 줄인 줄 알았어 그 생각이 약간 어리석긴 했는데 그 줄인 줄 알고 가만히 서서 기다렸어 근데,그 줄인 줄 알았어 그 생각이 약간 어리석긴 했는데 그 줄인 줄 알고 가만히 서서 기다렸어 근데
갑자기 안내방송이 나오는 거야.,갑자기 안내방송이 나오는 거야.
땡땡 행 뭐 비행기 이름 말하면서,땡땡 행 뭐 비행기 이름 말하면서
