사투리,표준어
저는 취미가,저는 취미가
보통 이제 노래 부르거나,보통 이제 노래 부르거나
그림 그리거나,그림 그리거나
아니면 그냥 영화 보고 이런,아니면 그냥 영화 보고 이런
넷플릭스 자주 보고 그래요.,넷플릭스 자주 보고 그래요.
저도 그~,저도 그~
혼자 노래방 가는 거 엄청 좋아하고요.,혼자 노래방 가는 거 엄청 좋아하고요.
그림도 잘 그리는 건 아니지만 그리는 거 좋아하고,그림도 잘 그리는 건 아니지만 그리는 거 좋아하고
하고 취미로 우쿨렐레,하고 취미로 우쿨렐레
잠깐 했었어요.,잠깐 했었어요.
그~ 저도,그~ 저도
기타 한 번 해보려고 했는데 손이 너무 아프더라고요.,기타 한 번 해보려고 했는데 손이 너무 아프더라고요.
한 번 해보니까,한 번 해보니까
우쿨렐레는 진짜,우쿨렐레는 진짜
손에 피가 절대 안 나요.,손에 피가 절대 안 나요.
물집 안 잡히고 바로,물집 안 잡히고 바로
굳은살 생기더라고요.,굳은살 생기더라고요.
우쿨렐레는 쫌 연주하기 쉽다고 하더라고요.,우쿨렐레는 조금 연주하기 쉽다고 하더라고요.
줄도 그거 기타보다 적고,줄도 그거 기타보다 적고
이렇게 장력도 약해서 다 와이어 줄이고,이렇게 장력도 약해서 다 와이어 줄이고
엄청 접근성이 쉽다고 해야되나,엄청 접근성이 쉽다고 해야되나
코스 코드도 엄청 쉽거든요.,코스 코드도 엄청 쉽거든요.
친구들 불러서,친구들 불러서
십 분만 가르쳐주면 노래,십 분만 가르쳐주면 노래
반주 코드는 대충 잡아요.,반주 코드는 대충 잡아요.
진짜 쉬워서,진짜 쉬워서
혹시 기타 해봤다가 손가락 아프셔서  포기하셨던 적 있으면은,혹시 기타 해봤다가 손가락 아프셔서  포기하셨던 적 있으면은
우쿨렐레 추천드리고 싶어요.,우쿨렐레 추천드리고 싶어요.
난 충동구매 기타도 한 번,난 충동구매 기타도 한 번
했다가 안 했어가지고,했다가 안 했어가지고
충동구매 하듯이 약간,충동구매 하듯이 약간
중고나라에서 구 만원 올라온 거 있어서,중고나라에서 구 만원 올라온 거 있어서
거였는데,거였는데
그~  걸로 한 일 년 하다가 너무 이제 너무 괜찮은 것,그~  걸로 한 일 년 하다가 너무 이제 너무 괜찮은 것
같아서,같아서
돈 더 들여서 샀었거든요.,돈 더 들여서 샀었거든요.
근데 꾸준히 했는데 그~,근데 꾸준히 했는데 그~
약간 꾸준히 하기만 하고 약간,약간 꾸준히 하기만 하고 약간
꾸준히 하기만 하고,꾸준히 하기만 하고
그렇게 실력이 좋아지진 않는,그렇게 실력이 좋아지진 않는
연주 하시고 그런 거예요?,연주 하시고 그런 거예요?
아~ 예 지금도 심심하면 해요.,아~ 예 지금도 심심하면 해요.
취미를 길게 할 수 있다는게 참,취미를 길게 할 수 있다는게 참
생각보다 쉽지 않던데,생각보다 쉽지 않던데
그림 그리는 거 좋아하시면,그림 그리는 거 좋아하시면
어떤 그림 그리세요?,어떤 그림 그리세요?
저는 그냥 회화 같은 거,저는 그냥 회화 같은 거
저도 취미가 그림이라고 그~,저도 취미가 그림이라고 그~
말하기 민망한게,말하기 민망한게
그림을 되게 잘 그리거나 자주 그리는 사람은 아닌데,그림을 되게 잘 그리거나 자주 그리는 사람은 아닌데
아이패드를 좀 최근에 샀거든,아이패드를 좀 최근에 샀거든
그래서  최근에 샀는데 한 두 달 됐는데,그래서  최근에 샀는데 한 두 달 됐는데
이걸 사고 나니까,이걸 사고 나니까
이제 그림툴이 바로 공짜로 있는게 여러 개 있으니,이제 그림툴이 바로 공짜로 있는게 여러 개 있으니
그래서 한 번 해봤더니 이게 너무 쉽고,그래서 한 번 해봤더니 이게 너무 쉽고
재밌어서 아이패드가 접근성이 좋아가지고 한 번,재밌어서 아이패드가 접근성이 좋아가지고 한 번
그래서 몇 가지 그렸었는데,그래서 몇 가지 그렸었는데
그걸 보고 친구가 너무 잘 한다고 막 칭찬을 해주시는 거예요.,그걸 보고 친구가 너무 잘 한다고 막 칭찬을 해주시는 거예요.
별거 아닌데 아무것도 아닌데,별거 아닌데 아무것도 아닌데
그래서 이것,그래서 이것
