사투리,표준어
내가 혹시 되면,내가 혹시 되면
반려동물 어때?,반려동물 어때?
별이?,별이?
별이 착해?,별이 착해?
별이 정도면 겁나 착하지.,별이 정도면 굉장히 착하지.
아니 별이가,아니 별이가
그~ 말티즈잖 말티즈다 아이가,그~ 말티즈잖 말티즈이지 않니
강아지 종류는 많이 아는지 모르겠는데,강아지 종류는 많이 아는지 모르겠는데
어~ 말티즈 정도는 알지.,어~ 말티즈 정도는 알지.
포메라니안,포메라니안
세상에 나쁜 개는 없다 거기 말티즈 잘 안 나오거든.,세상에 나쁜 개는 없다 거기 말티즈 잘 안 나오거든.
말티즈랑 푸들 종류?,말티즈랑 푸들 종류?
근데,근데
아~ 포메라니안도 키우긴 하지 근데 그게 세상에 나쁜 개는 없다 거기에 잘 안 나오는 이유가 뭐냐면,아~ 포메라니안도 키우긴 하지 근데 그게 세상에 나쁜 개는 없다 거기에 잘 안 나오는 이유가 뭐냐면
얘네들은,얘네들은
되게 순둥순둥해서,되게 순둥순둥해서
있어봐야 분리 불안증 정도?,있어봐야 분리 불안증 정도?
신나서 막 지 혼자 막 방방 뛸지언정,신나서 막 자기 혼자 막 방방 뛸지언정
잘못을 하진 않는다 이런 건가 그니까 막 사람 문다거나 약간 이런?,잘못을 하진 않는다 이런 건가 그러니까 막 사람 문다거나 약간 이런?
그가 막 크게 막 문제 일으킬 만큼 그니까 방송에 내보낼 만큼,그게 막 크게 막 문제 일으킬 만큼 그러니까 방송에 내보낼 만큼
사람,사람
사람 강아지도 잘 따르지만,사람 강아지도 잘 따르지만
그니까 이제 그런 건 없지.,그러니까 이제 그런 건 없지.
그래서 그~,그래서 그~
별이 산책은 얼마나 자주 해?,별이 산책은 얼마나 자주 해?
아~ 맨날 가는데 요새,아~ 맨날 가는데 요새
아니 학교 요새 학교가 쫌 과제 이런 거로 바빠가지고,아니 학교 요새 학교가 조금 과제 이런 거로 바빠가지고
근데 이거 어~ 비도 왔 비도 왔지 어~ 비 왔지.,근데 이거 어~ 비도 왔 비도 왔지 어~ 비 왔지.
비 와도 우리 아파트 사니까,비 와도 우리 아파트 사니까
그~ 아파트 밑에 그냥,그~ 아파트 밑에 그냥
주차장 있는 쪽에,주차장 있는 쪽에
응~ 앉고 이렇게 돌아 바람이나 쫌 쐐 주는 거지.,응~ 앉고 이렇게 돌아 바람이나 조금 쐐 주는 거지.
근데 진짜 좋아하겠다.,근데 진짜 좋아하겠다.
아니 그~ 내가 드 내가 그렇게 해주는데,아니 그~ 내가 드 내가 그렇게 해주는데
나의 노고를 쫌 알아줬으면 하는데 사실 그런 거 없지 지는,나의 노고를 조금 알아줬으면 하는데 사실 그런 거 없지 자기는
야 근데 그~ 원래 강아지는,야 근데 그~ 원래 강아지는
집에 자기보다 아래 한 명 둔다하이,집에 자기보다 아래 한 명 둔다하이
하잖아.,하잖아.
근데 그거를 이제 어머니는 그~ 밥 주시잖아.,근데 그거를 이제 어머니는 그~ 밥 주시잖아.
그니까 제일 마이 뭐~ 잘 따를 테고 그리고 아버지도,그러니까 제일 많이 뭐~ 잘 따를 테고 그리고 아버지도
뭐야 원래 강아지들도,뭐야 원래 강아지들도
집에서 제일 무섭거나 뭐~ 약간 쪼끔 그런 걸 안다고 하더라고?,집에서 제일 무섭거나 뭐~ 약간 조금 그런 걸 안다고 하더라고?
뭐~ 말 잘 들을거고,뭐~ 말 잘 들을거고
근데 니는 이~ 그~ 뭐야,근데 너는 이~ 그~ 뭐야
산책 계속 같이 다녀주고 하면은 지도 일단 고마운 거 알 거고,산책 계속 같이 다녀주고 하면은 자기도 일단 고마운 거 알 거고
동생이 제일 밑이야?,동생이 제일 밑이야?
동생이 제일 밑이야?,동생이 제일 밑이야?
강아지가 봤을 때?,강아지가 봤을 때?
별이가 집에서 이케 무는 사람이 유일하게 동생밖에 없으니까,별이가 집에서 이렇게 무는 사람이 유일하게 동생밖에 없으니까
아니 동생이 이케 만질려고 하면은,아니 동생이 이렇게 만질려고 하면은
물려 하거든.,물려 하거든.
매번 그런 건 아니고,매번 그런 건 아니고
지 기분 안 좋을 때 건들면,자기 기분 안 좋을 때 건들면
뭐~ 예를 들어서 아버지가 건들면 그냥 참고 가만히 있는다고 치면은 아니면 뭐~ 하다못해 도망을 간다 하 할 지 언정,뭐~ 예를 들어서 아버지가 건들면 그냥 참고 가만히 있는다고 치면은 아니면 뭐~ 하다못해 도망을 간다 하 할 지 언정
동생이 만질라하면 아이씨하고 물려고 하는다 이런 느낌이네?,동생이 만질라하면 아이씨하고 물려고 하는다 이런 느낌이네?
근데 이거는 내가 봤을 때 전적으로 동생 잘못인 게,근데 이거는 내가 봤을 때 전적으로 동생 잘못인 게
쫌 어릴 때,조금 어릴 때
얕보일만한 짓을 했다거나,얕보일만한 짓을 했다거나
또 강아지가 느끼기에 내가 막내니까,또 강아지가 느끼기에 내가 막내니까
근데 이제 그 분위기를 뭐~,근데 이제 그 분위기를 뭐~
강아지가 어떻게 느꼈는지 모르겠는데,강아지가 어떻게 느꼈는지 모르겠는데
동생이 약간 괴롭히는 게 있어 강아지를,동생이 약간 괴롭히는 게 있어 강아지를
좋다고?,좋다고?
약간 그거 때문에,약간 그거 때문에
뭐~ 어떻게 하다가 서열이 된 것 같은데 지 서열로 지금 지 머릿속에 서열로 지금 자기가,뭐~ 어떻게 하다가 서열이 된 것 같은데 자기 서열로 지금 자기 머릿속에 서열로 지금 자기가
맨 뒤에서 앞이거든?,맨 뒤에서 앞이거든?
근데 그래서 그런 건가 아니면은 진짜 편해서 그런 건지 그~ 뭐야,근데 그래서 그런 건가 아니면은 진짜 편해서 그런 건지 그~ 뭐야
동생 방에 근데 강아지가 엄청 잘 가잖아 맞제?,동생 방에 근데 강아지가 엄청 잘 가잖아 맞지?
그건 이제 그~,그건 이제 그~
자기보다 서열 뭐~ 내 방도 오고,자기보다 서열 뭐~ 내 방도 오고
한참 그~ 뭐야 니네 집 갔을 때 나는 생각나는 게 뭐냐면 별이 하면,한참 그~ 뭐야 너희 집 갔을 때 나는 생각나는 게 뭐냐면 별이 하면
동생 침대 밑이라던지 아니면 침대 위에 올라가서 쉬고 있잖아.,동생 침대 밑이라던지 아니면 침대 위에 올라가서 쉬고 있잖아.
그거 왜 그러냐면,그거 왜 그러냐면
그거 강아지들도 광합성을 한단 말이야.,그거 강아지들도 광합성을 한단 말이야.
해가 드는 햇빛이 드는 방이,해가 드는 햇빛이 드는 방이
그~ 창 쪽에 있으면은,그~ 창 쪽에 있으면은
해 뜨면은 그쪽에 햇빛이 들어오는데,해 뜨면은 그쪽에 햇빛이 들어오는데
가리쳐준 게 아니거든?,가리쳐준 게 아니거든?
근데 강아지들이,근데 강아지들이
그~ 스스로 약간 그런 게 있더라.,그~ 스스로 약간 그런 게 있더라.
근데 진짜 똑똑하네 생각보다,근데 진짜 똑똑하네 생각보다
본능적으로 약간,본능적으로 약간
뭐~ 밥 먹는 것도 뭐~ 물 먹는 것도 뭐~ 쉬야하는 것도 누가 가리쳐준 거 아니잖아.,뭐~ 밥 먹는 것도 뭐~ 물 먹는 것도 뭐~ 쉬야하는 것도 누가 가리쳐준 거 아니잖아.
똑같지 뭐~,똑같지 뭐~
거면 니는 처음 강아지 길들일 때,그러면 너는 처음 강아지 길들일 때
화장실 막 배변 활동 이런 것도 알려주었어?,화장실 막 배변 활동 이런 것도 알려주었어?
배변 활동 약 아~ 근데 솔직히 얘기해서,배변 활동 약 아~ 근데 솔직히 얘기해서
이거는 가르쳐야 하는 거니까 훈련을 해야 되는 거니까,이거는 가르쳐야 하는 거니까 훈련을 해야 되는 거니까
그래서 아니 근데 지금 아직도,그래서 아니 근데 지금 아직도
똥은 못 가린다.,똥은 못 가린다.
