사투리,표준어
내 취미는 너도 알다시 매년 겨울마다 내가 뜨개질 뜨개실 들고 와가지고 뜨는 거 봤잖아?,내 취미는 너도 알다시 매년 겨울마다 내가 뜨개질 뜨개실 들고 와가지고 뜨는 거 봤잖아?
그래가지고 내 취미는 뜨개질인 거 같애.,그래가지고 내 취미는 뜨개질인 거 같애.
뭐~ 다른 취미가 있긴 한데 내가 제일 오래했던 취미는 뜨개질이야.,뭐~ 다른 취미가 있긴 한데 내가 제일 오래했던 취미는 뜨개질이야.
초등학교 삼 학년 때부터 할머니한테 뜨개질 배워가지고 목도리를 뜰 줄 알았거든.,초등학교 삼 학년 때부터 할머니한테 뜨개질 배워가지고 목도리를 뜰 줄 알았거든.
그래서 목도리 해봤고 장갑 해봤고 귀도리 해봤고,그래서 목도리 해봤고 장갑 해봤고 귀도리 해봤고
그~ 목 이렇게 끼워서 쓰는 목도리도 해봤고,그~ 목 이렇게 끼워서 쓰는 목도리도 해봤고
지금 양말을 뜨고 있어.,지금 양말을 뜨고 있어.
그래서 만들어서 선물을 해주면은 그사람이 좋아하는 모습을 보고 뿌듯하다 뭐~ 이러면서,그래서 만들어서 선물을 해주면은 그사람이 좋아하는 모습을 보고 뿌듯하다 뭐~ 이러면서
그 취미를 계속 이어나갔던 거 같애.,그 취미를 계속 이어나갔던 거 같애.
딴 데는 생각이 안나지만 겨울만 되면 갑자기 뜨개질이 너무 하고 싶어.,딴 데는 생각이 안나지만 겨울만 되면 갑자기 뜨개질이 너무 하고 싶어.
그러면 또 뜨개방 가서 맞는 실이랑 바늘 사서 해보고 했거든.,그러면 또 뜨개방 가서 맞는 실이랑 바늘 사서 해보고 했거든.
그리고 저 이번 연도에는 올해 그~ 이번 연도에는 내가 특별하게 코바늘을 시작해봤거든?,그리고 저 이번 연도에는 올해 그~ 이번 연도에는 내가 특별하게 코바늘을 시작해봤거든?
내가 맨날 대바늘로 하다가 코바늘을 처음 써봤는데 코바늘이 은근 어렵더라고.,내가 맨날 대바늘로 하다가 코바늘을 처음 써봤는데 코바늘이 은근 어렵더라고.
그래서 코바늘로 한번 막 땅콩 인형 만들어보고,그래서 코바늘로 한번 막 땅콩 인형 만들어보고
뭐~ 조금 커다란 거 만들어보고 막 수세미 만들어보고 했는데,뭐~ 조금 커다란 거 만들어보고 막 수세미 만들어보고 했는데
코마 뜨 코바늘은 내 적성에 안 맞는 거 같애.,코마 뜨 코바늘은 내 적성에 안 맞는 거 같애.
그래서 지금 대바늘 네개로 양말 뜨는 거 하고 있는데,그래서 지금 대바늘 네개로 양말 뜨는 거 하고 있는데
양말도 쉽지 않더라고.,양말도 쉽지 않더라고.
너는 취미가 뭐야?,너는 취미가 뭐야?
일단은 내 취미는 일단 많이 있는데,일단은 내 취미는 일단 많이 있는데
첫 번째로 게임 하는 걸 되게 좋아해서 게임을 많이 하고,첫 번째로 게임 하는 걸 되게 좋아해서 게임을 많이 하고
이제 두 번째로는 애니메이션 보는 거 되게 좋아해서 여러 가지 집에서 혼자서 할 수 있는 것들 많이 보고,이제 두 번째로는 애니메이션 보는 거 되게 좋아해서 여러 가지 집에서 혼자서 할 수 있는 것들 많이 보고
그리고 웹툰보는 것도 되게 좋아해서 여러 가지 네이버 웹툰 보고,그리고 웹툰보는 것도 되게 좋아해서 여러 가지 네이버 웹툰 보고
옛날에는 다음 웹툰도 봤는데 요즘은 웹툰 보는 게 귀찮아져가지고,옛날에는 다음 웹툰도 봤는데 요즘은 웹툰 보는 게 귀찮아져가지고
네이버 웹툰만 보고 있어 요즘에는,네이버 웹툰만 보고 있어 요즘에는
게임은 나는 솔직히 말하면 롤은 너무 느려서,게임은 나는 솔직히 말하면 롤은 너무 느려서
재미가 엄써서 요즘에는 잘 안하고 있기는 한데 그래도 애들이 같이 하자고 하면은 같이 하는 게임이야.,재미가 없어서 요즘에는 잘 안하고 있기는 한데 그래도 애들이 같이 하자고 하면은 같이 하는 게임이야.
최근에는 메이플 스토리 굉장히 많이 하고 있고,최근에는 메이플 스토리 굉장히 많이 하고 있고
근데 이것도 솔직히 좀 너무 할 일이 너무 많아가지고 귀찮은 거야.,근데 이것도 솔직히 좀 너무 할 일이 너무 많아가지고 귀찮은 거야.
그래서 좀 많이 줄이고 있어.,그래서 좀 많이 줄이고 있어.
그거를 이~ 하는 빈도를 그~,그거를 이~ 하는 빈도를 그~
웹툰 너 웹툰 보는 거 있어?,웹툰 너 웹툰 보는 거 있어?
나도 니가 말했듯이 네이버 웹툰 자주 보고 있고.,나도 네가 말했듯이 네이버 웹툰 자주 보고 있고.
카카오톡에서 만든 그~ 웹툰 사이트가 있는데 그거서도 많이 봐.,카카오톡에서 만든 그~ 웹툰 사이트가 있는데 그거서도 많이 봐.
네이버 웹툰은 진짜 종류가 많아서 다 못 말할 정도로 많이 보고 있고,네이버 웹툰은 진짜 종류가 많아서 다 못 말할 정도로 많이 보고 있고
카아오 페이지도 마찬가지야,카아오 페이지도 마찬가지야
매주마다 월요일 화요일 막 다르게 올라오는 웹툰들 보고 일주일 기다리는 게 힘들긴 하지만,매주마다 월요일 화요일 막 다르게 올라오는 웹툰들 보고 일주일 기다리는 게 힘들긴 하지만
그것도 웹툰의 매력이라고 생각해.,그것도 웹툰의 매력이라고 생각해.
그래가지구 웹툰 기다리면서 다른 웹툰보고 그 웹툰 기다리면서 또 다른 거보고,그래가지구 웹툰 기다리면서 다른 웹툰보고 그 웹툰 기다리면서 또 다른 거보고
이러면서 매일매일 이렇게 하면은 한 일주일 금방가가지구 또 다 그 다음 편 보게 되고 하니까,이러면서 매일매일 이렇게 하면은 한 일주일 금방가가지구 또 다 그 다음 편 보게 되고 하니까
웹툰도 꾸준히 왔던 내 취미였지 웹툰보는 것도,웹툰도 꾸준히 왔던 내 취미였지 웹툰보는 것도
또 웹툰 말 웹툰 보는 것도 있고 나도 애니도 많이 봐.,또 웹툰 말 웹툰 보는 것도 있고 나도 애니도 많이 봐.
근데 뭐~ 애기들이 보는 애니를 보긴 하는데,근데 뭐~ 애기들이 보는 애니를 보긴 하는데
안녕 자두야 이거나 아따맘마 요즘 아따맘마가 페이스북에 되게 많이 올라와 있더라고.,안녕 자두야 이거나 아따맘마 요즘 아따맘마가 페이스북에 되게 많이 올라와 있더라고.
그래서 아따맘마도 보게 될 되고 짱구는 못말려도 보고,그래서 아따맘마도 보게 될 되고 짱구는 못말려도 보고
안녕 자두야 보고 신비 아파트도 보고,안녕 자두야 보고 신비 아파트도 보고
애니 이런 애니 많이 보는 거 같아.,애니 이런 애니 많이 보는 거 같아.
너는 어떤 애니를 주로 보는데?,너는 어떤 애니를 주로 보는데?
나 요즘 들어서 갑자기 옛날 감성이 풍만해져서,나 요즘 들어서 갑자기 옛날 감성이 풍만해져서
요즘에 프리큐어 찾아보고 있거든?,요즘에 프리큐어 찾아보고 있거든?
근데 이게 진짜 뭐라 해야 되지 옛날부터 변신물 되게 좋아해가지구,근데 이게 진짜 뭐라 해야 되지 옛날부터 변신물 되게 좋아해가지구
얘네가 되게 막 이쁘게 변신하고 반짝반짝 거리잖아?,얘네가 되게 막 이쁘게 변신하고 반짝반짝 거리잖아?
그래서 되게 이거 오랜만에 보는데 좀 살짝,그래서 되게 이거 오랜만에 보는데 좀 살짝
애들거니까 오글거리는 게 없지 않아 있는데 좀 재밌게 잘 보고 있고,애들거니까 오글거리는 게 없지 않아 있는데 좀 재밌게 잘 보고 있고
또 옛날에는 몰랐는데 지금 와서 연달아서 보니까 되게 변신 장면이 너무 많은 거야.,또 옛날에는 몰랐는데 지금 와서 연달아서 보니까 되게 변신 장면이 너무 많은 거야.
그래서 요즘은 유튜브로 보고 있는데 그거 하나하나 다 스킵해가지고 빠르게 볼려고 하고 있고,그래서 요즘은 유튜브로 보고 있는데 그거 하나하나 다 스킵해가지고 빠르게 볼려고 하고 있고
어릴 때 어릴 때 되게 막 캐릭캐릭 체인지 막 같은 거 그런 거 막 찾아보고,어릴 때 어릴 때 되게 막 캐릭캐릭 체인지 막 같은 거 그런 거 막 찾아보고
뭐~ 꿈빛 파티시엘 이거 되게 많이 보고 그랬거든?,뭐~ 꿈빛 파티시엘 이거 되게 많이 보고 그랬거든?
그게 또 어릴 때 이케 애니메이션 많이 보다 보니깐,그게 또 어릴 때 이렇게 애니메이션 많이 보다 보니깐
좀 커서도 되게 취미생활처럼 이제 내 일상처럼 이제 되고,좀 커서도 되게 취미생활처럼 이제 내 일상처럼 이제 되고
막 하루에 막 보는 것도 좀 많아졌고 그런 취미인 거 같아.,막 하루에 막 보는 것도 좀 많아졌고 그런 취미인 거 같아.
그리고 요즘에는 유튜브 되게 많이 보잖아.,그리고 요즘에는 유튜브 되게 많이 보잖아.
그래서 유튜브 보는 것도 하나의 취미라고 생각하거든?,그래서 유튜브 보는 것도 하나의 취미라고 생각하거든?
요즘에 유튜브는 되게 나는 게임 방송을 주로 본단 말이야.,요즘에 유튜브는 되게 나는 게임 방송을 주로 본단 말이야.
막 메이플이나 사이퍼즈라고 내가 자주 하는 게임이 있단 말이야.,막 메이플이나 사이퍼즈라고 내가 자주 하는 게임이 있단 말이야.
근데 이거를 게임 하는 사람들이 내 주변에는 별로 없어.,근데 이거를 게임 하는 사람들이 내 주변에는 별로 없어.
근데 유튜브 보면은 방송하는 사람들이 이걸 영상을 올리잖아?,근데 유튜브 보면은 방송하는 사람들이 이걸 영상을 올리잖아?
그니깐 뭔가 내적 친밀감 생기고,그러니깐 뭔가 내적 친밀감 생기고
그래서 이거 이걸 보면서 이제 댓글 남기면 또 그 사람이 막 답해주고 그러니까 이것도 하나의,그래서 이거 이걸 보면서 이제 댓글 남기면 또 그 사람이 막 답해주고 그러니까 이것도 하나의
취미라고 생각을 하거든?,취미라고 생각을 하거든?
그럼 너는 유튜브 영상 주로 뭐봐?,그럼 너는 유튜브 영상 주로 뭐봐?
나는 유튜브를 보는 것을 내 취미로 두진 않아.,나는 유튜브를 보는 것을 내 취미로 두진 않아.
내 취미로 뭐를 본다 하면은 웹툰이나 애니가 다인데,내 취미로 뭐를 본다 하면은 웹툰이나 애니가 다인데
그거 외에는 내가 보를 보거나 하는 건 없어.,그거 외에는 내가 보를 보거나 하는 건 없어.
그냥 가끔씩 에스엔에스 페이스북 하면은 취미로 들어가가지고,그냥 가끔씩 에스엔에스 페이스북 하면은 취미로 들어가가지고
심심할 때 에스엔에스 넘기면은,심심할 때 에스엔에스 넘기면은
