사투리,표준어
어~ 제 취미는 독서하는 건데요 대학생부터 좋아해서,어~ 제 취미는 독서하는 건데요 대학생부터 좋아해서
뭐~ 지금은 졸업했지만 졸업하고 나서서 한 달에 한,뭐~ 지금은 졸업했지만 졸업하고 나서서 한 달에 한
네 권 다섯 권 정도 읽고 있어요 최근에,네 권 다섯 권 정도 읽고 있어요 최근에
읽고 있는 책은 이제 햄릿이라는 책인데,읽고 있는 책은 이제 햄릿이라는 책인데
뭐~ 셰익스피어라는 유명한 영국 작가 극 작가가 쓴 책이고,뭐~ 셰익스피어라는 유명한 영국 작가 극 작가가 쓴 책이고
어~ 이 책 같은 경우는 제가 독서 모임을 진행하고 있는데,어~ 이 책 같은 경우는 제가 독서 모임을 진행하고 있는데
오늘 마침 독서 모임을 하거든요.,오늘 마침 독서 모임을 하거든요.
그래서 전  코로나 때문에 어쩔 수 없이 비대면 줌으로 할 예정인데,그래서 전  코로나 때문에 어쩔 수 없이 비대면 줌으로 할 예정인데
햄릿으로 이야기를 좀 나눠볼 예정이에요.,햄릿으로 이야기를 좀 나눠볼 예정이에요.
책 같은 경우는 뭐~ 한 달에 한 네다섯 권,책 같은 경우는 뭐~ 한 달에 한 네다섯 권
정도 장르를 가리지 않고 저 같은 경우에는 읽고 장르를 가리진 않지만,정도 장르를 가리지 않고 저 같은 경우에는 읽고 장르를 가리진 않지만
문학을 좀 덜 읽는 거 같애요 비문학이라던지 어~ 아니면 뭐~ 사회,문학을 좀 덜 읽는 거 같애요 비문학이라던지 어~ 아니면 뭐~ 사회
경제 뭐~ 철학 역사,경제 뭐~ 철학 역사
이렇게 쫌 읽는 걸 좋아하고 기본적으로 지식을 얻는 걸 좋아해서,이렇게 조금 읽는 걸 좋아하고 기본적으로 지식을 얻는 걸 좋아해서
그런 거 같은데 그렇다고 해서 굳이 문학을 안 읽는다 이것도 아닌 거 같애요.,그런 거 같은데 그렇다고 해서 굳이 문학을 안 읽는다 이것도 아닌 거 같애요.
혹시  님 같은 경우에는 즐겨하는 취미나 좋아하는 취미 같은 게 있으세요.,혹시  님 같은 경우에는 즐겨하는 취미나 좋아하는 취미 같은 게 있으세요.
