사투리,표준어
저는 여행을 많이 가서,저는 여행을 많이 가서
다른 사람들 여행 갔다 온 얘기 듣는 걸 좋아하거든요.,다른 사람들 여행 갔다 온 얘기 듣는 걸 좋아하거든요.
혹시 기억에 남는 국내 여행지나 해외 여행지 있으세요?,혹시 기억에 남는 국내 여행지나 해외 여행지 있으세요?
어~ 저는 여행 가는 걸 너무 좋아해서 꼭 일 년에 한 번은,어~ 저는 여행 가는 걸 너무 좋아해서 꼭 일 년에 한 번은
뭐 해외나 여행을 가는데,뭐 해외나 여행을 가는데
제일 기억에 남았던 데는 제가 미국 여행을 일 년 전인가 이 년 전에 갔다 왔거든요.,제일 기억에 남았던 데는 제가 미국 여행을 일 년 전인가 이 년 전에 갔다 왔거든요.
그때 그~ 미국을 한 달을 갔다 왔는데,그때 그~ 미국을 한 달을 갔다 왔는데
그중에서도 뉴욕에 갔었는데 그게 너무 기억에 남았던 거 같아요.,그중에서도 뉴욕에 갔었는데 그게 너무 기억에 남았던 거 같아요.
저는 미국 쪽으로 여행을 한 번도 안 가 봐서 잘 모르는데,저는 미국 쪽으로 여행을 한 번도 안 가 봐서 잘 모르는데
미국에는 뉴욕에 가면은 여행지가 어떤 것들이 있어요 그리고,미국에는 뉴욕에 가면은 여행지가 어떤 것들이 있어요 그리고
음식 같은 게 아무래도 저는 한국인이라서 맛있는 게 뭐가 있는지 궁금하거든요.,음식 같은 게 아무래도 저는 한국인이라서 맛있는 게 뭐가 있는지 궁금하거든요.
음~ 그~,음~ 그~
미국 뉴욕에 이제 여행지는 아무래도 제일 그래도,미국 뉴욕에 이제 여행지는 아무래도 제일 그래도
세계에서 제일 유명한 도시잖아요?,세계에서 제일 유명한 도시잖아요?
그러니까 타임스퀘어라던지 그 월스트리트라던지,그러니까 타임스퀘어라던지 그 월스트리트라던지
뭐 그런 데는 거의 유명한 유명지는 다 가봤던 거 같애요 그~ 자유의 여신상 있는 쪽이라던지,뭐 그런 데는 거의 유명한 유명지는 다 가봤던 거 같애요 그~ 자유의 여신상 있는 쪽이라던지
그리고 음식은 사실 뭐 햄버거 햄버거를 제일 많이 먹었구요.,그리고 음식은 사실 뭐 햄버거 햄버거를 제일 많이 먹었구요.
그다음에 뭐 스테이크 같은 것도 많이 먹었는데,그다음에 뭐 스테이크 같은 것도 많이 먹었는데
근데 요새는,근데 요새는
미국에 가도 불닭볶음면 다 있고,미국에 가도 불닭볶음면 다 있고
북창동 순두부 다 있고,북창동 순두부 다 있고
우리나라 음식 되게 많거든요 그래서,우리나라 음식 되게 많거든요 그래서
제가 옛날에 한 오 년 육 년 전에 그때 유럽 여행 갔을 때는,제가 옛날에 한 오 년 육 년 전에 그때 유럽 여행 갔을 때는
저도 음식이 너무 안 맞아서 그니까 맛있기는 하지만 그래도,저도 음식이 너무 안 맞아서 그러니까 맛있기는 하지만 그래도
아무래도 한국인이니까 한국 음식이 생각이 나잖아요 근데 그때는,아무래도 한국인이니까 한국 음식이 생각이 나잖아요 근데 그때는
한국 음식점이 많이는 없었거든요 근데 이번에 미국 갔을 때는,한국 음식점이 많이는 없었거든요 근데 이번에 미국 갔을 때는
한국 음식점이 되게 많아서 되게 괜찮았었어요.,한국 음식점이 되게 많아서 되게 괜찮았었어요.
혹시 어~ 그럼 여행을 많이 안 가셨다고 하셨는데 제일 최근에 가셨던 데가 어디세요?,혹시 어~ 그럼 여행을 많이 안 가셨다고 하셨는데 제일 최근에 가셨던 데가 어디세요?
저는 작년에 대만 여행 갔던 게 제일 마지막이에요 대만에,저는 작년에 대만 여행 갔던 게 제일 마지막이에요 대만에
친구가 있어가지고 처음에 가고 싶은 마음은 없었는데 친구가 아무래도 거기 현지인이니까,친구가 있어가지고 처음에 가고 싶은 마음은 없었는데 친구가 아무래도 거기 현지인이니까
이것저것 많이 볼 수 있을 것 같아서 갔거든요.,이것저것 많이 볼 수 있을 것 같아서 갔거든요.
근데 저는,근데 저는
중화권 음식을 제가 좋아하고 잘 맞는다고 생각했는데 향신료가 너무 심해가지고,중화권 음식을 제가 좋아하고 잘 맞는다고 생각했는데 향신료가 너무 심해가지고
그~ 특유의 냄새 때문에 저는 빨리 집에 가고 싶었어요.,그~ 특유의 냄새 때문에 저는 빨리 집에 가고 싶었어요.
그~ 대만에는 얼마나 있다가 오신 거예요?,그~ 대만에는 얼마나 있다가 오신 거예요?
대만에는 사 박 오 일 다녀왔어요.,대만에는 사 박 오 일 다녀왔어요.
그런데 아무래도 유럽 여행이나 뭐 북미 여행 가면은 대부분 오래 있으니까,그런데 아무래도 유럽 여행이나 뭐 북미 여행 가면은 대부분 오래 있으니까
짧아도 이삼 주 이상 보통 한 달 이상 다녀오더라구요.,짧아도 이삼 주 이상 보통 한 달 이상 다녀오더라구요.
그래서 저도 나중에 그렇게 길게 갈 수 있는 여행을 가 보고 싶어요.,그래서 저도 나중에 그렇게 길게 갈 수 있는 여행을 가 보고 싶어요.
저도 대만 여행을 친구들이랑 졸업 여행으로 갔다 왔었는데 그~ 아까 말씀하신,저도 대만 여행을 친구들이랑 졸업 여행으로 갔다 왔었는데 그~ 아까 말씀하신
그~ 냄새에 살짝 공감이 나더라고요 혹시 그~ 대만 가면은 제일 유명한 그~ 코스가 있잖아요.,그~ 냄새에 살짝 공감이 나더라고요 혹시 그~ 대만 가면은 제일 유명한 그~ 코스가 있잖아요.
그런 데는 다 가보셨어요 그~ 예스진지 투어 이런 거,그런 데는 다 가보셨어요 그~ 예스진지 투어 이런 거
저는 그거 버스 투어로 예약해가지고 갔다 왔었어요.,저는 그거 버스 투어로 예약해가지고 갔다 왔었어요.
아무래도 혼자 갔으면은 저는 아무것도 안 하고 그냥 호텔에 누워만 있다가 집에 올 거 같았는데,아무래도 혼자 갔으면은 저는 아무것도 안 하고 그냥 호텔에 누워만 있다가 집에 올 거 같았는데
같이 간 친구가 중국어를 할 수 있기도 하고,같이 간 친구가 중국어를 할 수 있기도 하고
그리고 친구가 대만인이 또 따로 있으니까,그리고 친구가 대만인이 또 따로 있으니까
가서 제가 딱히 할 거는 없어서 그냥,가서 제가 딱히 할 거는 없어서 그냥
끌고 가는 대로 끌려다녀서 나름대로 재미있었던 거 같아요.,끌고 가는 대로 끌려다녀서 나름대로 재미있었던 거 같아요.
확실히 친구 그것도 중국 현지어가 되는 친구가 있으면 여행이 훨씬 풍부해질 거 같아요.,확실히 친구 그것도 중국 현지어가 되는 친구가 있으면 여행이 훨씬 풍부해질 거 같아요.
저희는 그 친구들이랑 그냥,저희는 그 친구들이랑 그냥
졸업 여행으로 거의 무계획으로 간 거라서 정말 인터넷에 나오는 유명한 곳들만 갔었거든요.,졸업 여행으로 거의 무계획으로 간 거라서 정말 인터넷에 나오는 유명한 곳들만 갔었거든요.
음식점도 한국인들이 많이 가는 데만 가고 혹시 그~,음식점도 한국인들이 많이 가는 데만 가고 혹시 그~
그~ 시장 가 보셨어요 그~,그~ 시장 가 보셨어요 그~
예스진지에서 시장 있는 쪽에,예스진지에서 시장 있는 쪽에
그~ 보통 스린 야시장이 유명하다고 하더라고요 그런데 저랑 친구는,그~ 보통 스린 야시장이 유명하다고 하더라고요 그런데 저랑 친구는
여행을 다닐 때 계획을 빡빡하게 세우는 편이 아니에요,여행을 다닐 때 계획을 빡빡하게 세우는 편이 아니에요
그래서 스린 야시장을 가기에는 시간이 모자란 느낌이 있어가지고,그래서 스린 야시장을 가기에는 시간이 모자란 느낌이 있어가지고
스린 야시장보다 좀 작은 시장에 가가지고,스린 야시장보다 좀 작은 시장에 가가지고
놀았어요 그런데 거기도 취두부 냄새 때문에 미치겠더라고요.,놀았어요 그런데 거기도 취두부 냄새 때문에 미치겠더라고요.
그래서 그다음 날에도 시간이 있기는 했는데 우리 냄새나는 데는 가지 말자 이래가지고,그래서 그다음 날에도 시간이 있기는 했는데 우리 냄새나는 데는 가지 말자 이래가지고
스린 야시장은 도전도 안 했었어요.,스린 야시장은 도전도 안 했었어요.
안 그래도 제가 물어본 이유가,안 그래도 제가 물어본 이유가
그~ 시장 냄새가 너무 강렬하게 기억에 남아서 혹시 그 냄새를 아는 사람이 있나 해서 물어본 거거든요.,그~ 시장 냄새가 너무 강렬하게 기억에 남아서 혹시 그 냄새를 아는 사람이 있나 해서 물어본 거거든요.
그~ 여행 갈 때,그~ 여행 갈 때
사람마다 선호하는 타입이 있다고 하는데 어떤 사람은 숙소에 돈을 더 투자하는 걸 좋아하고 어떤 사람은 비행기를 편하게 가는 걸 좋아하고,사람마다 선호하는 타입이 있다고 하는데 어떤 사람은 숙소에 돈을 더 투자하는 걸 좋아하고 어떤 사람은 비행기를 편하게 가는 걸 좋아하고
어떤 사람은 먹는 거에 투자하는 걸 좋아한다고 하는데 혹시 어떤 타입이세요?,어떤 사람은 먹는 거에 투자하는 걸 좋아한다고 하는데 혹시 어떤 타입이세요?
저랑 제 친구는 숙소랑 음식에 전부 올인하는 타입이었어요.,저랑 제 친구는 숙소랑 음식에 전부 올인하는 타입이었어요.
둘 다 계획적인 사람은 아니어서 계획도 여행 시작하는 당일에 세웠거든요.,둘 다 계획적인 사람은 아니어서 계획도 여행 시작하는 당일에 세웠거든요.
그래서 그 친구랑 저랑 여행 갈 때는,그래서 그 친구랑 저랑 여행 갈 때는
딱 비행 편만 비행 편이랑 호텔만 예약하고,딱 비행 편만 비행 편이랑 호텔만 예약하고
막상 계획은 비행기 안에서나,막상 계획은 비행기 안에서나
아니면 호텔에 도착해가지고,아니면 호텔에 도착해가지고
점심 같은 거 먹으면서 우리 지금부터 뭐 할까 그때부터 계획을 세우는 타입이긴 했어요.,점심 같은 거 먹으면서 우리 지금부터 뭐 할까 그때부터 계획을 세우는 타입이긴 했어요.
근데 친구들이랑 같이 가는데 또 여행하는 타입이 안 맞으면은,근데 친구들이랑 같이 가는데 또 여행하는 타입이 안 맞으면은
연인들끼리도 그렇고 많이 싸운다고 그러더라고요.,연인들끼리도 그렇고 많이 싸운다고 그러더라고요.
혹시 여행 가실 때 어떤 계획 같은 걸 어떻게 하는 타입이세요?,혹시 여행 가실 때 어떤 계획 같은 걸 어떻게 하는 타입이세요?
일단 저는 여행을 갈 때 계획을 아무것도 안 세우고 가는 편이에요.,일단 저는 여행을 갈 때 계획을 아무것도 안 세우고 가는 편이에요.
유럽을 갈 때나 미국을 갈 때도 장기 여행도 계획을 안 세워서,유럽을 갈 때나 미국을 갈 때도 장기 여행도 계획을 안 세워서
제가 그때 갔던 한인 사장님께서,제가 그때 갔던 한인 사장님께서
뭐 여행을 던졌냐고 이렇게 말씀하신 적도 있고,뭐 여행을 던졌냐고 이렇게 말씀하신 적도 있고
근데 저도 막 꼼꼼하게 계획을 세워서 가는 것보다는 그냥 그때그때 가서 뭐~ 현지나,근데 저도 막 꼼꼼하게 계획을 세워서 가는 것보다는 그냥 그때그때 가서 뭐~ 현지나
거기 있던 사람들의 추천을 받기도 하고 다음에 그 자리에서 또,거기 있던 사람들의 추천을 받기도 하고 다음에 그 자리에서 또
유명한 것들을 들어서 알음알음 가는 게 더 여유롭게 다니는 게 더 제 스타일이더라고요.,유명한 것들을 들어서 알음알음 가는 게 더 여유롭게 다니는 게 더 제 스타일이더라고요.
그~ 대만에서 제일 기억에 남았던 음식이 있으세요 저는,그~ 대만에서 제일 기억에 남았던 음식이 있으세요 저는
솔직히 다른 거는 이제 한 사오 년 돼서 기억이 안 나는데,솔직히 다른 거는 이제 한 사오 년 돼서 기억이 안 나는데
그때 &company-name1&이라고 그 엄청 큰 연어 초밥 파는 데가 있었는데,그때 &company-name1&이라고 그 엄청 큰 연어 초밥 파는 데가 있었는데
거기가 되게 기억에 남더라고요.,거기가 되게 기억에 남더라고요.
저도 &company-name1&에서,저도 &company-name1&에서
엄청 큰 연어 초밥이랑,엄청 큰 연어 초밥이랑
이것저것 친구랑 사서 먹었던 기억이 나요.,이것저것 친구랑 사서 먹었던 기억이 나요.
그런데 저는 우리나라에서 볼 수 없는 과일이 되게 신기하더라구요.,그런데 저는 우리나라에서 볼 수 없는 과일이 되게 신기하더라구요.
석과라고 해가지고 그~ 부처님 머리 같은 거 먹으니까,석과라고 해가지고 그~ 부처님 머리 같은 거 먹으니까
감이랑 비슷한 맛이 나던데 되게 신기했어요.,감이랑 비슷한 맛이 나던데 되게 신기했어요.
근데 저는 아직 서양 쪽으로는 여행을 한 번도 안 가봤는데,근데 저는 아직 서양 쪽으로는 여행을 한 번도 안 가봤는데
그쪽으로 가면은 인종 차별이나 이런 게 좀 무섭더라구요.,그쪽으로 가면은 인종 차별이나 이런 게 좀 무섭더라구요.
물론 안 겪는 사람들은,물론 안 겪는 사람들은
그런 거 없었다고 하기는 하는데 제가 생각하기에는 눈치를 못 채서,그런 거 없었다고 하기는 하는데 제가 생각하기에는 눈치를 못 채서
그렇다고 느꼈을 것 같아서 혹시 여행 가셨을 때 좀 불편하게 만들었던,그렇다고 느꼈을 것 같아서 혹시 여행 가셨을 때 좀 불편하게 만들었던
사람들이나 좀 불쾌한 경험은 없었는지 궁금해요.,사람들이나 좀 불쾌한 경험은 없었는지 궁금해요.
어~ 제가 생각해보면,어~ 제가 생각해보면
저~ 어~ 크게 기억에 남는 인종 차별 경험 같은 건 저도 없었어요.,저~ 어~ 크게 기억에 남는 인종 차별 경험 같은 건 저도 없었어요.
그런데 좀 나이가 들어서 곱씹어 생각해 보면 그게 인종 차별인지도 몰르고 넘어가는 경우가 많았더라구요.,그런데 좀 나이가 들어서 곱씹어 생각해 보면 그게 인종 차별인지도 모르고 넘어가는 경우가 많았더라구요.
많진 않았지만 아무튼 있었더라구요.,많진 않았지만 아무튼 있었더라구요.
어~ 생각해보면 이탈리아에서 이제 그~ 이탈리아 남자들이 막 지나가면은 막 어~ 뭐 헤이 뭐,어~ 생각해보면 이탈리아에서 이제 그~ 이탈리아 남자들이 막 지나가면은 막 어~ 뭐 헤이 뭐
헤이 뭐 뷰리풀 차이니즈 뭐 이러면서 이렇게 이런 얘기를 하는데,헤이 뭐 뷰리풀 차이니즈 뭐 이러면서 이렇게 이런 얘기를 하는데
그때는 그냥 뭐~,그때는 그냥 뭐~
차이나 사람이라고 하는 게 그냥 모르니까 하는 거라고 생각했는데 그게 알고 보니까 그냥 알고,차이나 사람이라고 하는 게 그냥 모르니까 하는 거라고 생각했는데 그게 알고 보니까 그냥 알고
그냥 뭐 그런 너희가 어느 거든 난 상관없다 약간 이렇게 말하는 그런 인종 차별의 일종이라고 하더라고요.,그냥 뭐 그런 너희가 어느 거든 난 상관없다 약간 이렇게 말하는 그런 인종 차별의 일종이라고 하더라고요.
그래서 뭐 그런 걸 모르고 지나갔었는데,그래서 뭐 그런 걸 모르고 지나갔었는데
제가 이제 일 년 전에 미국 갔을 때는 저도,제가 이제 일 년 전에 미국 갔을 때는 저도
인종차별 이런 거에 대한 얘기를 많이 들어서,인종차별 이런 거에 대한 얘기를 많이 들어서
좀 마음의 준비를 단단히 하고 갔거든요 그래서 오히려 그냥,좀 마음의 준비를 단단히 하고 갔거든요 그래서 오히려 그냥
