사투리,표준어
저희는 지금부터 게임에 대해서 이야기해 볼 건데요,저희는 지금부터 게임에 대해서 이야기해 볼 건데요
서호 너는 어릴 때 처음 했던 게임이 뭔지 혹시 기억나?,서호 너는 어릴 때 처음 했던 게임이 뭔지 혹시 기억나?
기억나지 나,기억나지 나
타잔이라고 알아?,타잔이라고 알아?
타잔이라는 게임 어~ 어릴 때,타잔이라는 게임 어~ 어릴 때
이제 컴퓨터를 새로 사서,이제 컴퓨터를 새로 사서
기본적으로 깔아주는 게임이 있었어 거기에 이제,기본적으로 깔아주는 게임이 있었어 거기에 이제
타잔이랑 스타크래프트를 깔아  주셨는데,타잔이랑 스타크래프트를 깔아  주셨는데
타잔이랑 스타크래프트를 되게 재밌게 했었거든,타잔이랑 스타크래프트를 되게 재밌게 했었거든
또 음~,또 음~
스타크래프트 같은 경우에는 되게 그때,스타크래프트 같은 경우에는 되게 그때
한창 엄청 유행이었잖아 그래서 그때 되게,한창 엄청 유행이었잖아 그래서 그때 되게
한동안 정말 진짜 재밌게 했던 것 같애 근데 그거 때문에,한동안 정말 진짜 재밌게 했던 것 같애 근데 그거 때문에
형이랑 막 싸우기도 하고 내가 하겠다고 막,형이랑 막 싸우기도 하고 내가 하겠다고 막
그래서 되게 나는 처음 했던 게임이 아마,그래서 되게 나는 처음 했던 게임이 아마
타잔이랑 스타크래프트였던 거 같애,타잔이랑 스타크래프트였던 거 같애
너는 게임 같은 거 처음 할 때 첫 게임이 뭐였어?,너는 게임 같은 거 처음 할 때 첫 게임이 뭐였어?
나도 어릴 때 처음 했던 게임이,나도 어릴 때 처음 했던 게임이
내 어렸을 때 그 뒤통수가 있는 컴퓨터였어 그게 집에 있었는데,나 어렸을 때 그 뒤통수가 있는 컴퓨터였어 그게 집에 있었는데
어떤 씨리얼 같은 걸 사면 예전에는 씨디 같은 거를 사은품으로 주고 했거든,어떤 씨리얼 같은 걸 사면 예전에는 씨디 같은 거를 사은품으로 주고 했거든
거기 껴있는 건데 알 거야 하얀 마음 백구라고 씨디 게임이였어.,거기 껴있는 건데 알 거야 하얀 마음 백구라고 씨디 게임이였어.
맨 처음에는 씨디 게임 되게 많이 했던 걸로 기억해.,맨 처음에는 씨디 게임 되게 많이 했던 걸로 기억해.
그래가지고 하얀 마음 백구라고 그 게임이랑,그래가지고 하얀 마음 백구라고 그 게임이랑
또 씨디 게임 중에 짱구 되게 재밌게 했던 거 같애 짱구 게임 있거든,또 씨디 게임 중에 짱구 되게 재밌게 했던 거 같애 짱구 게임 있거든
그거 단계별로 깨는 건데 마지막에 갔을 때 되게 어려웠던 걸로 기억해,그거 단계별로 깨는 건데 마지막에 갔을 때 되게 어려웠던 걸로 기억해
그때가 이제 처음 했던 씨디 게임이고,그때가 이제 처음 했던 씨디 게임이고
그다음에는 크아로 시작했지 크레이지 아케이드,그다음에는 크아로 시작했지 크레이지 아케이드
그게 되게 혁명적이었던 게,그게 되게 혁명적이었던 게
투피로 할 수 있잖아 내가 위에 오빠가 있어,투피로 할 수 있잖아 내가 위에 오빠가 있어
오빠랑 항상 컴퓨터 가지고 다툼을 하잖아 다툼을 하는데,오빠랑 항상 컴퓨터 가지고 다툼을 하잖아 다툼을 하는데
그때 당시에 크레이지 아케이드는 한 컴퓨터로 두 사람이 할 수 있어서,그때 당시에 크레이지 아케이드는 한 컴퓨터로 두 사람이 할 수 있어서
내가 왼쪽에 있고 오빠가 오른쪽에서,내가 왼쪽에 있고 오빠가 오른쪽에서
사이좋게 나란히 크레이지 아케이드를 했던,사이좋게 나란히 크레이지 아케이드를 했던
기억이 나,기억이 나
그게 이제 나의 인생 게임에 흥미를 붙였던 거고,그게 이제 나의 인생 게임에 흥미를 붙였던 거고
내가 아까 오빠가 있다 했잖아 그래서 나는 어릴 때부터,내가 아까 오빠가 있다 했잖아 그래서 나는 어릴 때부터
게임을 많이 접했던 거 같애,게임을 많이 접했던 거 같애
그때 당시 내 나이가 한 여서 일곱 살쯤 될 거야 굉장히 어릴 때부터,그때 당시 내 나이가 한 여섯 일곱 살쯤 될 거야 굉장히 어릴 때부터
그렇게 게임을 했고,그렇게 게임을 했고
그 다음에 가 이제,그 다음에 가 이제
카트라이더 크레이지 아케이드랑 같은 넥슨 회사에서,카트라이더 크레이지 아케이드랑 같은 넥슨 회사에서
만든 거고 캐릭터들이 같잖아 그래서 나한테는 이질감 같은 게 없어서,만든 거고 캐릭터들이 같잖아 그래서 나한테는 이질감 같은 게 없어서
카트도 되게 재밌게 했던 거 같애,카트도 되게 재밌게 했던 거 같애
근데 카트는 재능이 없어서 레벨이 낮았던 걸로 기억하고,근데 카트는 재능이 없어서 레벨이 낮았던 걸로 기억하고
그다음 이제 게임 중독이란 걸 알게 된 메이플을 했지,그다음 이제 게임 중독이란 걸 알게 된 메이플을 했지
메이플 같은 경우도,메이플 같은 경우도
알피지 게임인데 처음에는 그냥,알피지 게임인데 처음에는 그냥
레벨이 낮았을 땐 재미가 없었거든,레벨이 낮았을 땐 재미가 없었거든
근데 사냥을 하면서 아이템도 모으고,근데 사냥을 하면서 아이템도 모으고
캐시도 질러가지고 치장을 하고,캐시도 질러가지고 치장을 하고
하는 거가 되게 재미있더라고,하는 거가 되게 재미있더라고
그래서 메이플,그래서 메이플
메이플을 진짜 초등학교 생활을 거의 다 메이플로 보냈다고 생각하면 돼.,메이플을 진짜 초등학교 생활을 거의 다 메이플로 보냈다고 생각하면 돼.
그러면 서호 너도 메이플 많이 해봤어?,그러면 서호 너도 메이플 많이 해봤어?
아니 나는 메이플은 한,아니 나는 메이플은 한
레벨 십까지 키우다가  접었던 거 같애,레벨 십까지 키우다가  접었던 거 같애
나 약간 되게,나 약간 되게
쪼금 복잡하더라고 그래서,쪼금 복잡하더라고 그래서
그거 메이플은 안 해봤어 메이플은,그거 메이플은 안 해봤어 메이플은
그때 키웠을 때 도적을 키웠나,그때 키웠을 때 도적을 키웠나
그랬던 거 같은데,그랬던 거 같은데
하다가 너무 전직하는 것도 너무,하다가 너무 전직하는 것도 너무
모르겠고 퀘스트도 너무 복잡해서,모르겠고 퀘스트도 너무 복잡해서
하다가 말았던 거 같애 대신에,하다가 말았던 거 같애 대신에
