사투리,표준어
내가 어~ 젤 처음에 공연 가 본 게,내가 어~ 젤 처음에 공연 가 본 게
고등학교 이 학년인가 일 학년인가 그때,고등학교 이 학년인가 일 학년인가 그때
흥 내가 그때 인디 이런 거 되게 좋아했단 말이야 노래 듣는 거,흥 내가 그때 인디 이런 거 되게 좋아했단 말이야 노래 듣는 거
그래서 그때 진짜 좋아하던 가수가 대구에서 공연을 한다는 거야 그 반월당 근처였나,그래서 그때 진짜 좋아하던 가수가 대구에서 공연을 한다는 거야 그 반월당 근처였나
그래가지고 친구가 같이 가고 싶었는데,그래가지고 친구가 같이 가고 싶었는데
아무도 같이 안 간데 그래서 한 명 더 좋아하는 애가 있었는데 걔가,아무도 같이 안 간데 그래서 한 명 더 좋아하는 애가 있었는데 걔가
아~ 걔가 가고 싶긴 한데 자기는 뭐~ 그 정돈 아니라고 하면서 그러길래,아~ 걔가 가고 싶긴 한데 자기는 뭐~ 그 정돈 아니라고 하면서 그러길래
아씨 내가 이때 아니면 서울 가야 되는데 언제 가나 싶어가지고,아씨 내가 이때 아니면 서울 가야 되는데 언제 가나 싶어가지고
내가 그냥 내 용돈으로 그냥 결제해가지고 내 혼자 갔단 말이야,내가 그냥 내 용돈으로 그냥 결제해가지고 나 혼자 갔단 말이야
혼자 갔는데,혼자 갔는데
어디였더라 하여튼 나 그때 시내 잘 안 다닐 때라서 잘 몰라서,어디였더라 하여튼 나 그때 시내 잘 안 다닐 때라서 잘 몰라서
아빠한테 태워 달라 해서 그날 저녁에 한,아빠한테 태워 달라 해서 그날 저녁에 한
다섯 시가 공연 시작이었나 마 그래가지고,다섯 시가 공연 시작이었나 마 그래가지고
타고 가서 아빠가 혼자 가는 거냐고 묻더라고 그래서,타고 가서 아빠가 혼자 가는 거냐고 묻더라고 그래서
처음 가 보는 건데 혼자 갈려니까 아~ 쫌 뻘쭘하긴 한데 아~ 혼자 간다면서 이러니까,처음 가 보는 건데 혼자 갈려니까 아~ 조금 뻘쭘하긴 한데 아~ 혼자 간다면서 이러니까
그래서 혼자 가서 태워 줘서 아빠가 그~ 내려서 갔는데,그래서 혼자 가서 태워 줘서 아빠가 그~ 내려서 갔는데
진짜 나만 나 나 고등학생이었으니까 일 학년 때니까,진짜 나만 나 나 고등학생이었으니까 일 학년 때니까
누가 봐도 고등학생 같잖아 요즘 애들 그렇게 막 꾸미는 그런 것도 아니니깐,누가 봐도 고등학생 같잖아 요즘 애들 그렇게 막 꾸미는 그런 것도 아니니깐
그래 갔는데 다 막 진짜 막,그래 갔는데 다 막 진짜 막
막 이십 대 막 대학생 언니 오빠들,막 이십 대 막 대학생 언니 오빠들
막 다 바글바글하고 막 어른 다 어른들이고,막 다 바글바글하고 막 어른 다 어른들이고
나 혼자 거기서 학생인 거야 그래서 너무 아~ 뭔가,나 혼자 거기서 학생인 거야 그래서 너무 아~ 뭔가
위축되는 느낌 그런 느낌 들잖아 그래서,위축되는 느낌 그런 느낌 들잖아 그래서
그래서 막 가서 아~ 또 멀뚱멀뚱 구경하다가,그래서 막 가서 아~ 또 멀뚱멀뚱 구경하다가
가서 그 입장권 뭐~ 어떻게 해가지구,가서 그 입장권 뭐~ 어떻게 해가지구
거기 공연장 한번 쓱 구경하면서 아~ 되게 작은 소규모 그런 데라서,거기 공연장 한번 쓱 구경하면서 아~ 되게 작은 소규모 그런 데라서
뭐~ 따로 구경할 건 많지 않았는데,뭐~ 따로 구경할 건 많지 않았는데
딱 가서 그 자리에 앉았어 앉았는데,딱 가서 그 자리에 앉았어 앉았는데
아~ 너무 막 설레는 거야.,아~ 너무 막 설레는 거야.
그런 뭐~ 좋아만 해 봤지 그런 건 처음이었으니까 그래 너무 설레서,그런 뭐~ 좋아만 해 봤지 그런 건 처음이었으니까 그래 너무 설레서
딱 가서 시작하는데 막막 하는 중에 공연 중에 갑자기 막,딱 가서 시작하는데 막막 하는 중에 공연 중에 갑자기 막
관객 관객들 주 막 일어서라 카고 뭐~ 그러데 뭐~ 갑자기 그~ 일어설 노래가 아닌데 뭐~ 갑자기 일어서라는 거야 그~ 뻘줌한데 갑자기 다들,관객 관객들 주 막 일어서라 하고 뭐~ 그러데 뭐~ 갑자기 그~ 일어설 노래가 아닌데 뭐~ 갑자기 일어서라는 거야 그~ 뻘줌한데 갑자기 다들
주섬주섬주섬 일어서 그래서 아이씨 뭐야 카면서 아 나 뻘줌하게,주섬주섬주섬 일어서 그래서 아이씨 뭐야 하면서 아 나 뻘줌하게
주섬주섬 일어나가지고 막 듣다가,주섬주섬 일어나가지고 막 듣다가
또 갑자기 이벤트를 한답시고,또 갑자기 이벤트를 한답시고
막 뭐~ 마 대화 같은 걸 하는데 그 사람들도 뭐~,막 뭐~ 마 대화 같은 걸 하는데 그 사람들도 뭐~
공연을 얼마나 많이 해 봤는지 모르겠지만,공연을 얼마나 많이 해 봤는지 모르겠지만
뭔가 서 뭔가 관객인 나도 좀 뻘줌하고 그 사람도 좀 뻘줌해 보이는 그런 느낌도 들고,뭔가 서 뭔가 관객인 나도 좀 뻘줌하고 그 사람도 좀 뻘줌해 보이는 그런 느낌도 들고
그래서 뭔가 되게 그 공연이 끝나서 끝나서 되게 재밌긴 했는데,그래서 뭔가 되게 그 공연이 끝나서 끝나서 되게 재밌긴 했는데
재밌게 봤긴 한데 그~ 너무 새롭고,재밌게 봤긴 한데 그~ 너무 새롭고
뭔가 시간이 순식간에 지나간 거 뭐~ 내가 어떻게 할 줄 모르니까 뭔가 쭈삣쭈삣쭈뼛거리다가,뭔가 시간이 순식간에 지나간 거 뭐~ 내가 어떻게 할 줄 모르니까 뭔가 쭈삣쭈삣쭈뼛거리다가
그냥 한두 시간이었나 한 시간이었나 뭐~ 그렇게 하고 시간 지나서,그냥 한두 시간이었나 한 시간이었나 뭐~ 그렇게 하고 시간 지나서
집에 가려는데 또 그~ 왜 나는 그때 몰랐는데 그냥 집에 간다고 바빠서,집에 가려는데 또 그~ 왜 나는 그때 몰랐는데 그냥 집에 간다고 바빠서
몰랐는데 딱 갈려고 하니까,몰랐는데 딱 갈려고 하니까
그~ 뭐~ 사진 찍어주고 뭐~ 그런 것도 하더라고,그~ 뭐~ 사진 찍어주고 뭐~ 그런 것도 하더라고
뭐~ 앨범도 팔고 그래가지고 막 사람들 거기 길게 줄 서 있는 거야.,뭐~ 앨범도 팔고 그래가지고 막 사람들 거기 길게 줄 서 있는 거야.
그런데 그런 것까진 안 하고 그냥 딱 집에 가는데 아~,그런데 그런 것까진 안 하고 그냥 딱 집에 가는데 아~
쪼끔  되게 뭔가 처음 해 본 경험인데 혼자 해 봐서,쪼끔  되게 뭔가 처음 해 본 경험인데 혼자 해 봐서
더 막 좀 새로운 거 있잖아 어~ 뭔가 내가 혼자서 그런 걸 해 보다니 이카면서 생각보다 내,더 막 좀 새로운 거 있잖아 어~ 뭔가 내가 혼자서 그런 걸 해 보다니 이러면서 생각보다 내
내 팬심이 높았구나 막 이런 거 생각하면서 되게  새롭고 신기한 그런 경험이었거든,내 팬심이 높았구나 막 이런 거 생각하면서 되게  새롭고 신기한 그런 경험이었거든
니도 언제 한번 가보 언제 처음 가 봤어?,너도 언제 한번 가보 언제 처음 가 봤어?
음~ 나는 나도 한 고등학생 고등학생 때 처음 갔다 고등학생 이 학년 때,음~ 나는 나도 한 고등학생 고등학생 때 처음 갔다 고등학생 이 학년 때
한창 인피니트를 좋아했단 말이야.,한창 인피니트를 좋아했단 말이야.
그래가지고 어떻게 했더라 그때 약간 혼자 나도 혼자 가야 되는데 엄마한테 그~ 서울 간단 말을 못 하잖아?,그래가지고 어떻게 했더라 그때 약간 혼자 나도 혼자 가야 되는데 엄마한테 그~ 서울 간단 말을 못 하잖아?
그니까 뻥을 쳐야 되잖아 그래가지구 엄마한테 친구 집에서 잔다 카고,그러니까 뻥을 쳐야 되잖아 그래가지구 엄마한테 친구 집에서 잔다 하고
그 인터넷에 약간 그 인피니트 팬들이 있잖아.,그 인터넷에 약간 그 인피니트 팬들이 있잖아.
대구에 사는 또 다른 두 명의 친구를 모집했어.,대구에 사는 또 다른 두 명의 친구를 모집했어.
그래서 걔네들이랑 같이 갔어 서울을,그래서 걔네들이랑 같이 갔어 서울을
그래가지고 가가지고,그래가지고 가가지고
그땐 무슨 약간 좀 무슨 창단식 그런 거였단 말이야 그래가지고 완전 약간 그 앨범 내기 직전에 살짝 맛보기로 보여주는 그런 공연,그땐 무슨 약간 좀 무슨 창단식 그런 거였단 말이야 그래가지고 완전 약간 그 앨범 내기 직전에 살짝 맛보기로 보여주는 그런 공연
그래서 그거 보고,그래서 그거 보고
그거 애들이랑 보고 근데 그중에 한 명이랑 좀 안 맞았어.,그거 애들이랑 보고 근데 그중에 한 명이랑 좀 안 맞았어.
그래가지고 원래 같이 셋이서 밤을 새기로 했거든,그래가지고 원래 같이 셋이서 밤을 새기로 했거든
다 부모님한테 비밀로 하고 간 거라서,다 부모님한테 비밀로 하고 간 거라서
나도 친구 집에서 잔다캤으니까 근데 그~ 약간 그때는 어려가지고,나도 친구 집에서 잔다고 했으니까 근데 그~ 약간 그때는 어려가지고
거기서 자고 올 생각 게스트 하우스 이런 거 그때는 막 아직 활성이 안 돼있어가지고,거기서 자고 올 생각 게스트 하우스 이런 거 그때는 막 아직 활성이 안 돼있어가지고
자고 올 생각도 안 했어 무섭기도 하고 그런 데서 혼자,자고 올 생각도 안 했어 무섭기도 하고 그런 데서 혼자
아무리 애들이랑 같이 있어도 자고 오는 거 돈도 부담되고,아무리 애들이랑 같이 있어도 자고 오는 거 돈도 부담되고
그래가지고 밤 완전한 열두 시인가 한 시인가 그때,그래가지고 밤 완전한 열두 시인가 한 시인가 그때
버스 아~ 그~ 일부러 늦게 오는 그걸 탔어 기차도,버스 아~ 그~ 일부러 늦게 오는 그걸 탔어 기차도
최대한 오래 걸려야 아침에 밝을 때 대구에 올 수 있으니까,최대한 오래 걸려야 아침에 밝을 때 대구에 올 수 있으니까
그래가지고 그걸 타고 왔는데,그래가지고 그걸 타고 왔는데
집에 도착했는데 한 새벽 세 시인가 그랬단 말이야 기차역 대구역 내렸는데,집에 도착했는데 한 새벽 세 시인가 그랬단 말이야 기차역 대구역 내렸는데
근데 그중의 한 명이 갑자기 자기는 무서워서 그냥 엄마한테 말하고 집에 가겠다는 거야.,근데 그중의 한 명이 갑자기 자기는 무서워서 그냥 엄마한테 말하고 집에 가겠다는 거야.
그래가지고 아~ 알겠어 하고 가라 했어.,그래가지고 아~ 알겠어 하고 가라 했어.
근데 자기 혼자 떠났거든 근데 걔가 휴대폰 배터리가 없었나 봐.,근데 자기 혼자 떠났거든 근데 걔가 휴대폰 배터리가 없었나 봐.
그래 캤는데  내랑 걔는 휴대폰 번호가 있으니까,그래 했는데  나랑 걔는 휴대폰 번호가 있으니까
그카고 있는데 갑자기 그~ 나랑 이제 다른 친구랑은 어~ 우린 그럼 어떡하지 하다가 편의점에서 밤 새자 해가지고,그러고 있는데 갑자기 그~ 나랑 이제 다른 친구랑은 어~ 우린 그럼 어떡하지 하다가 편의점에서 밤 새자 해가지고
그렇게 가기로 하고 얘는 자기 혼자 그냥 가 버렸단 말이야.,그렇게 가기로 하고 얘는 자기 혼자 그냥 가 버렸단 말이야.
가 버렸는데,가 버렸는데
막 우리 둘이 막 무서워가지고 막 벌벌 떨면서 편의점 어딨어 카면서 막 이렇게 가고 있는데,막 우리 둘이 막 무서워가지고 막 벌벌 떨면서 편의점 어딨어 하면서 막 이렇게 가고 있는데
어~ 난 그거  어르신 어른 두 명 딱 봐도 부부로 보이는 분들이 와가지고,어~ 난 그거  어르신 어른 두 명 딱 봐도 부부로 보이는 분들이 와가지고
혹시 뭐~ 다른 교복 입은 애 못 봤냐면서 막 찾는 거야 우리한테,혹시 뭐~ 다른 교복 입은 애 못 봤냐면서 막 찾는 거야 우리한테
그래서 아~ 걔 부모님인가 해서 혹시 뭐~ 이름이 누구누군가요 이카니깐,그래서 아~ 걔 부모님인가 해서 혹시 뭐~ 이름이 누구누군가요 이러니깐
어 맞다면서 너 왜 너네 혼 너네끼리만 오냐고 그~ 내 딸 어딨냐 카는데,어 맞다면서 너 왜 너네 혼 너네끼리만 오냐고 그~ 내 딸 어딨냐 하는데
그거 부모님 오신다고 해서 먼저 갔다고 이케 했어.,그거 부모님 오신다고 해서 먼저 갔다고 이렇게 했어.
하니까 혼자 보내면 어떡하냐 근데 우리도 모르니까 걔는 혼자 간다카니까 부모님 오신다고,하니까 혼자 보내면 어떡하냐 근데 우리도 모르니까 걔는 혼자 간다고 하니까 부모님 오신다고
그래서 보내고 그래서 저희도 사실 잘 몰르겠다 저희는,그래서 보내고 그래서 저희도 사실 잘 몰르겠다 저희는
그거 지금 집에 안 가고 있다 약간 이렇게 말하니까 쪼끔,그거 지금 집에 안 가고 있다 약간 이렇게 말하니까 쪼끔
쫌 불량 청소년 같은 느낌은 있지만,조금 불량 청소년 같은 느낌은 있지만
불량 청소년까진 아니었는데 아무튼 그래가지고 걔랑 내랑은 편의점 가서 밤 새고,불량 청소년까진 아니었는데 아무튼 그래가지고 걔랑 나랑은 편의점 가서 밤 새고
아침에 다섯 시 몇 분인가,아침에 다섯 시 몇 분인가
첫차 타고 기차 지하철 첫차 타고 각자 집에 갔거든,첫차 타고 기차 지하철 첫차 타고 각자 집에 갔거든
그래가지고 그때 약간 너무 힘들었어가지구,그래가지고 그때 약간 너무 힘들었어가지구
고등학생 처음 약간 서울 가가지구,고등학생 처음 약간 서울 가가지구
너무 큰 모험을 해가지구,너무 큰 모험을 해가지구
그때가 약간 가장 처음 어디 누굴 보러 갔었던 거고,그때가 약간 가장 처음 어디 누굴 보러 갔었던 거고
그다음부터 한 스무 살 돼가지고는,그다음부터 한 스무 살 돼가지고는
내가 그때 각시탈이란 드라마를 굉장히 좋아했거든,내가 그때 각시탈이란 드라마를 굉장히 좋아했거든
그래서 그때 박기웅이라는 배우를 엄청 좋아했어.,그래서 그때 박기웅이라는 배우를 엄청 좋아했어.
그래가지고 그때도 약간 약간 한번 덕질을 하면 좀 심하게 하는 타입이라서,그래가지고 그때도 약간 약간 한번 덕질을 하면 좀 심하게 하는 타입이라서
