사투리,표준어
저는 최근에 쇼핑을 마지막으로 했던 게,저는 최근에 쇼핑을 마지막으로 했던 게
그~ 롯데백화점,그~ 롯데백화점
부산에 보면은 서면 본점이 있어여 거기 가서 이제,부산에 보면은 서면 본점이 있어여 거기 가서 이제
제가 사고 싶었던 가방을 산 게 제일 마지막 쇼핑인 데요 그~,제가 사고 싶었던 가방을 산 게 제일 마지막 쇼핑인 데요 그~
남성분들은 이제 명품 브랜드라고 하면은 많이 알고 있는 데가 많이 없겠지만,남성분들은 이제 명품 브랜드라고 하면은 많이 알고 있는 데가 많이 없겠지만
여자들은 약간 그~ 가방을 살 때,여자들은 약간 그~ 가방을 살 때
자기들마다 이게 선호하는 브랜드가 있잖 있어요 그래서,자기들마다 이게 선호하는 브랜드가 있잖 있어요 그래서
저는 이제 원래 명 원래 명품이나 명품 브랜드나 뭐~ 가방에 욕심이 없었는데,저는 이제 원래 명 원래 명품이나 명품 브랜드나 뭐~ 가방에 욕심이 없었는데
올해 초에 그~ 샤넬이라는 가방을 하나 사야겠다라고 생각을 해서,올해 초에 그~ 샤넬이라는 가방을 하나 사야겠다라고 생각을 해서
아까 말씀드린 그 롯데백화점 부산 본점에 가서 샀었어여 근데,아까 말씀드린 그 롯데백화점 부산 본점에 가서 샀었어여 근데
그~ 남성분들은 잘 모르시겠지만 그~,그~ 남성분들은 잘 모르시겠지만 그~
여자들이 많이 사용하는 가방들의 그냥 백화점에 가서 사고 싶다고 해서 사는 게 아니라,여자들이 많이 사용하는 가방들의 그냥 백화점에 가서 사고 싶다고 해서 사는 게 아니라
그~ 해당 브랜드의 그 제품을,그~ 해당 브랜드의 그 제품을
미리 예약을 해 놓고 재고가 들어오면은 그때 가서 구매를,미리 예약을 해 놓고 재고가 들어오면은 그때 가서 구매를
한단 말이에요 그래서 제가 이제 그때 가서 샀는데,한단 말이에요 그래서 제가 이제 그때 가서 샀는데
그~ 우리가 아는 샤넬이란 브랜드가 되게 가격이 높잖아여 고가잖아요 그래서,그~ 우리가 아는 샤넬이란 브랜드가 되게 가격이 높잖아여 고가잖아요 그래서
고가여서 진짜 막 마음을 졸이면서 막 겨우겨우 샀었어요.,고가여서 진짜 막 마음을 졸이면서 막 겨우겨우 샀었어요.
근데 샀는데 제가 올해 초에 일월에 샀었는데,근데 샀는데 제가 올해 초에 일월에 샀었는데
삼월에 가격이 확 오른 거예요.,삼월에 가격이 확 오른 거예요.
그래서 한 확 올라서,그래서 한 확 올라서
왜 사람들이 그런 말 하잖아요 명품 사 가지고 재테크한다고 하잖아요.,왜 사람들이 그런 말 하잖아요 명품 사 가지고 재테크한다고 하잖아요.
하루하루 사이에 백오십만 원이 오른 거예요 가방이,하루하루 사이에 백오십만 원이 오른 거예요 가방이
가방이 세 백오십만 원이 오른 거예요 그래서 와 친구들이 진짜 넌 다시 팔아라.,가방이 세 백오십만 원이 오른 거예요 그래서 와 친구들이 진짜 넌 다시 팔아라.
이건 찾기 어려운 거니까 다시 팔아라 막 이러더라고요.,이건 찾기 어려운 거니까 다시 팔아라 막 이러더라고요.
혹시 명품이나 아니면은,혹시 명품이나 아니면은
어떤 그~ 쇼핑을 잘해서,어떤 그~ 쇼핑을 잘해서
이득을 본 경험이 있으신가요?,이득을 본 경험이 있으신가요?
네 저도 그런 경험이 있었는데요.,네 저도 그런 경험이 있었는데요.
저는 아무래도 명품보다는 그~ 신발 중에 나이키 조던이란 브랜드가 있는데,저는 아무래도 명품보다는 그~ 신발 중에 나이키 조던이란 브랜드가 있는데
그~ 조던이란 운동화가,그~ 조던이란 운동화가
출고가는 보통 뭐~ 십만 원 후반 선에서 이십만 원대,출고가는 보통 뭐~ 십만 원 후반 선에서 이십만 원대
많이 올라가면 삼십만 원대로 출고가가 생성되는 걸로 아는데요.,많이 올라가면 삼십만 원대로 출고가가 생성되는 걸로 아는데요.
그~ 조던이라는 브랜드를 뭐~ 국내 유명 연예인들 중에,그~ 조던이라는 브랜드를 뭐~ 국내 유명 연예인들 중에
지드래곤이나 이런 분들이 신으시면,지드래곤이나 이런 분들이 신으시면
적어도 제가 알기로는 여섯 배에서 일곱 배 정도 뛰는 걸로 알고 있거든요.,적어도 제가 알기로는 여섯 배에서 일곱 배 정도 뛰는 걸로 알고 있거든요.
제가 그~ 고등학생 때 샀던 신발 중에,제가 그~ 고등학생 때 샀던 신발 중에
나이키 업템포라는 신발이 있는데 제가 샀을 때는 당시에,나이키 업템포라는 신발이 있는데 제가 샀을 때는 당시에
이십일만 원인가 그쯤 주고 샀었는데 지드래곤이 신고 나오면서,이십일만 원인가 그쯤 주고 샀었는데 지드래곤이 신고 나오면서
되게 유행을 타 가지고 한 때,되게 유행을 타 가지고 한 때
몇백만 원까지 올랐던 걸로 기억하고 있거든요.,몇백만 원까지 올랐던 걸로 기억하고 있거든요.
아무래도 연예인들의 그~,아무래도 연예인들의 그~
노이즈 마케팅이 한몫을 했던 거 같애요.,노이즈 마케팅이 한몫을 했던 거 같애요.
어~ 그~ 제가 좋아하는 브랜드는 그래서 아까 말씀드렸다시피 조던이랑,어~ 그~ 제가 좋아하는 브랜드는 그래서 아까 말씀드렸다시피 조던이랑
나이키 이런 스포츠 브랜드를 주로 좋아하는데,나이키 이런 스포츠 브랜드를 주로 좋아하는데
어떤 브랜드를 좋아하시는지 궁금합니다.,어떤 브랜드를 좋아하시는지 궁금합니다.
의류 브랜드 중에서는여 저는 이제 뭐~ 스포츠 브랜드는 별로 안 좋아하고,의류 브랜드 중에서는여 저는 이제 뭐~ 스포츠 브랜드는 별로 안 좋아하고
이제 나이가 있다 보이까,이제 나이가 있다 보이까
어~ 백화점이나 아울렛에 있는 브랜드를 좋아하는 편이에요.,어~ 백화점이나 아울렛에 있는 브랜드를 좋아하는 편이에요.
어~ 남성분들은 쫌 생소할 수도 있는데 여성분들은 이제,어~ 남성분들은 조금 생소할 수도 있는데 여성분들은 이제
많이 알고 있는 뭐~ 잇미샤라는 브랜드나,많이 알고 있는 뭐~ 잇미샤라는 브랜드나
아니면은 이제 그~,아니면은 이제 그~
갑자기 생각을 하려고 하니까 생각이 안 나네요.,갑자기 생각을 하려고 하니까 생각이 안 나네요.
