사투리,표준어
저는 그~ 자동차 면허 일종 면허가 있는데,저는 그~ 자동차 면허 일종 면허가 있는데
아직까지 그~ 코로나도 그렇고 제가 운전 미숙이 쫌 심해서,아직까지 그~ 코로나도 그렇고 제가 운전 미숙이 조금 심해서
이렇게 장거리 운전을 한 적은 없거든요.,이렇게 장거리 운전을 한 적은 없거든요.
그래서 약간 쫌 운전에 대해서 미숙한데 혹시 운전면허 가지고 계실까요?,그래서 약간 조금 운전에 대해서 미숙한데 혹시 운전면허 가지고 계실까요?
어~ 저는 어~ 스무 살 때 운전면허 일종 보통을 땄구요.,어~ 저는 어~ 스무 살 때 운전면허 일종 보통을 땄구요.
인제 제가 군대를 갔다 왔는데,인제 제가 군대를 갔다 왔는데
그때 운전병으로 제가 지원해서 운전병으로,그때 운전병으로 제가 지원해서 운전병으로
주특기를 선택해서 군대를,주특기를 선택해서 군대를
어~ 전역하고 했거든요.,어~ 전역하고 했거든요.
그러다 보니깐 운전병 하다 보니깐,그러다 보니깐 운전병 하다 보니깐
인제 뭐~ 가까운 거리든 또 거리가 아주 먼 거리든 이렇게 자주 운행하다 보니깐 저는,인제 뭐~ 가까운 거리든 또 거리가 아주 먼 거리든 이렇게 자주 운행하다 보니깐 저는
인제 전역할 때쯤 되니까 한 사천 키로미터?,인제 전역할 때쯤 되니까 한 사천 키로미터?
이렇게 많이 쫌 타게 되더라구요.,이렇게 많이 조금 타게 되더라구요.
근데 인제 전역하고 나서는,근데 인제 전역하고 나서는
사회에서는 솔직히 차를 끌 일 차도 차도 없고,사회에서는 솔직히 차를 끌 일 차도 차도 없고
또 차를 끌 일도 없다  보니까,또 차를 끌 일도 없다  보니까
어~ 저도 인제 전역 이후에는 쫌 장롱면허처럼 그렇게 되더라구요.,어~ 저도 인제 전역 이후에는 조금 장롱면허처럼 그렇게 되더라구요.
어~ 그러다 보니깐 뭐~ 저도 쫌,어~ 그러다 보니깐 뭐~ 저도 조금
아직까지 미숙한 부분도 있는 거 같고 그렇게 됐어요.,아직까지 미숙한 부분도 있는 거 같고 그렇게 됐어요.
혹시 뭐~ 일종 보통을 따셨다고 하셨는데 혹시 일종 보통을 선택하신 이유가 있으신가요?,혹시 뭐~ 일종 보통을 따셨다고 하셨는데 혹시 일종 보통을 선택하신 이유가 있으신가요?
우리 집안이 다,우리 집안이 다
일종 보통 따는 추세라 갖고 이제,일종 보통 따는 추세라 갖고 이제
뭐~ 제 내가 고등학생 되기 전부터 부모님께서,뭐~ 제 내가 고등학생 되기 전부터 부모님께서
니는 무조건 일종 따야 된다 안 그러면 우리 집안의 추,너는 무조건 일종 따야 된다 안 그러면 우리 집안의 추
수치다 어떻게 일종이 두 명이나 있는데 일종 못 딸 수가 있나.,수치다 어떻게 일종이 두 명이나 있는데 일종 못 딸 수가 있니.
니는 그거 일종 못 따면 우리 집에 딸 할 생각 하지 마라 이런 식으로 말씀을 해 갖고,너는 그거 일종 못 따면 우리 집에 딸 할 생각 하지 마라 이런 식으로 말씀을 해 갖고
