사투리,표준어
어~ 저는 어~ 항상 쫌,어~ 저는 어~ 항상 조금
좌우명은 가지면서 살려고 노력을 하거든요.,좌우명은 가지면서 살려고 노력을 하거든요.
그니까 아~ 이케 사는 게 좀 그렇잖아요 뭐~ 이게 정답 있는 것도 아니고,그러니까 아~ 이렇게 사는 게 좀 그렇잖아요 뭐~ 이게 정답 있는 것도 아니고
어~ 어떻게 사는 맞고 어떤 게 어떻게 사는 게 틀리고 뭐~ 그런 게 아니잖아요 정답이 없기 때문에,어~ 어떻게 사는 맞고 어떤 게 어떻게 사는 게 틀리고 뭐~ 그런 게 아니잖아요 정답이 없기 때문에
이~ 다 다른 방식으로 각자 자기가 원하는 그런 모습들을 살면 되는데,이~ 다 다른 방식으로 각자 자기가 원하는 그런 모습들을 살면 되는데
네 저는 항상 어~ 생활할 때마다,네 저는 항상 어~ 생활할 때마다
뭔가 이르케 지칭이 있으면 좋겠다 뭐~ 중심이 있었으면 좋겠다라는 생각을 했었고,뭔가 이렇게 지칭이 있으면 좋겠다 뭐~ 중심이 있었으면 좋겠다라는 생각을 했었고
약간 이 중심을 세워서 잘살고 있는지 확인을 할려면,약간 이 중심을 세워서 잘살고 있는지 확인을 할려면
뭔가 이르케 눈에 보여지는 게 있어야 되는데,뭔가 이렇게 눈에 보여지는 게 있어야 되는데
그게 좌우명이 될 수 있다라고 저는 생각을 했었거든요 그래서,그게 좌우명이 될 수 있다라고 저는 생각을 했었거든요 그래서
제가 만들어 놓은 좌우명이 있고,제가 만들어 놓은 좌우명이 있고
그 좌우명대로 내가 살 수 있다면,그 좌우명대로 내가 살 수 있다면
참 괜찮지 않을까 쫌 나중에 시간이 지나더라도,참 괜찮지 않을까 조금 나중에 시간이 지나더라도
후회되지 않을 거 같다라는 생각을 음~ 많이 했어요 그래서,후회되지 않을 거 같다라는 생각을 음~ 많이 했어요 그래서
뭐~ 좌우명이 예전부터 지금까지 쭉 뭐~ 변하지 않고 있었던 건 아니고,뭐~ 좌우명이 예전부터 지금까지 쭉 뭐~ 변하지 않고 있었던 건 아니고
계속계속 바뀌거든요 쫌,계속계속 바뀌거든요 조금
