사투리,표준어
그럼 선물에 관하여 이야기해 볼까요?,그럼 선물에 관하여 이야기해 볼까요?
아니 내가 초등학교 때 받은 선물 중에서 제일 감명 깊었던 게,아니 내가 초등학교 때 받은 선물 중에서 제일 감명 깊었던 게
받았던 게 엄마 아빠가 크리스마스 날 때 그때 우리가 자고 있으면은 엄마 아빠가,받았던 게 엄마 아빠가 크리스마스 날 때 그때 우리가 자고 있으면은 엄마 아빠가
산타클로스가 돼가지고 우리 침대와 침대 사이에 선물을 놓고 갔잖아,산타클로스가 돼가지고 우리 침대와 침대 사이에 선물을 놓고 갔잖아
난 그때 그 선물이 제일 기억난다.,난 그때 그 선물이 제일 기억난다.
내 선물인데 언니야가 아침에 몰래 일어나가주고 뜯어보고 어이,내 선물인데 언니가 아침에 몰래 일어나가지고 뜯어보고 어이
나는 아침에 일어나면 아무것도 모르고 뜯어 본지도 모르고 내 것에 신나가지고 막 뜯어보는데,나는 아침에 일어나면 아무것도 모르고 뜯어 본지도 모르고 내 것에 신나가지고 막 뜯어보는데
이미 언니야는 다 알고 있고 그 선물의 존재에 대해서 그때 인형도 받았었고,이미 언니는 다 알고 있고 그 선물의 존재에 대해서 그때 인형도 받았었고
미미 인형 나 그때 그거 받았었는데 아나?,미미 인형 나 그때 그거 받았었는데 아니?
열 뭐라 하지 그런 걸?,열 뭐라 하지 그런 걸?
창문 열듯이 양쪽을 이렇게 열면 인형의 집이 있어 그 위에 이제 버튼을 누르면,창문 열듯이 양쪽을 이렇게 열면 인형의 집이 있어 그 위에 이제 버튼을 누르면
거울이 있는데 그 거울 쪽에서 빛이 들어와 그러면은,거울이 있는데 그 거울 쪽에서 빛이 들어와 그러면은
헤레레 하면서 소리 나면서 이제 미미 인형이 탁 있는 그~ 티비에 광고하던 그 잡  제품,헤레레 하면서 소리 나면서 이제 미미 인형이 탁 있는 그~ 티비에 광고하던 그 잡  제품
기억나지 그때 우리 집에 누가 남자애가 놀러를 왔는데,기억나지 그때 우리 집에 누가 남자애가 놀러를 왔는데
그때 니 또래 남자애였어 근데 걔가 약간,그때 네 또래 남자애였어 근데 걔가 약간
여성적인 걸 좋아해가지고 니 인형에 관심을 많이 가졌었잖아 그래가주고,여성적인 걸 좋아해가지고 네 인형에 관심을 많이 가졌었잖아 그래가지고
니 방 가가주구 이제 니 인형을 갖다가 다 손대고 이라니까,네 방 가가지고 이제 네 인형을 갖다가 다 손대고 이러니까
니가 막 짜증 내고 했었던 게 생각난다 그 인형은 아직도 까먹지 않았지 나도,네가 막 짜증 내고 했었던 게 생각난다 그 인형은 아직도 까먹지 않았지 나도
그때 얼마나 씅이 났는지 내가 어?,그때 얼마나 성이 났는지 내가 어?
그때 내 나는 그 인형 받고 언니야는  인형 그~,그때 나 나는 그 인형 받고 언니는  인형 그~
시츄 인형 내 그 안에 엄마 아빠가 불량 식품 넣어놨던 게  진짜,시츄 인형 나 그 안에 엄마 아빠가 불량 식품 넣어놨던 게  진짜
내 선물이 아니었지만 뭔가 애기 때 봤을 때 진짜 이건 최고의 선물이다 루피 잘 있나?,내 선물이 아니었지만 뭔가 애기 때 봤을 때 진짜 이건 최고의 선물이다 루피 잘 있니?
루피는 한 사 년 전에 이제 빠이빠이 했고 왜냐면 너무 더러워가주고,루피는 한 사 년 전에 이제 빠이빠이 했고 왜냐면 너무 더러워가지고
에 그때 그 불량 식품 가득 들고 내가 자랑을 한다고,에 그때 그 불량 식품 가득 들고 내가 자랑을 한다고
그 추운 겨울날에 그 강아지 가방이었어 그 루피 강아지를 메고 &company-name1&를 갔어,그 추운 겨울날에 그 강아지 가방이었어 그 루피 강아지를 메고 &company-name1&를 갔어
그~ &company-name1& 아저씨하고 아줌마가 이제 장사를 하고 계시잖아  내를 얼굴 아니까,그~ &company-name1& 아저씨하고 아줌마가 이제 장사를 하고 계시잖아  나를 얼굴 아니까
새로 보이는 가방이네 이러니까 내가 아~ 이거 크리스마스 때 산타클로스가 줬어요 이래서,새로 보이는 가방이네 이러니까 내가 아~ 이거 크리스마스 때 산타클로스가 줬어요 이래서
안에 꽈자도 많이 줬어요 이러면서 아저씨한테 막 내가 막 보여주고 그랬어,안에 과자도 많이 줬어요 이러면서 아저씨한테 막 내가 막 보여주고 그랬어
그래갖고 아저씨가 꽈자가 많이 있네 이래서 그런데도 저는 여기다가 꽈자를 담을 거예요 이래서,그래갖고 아저씨가 과자가 많이 있네 이래서 그런데도 저는 여기다가 과자를 담을 거예요 이래서
그~ &company-name1&에서 파는 백 원짜리 꽈자를 한 다섯 개인가 오백 원어치 사가주고,그~ &company-name1&에서 파는 백 원짜리 과자를 한 다섯 개인가 오백 원어치 사가지고
다시 그 가방 안에 집어넣고 그래서 걔를 계속해서 내가 채워줬었어,다시 그 가방 안에 집어넣고 그래서 걔를 계속해서 내가 채워줬었어
그래갖고 이제 집에 가면 또 그거 다 까먹고 그랬었지,그래갖고 이제 집에 가면 또 그거 다 까먹고 그랬었지
그때 우리 이제 인형 받을 나이가 쫌 지나고 나서부터는 박스 안에 이제 꽈자,그때 우리 이제 인형 받을 나이가 조금 지나고 나서부터는 박스 안에 이제 과자
