사투리,표준어
나 요새 새로 시작한 취미가 있어.,나 요새 새로 시작한 취미가 있어.
그게 그거 있다 아이가,그게 그거 있지 않니
향초,향초
초 만드는 거 있다 아이가 그거를 시작했는데 그거 어떻게 시작하게 됐냐면,초 만드는 거 있지 않니 그거를 시작했는데 그거 어떻게 시작하게 됐냐면
내가 인스타그램을 하는데,내가 인스타그램을 하는데
그~ 어디 업체에서 그거를 키트를 보내주는 거야.,그~ 어디 업체에서 그거를 키트를 보내주는 거야.
키브 안에 그~ 재료 왁스,키브 안에 그~ 재료 왁스
왁스랑 그다음에 그~ 나중에 담을 수 있는 그릇이랑,왁스랑 그다음에 그~ 나중에 담을 수 있는 그릇이랑
그다음에 고 심지랑 해가지고 보내주는데 그렇게 하고 끝이 아니라,그다음에 고 심지랑 해가지고 보내주는데 그렇게 하고 끝이 아니라
그~ 인터넷 방송으로 해가지고 어떻게 하는지 설명을 다 해 줘.,그~ 인터넷 방송으로 해가지고 어떻게 하는지 설명을 다 해 줘.
선생님이 와서,선생님이 와서
그래서 내가 그거 보고하면 되는데,그래서 내가 그거 보고하면 되는데
그게 한 번 하고 나니까 너무 간단해서 재밌는 거야 또 이게 딱 나오면,그게 한 번 하고 나니까 너무 간단해서 재밌는 거야 또 이게 딱 나오면
솔직히 말하면 내가 만든 거 보고 너무 전문가 같애서 내 소질이 있는 거 같은 거야.,솔직히 말하면 내가 만든 거 보고 너무 전문가 같애서 나 소질이 있는 거 같은 거야.
그래 갖고 그거 시작하고 나서 지금 거진 십만 원 넘게 썼다.,그래 갖고 그거 시작하고 나서 지금 거의 십만 원 넘게 썼다.
한 지 한 달도 안 됐거든.,한 지 한 달도 안 됐거든.
그~ 퇴근하고 집에 가면은 밥 먹고 이제 그거 하는 거야.,그~ 퇴근하고 집에 가면은 밥 먹고 이제 그거 하는 거야.
한창 하다가 그거 하다가 자는 거야.,한창 하다가 그거 하다가 자는 거야.
그래 갖고 너무 재밌어서 니도 그~ 만약에 지금 뭐~ 따로 하는 거 없으면은,그래 갖고 너무 재밌어서 너도 그~ 만약에 지금 뭐~ 따로 하는 거 없으면은
그~ 양초 만드는 거 함 해봐 진짜 간단하고 쉬워.,그~ 양초 만드는 거 한 번 해봐 진짜 간단하고 쉬워.
그리고 남들한테 선물하기도 좋고,그리고 남들한테 선물하기도 좋고
양초 양초 만들기 진짜 재밌겠다.,양초 양초 만들기 진짜 재밌겠다.
음~ 나도 그~  집을 꾸 집을 꾸미는 걸 좋아해가지고,음~ 나도 그~  집을 꾸 집을 꾸미는 걸 좋아해가지고
그~ 아는 아는 아는 지인분이 선물해준 이 디퓨저를,그~ 아는 아는 아는 지인분이 선물해준 이 디퓨저를
디퓨저를 받고 나니까 나도 향초 만들기도 만들기고,디퓨저를 받고 나니까 나도 향초 만들기도 만들기고
디퓨저도 혹시 만들 수 있 있으면 한 번 만들어 보고 싶네.,디퓨저도 혹시 만들 수 있 있으면 한 번 만들어 보고 싶네.
나도 그~ 다이소 같은 데 가면 이~ 향초나 디퓨저 같은 거 많이 구경하는데,나도 그~ 다이소 같은 데 가면 이~ 향초나 디퓨저 같은 거 많이 구경하는데
얘기를 들어보니까 이~ 향초 만들기,얘기를 들어보니까 이~ 향초 만들기
나도 쫌 잘 해볼 수 있을까?,나도 조금 잘 해볼 수 있을까?
어 그거 진짜 쉽다 그냥,어 그거 진짜 쉽다 그냥
그~ 왁스 있다 아이가,그~ 왁스 있지 않니
왓 왁스를 보통 쏘이 왁스라는 걸 쓰거든.,왓 왁스를 보통 쏘이 왁스라는 걸 쓰거든.
그거를 갖다가 그냥 통에 넣고 적당한 온도로 녹여서,그거를 갖다가 그냥 통에 넣고 적당한 온도로 녹여서
그거를 갖다가 그냥 심지에 꽂은 다음에 틀에 그~ 통에다가 붓기만 하면 돼.,그거를 갖다가 그냥 심지에 꽂은 다음에 틀에 그~ 통에다가 붓기만 하면 돼.
그리고  굳히면 끝난단 말이야.,그리고  굳히면 끝난단 말이야.
어~ 그리고 진짜 완전 쉬워.,어~ 그리고 진짜 완전 쉬워.
그래서 디퓨저도 근데 내가 알기로는 그~ 뭐지 그~ 액체 있다 아이가.,그래서 디퓨저도 근데 내가 알기로는 그~ 뭐지 그~ 액체 있지 않니.
그~ 어떤 베이스가 되는 액체가 있어 거기다가,그~ 어떤 베이스가 되는 액체가 있어 거기다가
향을 넣고 나면은 끝이란 말이야.,향을 넣고 나면은 끝이란 말이야.
완전 간단하제.,완전 간단하지.
