사투리,표준어
어~ 야.,어~ 야.
부산은 괜찮제?,부산은 괜찮지?
코로나?,코로나?
어.,어.
어~ 근데 오늘도 확진자가,어~ 근데 오늘도 확진자가
오늘  준비 일이어 가주구 선생님들 다,오늘  준비 일이어 가지고 선생님들 다
삼월 달에 그~ 개학하는 거 있지 뭐~ 준비하고 있거든.,삼월 달에 그~ 개학하는 거 있지 뭐~ 준비하고 있거든.
응~,응~
그래서 학교 매일 가 가지고 뭐~,그래서 학교 매일 가 가지고 뭐~
학생들 이제 삼월에 오면 어떻게 할 건지 일 년 계획 잡고 있어.,학생들 이제 삼월에 오면 어떻게 할 건지 일 년 계획 잡고 있어.
오늘 학교에 갔었구나 삼월 이 일이 개학이구나.,오늘 학교에 갔었구나 삼월 이 일이 개학이구나.
어~ 삼월 이 일에 개학해.,어~ 삼월 이 일에 개학해.
그러면 도서관은 요즘에 문을 여나?,그러면 도서관은 요즘에 문을 열어?
도서관 도서관 그~,도서관 도서관 그~
코로나 상황이어서 작년에는 거의 못 열었잖아.,코로나 상황이어서 작년에는 거의 못 열었잖아.
거의 비대면으로 하라고 해서 못 여는 데도 많았는데,거의 비대면으로 하라고 해서 못 여는 데도 많았는데
지금은 문 여는 데가 많지.,지금은 문 여는 데가 많지.
그래도 쫌 비대면으로 했으면 하니까 뭐~ 예약을 하거나,그래도 조금 비대면으로 했으면 하니까 뭐~ 예약을 하거나
뭐~ 그런 형식으로,뭐~ 그런 형식으로
대출 반납도 그냥 반납함 통해서 하라거나 뭐~ 그렇게 많이 바꼈어.,대출 반납도 그냥 반납함 통해서 하라거나 뭐~ 그렇게 많이 바뀌었어.
이~ 예전보다 쫌 자유롭게 많이 못하는 거 같더라고,이~ 예전보다 조금 자유롭게 많이 못하는 거 같더라고
애들도 쫌 불편해하는 거 같기도,애들도 조금 불편해하는 거 같기도
이 학교에 왔더니 작년에 그 사서,이 학교에 왔더니 작년에 그 사서
선생님 말로는 거의 문을 못 열었다고 하더라고,선생님 말로는 거의 문을 못 열었다고 하더라고
학생들이 예약을 하면 이제 그 책을 다 빌려주는 형식으로,학생들이 예약을 하면 이제 그 책을 다 빌려주는 형식으로
한 명을 뽑아서 그렇게 했대.,한 명을 뽑아서 그렇게 했대.
예전처럼 대출이 많이 되면은 참 좋은데,예전처럼 대출이 많이 되면은 참 좋은데
올해는 올해는 그리구 교육청에서도 전면 등교를,올해는 올해는 그리구 교육청에서도 전면 등교를
많이 하려고 하는 거 같은데,많이 하려고 하는 거 같은데
너희 학교 동아리는 아직 활동이 있을지 없을지 모르겠다.,너희 학교 동아리는 아직 활동이 있을지 없을지 모르겠다.
동아리 어~ 창체 동아리가 있어서,동아리 어~ 창체 동아리가 있어서
모든 선생님들이 거의 대부분 하나씩 맡아서,모든 선생님들이 거의 대부분 하나씩 맡아서
그 정규 수업 시간에 하는 거 있거든.,그 정규 수업 시간에 하는 거 있거든.
그래서 학생들이 다 자유롭게 하고 싶은 거 다 정해서 하는 게 있어서,그래서 학생들이 다 자유롭게 하고 싶은 거 다 정해서 하는 게 있어서
그거는 괜찮은데 어~ 자율 동아리라고,그거는 괜찮은데 어~ 자율 동아리라고
학생들이 스스로 만들어 가주고,학생들이 스스로 만들어 가지고
에~ 그~ 진도 선생님 한 분 모시고 있지만 거의 대부분의 학생들이 운영하는 동아리,에~ 그~ 진도 선생님 한 분 모시고 있지만 거의 대부분의 학생들이 운영하는 동아리
동아리 활동을 학생들이 막 자유롭게 만나서,동아리 활동을 학생들이 막 자유롭게 만나서
하고 뭐~ 그런 걸 많이 못 하는 거 같애.,하고 뭐~ 그런 걸 많이 못 하는 거 같애.
아니면 또 동아리 활동할 때,아니면 또 동아리 활동할 때
어~ 보통 밖에 많이 나가서 하잖아 또 밖에서,어~ 보통 밖에 많이 나가서 하잖아 또 밖에서
체험을 하거나 이~ 그런 걸 많이 못 해서 애들이 쫌,체험을 하거나 이~ 그런 걸 많이 못 해서 애들이 조금
많이 아쉬웠던 거 같애 작년에는,많이 아쉬웠던 거 같애 작년에는
아~ 우리 학교 다닐 때는 이런 게 없었는데 말이야.,아~ 우리 학교 다닐 때는 이런 게 없었는데 말이야.
그치 예전에는 동아리 활동도 그냥 자유롭게 하고,그치 예전에는 동아리 활동도 그냥 자유롭게 하고
그리고 지금은 그런 것도 못 가잖아 작년에는 수학여행 수련회 이런 것도 애들 거의 뭐~ 하나도 못 갔잖아.,그리고 지금은 그런 것도 못 가잖아 작년에는 수학여행 수련회 이런 것도 애들 거의 뭐~ 하나도 못 갔잖아.
그러니까,그러니까
자 우리 그냥 학창 시절 추억하면 수학여행이잖아.,자 우리 그냥 학창 시절 추억하면 수학여행이잖아.
근데 수학여행을 거의 못 가니까,근데 수학여행을 거의 못 가니까
애들도 인제 그~ 이번에 일 학년,애들도 인제 그~ 이번에 일 학년
그~ 사 반 끝나면서 애들이 얘기를 많이 한 게,그~ 사 반 끝나면서 애들이 얘기를 많이 한 게
제일 아쉬웠던 게 그거였대 수련회나,제일 아쉬웠던 게 그거였대 수련회나
추억이 많이 없다 수학여행 추억이 많잖아.,추억이 많이 없다 수학여행 추억이 많잖아.
맞아 우리는 어디로 갔었지?,맞아 우리는 어디로 갔었지?
우리는 거기 어~ 속리산 근처로 갔었던 거 같 어~ 거기 근처 가서,우리는 거기 어~ 속리산 근처로 갔었던 거 같 어~ 거기 근처 가서
어~ 거기도 숙소를 속리산 근처에 있는 어~,어~ 거기도 숙소를 속리산 근처에 있는 어~
거기 잡아서 주변을 돌았,거기 잡아서 주변을 돌았
맞아 산이 있었던 거 같애.,맞아 산이 있었던 거 같애.
어~ 그래서 아침에 새벽에 여섯 시에 일어나서,어~ 그래서 아침에 새벽에 여섯 시에 일어나서
등산을 했었어 거기 이름이 뭐였지 문장대였나 하이튼 속리산 정상 이름이,등산을 했었어 거기 이름이 뭐였지 문장대였나 하여튼 속리산 정상 이름이
그랬던 건 같은데 그래서 그~ 등산했던 기억이 나는데,그랬던 건 같은데 그래서 그~ 등산했던 기억이 나는데
어~ 나는 지난 과거를 잘,어~ 나는 지난 과거를 잘
같은 반이었으니까 아~ 삼 학년 때는 같은 반이 아니었네.,같은 반이었으니까 아~ 삼 학년 때는 같은 반이 아니었네.
같이 갔지 어~  때 같은 반이었,같이 갔지 어~  때 같은 반이었
어~ 우리 수학여행 같이 가서 근데 아마 숙소를 방을 어떻게 했는지 모르겠다.,어~ 우리 수학여행 같이 가서 근데 아마 숙소를 방을 어떻게 했는지 모르겠다.
그래서 어~ 그냥 있고 뭐~ 어디 가고 하는 그냥 수학여행 자체가 즐거웠던 거 같애.,그래서 어~ 그냥 있고 뭐~ 어디 가고 하는 그냥 수학여행 자체가 즐거웠던 거 같애.
맞아 그냥 버스 타고 가 가주고 집에,맞아 그냥 버스 타고 가 가지고 집에
맨 안 가고 같이 잠자는 거,맨 안 가고 같이 잠자는 거
뭐~ 오드라고 그런 게 그냥 재밌는 추억이었던 거 같은데,뭐~ 오더라고 그런 게 그냥 재밌는 추억이었던 거 같은데
근데 작년에는 이제 그런 걸 못 해서,근데 작년에는 이제 그런 걸 못 해서
그래서 이 학년 애들을 올해는 뭐~,그래서 이 학년 애들을 올해는 뭐~
코로나가 끝난다고 치면 졸업 여행을 가자라는 말도 있었어 중 삼이 되니까,코로나가 끝난다고 치면 졸업 여행을 가자라는 말도 있었어 중 삼이 되니까
근데 그것도 가능할지 아직 잘 모르겠다만,근데 그것도 가능할지 아직 잘 모르겠다만
백신을 빨리 다 아~ 백신 나왔지 백신을 빨리 맞으면,백신을 빨리 다 아~ 백신 나왔지 백신을 빨리 맞으면
다 정상이 되면 가능하지 않을까?,다 정상이 되면 가능하지 않을까?
그러게 올해 말은 쫌 다를 거 같다 상황이,그러게 올해 말은 조금 다를 거 같다 상황이
어~ 올해 말은 그래서 지금 이번 주에 그~ 학교 간 선생님들 중에서,어~ 올해 말은 그래서 지금 이번 주에 그~ 학교 간 선생님들 중에서
그~ 수련회 담당한 선생님들은 지금 수련회를 일단 일정을 잡고 있다고 하시던데,그~ 수련회 담당한 선생님들은 지금 수련회를 일단 일정을 잡고 있다고 하시던데
금 전화 여러 군데 이제 숙소 뭐~ 이런 것도 알아보고,그럼 전화 여러 군데 이제 숙소 뭐~ 이런 것도 알아보고
체크하시고 일정 잡고 그런 거 이번 주에 하고 계시대.,체크하시고 일정 잡고 그런 거 이번 주에 하고 계시대.
혹시나 못 갈 수도 있지만 이제 갈 수도 있으니까,혹시나 못 갈 수도 있지만 이제 갈 수도 있으니까
가면 이제 학생들은 엄청 즐거워할 거 같은데,가면 이제 학생들은 엄청 즐거워할 거 같은데
그러게 아주 인제 일상생활이 아니다가,그러게 아주 인제 일상생활이 아니다가
진짜 일상생활 같은 일상생활을 하게 되네.,진짜 일상생활 같은 일상생활을 하게 되네.
어~ 그렇지 작년에는 거의 수업도 다 온라인으로 했잖아.,어~ 그렇지 작년에는 거의 수업도 다 온라인으로 했잖아.
그래서 학생들이 다 줌으로 화상으로만,그래서 학생들이 다 줌으로 화상으로만
거의 수업을 많이 하니까 아직 대면 수업이 익숙하지 않은 그런,거의 수업을 많이 하니까 아직 대면 수업이 익숙하지 않은 그런
학생들도 있을 거 같애 초등학생들 특히 그럴 거 같다 그치?,학생들도 있을 거 같애 초등학생들 특히 그럴 거 같다 그치?
애들이,애들이
학교 리를 와서 나와서 수업 듣는 것보다 그냥 온라인으로 하겠다.,학교 리를 와서 나와서 수업 듣는 것보다 그냥 온라인으로 하겠다.
그래서 그것도 쫌 걱정되고,그래서 그것도 조금 걱정되고
아~ 사회생활 이런 것들을 배우기 전에 일단,아~ 사회생활 이런 것들을 배우기 전에 일단
또 만나고 해야 쪼금 어~ 그런 면들도 쫌 배울 텐데.,또 만나고 해야 쪼금 어~ 그런 면들도 조금 배울 텐데.
집에서 그냥 혼자서 줌으로만 보니까,집에서 그냥 혼자서 줌으로만 보니까
그래서 우울증 같은 것도 많이 생기는 거 같,그래서 우울증 같은 것도 많이 생기는 거 같
무기력하고,무기력하고
어~ 무기력해 그래서 쫌 많이 뛰어놀 수 있고 애,어~ 무기력해 그래서 조금 많이 뛰어놀 수 있고 애
올해는 쫌 그렇게 되지 않을까 싶긴 한데,올해는 조금 그렇게 되지 않을까 싶긴 한데
그러게 애들이 진짜 마스크 끼는 게,그러게 애들이 진짜 마스크 끼는 게
당연시 인제는 돼 버렸으니깐,당연시 인제는 돼 버렸으니깐
급식도 한 칸씩 띄어서 칸막이 있는 데서 앉아서 먹고,급식도 한 칸씩 띄어서 칸막이 있는 데서 앉아서 먹고
