사투리,표준어
나는 인스타그램이랑 페이스북이랑 뭐~ 옛날에는,나는 인스타그램이랑 페이스북이랑 뭐~ 옛날에는
옛날에는 뭐~ 다른 것 싸이월드 이런 것도 되게 열심히 했었거든.,옛날에는 뭐~ 다른 것 싸이월드 이런 것도 되게 열심히 했었거든.
니는 그러면 인스타그램 같은 거 잘 쓰나?,너는 그러면 인스타그램 같은 거 잘 쓰나?
나 인스타 같은 건 엄청 많이 쓰고,나 인스타 같은 건 엄청 많이 쓰고
어~ 싸이월드도 쫌 해 봤는데 완전히 그 세대는 아니어 가지고,어~ 싸이월드도 조금 해 봤는데 완전히 그 세대는 아니어 가지고
인 트 인 요즘엔 인스타그램 많이 보면서,인 트 인 요즘엔 인스타그램 많이 보면서
이제 요즘에 인스타그램으로 광고 같은 거 많이 하잖아.,이제 요즘에 인스타그램으로 광고 같은 거 많이 하잖아.
이제 보니깐 사람들이 전부 다 인스타그램으로 광고를 하는데 정말,이제 보니깐 사람들이 전부 다 인스타그램으로 광고를 하는데 정말
사람들마다 엄청 다른 아이디어 가지고 하는 거 보니깐 거기서 배울 것도 많고 그리고,사람들마다 엄청 다른 아이디어 가지고 하는 거 보니깐 거기서 배울 것도 많고 그리고
광고할 하는 걸 보니깐 나도 혹해서  사고 싶은 것들이 많거든.,광고할 하는 걸 보니깐 나도 혹해서  사고 싶은 것들이 많거든.
그~ 너는 인 뭐~ 인스타그램이나 이런 에스엔에스에서 광고 보면서 사고 싶었던 거 있는 적,그~ 너는 인 뭐~ 인스타그램이나 이런 에스엔에스에서 광고 보면서 사고 싶었던 거 있는 적
있었던 적 있어?,있었던 적 있어?
그~ 광고 제일 많이 하는 거 &company-name1& 그거랑,그~ 광고 제일 많이 하는 거 &company-name1& 그거랑
&company-name2& 그~ 방탄소년단이 신었다고 광고 엄청 많이 하는 거야 그래서,&company-name2& 그~ 방탄소년단이 신었다고 광고 엄청 많이 하는 거야 그래서
엄마가 하루는 그거를 에스엔에스에서 광고를 보고,엄마가 하루는 그거를 에스엔에스에서 광고를 보고
야 저거는 꼭 사야 된다 막 이러면서 주문을 하라는 거야.,야 저거는 꼭 사야 된다 막 이러면서 주문을 하라는 거야.
근데 살려고 봤더니 후기를 읽었더니 신발이 지워진대 지우개처럼,근데 살려고 봤더니 후기를 읽었더니 신발이 지워진대 지우개처럼
몇 번만 신 몇 번 신으면 신발이 없어진다는 거야.,몇 번만 신 몇 번 신으면 신발이 없어진다는 거야.
그래 가지구 그거는 사고 싶었는데 일단 보류해 놨고,그래 가지구 그거는 사고 싶었는데 일단 보류해 놨고
&company-name2&이라고 발가락에 끼우면은 살이 빠진대.,&company-name2&이라고 발가락에 끼우면은 살이 빠진대.
그래서 그거는 샀거든 싸길래 근데,그래서 그거는 샀거든 싸길래 근데
발가락만 아프기만 아프고 살은 하나도 안 빠지더라고.,발가락만 아프기만 아프고 살은 하나도 안 빠지더라고.
그~ 그게 에스엔에스 광고의 문제인 거 같더라고.,그~ 그게 에스엔에스 광고의 문제인 거 같더라고.
그데 내 친구가 예전에 쇼핑몰 할 때 에스엔에스를 통해서 이제,그데 내 친구가 예전에 쇼핑몰 할 때 에스엔에스를 통해서 이제
광고를 해 보겠다고 인플루언서들한테 그~ 디엠을 보내 가지고,광고를 해 보겠다고 인플루언서들한테 그~ 디엠을 보내 가지고
막 그~ 쫌 광고 협찬해 줄 테니깐 광고 쫌 해 주면 안 되겠냐고 하니깐,막 그~ 조금 광고 협찬해 줄 테니깐 광고 조금 해 주면 안 되겠냐고 하니깐
그~ 이천 명 정도 되는 사람들은 그냥 그건,그~ 이천 명 정도 되는 사람들은 그냥 그건
그 제품만 받고 해 주겠다고 하는 거야 근데,그 제품만 받고 해 주겠다고 하는 거야 근데
진짜 팔로우 많은 사람들은 그~ 협찬해 주고 돈을 많이 버는지,진짜 팔로우 많은 사람들은 그~ 협찬해 주고 돈을 많이 버는지
원고료를 되게 많이 받더라고.,원고료를 되게 많이 받더라고.
니는 그러면 그런 거 내처럼 사보거나 아니면은 막 이런,너는 그러면 그런 거 나처럼 사보거나 아니면은 막 이런
에스엔에스 이용해서 쇼핑을 해 본 경험은 있나?,에스엔에스 이용해서 쇼핑을 해 본 경험은 있니?
음~ 난 에스엔에스로 뭐 사 본 적이 몇 번 있는데,음~ 난 에스엔에스로 뭐 사 본 적이 몇 번 있는데
이제 성공한 적은 딱 한 번밖에 없고 따른 건 다 실패했고,이제 성공한 적은 딱 한 번밖에 없고 다른 건 다 실패했고
이제 군대에서 이제 내 후임이 에스엔에스에서 뭐~,이제 군대에서 이제 내 후임이 에스엔에스에서 뭐~
자세 교정이 된다는 그런 뭐~ 옷 같은 거를 하나 산 적 있는데,자세 교정이 된다는 그런 뭐~ 옷 같은 거를 하나 산 적 있는데
