사투리,표준어
아 네.,아 네.
지금 사용 타고 계시는 오토바이 종류가 어떻게 되시죠?,지금 사용 타고 계시는 오토바이 종류가 어떻게 되시죠?
저는 십이 년식 보이저를 사용하고 있고요 그~,저는 십이 년식 보이저를 사용하고 있고요 그~
제가 요즘 오토바이 타면서 사고도 많이 나고 이런저런 일이 쫌 있었는데  씨는 혹시 그런 경험 없으신가요?,제가 요즘 오토바이 타면서 사고도 많이 나고 이런저런 일이 조금 있었는데  씨는 혹시 그런 경험 없으신가요?
네 저는 오토바이는 딱히 안 타고,네 저는 오토바이는 딱히 안 타고
자동차 타고 있어가지고 괜찮은 거 같애요.,자동차 타고 있어가지고 괜찮은 거 같애요.
오토바이는  어떻게 자주 다치나요?,오토바이는  어떻게 자주 다치나요?
오토바이는 이제 아무래도 자기가 조심한다고 해서 되는 문제가 아니고 남도 같이 조심해 줘야 되기 때문에,오토바이는 이제 아무래도 자기가 조심한다고 해서 되는 문제가 아니고 남도 같이 조심해 줘야 되기 때문에
보통 무단횡단하는 사람들이나,보통 무단횡단하는 사람들이나
쫌 운전을 거칠게 하는 사람들에 의해서 사고가 많이 나는 거 같습니다.,조금 운전을 거칠게 하는 사람들에 의해서 사고가 많이 나는 거 같습니다.
씨는 그럼 자동차는 보통 언제 어떤 상황에 주로 누구와 사용을 하시나요?,씨는 그럼 자동차는 보통 언제 어떤 상황에 주로 누구와 사용을 하시나요?
저는 제가 쓰는 자가용이 아니라 부모님이랑 같이 쓰는 거라서,저는 제가 쓰는 자가용이 아니라 부모님이랑 같이 쓰는 거라서
학교를 가거나 멀리 갈 때 주로 사용하고 있긴 하죠.,학교를 가거나 멀리 갈 때 주로 사용하고 있긴 하죠.
씨는 그러면은 오토바이를 어떤 일에 사용하시나요 보통?,씨는 그러면은 오토바이를 어떤 일에 사용하시나요 보통?
저는 출퇴근 용도나 아니면 가까운,저는 출퇴근 용도나 아니면 가까운
주위 친구들한테 방문할 때 잠시 그런 식을 사용하고 있고요 요즘은 사고가 많이 나면서,주위 친구들한테 방문할 때 잠시 그런 식을 사용하고 있고요 요즘은 사고가 많이 나면서
오토바이가 저랑 같이 쫌 상태가 안 좋아지고 있어가지고,오토바이가 저랑 같이 조금 상태가 안 좋아지고 있어가지고
사용을 쪼금 절제해 볼려고 하고 있습니다.,사용을 쪼금 절제해 볼려고 하고 있습니다.
씨는 그럼 오토바이를 타 보신 경험이나 타고자 하는 생각은 앞으로도 없으실 건가요?,씨는 그럼 오토바이를 타 보신 경험이나 타고자 하는 생각은 앞으로도 없으실 건가요?
네 저는 오토바이를 직접 운전하거나 그런 거는 아직 이케 얘기나 상각하 본 적이 없고요.,네 저는 오토바이를 직접 운전하거나 그런 거는 아직 이렇게 얘기나 상각하 본 적이 없고요.
뒤에 타 본 적은 있지만 앞으로도 없을 거 같습니다 운전하는 경우는,뒤에 타 본 적은 있지만 앞으로도 없을 거 같습니다 운전하는 경우는
그럼  씨는 오토바이 자주 타신다하셨는데,그럼  씨는 오토바이 자주 타신다하셨는데
관리는 어떻게 하시나요?,관리는 어떻게 하시나요?
저는 아까 말씀드인 이때까지의 사고 경험 중에서,저는 아까 말씀드인 이때까지의 사고 경험 중에서
관리라고 할 만큼의 센터를 방문해가지고 수리를 해 본 적은 없기 때문에 오토바이 관리는 딱히 안 하는 거 같고요.,관리라고 할 만큼의 센터를 방문해가지고 수리를 해 본 적은 없기 때문에 오토바이 관리는 딱히 안 하는 거 같고요.
그렇게 질문해 주신  씨도 그러면 차를 사용하시면서,그렇게 질문해 주신  씨도 그러면 차를 사용하시면서
기름을 넣거나 아니면 주행 중에 문제가 생겨서 센터를 가야 할 일이 생기거나,기름을 넣거나 아니면 주행 중에 문제가 생겨서 센터를 가야 할 일이 생기거나
뭐~ 그런 일이 생기실 텐데 이런 일이 생기신다면 만약  씨는 어떻게 해결을 하실 건가요?,뭐~ 그런 일이 생기실 텐데 이런 일이 생기신다면 만약  씨는 어떻게 해결을 하실 건가요?
예 이때까지 차를 자주 사용하지는 않았는데,예 이때까지 차를 자주 사용하지는 않았는데
지금까지는 딱히 문제 되는 경우는 없었고요,지금까지는 딱히 문제 되는 경우는 없었고요
기름 넣는 거는 보통 셀프 주유소 가서 경유로 주유하고,기름 넣는 거는 보통 셀프 주유소 가서 경유로 주유하고
또 딱히 한 건 없지만 워셔액 한 번 채워 넣어 봤고요.,또 딱히 한 건 없지만 워셔액 한 번 채워 넣어 봤고요.
문제 생기면은 일단은 가까운 정비소 가거나 아니면은 보험사나 그런 걸 여쭤보는 게 좋을 거 같은 생각입니다.,문제 생기면은 일단은 가까운 정비소 가거나 아니면은 보험사나 그런 걸 여쭤보는 게 좋을 거 같은 생각입니다.
그럼  씨는 오토바이를 타시는데,그럼  씨는 오토바이를 타시는데
면허는 그럼 오토바이 전용을 따신 건가요 아니면은,면허는 그럼 오토바이 전용을 따신 건가요 아니면은
그냥 뭐~ 일종이나 이종 따가지고 겸사겸사 타는 건가요?,그냥 뭐~ 일종이나 이종 따가지고 겸사겸사 타는 건가요?
저는 이종 보통 면허를 취득해가지고 거기에 백이십오 씨씨 오토바이 주행 가능 면허가 같이 포함이 돼 있기 때문에,저는 이종 보통 면허를 취득해가지고 거기에 백이십오 씨씨 오토바이 주행 가능 면허가 같이 포함이 돼 있기 때문에
이종 보통 면허로 오토바이를 같이 운행하고 있고요.,이종 보통 면허로 오토바이를 같이 운행하고 있고요.
그러면  씨는 제가 알기론 면허가 일종으로 알고 있는데 혹시,그러면  씨는 제가 알기론 면허가 일종으로 알고 있는데 혹시
면허를 따시는 과정 중에 어려운 일이 있으시다던가 몇 번 떨어진 경험이 있으시다던가 그런 경험이 있으신가요?,면허를 따시는 과정 중에 어려운 일이 있으시다던가 몇 번 떨어진 경험이 있으시다던가 그런 경험이 있으신가요?
네 저는 군 생활할 때 면허를,네 저는 군 생활할 때 면허를
인제 사이사이 휴가 나와서 따다 보니까,인제 사이사이 휴가 나와서 따다 보니까
아무래도 연습이 부족해서 주행 쪽에서 몇 번 떨어진 경험 있고요.,아무래도 연습이 부족해서 주행 쪽에서 몇 번 떨어진 경험 있고요.
근데 그러고 나서는 이제 전역하고 나서 학원 다니고 나서는 바로 취득했습니다.,근데 그러고 나서는 이제 전역하고 나서 학원 다니고 나서는 바로 취득했습니다.
네  씨는 혹시 오토바이 타거나 할 때 위반 같은 거는 하신 적이 없나요?,네  씨는 혹시 오토바이 타거나 할 때 위반 같은 거는 하신 적이 없나요?
네 저는 애초에 번호판이 있었는데 거기에 인제 제가 가게 사장님한테 산 오토바이라서,네 저는 애초에 번호판이 있었는데 거기에 인제 제가 가게 사장님한테 산 오토바이라서
딱히 그렇게 문제를 일으키고 싶지 않은 마음에 그런 위반을 일으킨 적은 없고요.,딱히 그렇게 문제를 일으키고 싶지 않은 마음에 그런 위반을 일으킨 적은 없고요.
그래서 이때까지 크게 문제 있었던 적은 없습니다 짝은 문제도 있었던 적은 없고요.,그래서 이때까지 크게 문제 있었던 적은 없습니다 작은 문제도 있었던 적은 없고요.
