사투리,표준어
니 지금까지 해 봤던 알바 중에 알바 중에 제일 이상했던 경험 같은 거 있나?,너 지금까지 해 봤던 알바 중에 알바 중에 제일 이상했던 경험 같은 거 있니?
이상했던 경험은 없고 되게 제일 힘들었던 건 있다.,이상했던 경험은 없고 되게 제일 힘들었던 건 있다.
어떤 거?,어떤 거?
예전에 내가 스물한 살 스물두 살 이때인데,예전에 내가 스물한 살 스물두 살 이때인데
친구랑 둘이서 고깃집에서 알바를 했단 말이야.,친구랑 둘이서 고깃집에서 알바를 했단 말이야.
근데 거기가 소고깃집인데 테이블이 백석이 넘었어.,근데 거기가 소고깃집인데 테이블이 백석이 넘었어.
근데 알바가 내 친구랑 내 친구 둘인 거야.,근데 알바가 내 친구랑 내 친구 둘인 거야.
캐서 그 직원 이모들도 있긴 했는데,해서 그 직원 이모들도 있긴 했는데
그 이모들 일 거의 안 하고 내랑 내 친구한테 다 막 일 시켜 갖고,그 이모들 일 거의 안 하고 나랑 내 친구한테 다 막 일 시켜 갖고
손님이 이거 띵동 하고서 벨 누른다 아이가 그러면은,손님이 이거 띵동 하고서 벨 누르지 않니 그러면은
야 누구야 저기 몇 번 벨 눌렀다 얼른 가 봐라 이러면서 해 갖고,야 누구야 저기 몇 번 벨 눌렀다 얼른 가 봐라 이러면서 해 갖고
내 친구랑 내랑 거의 거 저녁 시간이면 백 테이블 꽉 차는데,내 친구랑 나랑 거의 거 저녁 시간이면 백 테이블 꽉 차는데
맨날 그~ 막 둘이서 뛰댕기고 막 캐 갖고 겁나 힘들었는데,맨날 그~ 막 둘이서 뛰어다니고 막 해 갖고 굉장히 힘들었는데
출근을 오픈할 때 하고 마감할 때 했단 말이야 알바인데,출근을 오픈할 때 하고 마감할 때 했단 말이야 알바인데
캐 갖고 막 되게 힘들어서,해 갖고 막 되게 힘들어서
막 아~ 힘들다고 사장님한테 사장님 더 아~ 이~ 너무 힘든데요 하면서 아침부터,막 아~ 힘들다고 사장님한테 사장님 더 아~ 이~ 너무 힘든데요 하면서 아침부터
밤늦게까지 이렇게 하는 거 힘들어요 막 이러니까,밤늦게까지 이렇게 하는 거 힘들어요 막 이러니까
원래 직원들은 중간에 런치 끝나고 나면,원래 직원들은 중간에 런치 끝나고 나면
쉬는 시간이 딱 이케 있는데 우리도 그러면 아~ 그럼 너네도 그 직원 이모야들 쉴 때 니네도 쉬라 이러면서 캤는데,쉬는 시간이 딱 이렇게 있는데 우리도 그러면 아~ 그럼 너희도 그 직원 이모들 쉴 때 너희도 쉬라 이러면서 했는데
