사투리,표준어
주제는 만화이고요  아 너는 만화를 좋아해?,주제는 만화이고요  아 너는 만화를 좋아해?
어~ 나 되게 자주 봐.,어~ 나 되게 자주 봐.
근데 이 만화라는 게 요새 네이버랑 다음 웹툰 시장이 되게 큰 거 같더라.,근데 이 만화라는 게 요새 네이버랑 다음 웹툰 시장이 되게 큰 거 같더라.
어~ 맞어 거기 두 개가,어~ 맞어 거기 두 개가
가장 유명한 플랫폼이지.,가장 유명한 플랫폼이지.
그리고 플랫폼 중에 요새 카카오페이지라는 곳도,그리고 플랫폼 중에 요새 카카오페이지라는 곳도
이제 만화가 되게 많이 나오고 보는 사람도 많은 게,이제 만화가 되게 많이 나오고 보는 사람도 많은 게
이제 만화 시장이 이제 웹사이트에서 되게 활성화되고 있는 거 같애.,이제 만화 시장이 이제 웹사이트에서 되게 활성화되고 있는 거 같애.
맞아 나는 네이버 웹툰 중에서 가장 많이 보는 게,맞아 나는 네이버 웹툰 중에서 가장 많이 보는 게
좀 장르로 따지자면 뭐~ 로맨스 코메디나 아니면 뭐~ 호러나,좀 장르로 따지자면 뭐~ 로맨스 코메디나 아니면 뭐~ 호러나
아니면 스릴러 이런 것들을 좀 많이 보는 거 같애.,아니면 스릴러 이런 것들을 좀 많이 보는 거 같애.
아~ 로맨스 코메디라는 게 이제 요새 한국에서 되게 유행을 많이 하는 거 같애.,아~ 로맨스 코메디라는 게 이제 요새 한국에서 되게 유행을 많이 하는 거 같애.
그래서 이제 한국에서 유행을 많이 하는데 이제,그래서 이제 한국에서 유행을 많이 하는데 이제
그런 것들의 원작이 많이 되기도 한다는 점에서 어떻게 보면은 이제 이차 창작물도,그런 것들의 원작이 많이 되기도 한다는 점에서 어떻게 보면은 이제 이차 창작물도
많이 나오는 창작의 원천이 되는 거 같애.,많이 나오는 창작의 원천이 되는 거 같애.
맞아 그래서 웹툰을 통해서 영화들이 만들어지기도 하고 또 최근에는,맞아 그래서 웹툰을 통해서 영화들이 만들어지기도 하고 또 최근에는
드라마 같은 것도 많이 만들어지기도 하더라.,드라마 같은 것도 많이 만들어지기도 하더라.
맞아 그래서 이제 뭔가 이 만화 시장 커지는 게 나는 만화를,맞아 그래서 이제 뭔가 이 만화 시장 커지는 게 나는 만화를
좋아하기 때문에 되게 달가워.,좋아하기 때문에 되게 달가워.
맞아 그리고 또 코로나 기간이 길어지다 보니까,맞아 그리고 또 코로나 기간이 길어지다 보니까
좀 사람들이 집에서 많이 웹툰을 더 찾는 경향도 있는 거 같애.,좀 사람들이 집에서 많이 웹툰을 더 찾는 경향도 있는 거 같애.
맞아 그러다 보니까 이제 더 성장할 거 같구 성장을 하다 보면 사람들이 몰리다 보니까,맞아 그러다 보니까 이제 더 성장할 거 같구 성장을 하다 보면 사람들이 몰리다 보니까
명작들도 나오기 좋은 생태계가 구성된다고 생각을 해.,명작들도 나오기 좋은 생태계가 구성된다고 생각을 해.
아~ 나는 네이버 웹툰 중에서 자주 보는 웹툰이,아~ 나는 네이버 웹툰 중에서 자주 보는 웹툰이
뭐~ 간 떨어지는 동거라는 뭐~ 로맨스물이나,뭐~ 간 떨어지는 동거라는 뭐~ 로맨스물이나
아니면 조석 작가의 뭐~ 조의 영역이나 아니면,아니면 조석 작가의 뭐~ 조의 영역이나 아니면
우주인간이나 뭐~ 이런 것들을 많이 보는 거 같애.,우주인간이나 뭐~ 이런 것들을 많이 보는 거 같애.
아~ 우주인간이 행성인간 말이지?,아~ 우주인간이 행성인간 말이지?
아~ 맞아.,아~ 맞아.
아~ 그래서 이 조석 작가도 이제 굉장히 활발하게 활동하는 만화가인데,아~ 그래서 이 조석 작가도 이제 굉장히 활발하게 활동하는 만화가인데
되게 이제 수준이 점점 성장하다 보니까,되게 이제 수준이 점점 성장하다 보니까
만화 퀄리티도 올라가는 게 느껴지더라구,만화 퀄리티도 올라가는 게 느껴지더라구
맞아 옛날에는 조석 이야기인가 그걸로 되게 오랫동안 최장 연재를 한 걸로 알고 있는데,맞아 옛날에는 조석 이야기인가 그걸로 되게 오랫동안 최장 연재를 한 걸로 알고 있는데
요새는 되게 스릴러물이나 좀 그런 걸로 많이 히트를 치고 있더라.,요새는 되게 스릴러물이나 좀 그런 걸로 많이 히트를 치고 있더라.
맞아 마음의 소리라는 웹툰이었는데 처음에는 일상을 그리는 거였는데,맞아 마음의 소리라는 웹툰이었는데 처음에는 일상을 그리는 거였는데
