사투리,표준어
자,자
잘 들리지 우리가 아직 군대를 안 갔잖아?,잘 들리지 우리가 아직 군대를 안 갔잖아?
그래서 우리는 이제 가야 되는 입장이고,그래서 우리는 이제 가야 되는 입장이고
그런데 내가 너랑 이제 부산 병무청에 갔다 왔는데,그런데 내가 너랑 이제 부산 병무청에 갔다 왔는데
그날은 쪼끔 멘붕이긴 했는데 내가,그날은 쪼끔 멘붕이긴 했는데 내가
그렇게 됐잖아 그렇기 때문에 내가 너랑 원래는,그렇게 됐잖아 그렇기 때문에 내가 너랑 원래는
현역에 뛰면 너랑 같이 철원을 가게 되더라도 너랑,현역에 뛰면 너랑 같이 철원을 가게 되더라도 너랑
군대 생활을 한번 해보는 게 난 좋을 거라고 생각을 했는데,군대 생활을 한번 해보는 게 난 좋을 거라고 생각을 했는데
못 하게 된 거 같아서 쪼금 아쉽기는 해.,못 하게 된 거 같아서 쪼금 아쉽기는 해.
혹시 음~ 만약에 우리가 같이 가게 된다면 니가 뭐~ 생각해놓은,혹시 음~ 만약에 우리가 같이 가게 된다면 네가 뭐~ 생각해놓은
특기병이나 뭐~ 이런 게 있었어?,특기병이나 뭐~ 이런 게 있었어?
나는 사실,나는 사실
너랑 이제 같이 갈려고 완전 설레면서 이제 병무청을 갔는데,너랑 이제 같이 갈려고 완전 설레면서 이제 병무청을 갔는데
너가 이제 어~ 그렇게 됐더라고,너가 이제 어~ 그렇게 됐더라고
그 평발로 이제 공익 판정을 받아서 너가,그 평발로 이제 공익 판정을 받아서 너가
아~ 같이 군 생활을 할 수가 없겠구나라는 생각에 너무 아쉬웠고,아~ 같이 군 생활을 할 수가 없겠구나라는 생각에 너무 아쉬웠고
그러더니 난 지금도 이제 드는 생각이,그러더니 난 지금도 이제 드는 생각이
너가 이제 못 가는 게 아니잖아 이제 안 가는 거잖아 그니까,너가 이제 못 가는 게 아니잖아 이제 안 가는 거잖아 그러니까
갈 수 없는 여지가 생겼는데 그 여지를 너가 잡은 거니까 나는 개인적으로,갈 수 없는 여지가 생겼는데 그 여지를 너가 잡은 거니까 나는 개인적으로
이제 너가 나랑 함께 군 생활을 했으면 좋겠고 하는데,이제 너가 나랑 함께 군 생활을 했으면 좋겠고 하는데
혹시나 너 나는 원래 이제,혹시나 너 나는 원래 이제
하고 싶었던 게 카투사였거든.,하고 싶었던 게 카투사였거든.
그 주안 그쪽에 포천 쪽에 있는 그런데 카투사가 내 주변 지인들도 지원하는 그런 걸 보니까,그 주안 그쪽에 포천 쪽에 있는 그런데 카투사가 내 주변 지인들도 지원하는 그런 걸 보니까
일단 카투사라는 군인 직업 자체가,일단 카투사라는 군인 직업 자체가
토익도 이제 칠백팔십 점인가가 이상으로 맞아야 되고 그다음에,토익도 이제 칠백팔십 점인가가 이상으로 맞아야 되고 그다음에
뭐~ 물론 그 요건만 축종 시키면 되긴 하는데,뭐~ 물론 그 요건만 축종 시키면 되긴 하는데
한번 지원할 수밖에 없는 단점이 있더라고 근데 그런 걸 고려해서,한번 지원할 수밖에 없는 단점이 있더라고 근데 그런 걸 고려해서
카투사는 솔직히 쫌 되기가 어려울 거 같 그렇게 되면,카투사는 솔직히 조금 되기가 어려울 거 같 그렇게 되면
되기가 어려지면은 이제 난 개인적으로 그냥 일반 육군으로 갈 거 같은데,되기가 어려지면은 이제 난 개인적으로 그냥 일반 육군으로 갈 거 같은데
그러면은 이제,그러면은 이제
일반 육군으로 가게 되면은 난 너랑 되게 같이 가고 싶은 느낌도 있고,일반 육군으로 가게 되면은 난 너랑 되게 같이 가고 싶은 느낌도 있고
그리고 뭐~ 보직은 솔직히 너랑 같이 있다면 아무거나 상관이 없는데 혹시 너는 이제 그런,그리고 뭐~ 보직은 솔직히 너랑 같이 있다면 아무거나 상관이 없는데 혹시 너는 이제 그런
공익 판정을 받은 거에 있어서 마음을 바꿀 생각은 없는 거지,공익 판정을 받은 거에 있어서 마음을 바꿀 생각은 없는 거지
아이 뭐~ 이케 마음이 없다기보다는,아니 뭐~ 이렇게 마음이 없다기보다는
입대 가능성은 뭐~ 열어놓고 얘기하자면,입대 가능성은 뭐~ 열어놓고 얘기하자면
나도 현역 갈 수도 있을 수도 있어 근데,나도 현역 갈 수도 있을 수도 있어 근데
일단은 지금은,일단은 지금은
