사투리,표준어
서울에 술집도 되게 많고,서울에 술집도 되게 많고
그 어떤 곳보다 맛집도 많고 술집도 많고 정말 다양한 곳이 서울이라고 생각해.,그 어떤 곳보다 맛집도 많고 술집도 많고 정말 다양한 곳이 서울이라고 생각해.
너무 쫌 이거 쫌 너무 딱딱하지 않나?,너무 조금 이거 조금 너무 딱딱하지 않아?
그럼 뭐라고 해야 되지?,그럼 뭐라고 해야 되지?
만인의 연인인 치킨도 좋아하고,만인의 연인인 치킨도 좋아하고
고기는 거의 다 좋아하는 편이고 아~ 회도 되게 좋아하고,고기는 거의 다 좋아하는 편이고 아~ 회도 되게 좋아하고
아~ 육회 환장하지.,아~ 육회 환장하지.
그거 벗어나면 안 되는데 이거 주제?,그거 벗어나면 안 되는데 이거 주제?
그~ 서면 그~ 부전동 쪽은 아니고 부전동 옆 동이여가지고,그~ 서면 그~ 부전동 쪽은 아니고 부전동 옆 동이여가지고
아~ 놀 때는 서면 가서 놀지.,아~ 놀 때는 서면 가서 놀지.
서면 가서 뭐 많이 먹어봤어요?,서면 가서 뭐 많이 먹어봤어요?
하도 많이 먹어가지고 뭐라 해야 될 지 모르겠는데 일단 뭐~,하도 많이 먹어가지고 뭐라 해야 될 지 모르겠는데 일단 뭐~
여자애들이랑 같이 놀다 보면은 아무래도 뭐~ 파스타 집이나 이런 집을 쫌 많이 가게 되고,여자애들이랑 같이 놀다 보면은 아무래도 뭐~ 파스타 집이나 이런 집을 조금 많이 가게 되고
그~ 살짝 서면 뒤쪽으로 가면 조개구이집 있지 않아요?,그~ 살짝 서면 뒤쪽으로 가면 조개구이집 있지 않아요?
조개구이집?,조개구이집?
쫌 직진해서 왼쪽으로 가면 조개구이집 엄청나게 많던데.,조금 직진해서 왼쪽으로 가면 조개구이집 엄청나게 많던데.
조개구이 뭐~ 골목 이런 건가?,조개구이 뭐~ 골목 이런 건가?
그~ 마카롱 집도 있던데.,그~ 마카롱 집도 있던데.
아~ 혹시 뭐~ &company-name1& 막 그런 데 말하는 거야?,아~ 혹시 뭐~ &company-name1& 막 그런 데 말하는 거야?
그 앞에 구둣가게 있던 걸로 기억하는데.,그 앞에 구둣가게 있던 걸로 기억하는데.
복잡하네.,복잡하네.
저는 진짜 편식 한 개도 안 해요.,저는 진짜 편식 한 개도 안 해요.
저 생고기 소스 양념 버무린 거 말고 생으로 묵어.,저 생고기 소스 양념 버무린 거 말고 생으로 먹어.
예 저 그니까 저 제가 대구에서 태어났다고 했잖아요.,예 저 그러니까 저 제가 대구에서 태어났다고 했잖아요.
그니까 대구 가면 인제 대구 가면 생고기 유명하고?,그러니까 대구 가면 인제 대구 가면 생고기 유명하고?
막창.,막창.
막창도 유명하니까.,막창도 유명하니까.
요 저는 일단 가리는 게 없어요 저는.,요 저는 일단 가리는 게 없어요 저는.
편식을 딱히 안 하는 편이구나.,편식을 딱히 안 하는 편이구나.
편식을 아예 안 해요 그니까 막 브로콜리도 그냥 먹으라면 먹고.,편식을 아예 안 해요 그러니까 막 브로콜리도 그냥 먹으라면 먹고.
가지랑 막 피망 같은 것도?,가지랑 막 피망 같은 것도?
저 가지 피망 좋아해요.,저 가지 피망 좋아해요.
와 신기하네.,와 신기하네.
그거 굳이 안 먹어도 맛있는 게 너무 많아가지고,그거 굳이 안 먹어도 맛있는 게 너무 많아가지고
그~ 뭐~ 따로 싫어하는 음식은 없으세여?,그~ 뭐~ 따로 싫어하는 음식은 없으세여?
싫어하는 거는,싫어하는 거는
뭐~ 뻔데기 이런 거나 아니면은 쌩 간 이런 거?,뭐~ 번데기 이런 거나 아니면은 쌩 간 이런 거?
생김새가 이상해서 안 먹는 거예요 아니면 맛이 이상해서 안 먹는 거예요?,생김새가 이상해서 안 먹는 거예요 아니면 맛이 이상해서 안 먹는 거예요?
맛도 먹어보니까 굳이 그~ 눈으로 보이는 징그러운 생김새를 이겨가면서 먹고 싶은 맛이 아니여가지고,맛도 먹어보니까 굳이 그~ 눈으로 보이는 징그러운 생김새를 이겨가면서 먹고 싶은 맛이 아니여가지고
아~ 민초 같은 존재일 수도 있겠다 뭐~ 파인애플 피자 이런 거?,아~ 민초 같은 존재일 수도 있겠다 뭐~ 파인애플 피자 이런 거?
파인애플 피자?,파인애플 피자?
응.,응.
파인애플 피자 먹어본 적 있어요?,파인애플 피자 먹어본 적 있어요?
아니 싫어해서 안 먹어.,아니 싫어해서 안 먹어.
반이 피자에 파인애플을 왜 넣는지는 모르겠던데?,반이 피자에 파인애플을 왜 넣는지는 모르겠던데?
에~ 피자에는 뭐~ 고기랑 버섯이랑,에~ 피자에는 뭐~ 고기랑 버섯이랑
뭐~ 양파 이런 거 들어가면 맛있는데,뭐~ 양파 이런 거 들어가면 맛있는데
파인애플은 썩 그렇게,파인애플은 썩 그렇게
파인애플 그냥 먹는 건 좋아하세요?,파인애플 그냥 먹는 건 좋아하세요?
그냥 먹는 거는 맛있지.,그냥 먹는 거는 맛있지.
