사투리,표준어
먹고 싶은 거 있어 지금 바로?,먹고 싶은 거 있어 지금 바로?
지금 약간,지금 약간
떡볶이도 먹고 싶고,떡볶이도 먹고 싶고
고기도 먹고 싶고,고기도 먹고 싶고
조개구이도 먹고 싶은데,조개구이도 먹고 싶은데
뭐가 좋으까?,뭐가 좋을까?
조개구이 괜찮은데 요새 또 굴이 제철이잖아.,조개구이 괜찮은데 요새 또 굴이 제철이잖아.
나 빼고 다 굴 먹는 거 같은데,나 빼고 다 굴 먹는 거 같은데
나랑  갈래 굴?,나랑  갈래 굴?
맛있는데 있어?,맛있는데 있어?
조개구이는 우리,조개구이는 우리
저번에 갔던 거기 무한 리필 집 진짜 맛있었는,저번에 갔던 거기 무한 리필 집 진짜 맛있었는
떡볶이 이벤튼데,떡볶이 이벤튼데
배달 시켜 먹는 게 맛있긴 한데,배달 시켜 먹는 게 맛있긴 한데
거기 &company-name1&이 진짜 맛,거기 &company-name1&이 진짜 맛
근데 집에서 해 먹는 것도 괜찮은데 언제 또 요리해 줄 거야?,근데 집에서 해 먹는 것도 괜찮은데 언제 또 요리해 줄 거야?
지금 바로 집에 가서 요리 좀 해 주까,지금 바로 집에 가서 요리 좀 해 주까
내가 일단 지금 언니한테 바로 해 주고 싶은 요리는,내가 일단 지금 언니한테 바로 해 주고 싶은 요리는
닭도리탕도 해주고 싶고,닭도리탕도 해주고 싶고
나 내가 제일 잘하는 요리인 된장찌개,나 내가 제일 잘하는 요리인 된장찌개
찌개도 해주고 싶,찌개도 해주고 싶
뭐가 제일 먹고 싶어 내가 한 거 중에,뭐가 제일 먹고 싶어 내가 한 거 중에
두 개 다 괜찮긴 한데,두 개 다 괜찮긴 한데
근데 하기에는,근데 하기에는
뭐가 더 쉬울까?,뭐가 더 쉬울까?
된장찌개가 쉬울까 닭도리탕이 쉬울까?,된장찌개가 쉬울까 닭도리탕이 쉬울까?
한 번 레시피로 한 번 읊어 주시겠어요?,한 번 레시피로 한 번 읊어 주시겠어요?
일단 닭도리탕은,일단 닭도리탕은
보기엔 되게 간단한 음식인 것처럼 보이지만 이게 쉽지가 않아요.,보기엔 되게 간단한 음식인 것처럼 보이지만 이게 쉽지가 않아요.
왜냐면,왜냐하면
일단 내가 언니 오기 전에,일단 내가 언니 오기 전에
두 시간 정도,두 시간 정도
닭에 잡냄새를 없애기 위해서 내가 우유에 일단 재워둔다 말이야.,닭에 잡냄새를 없애기 위해서 내가 우유에 일단 재워둔다 말이야.
그러면 일단,그러면 일단
우유에 재워둔 다음에 그걸 또 행궈 또 닭에 혹시 우유에 비린내가 나지 않을까 싶어서,우유에 재워둔 다음에 그걸 또 행궈 또 닭에 혹시 우유에 비린내가 나지 않을까 싶어서
그러고?,그러고?
이제 다시 또 물로 또 행군 다음에 이제,이제 다시 또 물로 또 행군 다음에 이제
그 닭을 이제 삶아 삶는데 한,그 닭을 이제 삶아 삶는데 한
속까지 다 익어야 되니까 이십분 삶아.,속까지 다 익어야 되니까 이십분 삶아.
그리고 이제 언니 올 시간에 맞춰 가지고,그리고 이제 언니 올 시간에 맞춰 가지고
각종 양념들을 그냥 다 넣어서,각종 양념들을 그냥 다 넣어서
한 삼십분 더 조리를 하거든 왜냐면,한 삼십분 더 조리를 하거든 왜냐하면
그 속까지 양념이 재워 줘야 되니까?,그 속까지 양념이 재워 줘야 되니까?
그래서 내가 딱 언니 올 시간에 맞춰가지고,그래서 내가 딱 언니 올 시간에 맞춰가지고
두 시간 전부터  요리를 준비하고 있었어.,두 시간 전부터  요리를 준비하고 있었어.
그래서 간단한 음식은 된장찌개인 것 같,그래서 간단한 음식은 된장찌개인 것 같
또 먹고 싶은 거 없어?,또 먹고 싶은 거 없어?
저번에 파스타도 맛있었는데,저번에 파스타도 맛있었는데
며칠 전에 니가,며칠 전에 너가
맛집 갔다 왔다 하지 않았어 거기 어디야?,맛집 갔다 왔다 하지 않았어 거기 어디야?
거기 파스타집이 &company-name2& 라는 파스타 집인데,거기 파스타집이 &company-name2& 라는 파스타 집인데
갔는데 테이블이 딱 세 테이블 밖에 없었고,갔는데 테이블이 딱 세 테이블 밖에 없었고
되게 자그마한 가게였는데,되게 자그마한 가게였는데
분위기도 되게,분위기도 되게
인스타 요즘 사람들이 많이 하는 인스타 감성처럼 되게 차분한 그런 인테리어여서,인스타 요즘 사람들이 많이 하는 인스타 감성처럼 되게 차분한 그런 인테리어여서
되게 밥 먹기 되게 좋았어.,되게 밥 먹기 되게 좋았어.
나중에 한 번 같이 가자.,나중에 한 번 같이 가자.
내가 얼마 전에,내가 얼마 전에
낙성대 쪽에 치킨집을 갔는데,낙성대 쪽에 치킨집을 갔는데
거기 그~,거기 그~
동네 &company-name3&,동네 &company-name3&
거기 요즘 엄청 그~,거기 요즘 엄청 그~
초코 치킨 식스센스에 방송 나온데 알아?,초코 치킨 식스센스에 방송 나온데 알아?
초코 치킨이라고 낙성대에 거기 방송 나왔었는데,초코 치킨이라고 낙성대에 거기 방송 나왔었는데
거기서 그걸 하는데?,거기서 그걸 하는데?
같이 먹어 보자 해서 갔는데?,같이 먹어 보자 해서 갔는데?
진짜 약간,진짜 약간
치킨 이렇게 탑처럼 쌓아주고,치킨 이렇게 탑처럼 쌓아주고
근데 여기서 중요한 거 거기서 가지고 나오질 못 해.,근데 여기서 중요한 거 거기서 가지고 나오질 못 해.
무조건 거기서 다 먹어야 되는데 양이 장난이 아니야.,무조건 거기서 다 먹어야 되는데 양이 장난이 아니야.
그래서 약간 두 명에선 가기는 좀 그렇긴 한데,그래서 약간 두 명에선 가기는 좀 그렇긴 한데
거기도 또 먹으러 가도 괜찮을 거 같고,거기도 또 먹으러 가도 괜찮을 거 같고
또 뭐 먹으러 가고 싶은 거 있어?,또 뭐 먹으러 가고 싶은 거 있어?
나는 지금 엄청 맵고 자극적인게 땡겨가지고,나는 지금 엄청 맵고 자극적인게 땡겨가지고
매운 거 잘 못 먹는,매운 거 잘 못 먹는
언니,언니
를 위해서 우리가 같이 먹을 수 있는 거는,를 위해서 우리가 같이 먹을 수 있는 거는
닭발 아니면,닭발 아니면
국물 닭발,국물 닭발
언니랑 그게 같이 먹고 싶고,언니랑 그게 같이 먹고 싶고
언니가 아까 떡볶이 먹고 싶다 했었는데 나도 그 얘기 들으니까 되게 먹고 싶다.,언니가 아까 떡볶이 먹고 싶다 했었는데 나도 그 얘기 들으니까 되게 먹고 싶다.
집에서 내가 떡볶이 해 주까?,집에서 내가 떡볶이 해 줄까?
떡볶이도 좋지.,떡볶이도 좋지.
근데 떡볶이는,근데 떡볶이는
진짜 떡,진짜 떡
이 생명이고 요즘 또 다른 재료들 많이 넣으니까 우리 막 고기도 넣,이 생명이고 요즘 또 다른 재료들 많이 넣으니까 우리 막 고기도 넣
곱창도 막창도 넣고 다 넣어 가지고,곱창도 막창도 넣고 다 넣어 가지고
먹어 보까?,먹어 볼까?
또 우리 이제 맛집투어도 좀 다녀야 되는데,또 우리 이제 맛집투어도 좀 다녀야 되는데
알고 있는 맛집이 근데 많이 없어가지고,알고 있는 맛집이 근데 많이 없어가지고
어느 종류부터 시작해야 될까?,어느 종류부터 시작해야 될까?
일단 우리는 한 식당이 마음에 들면 맨날 그 식당만 가니까,일단 우리는 한 식당이 마음에 들면 맨날 그 식당만 가니까
좀 다양한 데를 가봐야 되는데,좀 다양한 데를 가봐야 되는데
우리가,우리가
인스타나 아님 페이스북 통해서 많이 봤던 그런 음식들을,인스타나 아님 페이스북 통해서 많이 봤던 그런 음식들을
항상 같이 가자고 이렇게 얘기만 하고?,항상 같이 가자고 이렇게 얘기만 하고?
또 막상 언니 나가자 하면,또 막상 언니 나가자 하면
집 근처만 나가니까,집 근처만 나가니까
오늘은 뭐~,오늘은 뭐~
이 동네 맛집을 가볼까 해서 그냥 그 동넬 가서?,이 동네 맛집을 가볼까 해서 그냥 그 동넬 가서?
거기서,거기서
