사투리,표준어
@이름씨가 다녀온 여행지부터 한번 얘기해 줘 봐요.,@이름씨가 다녀온 여행지부터 한번 얘기해 줘 봐요.
저는 어릴 때,저는 어릴 때
부모님이랑 같이 간 데라서,부모님이랑 같이 간 데라서
말레이시아 싱가폴,말레이시아 싱가폴
어디야 태국,어디야 태국
뭐~ 중국 일본도 갔다 왔었구요.,뭐~ 중국 일본도 갔다 왔었구요.
기억나는 게 스위스 가서 퐁듀 먹은 거랑,기억나는 게 스위스 가서 퐁듀 먹은 거랑
그~ 굉장히 어릴 때 갔어요.,그~ 굉장히 어릴 때 갔어요.
부모님이랑 갔던 거는 마지막 여행이 중 일 때였어서,부모님이랑 갔던 거는 마지막 여행이 중 일 때였어서
그럼 중학교 일 학년 이후는 안 갔어요?,그럼 중학교 일 학년 이후는 안 갔어요?
네 안 갔어요 공부만 시키셨죠.,네 안 갔어요 공부만 시키셨죠.
우리가 우리가 살던 곳이 중국 복건성 샤먼이라는 곳인데,우리가 우리가 살던 곳이 중국 복건성 샤먼이라는 곳인데
거기가 되게 유명한 관광지예요 어~ 나중에 검색 한 번 해보세요 네이버에서,거기가 되게 유명한 관광지예요 어~ 나중에 검색 한 번 해보세요 네이버에서
관광지인데다가 야자수가 일 일 년 내내 이렇게 있는 그런 곳인데,관광지인데다가 야자수가 일 일 년 내내 이렇게 있는 그런 곳인데
그러다 보니까 날씨가 덥고 애가 어리니까 어디를 가기가 힘들어서,그러다 보니까 날씨가 덥고 애가 어리니까 어디를 가기가 힘들어서
뭐~ 아파트에 수영장이 있었어요.,뭐~ 아파트에 수영장이 있었어요.
아~ 진짜요?,아~ 진짜요?
도시다 보니까 아파트 단지마다 다 수영장이 있거든요.,도시다 보니까 아파트 단지마다 다 수영장이 있거든요.
그다음에 바다가 가까워서 바닷가에 가서 연 날리고 중국 엿 사먹고,그다음에 바다가 가까워서 바닷가에 가서 연 날리고 중국 엿 사먹고
중국 엿은 우리랑 뭔가 다른가요 똑같아요?,중국 엿은 우리랑 뭔가 다른가요 똑같아요?
쌀과자부터 시작해서 새우깡까지 일본 아니면 유럽에서 온 거더라.,쌀과자부터 시작해서 새우깡까지 일본 아니면 유럽에서 온 거더라.
아~ 진짜요 유럽에서도요?,아~ 진짜요 유럽에서도요?
과자들이 유럽 과자들 거의 다 똑같아요 모조품 같은 거 만들었고 새우깡은,과자들이 유럽 과자들 거의 다 똑같아요 모조품 같은 거 만들었고 새우깡은
우리나라에도 있지만 중국에도 있고 말레이시아에도 있고,우리나라에도 있지만 중국에도 있고 말레이시아에도 있고
인도네시아에도 있고 똑같아요 약간의 형태만 다를 뿐이지.,인도네시아에도 있고 똑같아요 약간의 형태만 다를 뿐이지.
우리나라 걸 따로 만든 게 아니라 우리나라가 따로 만든 거예요?,우리나라 걸 따로 만든 게 아니라 우리나라가 따로 만든 거예요?
우리나라가 따라 만든 거죠 왜냐면 롯데에서 농심 새우깡 어~,우리나라가 따라 만든 거죠 왜냐면 롯데에서 농심 새우깡 어~
농심 새우깡 맞네 그니까 다 해외에서 갖고 들어온 거를 그대로 약간 변형을 한 거죠 전부 다,농심 새우깡 맞네 그러니까 다 해외에서 갖고 들어온 거를 그대로 약간 변형을 한 거죠 전부 다
나중에 @이름씨가 해외로 나가게 되면,나중에 @이름씨가 해외로 나가게 되면
보는 눈이 좀 달라질 거예요.,보는 눈이 좀 달라질 거예요.
커서 다니면 여행을 가서 보는 게 좀 많이 다르거든요.,커서 다니면 여행을 가서 보는 게 좀 많이 다르거든요.
그럴 것 같아요 네.,그럴 것 같아요 네.
그럼 중학교 일 학년 이후에는 어디를 갔었어요?,그럼 중학교 일 학년 이후에는 어디를 갔었어요?
저는 이제 스무 살 넘어서 스물두 살 땐가?,저는 이제 스무 살 넘어서 스물두 살 땐가?
이제 알바 해가지고 블라디보스토크.,이제 알바 해가지고 블라디보스토크.
거기서 뭐 했어요?,거기서 뭐 했어요?
거기는 일단 할 건 없고요 그냥 정말 그냥 할 건 없어요.,거기는 일단 할 건 없고요 그냥 정말 그냥 할 건 없어요.
뭐~ 따로 명소라든가 특별할 게 별로 없었거든요.,뭐~ 따로 명소라든가 특별할 게 별로 없었거든요.
밥 먹고 제가 꼭 러시아 가서 발레를 보고 싶었거든요.,밥 먹고 제가 꼭 러시아 가서 발레를 보고 싶었거든요.
무용수들이 중국 무용수들이었어요.,무용수들이 중국 무용수들이었어요.
근데 거기는 일단 중국 분들이시더라고요.,근데 거기는 일단 중국 분들이시더라고요.
막상 갔더니 약간,막상 갔더니 약간
중국적인 표현이 자꾸 나오는 거예요.,중국적인 표현이 자꾸 나오는 거예요.
머리가 검어요 중국 발레단들이더라구요.,머리가 검어요 중국 발레단들이더라구요.
그래도 잘하셨어요 그래도.,그래도 잘하셨어요 그래도.
블로그에 올려야 되는데.,블로그에 올려야 되는데.
저 사진은 있는데 보내드릴까요?,저 사진은 있는데 보내드릴까요?
몇 박 며칠로 갔었어요?,몇 박 며칠로 갔었어요?
삼박 오 일이었나 사 박 육 일이었나?,삼박 오 일이었나 사 박 육 일이었나?
네 그때 싸게 간다고,네 그때 싸게 간다고
근데 블라디보스톡에 워낙 한국 사람이 많아서,근데 블라디보스톡에 워낙 한국 사람이 많아서
안내 같은 곳도 잘 돼있고,안내 같은 곳도 잘 돼있고
